SA4_CODE_2021,C21_P_NatPhy_sci_15_19,C21_P_NatPhy_sci_20_24,C21_P_NatPhy_sci_25_34,C21_P_NatPhy_sci_35_44,C21_P_NatPhy_sci_45_54,C21_P_NatPhy_sci_55_64,C21_P_NatPhy_sci_65_74,C21_P_NatPhy_sci_75_84,C21_P_NatPhy_sci_85over,C21_P_NatPhy_sci_Tot,C21_P_InfTec_15_19,C21_P_InfTec_20_24,C21_P_InfTec_25_34,C21_P_InfTec_35_44,C21_P_InfTec_45_54,C21_P_InfTec_55_64,C21_P_InfTec_65_74,C21_P_InfTec_75_84,C21_P_InfTec_85over,C21_P_InfTec_Tot,C21_P_EngRT_15_19,C21_P_EngRT_20_24,C21_P_EngRT_25_34,C21_P_EngRT_35_44,C21_P_EngRT_45_54,C21_P_EngRT_55_64,C21_P_EngRT_65_74,C21_P_EngRT_75_84,C21_P_EngRT_85over,C21_P_EngRT_Tot,C21_P_ArchBuild_15_19,C21_P_ArchBuild_20_24,C21_P_ArchBuild_25_34,C21_P_ArchBuild_35_44,C21_P_ArchBuild_45_54,C21_P_ArchBuild_55_64,C21_P_ArchBuild_65_74,C21_P_ArchBuild_75_84,C21_P_ArchBuild_85over,C21_P_ArchBuild_Tot,C21_P_AgEnv_RS_15_19,C21_P_AgEnv_RS_20_24,C21_P_AgEnv_RS_25_34,C21_P_AgEnv_RS_35_44,C21_P_AgEnv_RS_45_54,C21_P_AgEnv_RS_55_64,C21_P_AgEnv_RS_65_74,C21_P_AgEnv_RS_75_84,C21_P_AgEnv_RS_85over,C21_P_AgEnv_RS_Tot,C21_P_Health_15_19,C21_P_Health_20_24,C21_P_Health_25_34,C21_P_Health_35_44,C21_P_Health_45_54,C21_P_Health_55_64,C21_P_Health_65_74,C21_P_Health_75_84,C21_P_Health_85over,C21_P_Health_Tot,C21_P_Educ_15_19,C21_P_Educ_20_24,C21_P_Educ_25_34,C21_P_Educ_35_44,C21_P_Educ_45_54,C21_P_Educ_55_64,C21_P_Educ_65_74,C21_P_Educ_75_84,C21_P_Educ_85over,C21_P_Educ_Tot,C21_P_MngtCom_15_19,C21_P_MngtCom_20_24,C21_P_MngtCom_25_34,C21_P_MngtCom_35_44,C21_P_MngtCom_45_54,C21_P_MngtCom_55_64,C21_P_MngtCom_65_74,C21_P_MngtCom_75_84,C21_P_MngtCom_85over,C21_P_MngtCom_Tot,C21_P_Soc_cult_15_19,C21_P_Soc_cult_20_24,C21_P_Soc_cult_25_34,C21_P_Soc_cult_35_44,C21_P_Soc_cult_45_54,C21_P_Soc_cult_55_64,C21_P_Soc_cult_65_74,C21_P_Soc_cult_75_84,C21_P_Soc_cult_85over,C21_P_Soc_cult_Tot,C21_P_Creative_art_15_19,C21_P_Creative_art_20_24,C21_P_Creative_art_25_34,C21_P_Creative_art_35_44,C21_P_Creative_art_45_54,C21_P_Creative_art_55_64,C21_P_Creative_art_65_74,C21_P_Creative_art_75_84,C21_P_Creative_art_85over,C21_P_Creative_art_Tot,C21_P_FoodHos_PS_15_19,C21_P_FoodHos_PS_20_24,C21_P_FoodHos_PS_25_34,C21_P_FoodHos_PS_35_44,C21_P_FoodHos_PS_45_54,C21_P_FoodHos_PS_55_64,C21_P_FoodHos_PS_65_74,C21_P_FoodHos_PS_75_84,C21_P_FoodHos_PS_85over,C21_P_FoodHos_PS_Tot,C21_P_MixFld_pr_15_19,C21_P_MixFld_pr_20_24,C21_P_MixFld_pr_25_34,C21_P_MixFld_pr_35_44,C21_P_MixFld_pr_45_54,C21_P_MixFld_pr_55_64,C21_P_MixFld_pr_65_74,C21_P_MixFld_pr_75_84,C21_P_MixFld_pr_85over,C21_P_MixFld_pr_Tot,C21_P_FldStu_ID_15_19,C21_P_FldStu_ID_20_24,C21_P_FldStu_ID_25_34,C21_P_FldStu_ID_35_44,C21_P_FldStu_ID_45_54,C21_P_FldStu_ID_55_64,C21_P_FldStu_ID_65_74,C21_P_FldStu_ID_75_84,C21_P_FldStu_ID_85over,C21_P_FldStu_ID_Tot,C21_P_FldStu_NS_15_19,C21_P_FldStu_NS_20_24,C21_P_FldStu_NS_25_34,C21_P_FldStu_NS_35_44,C21_P_FldStu_NS_45_54,C21_P_FldStu_NS_55_64,C21_P_FldStu_NS_65_74,C21_P_FldStu_NS_75_84,C21_P_FldStu_NS_85over,C21_P_FldStu_NS_Tot,C21_P_Tot_15_19,C21_P_Tot_20_24,C21_P_Tot_25_34,C21_P_Tot_35_44,C21_P_Tot_45_54,C21_P_Tot_55_64,C21_P_Tot_65_74,C21_P_Tot_75_84,C21_P_Tot_85over,C21_P_Tot_Tot
101,5,86,435,524,669,669,609,262,46,3302,25,171,756,763,547,454,280,55,5,3063,67,574,2440,2441,2858,3316,2926,1399,372,16382,81,559,1649,1396,1469,1602,1163,488,138,8544,56,204,713,764,965,1015,693,281,63,4754,43,411,1978,1780,2031,2506,1978,818,235,11769,27,277,1383,1658,1758,2053,2127,827,206,10301,130,711,3242,3891,4322,4035,2719,961,223,20239,73,672,2507,3008,3293,3174,2188,703,116,15732,37,171,726,740,666,625,473,183,50,3675,143,474,1426,1288,1173,914,558,224,42,6233,8,16,21,11,24,17,15,4,4,135,15,54,250,332,403,359,311,114,33,1868,1105,911,2427,2337,2625,2923,2784,2020,1082,18208,1824,5287,19943,20933,22801,23656,18814,8331,2616,124206
102,8,168,520,653,682,545,531,237,45,3392,38,207,682,1064,806,545,279,59,6,3689,98,692,2831,3226,3961,4804,4117,2612,725,23074,175,837,2326,2492,2344,2100,1526,813,225,12829,47,209,677,710,668,545,302,149,36,3349,142,969,3528,3647,3543,3568,2461,1056,304,19225,42,546,2438,2683,2532,2490,2752,1028,267,14762,241,1262,4807,6775,6745,5879,4434,1972,455,32573,192,1260,3799,4194,4289,3589,2293,873,152,20651,125,626,1460,1485,1066,722,533,249,62,6331,244,743,2097,2016,1870,1359,938,448,100,9816,29,25,42,16,15,32,25,15,8,207,31,100,286,436,471,380,280,155,46,2188,1137,1108,2684,2719,2766,2659,3066,3341,2665,22147,2554,8749,28176,32117,31770,29219,23537,13011,5094,174231
103,7,76,311,325,358,304,248,106,19,1760,4,87,292,326,228,201,121,38,0,1289,125,798,2948,2664,2862,2979,2287,1060,259,15985,86,454,1071,1009,898,956,656,313,74,5510,56,194,695,747,914,881,664,361,66,4582,87,593,2187,1882,1775,2073,1569,686,211,11060,36,352,1552,1649,1707,1612,1599,651,157,9320,101,637,2783,3129,3289,2900,1939,692,174,15636,109,646,2014,2067,2115,1747,1118,366,88,10264,21,171,538,487,415,332,237,128,23,2357,141,498,1323,1145,977,648,400,178,45,5357,8,26,41,17,14,19,13,6,0,150,17,62,168,185,231,201,149,74,23,1115,1118,1145,2566,2541,2489,2479,2455,1978,977,17756,1918,5731,18490,18177,18272,17330,13467,6635,2120,102134
104,4,42,176,225,259,241,283,110,26,1378,14,63,220,221,175,189,122,36,0,1039,52,317,1128,1168,1413,1959,2001,1029,276,9330,45,212,669,743,810,1017,871,345,102,4817,41,99,417,473,524,456,295,86,31,2413,55,323,1324,1388,1541,1763,1346,553,132,8432,15,160,859,1141,1150,1381,1557,597,141,6998,97,396,1548,1916,2248,2254,1840,686,159,11144,54,353,1340,1560,1808,1807,1250,347,68,8595,19,94,377,449,384,357,289,108,21,2100,109,346,892,881,807,605,393,171,26,4236,9,4,21,4,4,10,21,18,14,113,14,39,125,145,188,205,152,58,16,944,721,693,1820,1778,1721,1628,1684,1469,945,12457,1250,3149,10917,12106,13031,13870,12106,5611,1958,73988
105,0,19,152,133,115,107,58,31,7,624,0,39,177,171,83,89,52,9,0,622,69,364,1431,1133,1156,1296,978,438,120,7001,31,179,530,418,360,453,296,142,36,2443,38,158,481,447,479,491,300,148,31,2572,43,332,1393,999,805,1045,674,295,89,5674,19,181,961,926,920,764,570,212,51,4604,39,265,1757,1513,1442,1330,730,260,50,7389,55,312,1191,1035,983,879,461,111,24,5040,3,50,194,135,106,82,75,35,9,690,56,198,635,509,424,301,221,86,14,2438,5,10,24,5,10,10,5,3,0,85,9,26,109,96,125,96,66,37,5,568,917,881,2280,2038,1902,1898,1724,1375,701,13712,1299,3012,11314,9554,8918,8844,6209,3184,1135,53464
106,3,84,369,461,433,394,402,147,33,2328,16,109,466,454,332,294,191,43,0,1903,202,1230,5261,4992,5087,5350,4071,1931,408,28527,94,568,1401,1318,1282,1301,999,516,114,7590,92,281,652,749,721,553,316,153,32,3545,110,680,2675,2489,2450,2649,1972,773,186,13983,41,421,1780,1960,1802,1741,1840,645,159,10398,224,1178,4490,4964,4755,4133,2705,1085,202,23739,181,979,2943,2903,2704,2359,1463,445,80,14057,74,286,688,610,479,372,305,142,32,2988,260,751,2194,1869,1546,943,607,266,36,8478,14,25,30,17,12,19,14,6,5,133,20,64,287,340,372,295,203,98,21,1708,1118,1207,3055,2811,2651,2494,2512,2155,1154,19147,2450,7865,26287,25946,24623,22903,17601,8395,2456,138529
107,4,398,989,783,732,658,538,254,30,4377,25,317,1018,1098,657,462,214,38,10,3839,119,1093,4555,4085,4745,5535,4357,2201,652,27337,172,987,2354,2001,1875,1503,939,565,190,10580,20,192,535,551,509,358,211,85,13,2481,138,1085,4036,3358,2911,2756,1808,677,200,16969,48,529,2802,2735,2509,2640,2629,895,236,15022,241,1601,5382,6218,5925,4850,3146,1084,295,28735,216,1604,4306,4265,3879,3238,1943,617,144,20214,106,741,1612,1339,972,612,384,150,32,5942,216,886,1824,1684,1474,933,549,293,41,7905,20,26,26,22,15,21,31,29,35,220,29,115,345,379,414,323,209,107,42,1955,983,1213,2418,2201,2109,1945,1998,2239,1659,16767,2333,10803,32199,30721,28721,25832,18944,9221,3575,162354
108,0,40,164,222,297,352,428,197,47,1743,28,86,263,291,276,296,264,54,4,1564,93,473,1476,1738,2347,3374,3894,2265,581,16230,70,365,968,1074,1306,1569,1488,700,186,7731,41,144,430,507,682,664,444,195,42,3153,95,523,2039,1968,2272,2984,2257,981,284,13403,27,219,1226,1464,1727,2113,2474,1020,255,10531,163,561,2030,2728,3312,3872,3389,1458,372,17890,119,614,1790,2184,2600,2631,1851,596,116,12506,31,128,402,434,420,454,426,163,59,2513,154,473,1265,1262,1156,1014,862,316,79,6582,13,40,17,9,11,25,14,14,4,156,17,57,132,174,215,303,244,101,38,1295,1168,942,2118,2142,2229,2831,3288,2881,1771,19359,2023,4661,14327,16204,18852,22486,21327,10950,3844,114657
109,0,33,117,150,161,148,107,48,10,772,10,45,223,184,109,119,62,8,0,760,56,398,1415,1220,1337,1540,1362,632,140,8101,37,258,722,552,531,573,472,203,69,3411,32,154,543,605,613,528,356,155,40,3020,35,337,1279,1190,1036,1205,996,414,109,6605,13,183,897,1008,914,967,832,390,68,5267,37,371,1520,1843,1848,1652,1019,361,94,8740,49,311,1090,1154,1257,1126,712,188,27,5915,16,96,223,244,174,160,118,58,17,1108,50,279,860,703,605,465,301,141,47,3437,3,30,15,17,11,12,7,3,0,96,13,26,105,143,135,116,93,51,8,689,697,581,1325,1290,1356,1558,1648,1356,675,10491,1033,3093,10341,10308,10077,10154,8102,4008,1315,58424
110,5,89,333,352,294,282,249,115,26,1741,10,73,237,247,156,132,98,18,3,977,121,613,2060,1854,1793,2074,1692,825,190,11221,74,260,822,683,679,729,578,294,74,4195,83,285,826,940,928,801,558,297,58,4767,102,487,1814,1499,1487,1777,1399,629,197,9380,26,270,1244,1427,1386,1418,1332,570,122,7798,118,561,2271,2441,2543,2301,1492,607,127,12464,103,489,1822,1797,1862,1696,1088,391,70,9302,21,98,364,306,288,263,192,79,31,1639,143,421,996,901,705,531,347,117,23,4189,17,16,29,11,0,9,10,3,6,99,16,47,137,160,215,169,134,54,19,951,1518,1411,2588,2441,2587,2688,2477,2022,968,18711,2356,5109,15547,15061,14924,14877,11641,6005,1911,87435
111,4,305,1172,1040,902,740,690,305,59,5223,26,272,1006,1160,723,474,257,72,3,4000,154,1262,5644,5530,5650,6230,5543,2950,917,33875,166,1018,2776,2382,2145,1891,1366,741,234,12710,35,208,676,682,672,456,272,127,23,3152,124,1423,6069,5039,4557,4352,2858,1230,409,26064,57,710,3075,3462,3114,3176,3348,1410,394,18750,310,1849,6886,7933,7349,5984,4070,1652,420,36443,304,1669,5102,4820,4570,3687,2413,881,215,23661,146,815,2088,1698,1062,711,454,223,65,7266,266,1007,2417,2021,1744,1167,755,324,90,9790,27,39,34,20,35,26,22,9,7,216,29,158,367,474,514,409,276,143,47,2417,1160,1549,3024,2736,2550,2486,2749,2818,2189,21262,2804,12285,40327,38992,35609,31778,25074,12888,5076,204837
112,5,76,377,503,526,512,535,202,48,2791,20,107,286,405,360,317,226,53,7,1782,119,489,1868,2107,2312,3114,2975,1614,486,15085,56,348,1461,1635,1703,1789,1383,567,172,9122,65,205,621,810,877,832,550,157,38,4163,84,501,2301,2838,2993,3353,2543,961,294,15865,42,251,1485,2195,2247,2521,2849,1001,270,12857,157,729,2833,3852,4094,3921,2971,1139,335,20027,113,602,2225,2993,3367,3439,2487,692,128,16041,73,382,1391,1621,1311,948,683,225,42,6673,176,536,1582,1571,1433,1090,739,272,88,7488,15,26,29,11,10,15,18,19,0,146,23,57,222,326,370,363,270,97,43,1758,1302,1112,2736,3054,3038,3172,3016,2529,1874,21837,2236,5428,19412,23914,24638,25389,21247,9523,3823,135621
113,5,69,312,287,256,217,168,58,9,1372,8,72,349,277,143,121,75,8,0,1051,103,678,2102,1857,1816,1843,1340,588,165,10494,63,342,898,717,585,677,477,203,65,4026,52,266,657,722,767,688,459,221,58,3885,72,512,1913,1498,1324,1319,981,437,146,8206,31,240,1203,1228,1283,1140,993,382,110,6616,136,597,2209,2429,2365,2076,1298,467,109,11675,81,456,1605,1517,1422,1243,673,192,44,7239,14,141,404,327,215,187,116,55,16,1472,87,403,1085,826,625,462,281,108,28,3908,11,40,35,20,17,7,10,3,0,152,9,49,181,186,166,156,105,45,15,915,938,1013,2109,1947,1896,1804,1739,1411,845,13700,1607,4887,15049,13844,12864,11936,8726,4180,1622,74715
114,4,69,224,226,302,363,434,185,48,1853,7,54,217,253,180,240,150,52,5,1158,58,368,1510,1595,1845,2621,2618,1658,422,12703,76,385,1028,1039,1029,1078,988,492,126,6238,27,117,369,397,431,442,324,139,39,2273,32,276,1396,1343,1395,1825,1586,711,224,8786,16,157,898,1063,1209,1545,1877,821,194,7777,96,446,1899,2258,2551,2810,2689,1267,257,14275,75,437,1389,1663,1859,2000,1770,677,132,10010,33,136,480,552,481,513,434,201,53,2880,100,361,974,903,840,704,504,213,47,4651,7,9,19,14,12,11,9,9,3,100,10,47,132,212,258,223,204,108,40,1230,718,617,1483,1472,1578,1635,1760,1630,1015,11901,1248,3484,12015,12986,13979,16005,15342,8164,2612,85837
115,3,370,679,1095,1142,1058,707,305,72,5420,28,323,1154,4099,2210,1028,363,52,3,9268,73,642,2337,4210,4289,4179,3053,1569,413,20764,122,797,1423,1632,1739,1236,665,378,108,8093,22,129,323,425,429,373,247,97,25,2076,76,780,2318,2663,2648,2186,1586,725,213,13201,31,365,1589,2035,2320,1962,1843,772,231,11153,142,1414,5581,10749,9313,6250,3974,1530,336,39300,113,1116,2629,3239,3259,2352,1598,540,143,14983,111,618,1258,1249,838,493,313,151,43,5076,161,378,955,1068,1105,675,384,179,37,4933,22,25,9,19,15,26,32,19,11,172,19,97,268,489,456,337,261,121,49,2096,476,475,1238,1617,1348,1134,1026,1056,1050,9421,1392,7525,21755,34590,31114,23296,16050,7496,2745,145953
116,13,436,1406,1872,1175,823,513,129,25,6390,38,873,4114,7668,2247,617,211,39,0,15800,99,1023,5048,7230,5129,4671,2858,1131,288,27475,115,724,1779,1546,1315,829,534,250,57,7154,19,139,439,414,380,311,136,46,11,1896,127,1177,4895,4109,2790,1931,1149,307,95,16574,35,597,2776,2529,2109,1417,1193,449,108,11213,275,2361,10925,15184,8269,5239,2768,752,123,45887,164,1530,4637,4900,3700,2505,1233,355,54,19077,70,706,1648,1286,660,341,214,64,14,5008,229,819,2288,2351,1337,791,385,144,26,8374,21,28,77,49,42,51,50,12,10,339,40,163,745,1122,694,507,304,99,27,3695,1569,2208,5500,5099,3435,2512,2152,1468,859,24799,2812,12788,46271,55358,33283,22547,13692,5240,1696,193690
117,16,1183,3432,1892,1116,790,474,188,51,9155,29,1034,4202,3388,1483,623,196,25,3,10986,40,1200,7079,3616,2252,2011,1293,745,232,18477,31,628,3392,2044,1309,888,510,219,65,9101,3,137,623,419,297,209,119,40,13,1851,37,904,5976,3382,2122,1743,1169,467,141,15947,17,295,2532,1826,1550,1494,1325,490,96,9614,105,4490,22674,14993,7961,4529,2162,677,131,57723,61,2171,12490,7643,5092,3786,2419,827,175,34673,129,2227,9463,5354,2756,1569,642,185,42,22371,88,987,3237,2032,1291,757,376,126,20,8922,27,118,111,41,28,31,34,12,13,419,33,347,1337,970,697,444,281,100,33,4246,654,2664,7929,4516,2832,2320,1786,1232,646,24579,1288,18397,84489,52120,30788,21202,12776,5344,1666,228058
118,3,429,1735,1150,967,794,608,353,64,6099,17,249,1096,1425,957,560,246,36,0,4583,26,548,3754,2338,1845,1955,1596,1048,391,13507,41,425,2514,1822,1344,949,626,315,86,8118,12,61,378,244,251,213,100,50,19,1324,22,593,4215,2920,2454,2283,1679,1045,377,15587,9,227,1768,1450,1496,1561,1614,757,237,9116,75,1919,12262,10830,8678,5212,3029,1322,391,43718,56,1074,7039,5906,5107,3743,2740,1194,290,27146,72,1024,4566,3421,2130,1291,604,238,93,13435,51,255,1205,1040,998,640,404,227,58,4876,8,37,31,25,21,23,29,43,67,281,23,155,614,569,685,414,258,157,56,2930,640,1138,3983,2943,2182,1571,1460,1560,1575,17052,1049,8130,45158,36072,29110,21197,15001,8347,3708,167785
119,21,856,2216,1760,1624,1492,732,320,98,9123,62,2270,5258,5402,2757,1297,325,49,3,17418,87,1413,6959,5937,6155,6908,4467,2496,992,35427,160,1227,3364,2840,2620,1709,1029,604,218,13771,20,108,447,467,385,359,199,94,21,2097,113,2088,7410,4608,3372,2999,1778,767,290,23435,64,1010,4685,3663,3286,2834,2233,934,342,19052,309,4649,21579,19376,13466,9032,4639,1548,498,75092,181,2314,8076,7401,5983,4479,2341,697,172,31646,132,1269,3491,2632,1631,980,488,223,73,10922,244,1179,3511,3486,2539,1463,835,366,96,13710,25,97,122,81,76,99,96,58,59,710,47,280,875,1032,865,704,376,205,124,4503,2055,3312,8751,7035,5320,4648,3830,3539,3058,41541,3532,22074,76747,65708,50072,39019,23368,11898,6037,298456
120,4,581,1682,1346,1245,1092,656,286,70,6964,32,1744,3589,3237,1718,836,249,39,4,11443,36,603,4396,3234,2716,2938,2044,1094,348,17414,46,468,1883,1620,1528,1138,662,331,96,7771,8,67,376,285,261,248,146,45,16,1451,38,1107,4840,3110,2625,2358,1731,763,245,16833,14,372,2255,1855,1909,2018,1951,830,212,11417,102,2780,13586,12301,9258,6111,3183,989,272,48592,55,1435,6116,5612,5008,3763,2485,845,199,25518,110,1180,4295,3165,2096,1264,582,196,50,12942,70,623,1726,1464,1104,748,402,169,34,6349,8,55,57,23,26,49,34,18,3,276,15,182,730,706,622,433,287,120,36,3135,520,1520,4090,2824,1967,1688,1512,1369,1365,16856,1068,12719,49625,40793,32089,24685,15926,7102,2963,186966
121,6,720,1906,2232,2322,2030,1604,1023,293,12140,32,648,2669,5978,3520,1848,671,137,17,15524,32,597,4055,5555,4518,4347,3253,2325,874,25551,33,461,1726,1783,1741,1429,981,572,205,8936,19,121,449,555,547,416,275,164,61,2601,63,1069,4922,4955,4730,4075,3154,2103,943,26018,24,320,2352,2520,2881,2921,3172,1880,581,16654,99,2675,14042,20839,18140,12038,7489,3659,1145,80121,76,1539,6749,8080,8391,6303,4723,2353,645,38860,149,1241,3638,3707,2661,1655,937,409,203,14594,121,389,1308,1538,1273,785,464,237,83,6195,17,36,26,20,35,47,56,27,12,284,17,147,615,873,921,675,492,271,113,4130,615,787,2525,2878,2187,1744,1671,1570,1564,15537,1310,10755,46988,61527,53856,40317,28935,16733,6726,267149
122,3,291,781,974,1243,978,685,372,90,5424,16,277,704,1341,1337,868,292,63,5,4903,46,406,2166,2505,3165,3238,2389,1696,589,16204,65,581,1901,2054,2081,1547,900,524,205,9856,14,131,400,489,533,406,189,110,31,2296,62,569,2385,2453,2491,2358,1559,978,399,13261,10,271,1648,1953,2185,2161,1989,1056,282,11570,82,1368,6424,9428,10495,6920,4252,2205,620,41789,65,820,3294,4188,4653,3240,2110,956,219,19544,92,733,2314,2493,1970,1104,612,293,78,9685,83,347,994,1160,1285,795,471,282,63,5483,6,12,17,16,13,23,13,11,19,133,14,70,315,452,598,345,220,135,64,2204,487,552,1579,1725,1704,1313,1168,1366,1257,11144,1042,6426,24935,31233,33753,25295,16861,10040,3919,153496
123,10,242,705,756,630,443,301,88,20,3202,24,353,1241,2100,806,346,143,20,0,5031,119,911,3577,4048,4187,4047,2962,1239,237,21326,177,877,1999,1764,1467,950,680,279,68,8270,24,152,431,466,347,279,170,57,10,1941,144,915,3231,2794,2184,1707,1037,370,85,12468,31,468,2530,2514,2065,1569,1284,394,92,10944,202,1367,5924,7913,5510,4089,2363,648,113,28124,179,1263,3974,4028,2994,2161,1088,257,44,15985,101,538,1251,814,427,304,193,63,16,3712,184,624,1821,1734,1138,683,426,155,30,6801,13,35,42,26,20,35,30,60,27,285,19,115,339,499,437,317,209,65,13,2016,1124,1161,2891,3019,2322,1892,1712,1458,877,16456,2350,9040,29961,32486,24527,18811,12602,5151,1630,136552
124,10,261,830,788,742,630,534,219,42,4055,34,324,1178,1747,790,449,230,39,5,4784,113,959,3968,4247,4358,4471,3175,1535,357,23182,156,1048,2342,1926,1672,1269,864,375,85,9734,46,248,788,632,585,450,217,96,24,3085,145,986,3328,3047,2660,2401,1732,722,216,15238,46,553,2892,2827,2589,2517,2319,809,184,14738,224,1504,6074,7436,6109,4880,3223,1020,212,30672,191,1456,4539,4379,3868,3205,2084,668,123,20517,132,633,1768,1479,1043,818,528,174,50,6614,260,834,2197,1928,1314,850,464,186,35,8063,20,19,33,34,28,32,22,13,0,203,32,126,400,551,473,362,250,112,16,2331,1162,1461,3647,3406,2759,2183,1980,1778,1218,19591,2566,10416,33969,34433,28988,24511,17628,7737,2572,162814
125,21,758,2436,2206,1499,1150,758,324,63,9204,72,2257,7609,7973,2548,1007,300,49,0,21812,78,1188,8238,7377,4724,4879,3120,1710,562,31878,108,898,2567,2220,1795,1211,637,344,116,9905,10,96,398,382,348,302,155,72,30,1793,95,1849,7263,4255,2721,2174,1364,596,193,20510,28,744,3497,2777,2282,1982,1548,801,225,13884,235,3882,18972,17633,9589,6183,3413,1199,333,61444,148,1971,6609,5915,4432,3318,1750,619,139,24907,92,808,2627,1818,1106,629,332,129,35,7581,179,936,2753,2639,1511,793,426,197,46,9486,16,95,111,83,63,57,52,28,43,546,23,214,1022,1047,659,486,328,126,52,3960,1686,3319,9415,7469,4625,3782,2792,2021,1455,36560,2784,19008,73530,63786,37905,27945,16985,8224,3294,253461
126,0,387,1310,1094,979,1007,682,337,112,5910,15,431,2231,3450,1623,1014,280,47,7,9103,21,415,3121,3147,2332,2597,1891,1002,431,14950,19,282,943,896,809,643,402,226,80,4306,3,63,219,214,193,213,117,65,17,1105,40,602,2876,2198,1749,1676,1302,641,267,11345,14,234,1322,1240,1232,1349,1305,723,254,7675,68,1786,9029,9277,6580,4493,2721,985,381,35319,38,768,3001,3152,2630,2129,1504,619,173,14021,48,649,1645,1388,917,528,288,124,50,5646,58,300,890,897,660,427,256,93,30,3620,14,28,22,16,17,28,33,19,5,191,15,89,314,376,335,220,182,90,44,1671,291,576,1891,1670,1097,1084,864,883,956,9307,644,6611,28831,29024,21159,17411,11840,5864,2789,124166
127,12,587,1312,1107,935,726,420,120,25,5240,45,649,2307,3221,1366,549,139,21,0,8297,156,1078,4702,4726,5068,5172,3182,1396,312,25792,158,1126,2612,2013,1761,1253,647,354,69,9996,10,99,288,309,263,228,161,50,8,1420,137,1558,4964,3199,2415,1644,953,294,84,15246,72,940,3986,2848,2265,1618,1207,492,103,13534,328,2582,10631,11221,7609,4864,2379,613,122,40337,212,1896,5861,4809,3625,2552,1138,280,57,20430,72,776,1863,1161,670,329,192,89,17,5163,245,804,2429,2441,1734,1000,535,177,28,9394,23,52,85,65,59,56,37,20,8,397,38,198,533,617,586,479,233,93,34,2809,2039,2270,5524,5427,4260,3936,2951,2245,1501,30149,3535,14606,47113,43155,32620,24409,14157,6251,2359,188214
128,3,225,609,691,740,636,516,227,46,3699,20,175,597,1214,796,491,208,32,0,3532,55,709,2539,2824,3639,3868,3045,1813,640,19131,113,776,1864,1814,1809,1275,765,417,179,9002,9,114,288,325,313,257,128,60,18,1521,60,700,2279,2204,2088,1930,1158,552,199,11171,32,389,2066,2053,2180,2227,1970,726,189,11829,123,1212,4816,7161,6937,5376,3592,1488,495,31213,112,892,3041,3248,2966,2064,1336,449,107,14223,83,669,1522,1367,850,403,305,152,48,5403,119,409,1022,1167,1166,696,465,228,57,5339,10,8,13,7,15,21,14,55,119,268,9,59,230,347,342,239,158,84,39,1511,392,421,1297,1415,1365,1074,993,1172,1055,9193,1143,6764,22191,25836,25216,20568,14660,7467,3190,127031
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
