SA4_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
101,65,11,62,4,4,144,54,0,31,5,5,94,297,29,162,13,32,536,527,42,310,30,45,950,387,36,355,22,53,853,620,87,637,51,76,1470,537,96,725,64,77,1495,372,72,435,45,50,969,114,31,158,18,20,340,37,12,77,6,14,149,6,7,33,0,5,51,6,0,9,0,0,23,0,0,0,0,0,0,18,0,14,3,4,41,106,16,105,9,17,254,3152,433,3119,271,400,7377,45,0,44,4,10,104,31,0,10,0,0,43,131,10,68,7,16,224,330,17,168,15,45,574,308,21,211,10,28,581,602,51,489,37,55,1236,845,101,871,63,122,2002,733,131,885,78,98,1920,172,48,227,34,34,511,57,24,106,14,13,226,19,13,48,6,4,93,7,0,14,0,7,27,6,0,3,0,0,14,11,0,12,0,0,27,143,11,95,6,26,280,3447,443,3256,273,442,7854,25,3,22,0,4,63,15,0
102,28,3,18,0,0,56,53,5,8,0,5,64,330,7,56,10,18,422,338,37,146,23,39,587,357,22,213,30,61,686,923,97,762,70,114,1965,1663,232,1757,109,248,4010,829,274,1342,150,243,2834,203,89,336,35,59,729,46,37,98,23,20,230,24,10,35,5,4,83,13,4,10,0,0,27,4,0,0,0,0,6,23,3,18,0,4,50,131,8,97,22,16,279,4973,833,4902,485,835,12027,11,0,4,0,0,17,16,0,0,0,0,18,90,0,22,3,11,132,292,7,39,17,28,381,165,12,73,10,19,281,384,23,161,22,47,633,1193,83,793,84,181,2338,2059,260,2200,197,391,5103,740,252,1153,160,178,2482,199,71,323,73,76,739,64,34,101,20,25,252,19,10,41,13,6,88,12,3,22,0,3,42,9,10,27,5,4,50,112,17,98,11,30,270,5372,784,5051,616,999,12831,24,0,9,0,0,34,16,0
103,91,9,75,5,4,190,64,9,45,0,5,120,418,34,217,25,43,728,622,93,542,51,101,1415,353,67,362,39,57,869,479,68,562,39,64,1206,418,72,623,50,53,1210,196,77,402,28,25,729,36,9,89,6,4,145,8,3,21,0,0,30,3,0,5,0,0,12,0,0,3,0,0,5,0,0,0,0,0,5,11,0,14,0,0,30,119,24,109,6,18,275,2831,459,3067,250,370,6977,63,10,62,0,4,143,33,0,21,4,0,58,163,15,85,9,17,285,411,32,267,23,46,783,319,31,251,14,46,668,591,64,534,38,77,1305,728,82,893,56,101,1861,474,135,784,57,79,1527,56,31,112,16,14,226,4,10,20,0,0,42,0,0,5,0,0,10,0,0,3,0,0,6,0,0,0,0,0,0,8,0,9,0,0,14,115,17,96,12,14,258,2970,434,3140,231,409,7186,50,3,43,4,3,93,29,4
104,28,3,23,0,0,63,13,5,0,0,8,25,186,11,62,10,19,287,288,12,141,16,36,495,231,20,165,14,28,448,432,50,381,41,65,970,550,113,693,41,55,1448,244,100,472,57,40,911,50,26,105,10,11,189,7,0,23,5,0,39,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,10,0,4,20,52,8,48,4,11,127,2086,345,2142,196,273,5032,12,0,12,0,0,30,7,0,4,0,4,16,56,4,31,5,9,94,185,12,53,10,13,267,141,11,69,11,17,244,355,26,234,17,47,671,628,71,567,56,89,1417,595,146,761,76,108,1693,160,56,268,26,40,544,38,11,52,7,3,114,3,0,14,0,0,21,5,0,3,0,0,3,0,0,0,0,0,0,8,0,8,0,0,16,73,12,51,5,16,142,2258,349,2120,207,349,5282,9,3,9,3,0,20,7,0
105,174,15,173,8,12,382,73,9,69,8,4,167,383,50,307,27,61,829,385,46,372,27,43,878,171,31,190,12,17,420,222,31,246,11,30,537,107,22,200,21,13,360,52,27,94,8,7,187,5,3,12,0,0,17,0,0,4,0,0,3,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,4,13,0,9,0,0,22,103,10,103,8,12,237,1693,247,1787,121,208,4056,131,3,98,0,11,246,63,5,58,0,9,137,172,19,131,12,21,352,353,16,289,17,43,717,218,26,198,14,37,488,320,31,277,14,27,680,316,53,341,27,28,766,147,37,255,22,26,486,31,10,38,4,9,87,6,0,4,0,0,12,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,4,18,83,22,81,9,14,205,1834,231,1778,129,218,4194,70,4,64,3,9,148,41,7
106,62,5,33,5,8,114,44,0,15,0,0,61,327,18,124,27,38,529,470,52,373,38,74,1001,440,58,478,26,84,1085,681,106,805,58,118,1758,962,147,1188,80,163,2551,584,154,1110,81,91,2025,98,36,194,16,21,368,15,4,34,7,3,62,15,0,15,0,0,30,0,0,0,0,0,6,6,0,0,0,0,8,12,0,16,0,0,37,131,19,136,16,21,320,3844,600,4532,351,619,9949,25,5,23,0,3,59,36,0,6,0,0,43,116,6,39,7,12,182,331,21,125,15,44,537,302,29,151,19,32,526,706,75,693,48,113,1626,1312,141,1288,94,180,3011,1114,312,1838,175,238,3670,208,79,353,39,48,723,45,30,71,8,11,168,13,3,19,6,9,47,4,0,8,0,0,6,6,0,4,0,0,6,11,7,4,0,0,20,139,12,78,9,22,261,4365,716,4693,424,717,10902,21,3,13,0,0,42,12,0
107,55,5,13,0,10,82,47,0,5,0,0,59,588,11,89,25,49,756,490,49,217,35,64,855,368,32,217,31,70,723,729,77,585,76,131,1600,1125,145,1097,105,170,2644,795,183,1070,118,123,2286,217,88,359,44,52,751,60,10,115,18,15,216,23,11,29,3,5,67,0,3,10,0,3,18,0,0,6,3,0,9,24,5,14,0,3,40,141,11,83,15,23,272,4665,628,3901,474,712,10378,26,0,3,0,4,32,30,0,0,5,0,36,134,3,50,5,8,195,517,18,114,21,36,705,218,17,103,8,30,382,420,32,183,27,58,724,996,70,656,62,147,1929,1536,220,1530,163,271,3724,726,152,988,132,142,2146,266,75,401,62,56,859,74,36,138,14,17,271,24,15,31,6,5,78,12,5,22,0,3,48,8,4,12,0,3,34,111,18,78,13,22,241,5093,662,4322,522,813,11408,25,0,3,0,0,29,28,0
108,48,9,28,0,0,87,40,3,18,0,6,66,360,15,99,17,45,535,610,47,273,36,66,1028,376,51,298,27,60,814,683,102,673,65,88,1606,621,129,870,71,94,1793,287,103,524,53,39,1007,40,27,80,11,4,166,12,5,11,0,3,33,4,0,10,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,5,0,29,100,11,83,18,16,226,3208,499,2968,304,430,7406,23,0,19,0,3,55,20,0,5,0,0,24,145,4,41,5,11,205,348,24,104,10,29,519,281,18,120,8,40,458,524,41,341,34,77,1019,896,105,834,67,153,2053,769,153,985,127,117,2145,216,90,278,42,39,663,40,22,67,9,12,148,12,5,12,0,0,27,6,0,0,0,0,11,4,0,0,0,0,3,9,0,7,0,3,19,118,7,61,10,15,213,3407,471,2874,308,507,7572,23,0,15,0,4,45,5,5
109,57,10,61,5,4,142,56,0,20,0,10,86,375,24,152,15,18,579,447,29,302,23,42,841,239,17,182,22,25,484,301,40,324,20,16,707,183,35,268,24,22,533,47,25,114,15,12,212,14,3,28,0,0,50,0,0,12,3,0,19,0,0,5,0,0,8,4,0,0,0,0,3,0,0,0,0,0,0,10,0,8,0,0,22,67,5,65,11,6,155,1818,197,1539,134,158,3841,45,0,32,4,0,83,29,0,16,0,0,50,146,10,95,16,11,276,369,15,236,18,21,670,265,22,173,11,12,482,381,38,336,19,26,806,394,60,399,28,33,916,157,50,254,31,23,522,32,3,44,7,3,82,5,0,4,0,0,7,3,0,3,0,5,7,5,0,0,0,0,4,0,0,0,0,0,0,3,0,7,0,0,16,62,12,52,9,13,140,1893,210,1665,137,156,4067,35,6,20,0,0,64,21,0
110,116,14,100,5,15,256,61,4,38,10,4,121,460,48,303,28,50,887,635,66,541,46,97,1386,362,49,341,36,52,836,464,79,563,39,63,1212,373,53,525,28,38,1019,142,40,295,27,20,528,13,10,37,4,3,66,0,5,4,0,0,6,0,0,6,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,20,0,8,4,6,35,141,21,136,19,17,335,2795,395,2895,248,374,6703,74,14,54,11,4,161,36,4,19,5,0,60,226,25,148,9,27,437,438,38,227,25,57,783,372,44,263,19,29,731,520,48,491,39,84,1186,733,90,829,44,80,1775,416,101,680,45,57,1305,62,24,151,22,14,272,14,0,25,0,0,41,5,0,3,0,0,9,0,0,4,0,0,4,0,0,0,0,0,5,9,0,9,5,0,23,155,20,118,21,21,336,3060,412,3022,233,386,7123,48,9,43,8,0,110,26,0
