SA4_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
502,8078,4977,4052,5927,7269,8033,7567,4464,1339,51705,38,15,49,41,10,5,0,0,0,154,52,22,40,35,27,12,5,0,0,197,4,4,4,4,9,6,11,0,0,45,4,0,0,0,0,0,0,0,0,9,9,6,22,8,0,0,0,0,0,42,30,41,55,68,63,39,28,10,6,338,43,44,81,74,63,39,28,10,7,383,5537,3647,3116,2873,2404,1851,1179,608,175,21376,1946,1158,1044,1082,1017,976,699,542,202,8658,15797,9957,8519,10196,10952,11008,9514,5629,1731,83294,158,121,171,219,186,115,61,13,4,1052,2109,1526,1073,1883,2906,3478,4349,2765,977,21055,0,0,0,0,0,0,0,0,0,0,456,249,190,219,225,217,209,147,28,1929,5,7,0,0,3,0,0,0,0,16,3464,2046,1804,1975,2496,2291,2170,1229,350,17816,31,15,22,19,26,23,57,25,10,226,39,20,29,37,40,42,33,18,7,265,136,65,98,96,99,117,111,52,33,797
503,13373,10517,11163,11264,12408,10562,7441,5099,2667,84494,385,353,1072,362,122,84,42,12,3,2448,406,442,814,321,142,94,42,17,4,2278,138,71,106,106,105,135,84,55,24,825,0,3,3,5,0,0,0,0,0,12,34,68,122,32,17,8,0,0,0,280,72,135,171,129,133,98,43,27,6,808,102,199,297,162,151,106,40,27,7,1102,6865,8266,9860,6513,5547,4324,1704,781,306,44165,2213,2748,3940,2276,1948,1703,903,608,571,16919,23840,23251,28281,21729,20997,17475,10478,6685,3611,156350,402,563,1156,874,489,487,292,108,42,4408,3163,2183,1671,2394,3669,3390,3314,1963,1144,22889,0,0,0,0,0,0,0,0,0,0,217,139,253,204,169,164,107,48,29,1334,0,0,4,0,0,0,5,0,0,14,6392,4428,5449,4719,5027,4012,2843,2027,1014,35910,65,34,30,38,55,30,52,37,12,347,497,300,364,377,447,395,284,283,146,3083,34,25,56,40,46,39,21,18,8,270
504,22931,15092,13966,18633,19418,16978,10995,6308,2380,126708,385,304,843,322,184,102,38,22,0,2194,1478,869,933,681,494,246,129,38,4,4880,135,102,79,120,127,167,76,29,16,850,12,6,3,8,0,0,0,0,0,29,68,100,279,55,22,18,14,0,0,560,114,154,230,207,198,140,50,18,6,1115,194,260,511,268,216,157,67,22,10,1705,13276,9266,9845,8932,6967,4297,1860,813,239,55514,4293,3275,3725,3460,2816,2049,1185,720,405,21927,43621,29933,30954,33524,31278,24783,14641,8076,3089,219894,921,789,1110,1245,1091,955,423,156,52,6745,4282,2926,2376,3855,5689,5411,4528,2477,983,32532,0,0,0,0,0,0,0,0,0,5,781,483,497,535,561,415,301,151,61,3790,33,38,33,14,17,8,7,0,0,164,11625,7300,7620,8032,8192,6709,4835,2732,971,58020,116,89,58,80,106,114,134,67,30,784,528,296,397,484,433,338,297,155,57,2976,196,119,127,165,156,159,122,81,30,1161
505,55052,36362,34085,43537,43992,37233,24065,14725,5632,294676,1094,719,1723,907,441,260,101,34,11,5280,3204,1864,1802,1551,1073,485,206,76,15,10278,554,413,249,393,479,497,271,222,162,3231,6,15,10,3,7,7,0,0,0,45,170,262,431,127,78,46,16,10,0,1141,287,324,507,413,448,268,115,54,15,2434,459,599,955,548,528,318,129,65,18,3615,26646,19931,21810,17874,12832,8787,3553,1606,507,113546,8290,6133,6957,6063,5039,3740,2185,1524,924,40850,97184,67637,69583,72880,66269,52662,30966,18457,7311,482951,1780,1602,2167,2315,1950,1524,727,258,78,12398,10300,7234,5587,9111,12926,11735,10464,5717,2479,75558,0,6,3,0,6,3,0,0,0,23,2228,1396,1229,1416,1322,966,716,378,158,9813,4,5,5,3,8,0,6,4,5,35,25631,15753,16891,17280,17544,14008,10279,5953,2136,125473,236,136,126,173,211,215,248,168,62,1566,1765,1174,1261,1567,1618,1404,923,773,238,10724,316,182,252,282,329,326,231,148,60,2134
506,40182,30895,29375,32714,35062,33417,21339,12754,5197,240935,1521,1144,2454,1236,650,261,99,37,11,7413,4984,3009,3280,2407,1333,644,266,84,18,16023,31,26,43,44,45,58,29,23,19,310,20,17,16,13,11,12,7,0,0,93,341,512,930,194,118,66,44,19,8,2219,199,305,465,369,335,227,120,46,8,2076,559,826,1406,582,463,296,166,60,14,4380,23993,20945,20995,15544,11990,8318,3529,1540,554,107404,8179,7403,7613,6113,5152,4007,2251,1559,911,43178,81292,66872,68227,60856,56572,48539,28232,16258,6781,433627,2239,2146,3499,3080,2157,1634,946,283,74,16062,6353,5142,4384,6377,9592,10296,9357,5366,2315,59180,0,3,0,0,0,0,0,0,0,0,1950,1348,1294,1265,1236,1055,759,453,149,9521,175,134,143,90,78,48,47,20,8,748,18800,12591,13504,13504,13105,11319,8169,4557,1742,97299,180,128,123,145,161,186,196,99,41,1249,397,216,336,381,345,322,203,124,53,2379,276,158,210,285,248,267,228,118,56,1842
507,37885,25551,23394,30410,31610,26744,18472,12240,4534,210845,445,347,587,403,300,155,56,27,10,2335,653,496,596,472,303,184,73,20,7,2791,30,42,47,55,43,77,35,18,5,355,13,11,8,11,0,4,0,0,0,47,65,112,143,53,49,60,16,12,0,510,226,252,308,340,297,205,82,39,12,1765,300,374,462,399,352,268,98,55,12,2321,23739,16655,16866,14459,11292,7321,3058,1462,503,95342,6855,4894,5054,4870,4039,3020,1712,1259,641,32346,70670,49286,48162,52234,48935,38718,23828,15183,5732,352746,870,825,1154,1403,1098,964,525,130,33,7005,7032,5001,4100,6648,9723,9163,8170,5079,2250,57160,0,0,0,0,0,0,0,0,0,0,1299,821,791,847,924,763,508,323,103,6382,51,38,29,30,27,20,9,22,12,231,19451,12023,11435,13235,13352,10510,7598,4587,1709,93902,128,90,64,100,111,116,137,88,45,883,479,333,406,490,491,399,239,138,53,3030,313,193,217,247,252,234,209,115,36,1825
509,13415,6194,6656,9970,12504,12929,9164,5252,1827,77921,24,7,31,28,12,15,9,0,0,125,169,103,89,85,81,66,39,11,0,653,4,3,8,10,14,17,5,4,0,64,3,3,3,0,4,0,3,0,0,15,0,6,3,0,3,0,0,0,0,16,61,65,70,134,101,80,30,14,3,558,70,74,75,131,109,84,32,14,0,588,10030,5103,4677,4909,4730,3509,1784,657,164,35556,3008,1693,1590,1912,1960,1669,1014,607,233,13683,26813,13264,13214,17220,19577,18458,12101,6558,2240,129439,134,93,116,168,193,165,89,18,6,984,2990,1522,1473,2521,4163,5114,4819,2693,961,26250,0,0,0,0,0,0,0,0,0,0,811,330,409,413,434,461,345,209,82,3497,130,113,104,64,55,44,23,20,7,551,3967,1878,2255,2633,3135,3148,2386,1166,402,20982,117,49,53,58,92,113,72,58,21,624,29,19,24,32,44,46,40,15,8,251,174,64,103,105,124,147,148,60,19,947
510,10018,5616,8402,8569,7549,4691,1398,403,101,46753,80,29,126,83,46,16,3,0,0,391,172,108,158,132,97,67,29,4,0,764,6,3,6,10,12,6,0,0,0,45,182,125,98,84,60,26,18,8,4,599,7,8,14,3,0,0,0,0,0,38,24,25,66,66,39,20,5,0,0,251,217,153,173,154,107,50,18,8,4,888,5674,3554,5997,4315,2898,1415,266,81,32,24219,3769,2867,4961,3992,3001,1490,350,102,30,20555,20062,12439,20094,17485,13919,7841,2067,600,163,94682,167,97,326,290,237,143,21,4,0,1275,1418,568,1336,1663,1827,1383,533,125,25,8871,0,0,0,0,0,0,0,0,0,0,355,149,273,238,216,152,54,9,0,1440,0,0,6,4,3,0,0,0,0,13,4709,2206,4142,3616,3076,1874,584,178,39,20428,27,22,24,27,38,25,12,3,0,172,38,22,56,68,39,28,7,3,0,273,66,29,54,54,45,39,25,3,0,312
511,13809,7543,7923,10505,11324,9505,5803,2948,853,70216,68,27,150,68,23,5,0,0,0,343,157,121,132,85,97,37,24,8,0,655,6,10,4,0,7,8,3,0,0,51,66,28,34,32,19,3,4,3,0,192,13,7,17,7,3,0,0,0,0,43,42,42,76,74,70,50,17,0,0,369,120,77,124,106,92,55,22,8,4,607,8490,5158,5621,4715,3675,2249,906,324,83,31213,3662,2353,2816,2431,2132,1464,797,417,159,16230,26475,15410,16979,18146,17513,13450,7586,3707,1097,120363,159,116,197,249,197,128,35,17,5,1104,2047,1312,1361,2052,3253,3423,2626,1353,457,17878,0,0,0,0,0,0,0,0,0,0,344,198,172,199,280,176,100,46,23,1538,0,0,0,0,0,0,0,0,0,3,5628,3163,3163,3431,3891,2980,2044,1005,300,25603,249,123,143,110,117,113,88,35,10,985,29,14,18,41,43,32,24,9,5,222,86,42,62,84,105,89,83,38,20,607
597,0,11,61,51,43,21,3,5,0,187,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,16,54,30,15,3,4,0,0,123,0,13,41,20,7,6,5,0,0,84,0,37,152,105,69,30,6,5,0,415,0,0,0,9,7,0,0,0,0,17,0,0,6,9,9,11,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,25,30,17,5,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,273,272,545,437,513,769,411,53,10,3283,0,6,10,3,4,0,0,0,0,25,4,7,11,9,7,0,0,0,0,44,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,12,11,8,7,0,0,0,40,5,4,14,12,8,7,0,0,0,51,188,319,550,340,268,303,92,14,0,2081,118,220,380,325,278,242,95,24,3,1684,606,840,1544,1146,1091,1339,608,93,16,7294,0,7,36,19,14,9,7,0,0,89,23,36,59,66,95,174,128,19,0,612,0,0,0,0,0,0,0,0,0,0,13,7,10,9,10,10,12,0,0,63,0,0,0,0,0,0,0,0,0,0,40,65,149,105,120,145,103,11,4,746,3,3,0,0,3,0,0,0,0,18,0,0,3,0,5,0,3,0,0,9,0,4,8,9,6,4,3,0,0,35
601,19188,13470,11947,16004,19544,18637,13291,8519,3593,124207,202,130,219,148,95,71,33,9,0,908,290,272,275,128,97,62,31,3,3,1162,13,15,23,17,15,28,17,7,9,145,0,4,0,0,6,0,3,0,0,14,34,18,51,27,8,3,0,4,0,150,74,120,170,163,159,131,40,16,6,881,108,147,228,192,167,135,43,17,6,1037,15667,10999,10241,8788,7325,5636,2303,1108,461,62528,4142,2951,2699,2486,2457,2170,1426,1050,470,19851,39771,28333,25998,28053,29993,26989,17232,10735,4551,211657,208,305,413,361,290,280,141,22,10,2027,4467,3404,2955,4648,6740,7996,7417,4393,1959,43980,0,0,0,0,0,0,0,0,0,0,205,182,176,150,234,296,237,157,58,1695,42,50,24,35,35,32,17,17,19,273,6765,4358,3881,4517,5546,5476,4035,2368,944,37879,26,20,16,16,44,54,46,40,17,284,315,203,146,198,285,190,159,159,30,1691,73,44,70,94,94,96,59,64,30,624
602,12522,8869,7157,10734,13524,13727,10164,6126,2447,85278,116,96,111,83,52,22,13,6,0,501,105,80,85,53,20,20,0,4,0,361,12,0,6,7,12,5,9,0,0,56,0,4,3,4,3,0,0,0,0,10,12,10,13,6,6,3,4,0,0,56,54,70,86,103,79,68,30,11,0,505,65,82,104,118,91,76,35,10,0,575,10212,6539,5660,5104,4286,3385,1562,587,194,37517,2795,1743,1425,1534,1589,1388,1006,625,302,12403,25895,17594,14690,17780,19715,18746,12820,7365,2955,137558,144,227,173,180,176,127,87,12,3,1131,3086,2435,1786,2996,4764,5811,5429,3050,1273,30628,0,0,0,0,0,0,0,0,0,0,353,233,222,253,307,411,389,207,78,2450,83,80,65,48,51,15,43,15,4,400,3218,2336,1848,2228,3025,2896,2259,1252,454,19516,47,15,24,21,41,59,59,31,19,314,23,31,32,33,50,52,33,22,11,278,75,74,60,88,103,130,101,75,28,724
603,2935,1690,1563,2583,3471,3994,2907,1272,368,20782,4,0,5,0,3,8,0,0,0,23,3,3,8,6,3,3,3,0,0,39,6,0,0,4,3,0,8,0,0,16,5,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,22,8,24,36,33,38,19,3,0,183,26,6,28,36,36,38,19,3,0,192,3029,1112,1234,1609,1519,1383,714,190,70,10846,812,351,319,487,528,569,325,159,44,3585,6845,3182,3187,4791,5641,6051,3999,1625,482,35799,24,4,20,46,39,51,33,3,7,225,873,587,495,765,1367,1849,1778,808,197,8724,0,0,0,0,0,0,0,0,0,0,33,14,11,19,26,36,53,16,0,208,7,0,0,4,0,3,0,0,0,16,910,575,503,600,838,957,778,288,101,5537,0,3,0,0,6,17,22,6,6,71,15,10,5,12,16,21,6,7,0,87,32,16,19,20,37,59,32,21,0,237
604,9309,6177,5096,7904,10663,10755,8226,4762,1744,64629,45,18,64,37,16,4,5,0,0,188,33,16,33,35,18,5,0,0,0,146,0,3,0,3,9,6,0,0,0,24,3,0,0,0,0,0,0,0,0,10,3,0,8,0,0,0,0,0,0,12,40,50,53,68,74,49,18,6,3,361,44,50,65,67,78,43,18,6,3,383,9118,5117,4593,4415,3691,2685,1257,449,165,31481,2644,1494,1243,1472,1478,1263,1067,719,347,11722,21263,12943,11177,14043,16036,14855,10628,5948,2257,109153,87,73,102,101,136,83,60,5,3,653,1938,1461,1150,1905,3344,3944,3567,2206,874,20381,0,0,0,0,0,0,0,0,0,0,423,276,191,285,501,524,552,337,127,3214,85,97,70,50,94,71,90,57,34,655,2843,1728,1596,1881,2478,2511,2009,1059,310,16409,57,29,13,31,31,39,32,8,4,240,12,18,14,13,28,16,19,13,3,141,54,32,38,60,77,83,73,32,9,456
697,0,3,8,8,11,12,5,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,12,9,0,6,0,0,0,31,0,0,0,7,6,0,3,0,0,19,0,13,21,21,24,20,9,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,30,65,63,74,68,80,43,18,0,447,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,8,0,0,3,0,4,0,0,0,0,9,48,91,74,52,48,46,12,0,0,367,23,43,51,32,28,29,12,7,0,227,97,198,207,164,153,157,73,20,0,1075,0,4,6,0,0,0,4,0,0,19,6,13,14,12,21,22,25,7,4,120,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,14,20,21,19,11,3,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
701,12439,8233,9531,10157,9686,7542,3531,1240,277,62643,239,164,506,194,110,56,27,5,5,1299,304,205,320,228,149,105,28,10,0,1341,12,13,22,16,14,19,7,5,0,103,17,16,18,18,15,4,0,0,0,93,15,42,76,14,16,6,6,0,0,174,34,67,102,107,82,53,20,11,3,490,67,120,195,141,115,65,26,10,7,753,7949,5250,6333,5084,3938,2581,872,234,49,32300,3872,3113,3610,3163,2526,1796,735,281,78,19173,25383,17487,21055,19544,17003,12486,5364,1835,426,120586,604,389,728,722,626,401,190,82,13,3766,1595,1105,1461,1763,2245,1953,1216,401,128,11864,0,0,0,0,0,0,0,0,0,0,361,225,305,282,287,195,91,42,8,1787,0,0,0,0,0,0,0,0,0,3,6155,3593,5498,4888,4098,2925,1597,612,147,29508,29,24,22,27,21,15,7,4,0,146,977,500,572,690,526,373,275,135,20,4069,101,36,71,80,55,48,33,5,3,432
702,14361,8324,8432,7821,7047,5059,2069,679,167,53957,68,31,136,57,21,16,3,0,0,339,43,29,57,45,31,18,5,0,0,231,10,0,7,10,7,4,0,0,0,41,846,513,460,382,215,126,53,24,11,2633,7,18,34,6,4,0,0,0,0,68,98,72,82,69,58,39,10,11,0,438,956,605,579,461,273,167,56,34,11,3140,4841,2810,3477,2817,2223,1480,400,110,18,18181,3257,2094,2244,2026,1541,993,429,156,65,12806,23616,13982,15100,13363,11286,7821,2973,982,267,89372,100,68,169,161,143,96,39,5,0,768,1286,839,933,941,1210,1052,617,190,45,7118,0,0,0,0,0,0,0,0,0,0,982,497,523,469,373,276,103,41,6,3273,5,0,0,0,0,0,0,0,0,12,3969,2306,2666,2217,2126,1649,690,243,51,15916,4,3,6,7,3,10,3,0,0,39,29,15,24,23,16,14,10,4,0,134,14,15,8,13,25,9,19,3,3,110
797,0,13,15,13,9,3,4,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,0,0,0,0,0,32,0,3,10,0,0,0,0,0,0,18,0,20,38,17,13,11,3,0,0,105,0,0,4,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,48,65,129,94,138,239,152,16,0,882,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,13,0,0,7,6,0,4,0,0,0,10,50,69,139,78,63,114,38,3,0,553,36,29,79,50,64,86,34,5,0,377,147,172,365,231,274,441,223,24,4,1870,0,3,8,0,5,3,3,0,0,20,11,7,24,26,39,77,56,11,0,243,0,0,0,0,0,0,0,0,0,0,4,0,9,8,10,6,5,0,0,39,0,0,0,0,0,0,0,0,0,0,27,30,60,86,93,63,37,4,0,405,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
801,35385,26192,25809,28739,28362,24337,15384,8897,3663,196764,1195,718,1878,983,635,380,149,74,14,6039,1939,1169,1927,1173,642,366,160,42,10,7419,121,86,105,94,89,85,58,27,11,670,13,13,12,13,10,9,0,0,0,67,225,183,336,152,84,32,33,7,4,1056,127,241,354,337,284,209,63,28,9,1644,362,440,698,499,376,245,100,40,13,2771,20696,18930,20749,15435,12707,9470,3945,1463,491,103884,5319,5566,5194,4188,3561,2835,1501,981,566,29716,66281,54600,58092,52819,47930,38722,21644,11663,4825,356591,1180,1371,1943,1810,1577,1186,594,189,59,9908,6084,4063,4192,5547,6760,6259,5444,2988,1358,42686,7,5,0,5,5,0,4,0,0,21,654,539,606,583,543,528,381,187,75,4097,3,3,9,0,10,3,4,3,4,58,17996,11623,11905,12364,12154,9535,7383,4041,1539,88544,30,23,33,19,30,61,62,19,15,285,1112,733,613,903,987,626,565,476,115,6121,107,66,81,117,97,94,61,40,6,675
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,26,41,56,51,35,32,13,0,3,254,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,11,27,56,61,46,24,11,7,0,0,229,7,30,24,18,18,11,0,0,0,113,61,146,153,113,76,63,18,4,3,631,0,0,0,0,0,0,0,0,0,12,0,3,3,14,11,9,9,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,18,18,11,5,6,4,0,0,76,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
