SA4_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
111,8406,174,129,301,701,868,1568,463,1775,2240,323,252,575,6135,6954,13086,3521,2755,6274,111,84,197,413,554,966,600,2393,2989,232,191,428,4878,5973,10855,2540,1894,4428,65,37,102,261,341,593,818,3097,3915,159,150,309,3835,5517,9349,1665,901,2568,44,26,67,109,182,292,1132,4409,5542,94,170,261,3039,5689,8728,65639,66013,131649,3908,4754,8661,11188,15082,26269,4106,15148,19255,51430,43831,95258,136266,144832,281094,25,14,35,0,13,9,8,0,12,4,0,3,11024,10345,21369,11058,10368,21426,271,579,845,30,46,74,13,17,28,3,9,9,12307,11631,23943,12627,12282,24905,2209,3312,5524,113,189,300,75,146,227,7,20,24,9221,7967,17192,11635,11632,23264,5289,6163,11451,249,372,624,231,414,647,10,27,42,5724,4593,10316,11509,11570,23078,5893,6366,12261,411,574,982,509,763,1273,24,57,77,3618,3227,6854,10455,10990,21446,6529,6875,13401,524,677,1194,852,1367,2224,34,98,130,3184,2748,5938,11131,11761,22891,6569,6778,13345,629
112,6378,144,92,233,608,677,1282,321,1205,1531,258,177,438,4716,5137,9854,2686,2198,4888,97,97,194,381,424,803,434,1697,2130,224,140,362,3826,4553,8378,2111,1362,3474,68,30,98,226,303,530,560,2129,2691,139,101,239,3106,3927,7037,1283,701,1988,29,20,45,116,191,303,869,3069,3938,102,136,234,2401,4107,6510,42267,42677,84942,3013,3614,6631,9227,12213,21439,2969,10540,13513,31446,27288,58739,88924,96336,185265,14,28,38,5,0,8,0,0,5,4,0,5,7020,6705,13723,7039,6737,13777,127,269,396,11,39,51,4,5,11,3,8,12,5256,4867,10113,5399,5189,10589,908,1394,2303,56,108,166,42,62,101,5,5,12,4058,3754,7809,5069,5317,10392,2167,2867,5034,127,216,344,109,220,333,11,5,24,3191,2900,6087,5601,6213,11815,2955,3389,6341,208,365,573,252,501,754,12,27,38,2592,2516,5107,6015,6802,12814,3657,4048,7705,306,486,791,543,888,1435,16,58,75,2518,2427,4947,7048,7908,14951,3827,4255,8083,389
113,3763,70,51,125,289,235,523,231,794,1020,191,103,296,2823,2905,5728,1498,1144,2645,53,38,94,128,137,267,267,997,1264,132,72,200,2080,2385,4465,978,589,1569,31,19,49,65,81,143,339,1241,1581,113,60,176,1527,1987,3512,562,277,837,12,7,22,29,61,94,383,1666,2048,42,79,124,1034,2095,3126,29817,29410,59225,1851,1983,3834,4154,4585,8743,1695,6209,7909,21007,17457,38466,58530,59647,118179,12,10,21,3,0,5,3,0,5,4,0,5,5269,4842,10111,5284,4858,10149,180,310,491,10,30,39,13,8,18,5,3,8,4734,4471,9205,4940,4823,9763,1152,1566,2716,51,98,154,28,52,79,4,11,16,3597,3053,6653,4843,4776,9613,2336,2599,4938,118,185,303,86,135,218,3,14,24,2118,1766,3888,4664,4700,9360,2560,2705,5263,131,220,353,166,236,405,3,24,29,1517,1156,2673,4381,4341,8718,2908,2943,5853,221,260,487,344,469,814,9,53,63,1257,990,2252,4740,4721,9461,3013,3114,6127,288
114,5237,131,59,190,407,435,840,306,822,1127,171,137,306,3829,3869,7701,2088,1565,3651,67,60,133,234,268,507,325,1080,1399,124,79,200,2843,3045,5885,1410,937,2344,52,19,77,122,132,251,375,1214,1591,77,83,165,2041,2387,4428,788,416,1206,11,15,22,68,99,158,499,1724,2219,36,90,125,1397,2333,3737,29118,29151,58266,1821,2088,3910,4890,6355,11247,2055,6468,8523,16342,13771,30111,54231,57826,112057,6,7,15,0,0,0,8,0,11,0,0,5,4128,4165,8296,4147,4178,8324,144,245,387,4,19,19,4,3,7,0,0,4,3311,2776,6085,3460,3047,6507,707,1084,1801,37,82,113,30,45,69,0,8,7,2521,2015,4534,3291,3231,6520,1573,1773,3339,74,141,219,76,127,205,6,12,18,1641,1328,2970,3374,3375,6753,1834,2011,3851,132,203,335,175,287,463,4,20,23,1218,995,2211,3362,3521,6883,2275,2464,4731,239,296,534,317,511,825,12,29,41,1174,946,2125,4012,4247,8256,2413,2747,5162,224
115,4468,59,52,115,170,254,419,144,603,747,82,87,168,2996,2925,5920,1488,1024,2511,35,28,63,109,149,255,157,745,905,65,50,116,1860,1995,3853,970,581,1557,23,16,38,61,107,162,234,969,1200,43,68,117,1331,1742,3065,576,294,868,14,17,20,41,90,123,401,1669,2066,25,82,106,1050,2140,3192,49576,50138,99711,1433,1857,3288,3646,5749,9391,1369,5536,6912,24954,21623,46579,80982,84899,165881,23,31,52,0,0,3,0,4,4,0,4,4,8598,7958,16559,8629,7994,16625,140,257,403,11,6,15,0,7,5,4,4,5,7221,6514,13738,7379,6791,14168,1122,1773,2890,30,61,96,27,56,81,3,0,3,4444,3471,7911,5619,5368,10988,3385,4508,7894,50,117,173,102,169,267,0,7,7,2066,1566,3638,5606,6363,11971,5387,6373,11766,139,210,343,167,315,477,5,28,32,1202,979,2183,6904,7909,14804,6767,7315,14083,175,316,488,345,600,943,16,34,56,988,825,1809,8291,9089,17378,6748,7190,13937,224
116,4069,142,106,247,306,407,709,256,1152,1412,126,71,197,3184,3451,6633,1493,961,2456,82,61,140,146,245,394,327,1405,1732,86,60,149,2135,2731,4868,897,532,1434,43,29,71,78,146,223,368,1252,1617,54,56,116,1434,2021,3452,438,219,655,18,15,32,36,59,95,317,1579,1897,50,64,113,861,1932,2791,59948,59773,119718,3288,4593,7881,6467,9573,16041,2066,8546,10608,41661,35581,77245,113427,118068,231496,37,66,95,3,9,12,7,0,9,5,0,11,12080,11210,23292,12135,11286,23419,497,1132,1628,25,68,95,14,28,46,8,8,15,11319,9879,21194,11861,11114,22970,3487,5635,9120,138,239,372,108,161,272,12,12,25,8136,6466,14594,11875,12515,24386,8320,10051,18372,313,467,784,298,406,706,15,39,56,4667,3753,8420,13626,14711,28333,9992,9930,19925,385,600,983,478,686,1163,14,63,73,2934,2374,5304,13807,13647,27449,8828,8303,17132,459,652,1103,677,1086,1764,18,113,132,2289,2032,4318,12269,12185,24453,7453,7249,14701,528
117,2907,150,105,250,461,496,956,189,839,1031,619,289,908,3023,3028,6052,1240,917,2160,85,61,144,274,327,599,230,905,1130,463,193,656,2287,2399,4685,857,447,1305,55,28,92,130,207,335,267,1008,1279,244,171,413,1560,1867,3425,447,182,630,23,16,41,57,106,162,288,1348,1631,148,184,325,960,1828,2785,36236,35650,71886,2984,3019,6002,8576,10169,18743,1526,6004,7530,73519,59682,133200,122837,114518,237363,28,46,75,0,4,3,4,3,8,6,14,16,6148,6822,12971,6193,6880,13073,505,961,1469,41,33,73,28,40,65,12,11,23,16816,18747,35564,17401,19790,37189,3253,4391,7646,114,179,290,148,269,420,24,26,49,21123,19693,40815,24661,24554,49214,7087,7536,14623,268,342,611,529,658,1191,10,41,43,14439,11949,26394,22334,20529,42860,6437,6038,12481,330,312,643,701,870,1570,19,39,58,8194,6297,14492,15678,13566,29246,5010,4660,9666,344,383,729,884,1037,1920,40,66,106,5988,4179,10163,12257,10322,22577,3861,3746,7608,384
118,4202,116,103,216,406,631,1031,183,880,1068,415,383,804,3397,3921,7325,1781,1267,3048,69,65,137,253,338,591,196,1221,1420,299,274,570,2602,3163,5767,1409,902,2306,47,45,91,149,255,407,347,1612,1952,242,282,524,2179,3099,5279,1039,469,1508,31,23,57,103,210,313,607,2768,3376,176,306,479,1954,3780,5734,42077,42056,84129,2092,2547,4639,6485,9515,15999,1819,8309,10123,49724,47016,96739,102193,109443,211633,17,22,49,3,3,4,3,0,7,0,13,10,6714,6593,13309,6737,6634,13372,141,227,368,10,8,16,9,9,10,7,9,14,10728,10850,21581,10894,11102,22001,1261,1993,3254,37,69,109,70,90,161,11,4,12,11286,11832,23112,12657,13986,26644,4237,5310,9542,94,167,261,207,396,605,11,14,25,8263,7828,16090,12815,13707,26517,5652,6104,11760,204,260,469,397,594,987,7,20,34,4693,4328,9014,10958,11309,22267,5654,5658,11310,235,323,554,583,847,1429,15,53,71,3072,2937,6008,9557,9810,19371,5093,5191,10283,309
119,10986,293,236,522,707,794,1507,510,2375,2884,480,362,842,7944,8794,16741,4979,3712,8686,173,119,292,422,557,978,686,3035,3719,347,277,625,6605,7693,14298,3627,2203,5831,106,54,157,233,336,574,909,3890,4804,273,263,539,5149,6750,11900,2275,1182,3458,32,29,66,129,280,401,1386,5698,7083,168,282,450,3992,7462,11456,111066,111032,222101,5454,7224,12676,12458,18645,31107,4721,20177,24905,71712,58707,130421,205421,215785,421206,67,209,274,6,13,18,9,9,22,5,6,17,17458,16488,33951,17552,16728,34283,1251,3434,4684,41,141,180,26,95,121,20,24,35,19983,16572,36554,21323,20262,41583,7256,10948,18207,225,491,718,271,450,723,23,34,60,16207,12191,28392,23985,24120,48101,13949,15160,29108,508,811,1319,595,1048,1647,18,38,54,8304,6204,14508,23378,23259,46635,13821,13575,27395,556,910,1464,868,1476,2342,30,83,109,4842,3861,8704,20119,19907,40023,12640,12849,25488,672,989,1661,1221,2125,3344,49,152,194,3696,3182,6885,18281,19294,37574,11955,12189,24147,750
120,4535,111,95,203,368,474,844,194,1093,1284,433,314,746,3529,4082,7610,2083,1495,3573,80,68,144,203,289,498,308,1395,1699,284,251,535,2957,3498,6449,1552,847,2401,49,31,79,130,231,357,370,1675,2043,211,247,459,2311,3026,5335,918,453,1369,23,25,51,76,149,224,566,2587,3152,116,282,398,1700,3502,5199,51963,52264,104225,2228,2883,5105,6680,9910,16593,1978,8869,10843,43198,40869,84070,106044,114796,220840,23,45,67,11,4,14,0,0,0,0,5,5,6909,6720,13631,6945,6777,13720,418,907,1325,8,33,47,10,22,31,10,4,10,11009,10418,21422,11453,11386,22839,3269,4630,7900,92,117,210,91,174,263,11,15,24,10984,9663,20645,14436,14601,29041,7175,7891,15067,176,247,424,301,456,758,4,16,20,6110,5452,11556,13771,14060,27825,7400,7324,14728,197,301,499,442,691,1130,11,29,37,3533,3430,6966,11582,11780,23362,6698,6950,13646,294,407,704,670,988,1660,12,57,73,2660,2836,5493,10332,11231,21569,5966,6241,12202,290
121,7894,121,110,228,493,800,1293,306,1275,1579,342,468,812,5561,6251,11808,3258,2455,5714,78,70,152,253,513,760,332,1622,1956,225,359,579,4147,5020,9163,2399,1664,4062,57,33,86,173,329,497,527,2326,2850,177,322,492,3330,4672,7996,1816,986,2807,32,28,59,81,314,393,929,4359,5289,123,461,583,2983,6148,9134,81828,83183,165008,2607,3360,5969,7805,13290,21091,2746,12206,14954,49757,48875,98638,144745,160913,305663,37,33,66,8,0,6,5,3,9,6,3,10,12095,11420,23514,12144,11465,23606,202,514,720,3,13,13,11,8,16,0,7,5,10680,10717,21401,10898,11258,22158,2419,3812,6228,47,90,136,66,116,180,8,3,10,9660,9568,19227,12198,13593,25789,7895,9637,17530,178,244,423,245,415,663,11,16,31,6390,5995,12379,14720,16309,31026,10427,11530,21952,247,352,596,480,815,1296,12,47,58,3822,3780,7606,14986,16520,31505,11097,11693,22790,351,485,835,724,1236,1957,20,78,102,2750,2910,5661,14950,16399,31347,10609,11276,21879,435
122,5587,87,96,178,326,572,902,223,897,1118,198,145,340,3945,4188,8133,2151,1663,3813,69,54,127,195,390,587,261,1171,1432,104,120,224,2782,3402,6190,1621,1145,2765,45,31,74,149,310,458,385,1652,2038,95,142,241,2295,3282,5575,1162,607,1772,28,16,46,95,194,289,808,3078,3886,78,186,267,2175,4078,6250,50307,50650,100956,2056,2378,4435,6044,9377,15421,2200,8513,10711,31502,27371,58872,92104,98284,190391,9,18,34,5,0,3,0,0,0,0,0,0,7463,6908,14377,7484,6935,14412,128,244,379,5,5,9,4,9,9,0,6,4,6337,5805,12144,6484,6070,12553,1042,1737,2778,35,70,110,28,70,102,3,7,8,5466,5028,10499,6581,6912,13492,3481,4628,8111,98,137,234,148,218,373,4,7,13,3888,3470,7359,7617,8462,16080,5503,6279,11781,156,196,350,320,464,784,8,25,34,2661,2280,4939,8649,9238,17888,6996,7335,14332,251,382,633,568,806,1367,15,38,57,2049,1875,3927,9879,10439,20310,6603,6944,13550,327
123,3483,78,82,156,239,351,584,220,805,1021,98,76,172,2611,2812,5420,1244,813,2054,61,39,101,138,194,327,226,941,1164,56,59,114,1723,2048,3768,708,465,1178,29,16,52,76,110,182,241,1036,1281,44,43,86,1097,1674,2775,427,233,658,14,13,16,47,59,103,289,1358,1649,37,39,78,806,1696,2504,45823,46066,91887,2674,3748,6417,5735,8685,14423,1711,6435,8146,32398,29063,61461,88341,93993,182335,26,30,53,0,0,3,3,3,6,0,0,0,9276,8767,18046,9307,8806,18110,316,738,1048,24,66,88,9,22,24,9,7,11,8579,8090,16672,8933,8911,17847,2246,3607,5848,111,228,343,62,137,203,5,14,23,6126,5167,11295,8550,9157,17712,5047,6158,11208,245,415,656,223,364,591,10,22,34,3626,3141,6772,9154,10103,19254,5698,5984,11680,335,522,851,375,619,991,15,42,59,2344,2119,4462,8765,9279,18045,5980,5979,11959,426,582,999,586,991,1571,25,84,112,1970,1769,3735,8982,9404,18387,5538,5538,11075,439
124,4743,119,114,236,399,662,1061,269,1087,1360,220,176,400,3680,4116,7790,1739,1190,2936,66,68,135,230,403,634,300,1307,1611,142,105,246,2490,3068,5565,1065,671,1734,57,28,87,129,205,329,385,1459,1848,86,96,182,1720,2462,4179,633,351,984,14,16,34,64,151,218,491,2122,2615,51,106,157,1251,2748,4003,54911,55101,110012,3532,4504,8037,8255,12475,20731,2359,8754,11112,41045,36189,77232,110106,117018,227125,27,16,47,0,0,4,0,4,11,0,0,0,10333,9777,20118,10368,9806,20178,366,713,1080,17,45,63,9,12,22,10,7,23,9876,9239,19115,10281,10018,20299,2541,3685,6225,121,236,359,98,171,265,9,11,19,7411,6514,13925,10178,10614,20800,5294,6091,11382,248,439,686,270,437,700,7,31,43,4567,3908,8478,10389,10904,21290,5953,6318,12272,366,535,900,475,737,1206,17,41,61,3192,2754,5947,10012,10376,20388,6274,6396,12664,485,639,1127,850,1259,2104,33,87,122,2620,2337,4959,10262,10710,20972,6044,6285,12329,546
125,6866,176,129,306,464,564,1025,365,1558,1923,359,214,570,5171,5529,10692,2887,1980,4865,88,71,160,320,358,676,469,1933,2400,232,161,389,3994,4505,8496,1933,1197,3131,62,44,108,161,226,385,595,2422,3023,153,169,324,2900,4061,6965,1102,580,1687,27,28,53,77,179,258,792,3446,4239,86,153,236,2093,4391,6478,84227,83002,167229,4110,5121,9229,9242,12812,22056,3114,13260,16374,57272,44222,101500,157968,158416,316382,60,132,194,0,10,10,6,4,11,3,3,12,12740,11702,24441,12808,11860,24666,1152,2676,3837,35,91,126,30,71,104,11,11,24,16124,11976,28095,17355,14828,32182,7004,10711,17721,193,366,562,246,340,591,25,18,47,14098,9114,23212,21571,20557,42126,15221,15778,30999,455,649,1104,579,831,1407,26,47,71,7441,4847,12286,23716,22150,45869,14478,12371,26847,540,737,1281,751,1056,1806,29,90,119,3966,2872,6840,19768,17133,36892,10831,9722,20556,556,712,1263,942,1463,2397,32,145,181,2929,2303,5238,15286,14341,29630,9230,8696,17925,556
126,3488,64,66,131,207,310,518,117,697,815,146,176,320,2386,2888,5274,1554,1206,2760,45,44,94,112,208,320,204,836,1036,106,138,241,2011,2436,4449,1214,778,1990,21,23,37,62,145,215,282,1269,1547,81,148,227,1656,2359,4019,769,394,1164,6,12,23,46,101,147,496,2078,2572,57,228,283,1378,2812,4191,35441,35756,71195,1114,1476,2586,3041,5050,8094,1401,6149,7546,23729,21818,45550,64731,70241,134974,19,19,37,0,0,4,0,4,6,7,3,8,5784,4996,10782,5816,5019,10834,141,342,487,6,5,10,12,11,22,0,7,11,6906,6798,13704,7067,7169,14232,1653,2533,4185,34,50,87,45,75,124,6,4,7,5276,4700,9979,7013,7363,14380,4269,4768,9038,92,107,198,107,207,318,7,15,15,2669,2241,4910,7137,7336,14477,4779,4988,9770,124,167,293,199,320,520,4,14,15,1449,1351,2795,6553,6840,13395,4539,4651,9193,160,220,378,260,450,707,14,34,55,1092,1043,2135,6065,6404,12471,4099,4516,8615,144
127,6160,203,153,355,409,408,819,320,1704,2021,197,147,341,4642,5054,9700,2478,1634,4110,103,77,182,238,291,532,388,1888,2278,128,78,211,3338,3977,7311,1553,770,2319,55,51,107,117,157,268,459,1925,2377,65,73,139,2248,2974,5221,756,343,1103,25,17,40,37,75,111,497,1943,2437,43,61,102,1357,2435,3794,72328,72487,144815,4377,5958,10330,8433,12149,20580,2534,11905,14437,50136,41348,91481,137806,143852,281657,54,144,192,6,8,10,8,5,14,8,11,19,14952,13845,28797,15025,14010,29039,767,1952,2717,26,129,157,23,87,108,13,12,21,14380,12491,26872,15209,14668,29876,3741,6162,9903,191,457,649,205,447,653,14,34,43,9960,7685,17643,14104,14794,28899,7601,9529,17126,430,720,1148,472,855,1324,13,51,64,5559,4015,9570,14068,15165,29232,8538,9412,17946,595,862,1459,775,1214,1992,18,88,112,3370,2617,5987,13304,14196,27497,8990,9596,18580,614,892,1503,1032,1706,2741,47,154,202,2676,2074,4752,13359,14419,27776,9301,8974,18279,601
128,4692,66,62,130,261,415,675,205,829,1039,113,75,190,3190,3539,6724,1896,1555,3453,55,36,93,178,264,442,273,1135,1402,89,72,163,2483,3065,5552,1542,1057,2595,35,27,62,85,192,279,372,1662,2033,74,67,148,2113,3012,5121,896,466,1359,11,9,27,59,136,193,554,2334,2888,40,93,131,1557,3034,4596,45691,45967,91661,1833,2374,4206,4908,7691,12602,1925,7673,9597,27777,24172,51949,82145,87878,170021,12,13,25,0,0,4,0,0,3,0,0,3,6698,6355,13061,6714,6375,13094,120,228,355,9,8,15,8,5,20,6,0,7,6350,5927,12276,6492,6177,12666,1193,1915,3111,30,75,107,36,45,79,3,4,9,4961,4431,9388,6221,6471,12692,3420,4252,7665,102,158,257,117,193,309,5,10,11,2847,2399,5242,6483,7008,13488,4661,5177,9838,157,229,390,269,397,663,9,29,41,1797,1467,3263,6893,7300,14195,5431,5713,11148,240,381,611,503,739,1243,13,37,48,1506,1326,2832,7695,8193,15881,5177,5459,10632,300
197,12,0,0,0,0,0,0,0,5,5,0,0,0,9,14,22,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,4,3,11,0,0,0,0,0,0,0,7,9,0,0,0,8,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,59,0,0,0,9,7,12,4,19,17,13,0,13,56,54,107,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,3,11,13,0,0,3,0,0,0,0,0,0,0,0,0,5,4,4,5,3,9,0,0,3,0,0,0,0,0,0,0,0,0,0,4,10,5,8,17,7,10,13,0,0,0,0,0,0,0,0,0,0,4,4,11,8,19,0,6,3,0,0,0,0,0,0,0,0,0,0,0,5,5,3,7,8,8,18,0,0,0,0,0,0,0,0,0,0,4,3,9,10,24,6,4,6,0
199,175,20,5,28,67,28,88,19,20,39,25,6,35,231,137,364,42,22,60,7,5,9,23,7,31,21,9,29,10,3,12,96,50,143,15,5,19,0,0,0,11,7,14,10,36,41,11,3,15,45,47,96,16,9,26,3,0,3,3,0,3,21,55,83,4,3,10,51,72,124,1351,1218,2571,606,340,954,951,570,1521,152,227,380,3886,2421,6306,6957,4779,11736,0,0,0,0,0,0,0,0,0,0,0,0,281,227,509,283,231,516,3,24,26,3,0,10,0,4,4,5,0,5,735,584,1321,746,614,1359,76,77,146,33,21,48,9,3,15,7,0,6,801,539,1341,927,634,1561,118,107,225,43,27,64,23,13,39,0,0,0,508,308,814,685,453,1139,102,67,166,65,25,90,36,24,59,3,8,14,417,205,626,622,335,959,87,58,142,95,24,125,88,39,121,3,11,13,378,159,539,644,296,938,66,69,140,80
201,3500,88,65,155,342,326,666,214,803,1018,184,131,313,2716,2933,5649,1425,1078,2500,54,26,79,188,165,350,264,965,1228,113,91,203,2042,2317,4357,954,595,1544,39,12,55,84,97,175,283,1230,1513,70,78,151,1424,2013,3431,536,298,832,20,8,29,30,77,107,393,1587,1983,51,80,129,1028,2050,3079,27724,27755,55481,1851,2120,3966,4862,6370,11233,1656,6118,7768,21008,18987,39995,57098,61349,118450,7,10,16,5,4,5,0,0,0,3,5,10,4933,4691,9625,4949,4704,9654,94,180,278,8,25,34,4,3,5,0,5,9,4857,4683,9541,4973,4898,9871,794,1206,2000,62,100,160,20,38,61,9,9,15,3486,3093,6577,4377,4447,8821,1926,2297,4220,102,168,272,69,137,205,10,19,22,2048,1929,3979,4156,4537,8699,2387,2643,5027,162,217,374,172,282,462,11,11,22,1532,1428,2969,4270,4583,8851,2671,2807,5480,228,325,552,347,539,884,16,54,74,1510,1395,2908,4775,5119,9897,2874,3005,5880,259
202,3648,90,66,156,323,378,695,184,622,803,185,120,298,2720,2880,5600,1437,1093,2525,45,32,73,159,172,328,239,898,1133,116,95,209,1985,2286,4275,990,695,1685,32,25,60,93,113,200,314,1130,1445,89,77,164,1515,2038,3556,618,307,921,17,12,25,27,75,105,421,1671,2095,55,91,149,1143,2154,3294,27261,27223,54486,1791,2067,3858,4646,6231,10885,1620,5758,7379,19510,17756,37265,54822,59047,113872,9,15,23,0,0,0,3,0,3,0,4,8,4738,4601,9342,4747,4625,9375,145,212,362,7,18,23,9,7,13,7,6,16,4430,4393,8821,4598,4634,9230,843,1208,2052,46,110,155,20,46,69,0,3,3,3258,2987,6240,4168,4353,8518,1959,2302,4259,108,151,262,81,142,224,3,13,15,2047,1782,3825,4197,4390,8589,2304,2577,4882,152,216,362,162,265,426,9,19,24,1519,1443,2963,4144,4519,8659,2692,2804,5491,221,317,538,325,512,833,14,45,58,1341,1284,2624,4590,4961,9550,2827,2892,5726,286
