SA4_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
407,956,2330,5761,6055,6963,6237,1869,248,22,30434,1491,817,1284,1099,1498,2053,1426,379,30,10079,100,100,237,253,310,459,223,33,5,1722,93,98,182,163,176,165,88,46,11,1025,2640,3345,7458,7561,8945,8919,3611,709,67,43254,114,217,319,225,256,268,31,0,0,1431,177,89,116,91,106,162,38,4,0,783,287,306,439,308,360,428,71,9,5,2210,2925,3649,7898,7872,9305,9340,3681,715,62,45467,2118,641,1252,1533,1954,3931,10111,6782,2125,30442,328,298,677,630,776,878,882,617,247,5323,5365,4590,9832,10039,12035,14148,14666,8115,2432,81231,366,1247,2781,2992,4159,3167,661,73,7,15456,2056,1486,3305,4004,4217,4593,1499,232,18,21419,123,134,556,317,365,488,190,27,3,2205,79,75,137,103,134,132,69,33,7,775,2635,2941,6780,7419,8875,8384,2418,365,34,39854,61,106,144,109,169,136,7,0,0,730,185,87,140,135,158,191,41,3,0,937,246,194,286,240,326,323,51,4,3,1661
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,3,11,58,67,56,30,7,0,0,233,9,11,36,15,20,24,9,0,0,124,0,3,4,6,9,10,0,0,0,35,0,3,11,3,0,6,0,0,0,28,13,33,116,93,83,63,16,5,0,419,7,3,23,26,17,21,0,0,0,99,9,9,12,9,5,11,0,0,0,52,12,11,32,33,25,30,3,0,0,150,26,41,147,127,111,92,17,5,0,562,34,39,86,77,97,123,154,34,7,651,14,23,87,87,95,96,46,0,0,447,74,108,320,289,299,311,214,40,7,1668,0,4,48,27,21,17,4,0,0,117,14,21,41,24,22,16,5,0,0,141,4,0,7,9,5,11,3,0,0,42,0,3,4,0,0,0,0,0,0,10,18,31,97,63,45,47,14,0,0,311,6,9,14,12,10,7,0,0,0,56,18,5,16,6,7,9,0,0,0,60,23,13,28,20,14,11,0,0,0,113
501,991,2224,5979,7541,7933,6080,1459,166,14,32392,1663,723,1180,1138,1255,1750,1285,243,27,9252,147,135,370,481,575,660,220,38,3,2641,68,76,194,184,156,106,47,28,16,882,2873,3164,7724,9342,9925,8597,3011,471,53,45161,136,186,310,237,239,225,36,0,0,1364,214,86,83,58,66,92,46,8,0,657,346,282,392,297,305,314,78,8,0,2023,3217,3441,8116,9636,10227,8914,3090,481,53,47182,2081,457,815,995,1220,2763,7713,4750,1349,22144,291,272,818,916,1062,827,696,419,200,5504,5592,4170,9749,11545,12512,12506,11501,5652,1602,74828,518,1326,3116,3561,4631,3056,448,55,0,16708,2271,1177,3213,5197,4874,4111,1384,158,6,22397,143,139,570,464,429,603,162,15,0,2534,69,66,102,142,117,84,40,19,6,645,3005,2709,7006,9361,10054,7856,2039,247,12,42292,104,84,150,122,142,136,13,0,0,746,279,90,156,202,171,171,27,3,0,1102,383,178,302,327,312,299,39,3,0,1847
502,431,1146,2965,3470,3842,3133,636,43,0,15662,879,582,618,526,590,791,532,118,7,4646,66,80,226,247,294,350,94,11,5,1372,27,50,140,105,81,65,28,8,0,507,1402,1864,3951,4338,4807,4343,1295,183,9,22193,109,185,272,204,202,162,42,0,0,1173,214,63,61,36,31,82,30,4,0,517,320,248,329,242,229,249,73,3,0,1689,1726,2108,4281,4583,5041,4589,1368,186,10,23882,1144,321,465,541,738,1737,5421,4014,1110,15493,147,193,431,524,540,435,380,301,181,3136,3015,2623,5171,5653,6312,6760,7166,4504,1301,42513,177,732,1518,1803,2390,1630,205,10,0,8465,1273,985,1715,2180,2177,2044,580,48,4,11005,51,96,293,203,207,286,54,5,0,1191,38,42,72,57,65,45,14,9,4,347,1540,1854,3599,4241,4838,3999,859,69,5,21005,62,101,121,125,139,112,11,4,0,672,198,72,147,128,131,130,32,0,0,846,267,175,267,255,269,244,41,0,0,1515
503,206,1769,9569,9411,8204,5602,1444,178,14,36406,1716,2404,2527,1517,1197,1524,1479,393,36,12788,103,143,352,273,230,223,104,21,5,1468,25,65,187,136,74,50,25,14,4,577,2060,4379,12631,11335,9712,7402,3049,603,59,51236,30,145,328,258,268,268,57,8,0,1358,351,218,171,66,57,70,59,4,0,1004,387,362,500,321,317,342,117,13,0,2369,2447,4742,13133,11662,10029,7747,3161,621,59,53601,2444,1229,1171,728,908,1838,4399,3495,1406,17628,139,368,1251,844,631,549,450,323,181,4725,5030,6339,15555,13230,11574,10124,8013,4440,1644,75953,131,1683,7852,5101,4888,3076,576,42,0,23347,2133,3207,3945,4296,3978,3035,1388,224,14,22226,121,189,640,500,209,293,111,23,0,2093,25,95,168,101,76,45,22,15,9,548,2416,5175,12602,10001,9158,6446,2093,302,19,48215,18,100,217,176,204,115,6,0,0,837,346,207,223,202,151,142,28,7,0,1299,362,308,440,375,355,255,38,3,0,2138
504,1012,3555,12731,13912,11859,8610,1807,116,4,53605,2468,2371,2601,2098,1808,2021,1282,248,21,14919,122,175,549,531,502,557,154,16,0,2605,46,187,427,298,198,134,40,15,4,1344,3650,6292,16306,16834,14363,11322,3282,397,27,72472,198,405,596,440,448,397,62,3,0,2540,562,223,153,93,95,145,85,9,0,1360,763,626,746,534,541,542,146,8,0,3901,4411,6917,17054,17370,14904,11865,3424,405,30,76374,3531,1236,2016,1918,1937,3149,7456,4986,1485,27711,315,424,1284,1216,1081,847,463,380,218,6230,8253,8574,20355,20498,17925,15859,11344,5771,1725,110313,405,2574,8099,7210,7626,4929,757,35,0,31644,3175,3107,5788,6945,5666,4613,1455,149,4,30905,105,209,1124,710,462,502,137,16,0,3264,90,141,254,159,162,105,22,10,0,945,3777,6031,15265,15025,13912,10142,2376,213,11,66763,119,221,356,291,303,217,28,0,0,1541,557,224,374,380,303,225,40,0,0,2105,678,447,733,676,601,438,69,3,0,3644
505,1863,7099,24852,29536,26746,17697,3366,202,8,111375,5704,5465,5412,4140,3875,4458,3054,573,42,32715,215,339,1129,1121,1018,1068,363,48,3,5303,109,319,739,570,398,261,81,30,8,2504,7898,13222,32130,35360,32036,23490,6856,846,57,151897,375,759,1095,841,888,804,130,6,0,4893,1467,504,363,189,178,264,145,19,4,3135,1841,1259,1452,1031,1069,1068,279,26,4,8023,9743,14480,33582,36388,33106,24553,7134,870,60,159921,7481,2241,2466,2386,2995,5787,16199,11030,3702,54294,545,863,2373,2315,2017,1459,889,666,401,11519,17773,17578,38421,41088,38118,31802,24220,12573,4162,225736,774,5135,16632,14745,15997,9717,1439,57,0,64496,7387,7432,11752,16050,13761,10685,3344,281,11,70710,268,433,2357,1607,875,1088,318,26,0,6974,117,220,525,387,316,216,66,24,6,1883,8550,13226,31264,32784,30954,21710,5171,393,22,144065,232,366,601,579,566,352,37,0,0,2735,1394,494,688,840,600,512,106,3,3,4642,1627,859,1291,1416,1164,870,146,9,7,7375
506,1725,6926,24342,27881,21907,14919,3059,191,17,100959,4438,5806,6246,4280,3438,3563,2581,476,28,30850,207,315,932,966,815,876,297,30,4,4438,108,374,855,548,440,268,76,28,6,2704,6481,13416,32372,33673,26600,19625,6003,721,55,138946,362,711,1255,1024,928,734,148,6,0,5166,1052,632,446,214,213,238,137,12,0,2950,1409,1343,1697,1235,1141,978,284,19,0,8112,7894,14763,34072,34904,27748,20602,6289,737,52,147058,7083,2784,3508,2993,3344,5518,14073,9361,2976,51636,628,1051,2658,2407,1990,1516,937,696,515,12388,15601,18590,40243,40310,33073,27636,21303,10792,3540,211086,724,4825,15217,13718,12923,8200,1387,47,4,57049,5783,6913,11089,13194,9914,7833,2661,259,14,57674,248,457,1853,1293,765,816,230,23,4,5694,94,277,530,346,280,175,60,23,4,1785,6858,12471,28692,28552,23885,17029,4338,356,23,122205,262,427,785,663,579,391,35,5,0,3151,1138,569,842,873,554,434,92,5,0,4496,1402,995,1624,1535,1134,821,124,6,0,7648
507,1677,5579,18776,21901,19815,13535,2555,177,8,84011,4230,3880,3549,2731,2617,3105,2171,396,23,22704,186,304,933,931,895,959,293,29,4,4530,101,204,533,442,309,182,63,15,9,1854,6192,9970,23792,26001,23627,17782,5075,612,45,113099,349,622,919,702,715,615,106,10,0,4044,1046,416,304,134,175,228,138,13,0,2451,1400,1041,1222,829,891,846,244,15,3,6497,7590,11010,25017,26835,24520,18626,5318,633,45,119598,5367,1779,2431,2184,2604,4949,12478,8781,2971,43549,502,783,2070,2054,1686,1278,808,615,402,10196,13464,13576,29517,31073,28818,24857,18600,10027,3417,173340,705,4023,11826,10932,11907,7353,1068,29,0,47838,5671,5485,8754,11919,9970,7783,2427,227,10,52257,183,372,1820,1179,759,843,224,21,0,5402,105,176,354,233,213,161,53,14,7,1305,6663,10055,22756,24260,22850,16142,3766,286,17,106804,202,306,496,460,452,279,20,5,0,2226,1095,430,602,658,505,393,91,4,0,3782,1297,735,1104,1114,955,674,110,8,0,6003
509,797,1612,4150,4612,5441,5192,1681,262,30,23779,858,457,717,746,882,1437,1088,319,39,6543,63,69,206,236,365,484,224,39,10,1697,58,75,129,127,121,117,79,43,18,754,1778,2216,5198,5720,6808,7230,3063,662,98,32776,80,143,207,178,194,203,46,8,0,1045,118,37,64,34,58,76,52,6,0,448,192,183,271,212,252,279,96,6,0,1499,1975,2403,5470,5933,7051,7511,3161,671,101,34270,1569,392,854,873,1019,2156,5774,3716,1129,17491,325,307,714,778,959,1032,815,497,188,5615,3866,3099,7044,7586,9033,10696,9744,4891,1416,57378,321,977,2050,2289,3285,2734,646,81,5,12384,1163,678,1930,2982,2980,3117,1187,194,11,14251,62,87,407,245,301,411,160,26,0,1696,51,48,100,66,95,74,52,23,3,514,1599,1793,4483,5588,6658,6334,2046,322,16,28844,54,62,85,81,117,90,8,0,0,492,132,48,95,106,103,114,32,0,0,627,189,99,178,181,220,208,42,0,0,1121
510,361,1154,4748,5002,3895,2630,551,34,0,18379,509,223,517,486,402,353,167,22,0,2675,43,62,322,381,278,241,58,3,0,1394,22,48,182,148,95,74,17,0,0,587,937,1489,5773,6014,4668,3296,792,62,6,23035,78,133,171,125,97,82,6,0,0,696,79,32,46,44,37,26,9,4,0,276,158,165,222,161,133,108,18,3,0,973,1094,1653,5996,6174,4806,3406,810,64,6,24001,1030,534,942,813,734,736,777,349,71,5978,401,539,1784,1694,1408,1053,340,91,18,7320,2526,2731,8719,8683,6944,5191,1923,508,91,37300,251,900,3175,2792,2353,1482,255,10,0,11223,586,332,1407,1629,911,546,179,27,0,5610,34,73,472,271,163,161,36,0,0,1201,44,49,122,83,53,46,6,4,0,399,907,1355,5172,4772,3479,2234,478,34,0,18436,52,61,108,97,62,38,4,0,0,426,74,47,98,83,58,30,3,0,0,389,125,101,208,184,116,68,10,0,3,816
511,721,1830,4851,4879,4983,4237,1060,124,12,22692,798,365,667,571,666,873,537,134,12,4629,56,92,277,252,342,367,131,19,0,1533,48,80,172,136,125,106,29,19,0,728,1626,2364,5971,5837,6114,5580,1753,289,30,29577,92,136,177,180,190,168,25,0,0,969,136,35,52,53,49,69,38,6,0,441,231,171,238,226,237,235,61,6,0,1410,1862,2538,6207,6063,6354,5821,1816,299,28,30986,1187,413,711,677,889,1569,3486,2120,592,11648,389,561,1357,1234,1257,1064,689,399,113,7061,3438,3514,8276,7976,8504,8448,5993,2813,734,49699,402,1188,2612,2605,3224,2243,460,41,0,12774,1110,717,1890,2281,2078,1921,659,79,3,10736,54,105,400,228,236,280,67,11,0,1379,30,58,85,81,95,68,28,21,6,467,1597,2067,4984,5201,5636,4512,1213,148,9,25355,58,71,79,82,106,60,14,0,0,475,96,49,98,101,77,95,13,0,0,531,159,129,176,182,185,159,25,0,0,1008
597,5,12,51,82,53,23,3,0,0,221,0,0,0,5,5,0,0,0,0,14,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,12,60,92,55,30,5,0,0,246,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,12,60,91,55,34,5,0,0,252,0,0,0,0,4,0,4,0,0,12,7,13,44,70,43,20,4,0,0,195,7,25,99,157,103,55,14,0,0,455,0,4,10,5,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,8,9,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,8,49,188,129,116,67,14,0,0,572,9,40,50,47,19,32,11,0,0,210,0,6,27,36,18,8,3,0,0,95,0,7,3,7,3,0,0,0,0,18,19,101,268,211,156,115,28,0,0,899,5,18,41,47,35,23,5,0,0,179,3,6,7,10,11,3,3,0,0,45,9,28,51,54,45,27,7,0,0,227,28,123,316,268,206,141,39,3,0,1125,42,50,115,135,122,198,258,68,9,990,41,130,392,525,511,326,148,47,7,2132,118,295,822,926,842,667,444,118,14,4247,7,39,138,59,47,48,4,0,0,341,19,37,75,58,38,42,10,0,0,274,0,7,17,26,9,17,3,0,0,80,0,0,3,0,6,0,0,0,0,12,33,84,234,138,91,102,18,0,0,715,8,12,23,22,20,9,0,0,0,94,6,8,18,14,8,8,0,0,0,66,15,22,46,34,33,16,0,0,0,160
601,668,2653,10673,9579,8890,6335,1152,92,0,40042,1734,2083,4417,2484,1931,2336,1463,248,13,16710,120,147,389,356,394,437,161,22,0,2019,47,122,333,171,135,93,45,9,7,956,2560,5011,15804,12592,11352,9202,2815,368,23,59730,197,476,820,419,287,252,32,0,0,2484,537,360,408,134,109,107,59,6,0,1709,728,840,1228,547,396,360,95,7,0,4199,3290,5847,17032,13143,11751,9560,2911,374,23,63929,3302,1327,2014,1611,1884,4139,8882,5780,1916,30854,281,302,877,655,587,573,544,409,171,4397,6871,7479,19920,15407,14213,14272,12337,6566,2116,99180,251,1893,6746,5476,6120,4037,561,25,0,25104,2433,2881,6640,6263,5288,4685,1511,147,11,29853,141,223,1017,673,473,549,162,20,0,3269,51,94,273,120,92,90,27,10,5,763,2882,5094,14675,12528,11970,9356,2263,205,19,58995,113,240,596,259,178,119,16,0,0,1522,535,316,524,288,210,189,30,0,0,2105,642,562,1121,547,386,308,51,0,0,3620
602,565,1892,5578,5155,5385,4420,989,108,13,24109,1058,920,1739,1117,1196,1579,973,192,25,8790,86,78,200,174,257,315,109,13,3,1234,30,93,178,92,109,87,33,16,6,644,1743,2981,7697,6539,6942,6399,2110,333,44,34781,119,299,415,233,241,191,34,3,0,1535,238,147,145,74,90,89,29,0,0,812,352,442,561,312,327,281,60,4,0,2341,2098,3422,8257,6852,7272,6679,2163,337,44,37124,1919,675,963,883,1329,2941,6625,4318,1259,20912,211,264,548,427,457,490,514,339,164,3421,4228,4364,9763,8160,9054,10113,9300,4995,1467,61450,251,1212,3028,2667,3476,2442,388,23,0,13487,1591,1428,3152,3423,3479,3311,1003,101,5,17502,122,122,494,305,279,390,102,10,0,1821,52,59,115,72,89,66,20,14,3,489,2014,2819,6792,6466,7321,6211,1512,150,11,33297,77,138,209,121,141,113,21,0,0,831,219,143,194,134,141,182,31,0,0,1038,303,275,406,250,283,297,50,4,0,1869
603,184,446,1088,1290,1421,1197,314,48,5,5991,161,151,309,366,452,645,373,74,6,2531,24,22,57,71,100,132,47,9,4,460,13,29,35,54,52,42,27,12,0,272,377,645,1492,1782,2023,2013,762,141,8,9243,48,66,71,46,63,88,9,0,0,398,44,28,25,20,20,46,14,0,0,190,89,92,97,71,86,135,16,4,0,586,468,737,1590,1850,2107,2148,778,141,11,9829,592,135,222,268,483,1219,2394,1271,268,6856,82,67,161,154,180,249,278,144,54,1363,1141,939,1970,2269,2766,3623,3445,1559,333,18042,51,235,560,635,844,647,122,18,0,3107,269,244,695,955,921,1061,260,29,0,4434,20,25,108,93,83,136,42,7,0,519,16,12,34,31,49,18,18,4,0,189,358,516,1393,1716,1897,1860,439,54,3,8247,20,24,35,28,33,28,5,0,0,172,45,24,39,38,33,43,11,0,0,237,60,47,71,72,59,76,17,0,0,408
604,551,1493,3948,3618,4089,3577,748,68,4,18094,835,511,921,731,804,1132,676,151,12,5774,58,80,207,202,257,345,88,13,3,1254,43,62,118,86,102,101,37,21,7,561,1483,2145,5191,4633,5247,5155,1549,252,26,25687,101,190,261,180,197,168,22,0,0,1114,110,75,75,55,63,85,24,4,0,498,214,262,332,235,262,249,45,4,0,1618,1698,2407,5521,4867,5513,5404,1597,261,26,27298,1363,382,649,698,1215,2395,5427,3527,961,16625,177,171,397,388,441,459,454,306,153,2942,3243,2958,6570,5954,7166,8259,7484,4095,1138,46869,209,991,2009,1961,2491,1792,283,18,0,9754,1266,947,2261,2430,2666,2565,673,72,0,12878,55,93,406,209,264,311,68,16,0,1410,39,46,65,60,80,46,31,18,6,385,1567,2077,4736,4657,5506,4710,1051,118,10,24425,59,80,132,99,118,92,10,0,0,578,137,68,122,111,118,130,12,0,0,704,194,151,249,210,233,217,20,0,0,1286
697,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,6,11,28,26,22,8,0,0,0,101,0,10,11,12,12,4,3,0,0,53,0,0,4,5,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,6,5,18,46,36,42,20,3,0,0,174,7,12,7,9,14,4,0,0,0,60,0,5,4,3,6,3,0,0,0,18,5,21,16,7,18,3,0,0,0,81,13,34,61,46,60,25,4,0,0,249,16,24,36,28,45,39,45,10,0,242,9,10,37,27,25,32,46,4,0,197,43,71,135,99,130,104,90,18,0,689,0,8,12,13,11,7,0,0,0,53,6,9,14,17,13,10,0,0,0,69,0,0,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,18,33,36,22,20,5,0,0,133,5,3,10,3,6,0,0,0,0,35,6,0,7,3,0,7,0,0,0,29,12,11,19,10,7,8,0,0,0,60
701,550,2411,7836,7139,5996,3972,975,71,5,28961,1076,899,1648,1077,838,766,465,76,3,6841,69,102,330,322,347,291,96,8,0,1558,58,107,229,154,135,88,27,3,3,802,1748,3517,10045,8685,7304,5120,1561,158,14,38166,117,160,273,174,187,164,44,3,0,1120,183,78,85,45,41,65,29,5,0,532,304,240,362,217,223,224,74,4,0,1655,2051,3762,10401,8906,7529,5349,1633,165,18,39816,1554,640,1083,910,909,1460,2783,1505,308,11155,311,503,1264,1008,915,691,441,161,43,5334,3914,4903,12750,10821,9359,7494,4858,1830,370,56309,331,1655,6065,5484,4964,3039,552,36,0,22136,1359,1165,2977,2593,1723,1293,503,53,4,11686,68,132,718,471,278,286,89,6,0,2049,42,73,187,109,88,68,25,7,0,599,1801,3029,9952,8665,7057,4692,1175,102,0,36467,68,102,211,152,101,99,10,0,0,750,203,79,179,119,89,52,13,3,0,729,273,181,392,270,188,146,27,0,0,1477
702,295,911,3200,2820,2360,1948,535,50,0,12122,319,258,583,543,401,410,197,35,3,2752,24,45,166,148,136,125,49,0,0,694,37,63,141,97,73,47,23,7,0,491,675,1269,4096,3610,2963,2535,808,103,5,16062,135,216,355,249,168,84,9,0,0,1215,85,62,115,81,46,35,16,8,0,446,221,279,469,330,214,117,28,10,0,1664,896,1547,4570,3938,3179,2655,836,108,5,17732,2182,1433,2413,1893,1565,1256,1367,560,104,12767,297,349,887,685,612,576,299,111,10,3837,3375,3326,7872,6512,5358,4487,2507,780,123,34338,262,795,2808,2096,2099,1591,329,21,0,10010,394,330,1062,1095,749,560,227,24,0,4436,34,65,298,195,155,139,40,3,0,925,26,51,115,84,70,47,15,0,0,403,720,1238,4283,3465,3072,2333,615,47,0,15781,110,155,283,195,134,60,7,0,4,944,71,79,125,102,65,40,7,0,0,485,176,231,408,291,196,100,17,0,4,1432
797,0,0,8,10,7,9,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,3,16,10,9,9,0,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,16,10,9,7,0,0,0,58,0,0,0,5,0,0,0,0,0,6,6,0,4,4,4,3,0,0,0,19,4,6,16,22,18,17,0,0,0,83,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
