SA4_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
407,1680,1555,1452,856,266,61,7640,537,1272,1286,1563,1603,1022,255,29,7564,103,194,194,164,142,102,53,17,958,453,788,632,576,431,335,118,38,3367,4,10,10,12,12,9,9,0,62,25,61,58,91,83,61,37,6,407,735,708,755,881,1017,1206,1063,643,7002,3125,6923,7288,7580,7944,6614,3055,1105,43636,48,192,274,271,260,315,113,14,1474,75,182,194,139,125,104,8,0,824,729,1881,1925,2216,2530,2523,1309,309,13414,325,838,661,607,677,637,335,71,4152,428,802,996,1059,812,577,187,39,4899,426,1339,1337,1497,2104,1742,740,207,9388,257,1098,1103,1142,1252,1766,779,136,7533,592,1878,2326,2294,2234,1734,622,135,11819,688,1645,1699,1980,2087,1493,475,63,10131,186,305,288,256,257,189,92,31,1598,639,1152,1006,927,715,550,195,48,5227,13,17,15,20,20,12,12,4,115,57,144,162,202,206,180,84,28,1051,1626,1665,1702,1977,2255,2476,1997,1011,14708,6082,13121,13686,14594
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,3,6
499,29,12,20,8,0,0,119,12,27,23,20,17,4,5,0,107,5,9,3,0,3,0,0,0,16,12,22,16,9,9,7,0,0,60,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,11,36,77,88,52,34,29,5,4,316,97,214,187,122,116,75,11,5,826,6,10,4,6,11,6,0,0,33,0,7,3,3,0,0,0,0,24,10,42,37,27,45,39,6,0,213,8,12,11,16,13,7,0,0,71,0,15,7,0,5,4,0,0,36,9,35,25,21,26,27,0,0,129,0,9,8,6,12,8,0,0,46,17,53,36,32,34,20,3,0,198,12,41,37,30,23,15,5,0,157,5,20,8,4,5,0,0,0,41,15,32,17,23,8,12,0,0,98,0,0,0,0,0,0,0,0,0,5,7,0,5,5,0,0,0,30,81,172,189,152,148,78,10,3,826,173,443,376,325
501,1943,1729,1379,892,290,76,8649,592,1052,1533,1511,1293,767,201,27,6973,178,340,358,282,234,169,80,24,1669,421,843,750,662,440,292,97,15,3518,32,10,8,9,10,9,7,3,84,34,77,104,117,93,63,23,15,516,688,764,871,859,889,908,768,465,6215,3699,7533,9454,8865,7817,5601,2449,876,46282,71,304,509,501,382,324,102,17,2206,159,258,296,172,148,93,22,5,1147,988,2581,3085,3127,3048,2457,1062,221,16577,379,1076,1051,935,985,754,312,93,5580,288,482,741,694,559,356,155,39,3317,556,1428,1850,1707,1917,1430,644,175,9700,356,1000,1718,1943,1818,1511,534,120,8993,944,2189,2648,2570,2134,1517,553,119,12673,796,1346,1873,1855,1616,1082,331,55,8955,286,480,509,400,334,260,118,28,2409,564,1192,1203,1055,727,469,153,24,5392,58,34,8,17,23,15,13,4,171,81,153,245,284,224,156,60,22,1221,1437,1816,2071,2229,1961,1908,1402,757,13574,6968,14335,17803,17478
502,975,1005,890,648,323,52,5002,373,728,849,782,803,426,123,19,4107,102,131,125,100,78,78,34,15,660,302,551,440,407,271,255,106,17,2358,22,8,4,7,5,8,0,0,54,22,33,42,44,45,23,13,5,229,413,414,442,460,436,549,601,455,3767,2200,4038,4542,4472,4166,3267,1790,739,25208,63,118,187,138,149,135,51,9,852,115,169,167,109,99,63,17,0,743,574,1408,1555,1637,1883,1798,944,235,10034,201,485,434,506,505,465,306,68,2965,90,137,217,212,157,108,66,16,995,333,731,752,832,950,757,376,106,4839,225,577,779,904,856,745,317,87,4486,502,987,1300,1407,1317,1079,590,95,7277,520,907,1035,964,977,630,209,37,5284,190,189,159,140,114,125,61,27,1008,377,712,639,593,447,363,165,27,3323,40,16,10,9,11,12,0,0,99,43,70,109,132,121,74,55,19,621,836,956,1099,1139,994,1102,1096,716,7931,4107,7478,8445,8709
503,3081,2641,1709,867,383,161,12801,762,2373,2181,1803,1406,1046,422,144,10134,503,1014,727,530,300,198,122,38,3440,282,511,363,304,215,161,71,37,1941,12,13,12,9,9,5,3,0,73,88,170,173,164,119,102,51,26,890,626,1080,679,526,494,535,477,440,4849,4880,14067,11865,10270,8156,5896,3014,1448,59596,910,1755,1332,1133,1022,742,365,97,7352,237,822,937,563,374,124,31,4,3086,756,3538,3071,2275,1922,1407,691,248,13897,232,1080,828,728,638,485,199,84,4280,116,364,314,272,213,131,97,36,1542,801,4037,3044,2855,2604,1775,1031,413,16563,228,1015,1122,1334,1584,1700,816,280,8082,1777,5492,5767,5238,3653,2103,961,304,25297,1212,3777,3396,2931,2315,1882,793,227,16528,863,1751,1216,786,504,358,184,47,5711,441,965,692,502,363,256,113,49,3382,34,31,18,20,6,16,10,3,140,150,311,315,293,213,164,91,41,1565,1234,2522,1690,1302,1162,1089,872,673,10538,8993,27456,23756,20224
504,3942,2951,2026,1008,406,97,14984,908,2454,2622,2124,1641,929,241,40,10959,448,861,741,440,282,176,66,17,3027,738,1554,1143,799,523,304,116,22,5205,43,27,12,12,18,11,4,0,134,61,201,245,179,131,80,33,9,941,830,1283,1121,962,796,724,718,524,6957,5950,16004,15491,12136,9051,5546,2509,976,67659,379,1017,1061,856,557,365,136,21,4406,304,973,1228,670,340,133,27,0,3668,1413,5105,4952,4305,4023,2902,1267,279,24238,515,1606,1344,1081,896,666,337,83,6531,181,520,488,460,327,200,77,12,2263,1033,3344,2836,2173,1873,1205,514,156,13125,487,2039,2114,2214,1903,1329,569,126,10780,1827,5302,6389,4675,3336,1788,707,161,24184,1425,3504,3625,2981,2258,1418,406,57,15677,829,1466,1259,739,475,329,104,25,5231,998,2249,1902,1284,885,485,188,32,8034,96,50,19,24,27,26,11,0,249,127,405,550,430,322,199,84,19,2142,1849,3031,2815,2438,1976,1471,1303,820,15698,11464,30618,30586,24324
505,9158,7415,4758,2718,1064,357,34755,2056,4899,5469,4479,3209,1921,553,115,22704,944,1656,1592,874,484,321,145,51,6062,1427,2854,2330,1956,1240,740,300,71,10912,109,31,28,22,32,30,14,3,263,156,377,435,338,254,152,62,22,1796,1504,2452,2203,1770,1444,1484,1483,1157,13493,12320,32878,34649,28292,20357,12903,5889,2462,149749,913,2226,2447,2040,1414,876,352,68,10339,688,1823,2725,1838,952,356,63,3,8443,2452,9317,9739,8766,8097,6241,2808,816,48235,1161,4205,4018,3315,2644,1731,793,234,18104,269,831,1086,755,575,303,119,33,3973,2444,7938,7039,5954,4811,2898,1314,391,32789,1185,4381,5134,5266,4558,3303,1388,344,25558,3874,11246,14858,12447,8312,5226,2152,582,58695,3200,7027,7532,6365,4655,2948,936,192,32857,1807,2754,2542,1456,854,547,229,76,10262,1908,3935,3526,2926,1934,1106,486,108,15931,205,69,49,35,51,42,24,9,489,302,770,911,804,596,357,179,59,3970,3339,5610,5393,4525,3459,2813,2568,1776,29473,23759,62131,67005,56495
506,8472,5900,3852,2111,800,233,31113,1910,4602,4966,3823,2858,1669,480,85,20401,947,1479,1215,661,378,226,124,38,5066,1399,2422,1981,1348,812,581,208,42,8789,94,42,26,24,35,23,17,7,267,145,401,446,302,206,147,50,15,1717,1783,2752,2349,1751,1500,1423,1507,1299,14363,12888,32219,32047,22347,16399,10717,5130,2258,133999,989,2523,2571,1904,1274,838,321,70,10495,861,2646,3466,1451,726,263,38,6,9462,2916,10302,11062,8658,7203,5378,2424,642,48595,972,2876,2365,1714,1541,1289,626,192,11573,361,852,962,744,560,349,157,41,4019,2481,7401,6266,4332,3515,2474,1128,306,27905,1102,3327,3769,3556,3298,2556,1143,271,19035,4246,11899,13979,9834,6557,3923,1484,368,52293,2969,6464,6811,5254,3996,2548,867,158,29064,1649,2470,1942,1080,604,411,193,59,8413,2055,4058,3516,2156,1405,894,336,69,14493,175,98,53,38,55,41,26,10,488,296,885,942,720,500,337,168,53,3906,3996,6330,5569,4456,3551,2784,2554,1999,31240,25058,62135,63278,45892
507,6459,5272,3555,1949,712,241,24745,1557,3821,4208,3788,2926,1701,533,84,18617,773,1245,1170,760,484,290,130,46,4896,1097,2113,1736,1405,864,536,201,50,8010,66,42,23,25,29,15,7,7,211,114,277,340,296,187,134,47,20,1425,1412,1919,1682,1433,1229,1258,1168,1057,11164,10080,24472,26182,21642,16192,10183,4581,2062,115398,681,1645,1820,1583,1232,831,320,70,8186,548,1248,1906,1094,604,224,55,4,5696,2412,7833,8716,7745,6806,4797,2248,619,41181,832,2459,2248,1928,1621,1127,611,198,11034,281,745,932,779,552,336,140,38,3810,1852,6084,5673,4610,3822,2352,1057,331,25780,1036,3239,3791,3873,3427,2518,1044,273,19205,2785,7548,10160,8671,6109,3686,1383,396,40739,2409,5394,5658,5177,3983,2455,881,165,26126,1370,1992,1841,1177,761,519,188,55,7911,1466,2901,2656,2151,1321,798,344,79,11716,126,69,36,34,37,29,13,7,360,253,612,747,693,480,312,136,44,3280,3052,4566,4409,3711,2972,2492,2138,1662,24999,19126,46341,50597,43232
509,1107,1053,986,587,224,50,5320,278,632,788,839,897,616,142,21,4217,90,169,155,173,146,120,65,12,934,226,431,371,392,244,184,62,16,1928,26,8,4,7,10,3,6,0,59,15,26,56,71,74,45,11,3,291,655,679,750,942,983,972,761,418,6159,2429,4795,5561,5857,5939,4438,2074,754,31848,65,169,279,253,218,179,71,7,1258,85,132,125,114,105,64,14,0,640,581,1650,1554,1725,1977,1662,676,153,9984,208,565,492,498,531,464,209,54,3028,407,616,856,830,760,504,192,42,4206,358,971,965,1059,1384,1022,493,143,6394,195,699,1001,1171,1261,1124,426,89,5975,622,1194,1497,1481,1455,974,381,81,7679,385,814,1007,1078,1195,888,220,41,5622,142,252,241,246,212,206,96,20,1415,310,629,547,588,433,294,128,22,2952,49,14,14,7,11,3,0,0,101,43,73,119,138,156,121,51,13,712,1500,1695,1805,2160,2297,2093,1441,679,13678,4937,9465,10499,11341
510,1089,644,374,94,15,0,3597,192,653,614,428,300,92,20,0,2290,31,182,125,74,38,17,3,0,462,152,429,317,215,99,16,4,0,1235,5,12,3,3,0,0,0,0,21,15,39,57,49,38,7,0,0,208,892,1535,1220,965,679,280,101,38,5715,2045,5993,5196,3510,2301,772,195,45,20064,52,215,217,132,57,17,6,0,696,36,109,116,44,21,3,0,0,334,583,2547,2544,1734,1106,340,59,4,8926,110,620,583,387,274,101,30,5,2106,90,233,270,203,127,31,10,0,961,211,988,812,554,467,176,37,0,3244,168,842,834,633,447,167,31,0,3121,376,1416,1555,997,592,178,23,0,5134,264,884,832,594,438,150,28,3,3190,55,259,193,107,54,37,8,0,708,206,580,513,376,188,34,11,0,1909,11,15,12,6,3,5,0,0,48,46,129,169,144,102,25,5,0,611,2003,3556,3165,2545,1868,697,223,63,14117,4206,12393,11818,8456
511,1062,940,689,312,108,26,4555,261,664,654,570,537,275,68,7,3038,81,152,164,97,72,36,27,7,626,289,517,402,387,183,109,48,3,1939,24,19,4,7,3,5,0,4,55,19,36,41,30,39,16,12,4,198,880,1005,1022,931,889,713,467,257,6161,2717,5413,5331,4852,3897,2322,1084,394,26003,97,357,313,186,126,61,21,4,1154,65,128,128,88,53,31,6,0,495,807,2420,2180,2100,1854,1147,395,102,11004,204,579,492,419,467,342,124,19,2652,175,330,386,384,299,185,66,18,1847,379,991,869,916,792,516,227,64,4752,191,767,911,1027,865,479,174,28,4445,597,1251,1476,1358,1026,497,170,48,6420,351,874,880,753,688,374,100,14,4035,134,220,226,135,111,61,31,4,920,380,731,599,581,333,172,79,8,2882,34,24,8,4,15,5,4,4,89,44,100,125,114,110,64,29,13,592,1991,2569,2436,2381,2165,1576,982,406,14500,5441,11338,11030,10451
597,0,0,0,3,0,0,8,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,8,0,0,0,0,20,13,12,6,7,3,5,0,0,48,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,18,46,27,15,5,0,0,113,0,7,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,5,3,0,0,3,0,0,11,0,4,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,4,3,4,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6,22,51,75,48,21,3,0,0,228,38,97,145,92
599,52,43,46,17,0,0,269,23,56,35,29,49,17,0,0,209,6,34,14,4,6,0,0,0,62,11,27,20,16,12,7,0,0,91,5,0,0,0,5,0,0,0,5,3,0,0,0,0,0,0,0,10,167,265,278,228,156,95,21,9,1217,269,590,509,363,340,179,25,7,2290,10,29,17,12,15,9,0,0,80,3,10,9,7,4,6,0,0,39,20,122,98,82,90,71,19,0,508,6,41,40,28,21,23,0,0,165,9,17,17,8,10,11,0,0,67,18,74,58,24,37,31,6,0,238,12,29,25,22,25,16,0,0,135,36,116,86,61,67,40,5,0,413,33,77,60,38,63,26,6,0,297,16,40,18,9,8,4,0,0,95,20,40,39,24,29,11,0,0,167,5,0,0,0,5,0,0,0,5,15,9,5,9,11,0,0,0,39,338,666,815,753,496,247,70,22,3408,529,1270,1293,1073
601,3395,2349,1830,1042,340,139,14970,760,2665,2519,2359,2073,1375,404,81,12242,213,783,598,485,360,276,123,32,2863,443,1104,819,687,472,279,134,24,3965,33,19,8,15,9,18,7,0,113,68,203,230,199,150,96,52,14,1015,751,1147,887,733,786,936,908,544,6689,4631,16446,13130,10966,9757,7378,3422,1337,67058,373,1222,1097,1035,768,607,246,67,5422,382,2133,1210,563,351,170,33,4,4848,608,2831,2344,2397,2517,2137,1238,369,14446,499,1682,1331,1190,1175,770,434,112,7199,168,517,558,583,469,289,102,33,2727,916,3310,2536,2259,2361,1869,803,276,14324,226,1516,1838,1750,2033,2049,942,282,10634,1505,8939,5606,3961,3208,2068,768,239,26303,1095,3929,3569,3419,2982,2198,685,139,18001,401,1295,1032,822,612,471,204,58,4897,690,1843,1423,1131,786,477,199,34,6589,57,51,15,16,21,27,12,3,203,131,427,419,392,301,222,109,32,2043,1560,2425,1906,1636,1667,1776,1581,845,13391,8617,32123,24887,21163
602,1451,1345,1164,709,232,63,6984,426,1129,1129,1266,1173,751,179,30,6074,84,260,239,225,215,168,70,15,1278,365,726,547,497,288,227,76,18,2747,15,8,7,4,6,8,6,5,64,15,70,79,84,63,64,31,10,430,527,576,504,585,688,777,733,376,4766,2583,7070,6589,6500,6235,4773,2296,770,36810,72,247,304,282,271,246,102,20,1550,154,562,317,225,168,91,14,0,1538,487,1769,1497,1684,2015,1680,855,228,10222,329,986,664,735,759,524,270,75,4327,192,516,546,540,447,280,112,28,2670,446,1741,1481,1416,1626,1221,546,145,8618,162,781,1149,1209,1250,1213,604,144,6517,620,2792,2281,2085,1844,1250,459,106,11443,563,1521,1486,1670,1579,1120,308,59,8293,169,472,414,368,339,304,126,28,2220,510,1077,861,766,538,366,125,24,4275,25,17,9,7,9,14,9,10,107,47,165,183,181,167,138,73,22,981,1199,1317,1106,1238,1415,1550,1330,618,9767,4981,13973,12304,12408
603,367,326,361,202,57,10,1748,82,237,338,355,470,287,48,3,1815,15,71,110,91,113,73,24,0,497,67,170,165,114,108,68,17,0,708,3,4,3,0,0,5,5,0,19,5,13,26,33,26,22,7,0,142,178,201,208,229,301,273,204,77,1663,557,1540,1832,1778,2262,1565,612,160,10291,16,91,132,119,161,105,40,9,677,18,58,73,51,58,35,0,0,307,116,366,404,505,680,571,232,38,2918,83,235,210,221,291,214,97,12,1360,86,202,238,230,209,122,49,7,1135,65,216,254,305,490,371,140,34,1871,26,149,255,256,362,388,175,35,1639,122,503,512,505,549,379,112,27,2708,107,303,455,456,617,458,87,11,2496,29,102,168,133,184,135,58,8,820,82,243,264,223,203,108,31,3,1160,3,4,3,0,0,3,5,0,23,9,34,51,68,57,60,21,0,301,415,407,417,500,622,649,404,150,3564,1179,2900,3454,3568
604,1037,974,946,507,125,28,5022,370,948,951,1059,1060,552,107,16,5066,42,138,113,98,150,84,24,6,661,288,622,456,410,265,163,60,11,2265,8,9,5,6,9,3,9,5,40,20,33,50,50,64,32,14,3,264,471,490,450,533,588,746,640,290,4207,2043,4975,4667,4780,4874,3528,1652,569,27093,24,152,131,148,158,127,67,14,826,58,266,190,118,123,67,18,0,844,422,1384,1322,1576,1778,1404,666,157,8706,288,657,444,506,640,497,235,49,3314,133,337,377,382,327,162,60,12,1784,322,967,809,918,1092,867,355,97,5433,149,627,843,791,869,867,460,115,4722,448,1699,1483,1462,1418,874,242,50,7674,477,1200,1186,1322,1318,776,194,32,6505,80,226,191,150,203,146,45,6,1050,406,854,661,610,467,282,103,23,3407,5,21,5,14,9,13,4,5,73,45,94,123,139,118,88,34,15,660,979,1034,968,1173,1288,1422,1183,494,8547,3830,9516,8725,9304
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3
699,12,3,8,0,0,0,39,3,8,4,10,12,9,0,0,44,3,6,0,3,3,0,0,0,15,3,8,3,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,9,21,11,18,19,19,25,7,4,130,39,68,68,56,63,47,8,4,347,0,0,5,0,0,0,0,0,10,5,0,3,3,4,5,0,0,19,6,17,8,12,21,7,6,0,73,0,3,3,0,8,0,0,0,26,0,0,3,7,5,0,0,0,18,3,15,11,7,12,0,0,0,45,0,3,8,12,9,6,0,0,28,3,12,15,9,10,3,0,0,53,9,13,12,17,12,13,0,0,59,4,6,5,5,6,0,0,0,32,7,9,6,3,6,0,0,0,39,3,0,0,0,0,0,0,0,3,0,9,0,3,9,0,0,0,16,41,52,53,46,53,77,8,3,342,70,148,130,130
701,2235,1586,1038,406,98,18,8607,401,1515,1428,1120,822,392,94,7,5783,81,326,265,166,97,60,13,5,1012,258,654,522,334,184,75,18,6,2054,12,13,13,9,3,0,0,0,41,32,139,116,105,61,38,10,0,496,800,1317,1110,876,685,465,240,98,5590,3048,10607,9076,6550,4610,2398,803,184,37272,107,427,462,359,239,157,35,9,1785,273,789,615,305,171,70,5,0,2228,832,2680,2316,2087,1679,988,353,71,11017,228,762,694,556,482,271,124,22,3138,162,348,404,343,233,121,32,3,1639,516,2652,1956,1260,974,517,183,40,8097,215,1133,1276,1112,937,629,235,25,5566,930,4464,3541,2568,1642,738,192,24,14098,659,2282,2217,1731,1231,653,175,23,8975,140,483,427,273,177,100,31,3,1638,434,1079,916,578,329,148,36,6,3516,19,15,22,17,5,3,4,0,88,66,285,281,272,158,89,25,3,1190,1788,2842,2369,2036,1552,1035,473,167,12259,6366,20239,17483,13493
702,625,575,354,134,22,6,2643,147,744,621,487,384,145,29,3,2557,39,153,77,63,57,19,11,0,426,150,266,195,130,76,31,3,0,858,5,5,9,6,6,0,0,0,28,17,45,44,27,21,13,0,0,171,862,1098,833,742,635,337,100,33,4646,1763,4752,3698,3171,2536,1127,272,75,17392,21,125,127,90,81,44,21,0,507,25,143,114,44,45,8,0,0,388,270,936,773,715,650,352,97,8,3795,105,366,342,269,229,118,31,5,1463,210,295,284,241,155,51,15,0,1252,184,1110,852,634,614,244,49,20,3707,116,597,571,609,577,300,81,11,2866,231,1196,971,843,565,253,37,6,4098,230,1118,992,785,602,256,49,8,4033,66,238,161,106,100,46,14,0,738,235,464,349,238,164,62,12,0,1520,6,8,12,14,11,5,0,0,56,35,105,119,76,54,30,3,0,420,1846,2319,1738,1563,1367,731,234,62,9853,3587,9016,7413,6222
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,7,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,6,7,0,0,0,26,9,19,16,10
