LGA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
LGA48750,0,0,0,36,3,3,0,9,3,5,0,0,0,3,21,56,0,0,0,0,0,0,0,0,0,0,0,5,79,49,10,142,20,74,6,24,10,50,23,480
LGA48830,0,4,0,64,21,10,3,21,0,10,0,4,3,10,46,133,0,0,0,3,0,3,0,0,0,3,3,7,143,54,17,280,39,105,15,41,13,85,54,847
LGA49399,0,0,0,15,11,0,0,0,0,6,0,5,0,5,8,41,0,0,0,0,0,0,0,0,0,4,3,14,51,6,4,28,11,26,0,15,4,39,19,199
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,0,6,0,437,33,13,6,56,5,25,4,17,4,28,330,517,0,0,3,0,0,0,0,0,0,5,11,22,725,199,39,1279,129,551,64,175,41,211,352,3757
LGA50210,13,24,5,1782,110,13,15,95,17,72,8,29,17,45,1053,1473,6,4,5,3,5,3,0,0,0,3,29,70,2525,471,108,3643,460,2567,187,548,186,695,1113,12495
LGA50250,4,0,0,187,7,3,0,5,0,5,0,0,0,0,58,85,0,0,0,0,0,0,0,0,0,0,0,4,141,18,24,162,37,123,18,12,15,17,63,627
LGA50280,0,0,0,172,25,14,0,32,7,10,0,5,0,14,225,324,0,0,0,0,0,0,0,0,0,0,8,15,271,154,33,607,62,223,51,94,30,68,235,1825
LGA50350,6,0,0,392,19,0,0,17,3,5,0,5,0,9,115,179,0,0,0,0,0,0,0,0,4,4,5,10,374,112,13,609,75,259,30,84,17,107,129,1797
LGA50420,12,24,4,1794,66,17,13,54,12,47,0,25,6,51,440,721,8,0,5,6,0,0,0,0,0,0,28,44,1622,355,59,2448,336,1252,102,405,81,581,480,7722
LGA50490,12,17,5,684,31,5,3,22,13,21,6,11,0,20,273,408,0,0,4,0,0,0,0,0,0,0,14,25,792,171,36,1101,175,806,58,219,54,341,294,4047
LGA50560,0,0,0,8,10,0,0,10,0,0,0,0,0,3,14,43,0,0,0,0,0,0,0,0,0,0,0,0,31,4,4,38,7,19,0,9,0,22,21,150
LGA50630,0,0,0,36,7,0,0,8,3,0,0,0,0,0,20,39,0,0,0,0,0,0,0,0,0,0,0,0,38,8,4,39,7,41,5,6,3,3,23,186
LGA50770,0,0,0,17,5,0,0,6,0,0,0,0,0,0,12,37,0,0,0,0,0,0,0,0,0,0,0,0,44,8,0,53,6,25,3,0,3,7,12,172
LGA50840,0,0,0,53,11,0,0,9,0,8,0,0,0,4,56,90,0,0,0,0,0,0,0,0,0,0,0,3,88,27,11,150,15,73,11,27,5,23,53,486
LGA50910,0,0,0,13,4,0,0,0,0,4,0,0,0,5,4,22,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,30,3,19,0,0,0,8,4,84
LGA50980,0,6,4,335,32,9,0,27,7,10,3,6,3,19,150,255,0,0,5,0,0,0,0,0,0,8,11,25,448,50,18,423,80,178,29,57,34,145,172,1634
LGA51080,0,0,0,16,3,0,0,6,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,4,7,20,3,0,47,10,6,0,6,0,8,3,107
LGA51120,0,0,0,11,12,0,0,3,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,3,30,4,0,27,5,14,0,4,0,3,4,94
LGA51190,3,0,0,412,41,10,0,37,0,16,3,6,3,18,248,387,0,0,0,3,0,0,0,0,0,0,8,18,495,121,27,906,85,496,50,147,55,197,258,2834
LGA51260,12,8,0,666,56,23,9,81,6,23,5,9,5,28,539,788,3,0,4,9,0,6,4,0,0,0,11,37,776,251,49,1487,135,519,118,187,62,183,551,4315
LGA51310,9,42,4,2521,33,5,0,58,4,32,5,9,3,8,195,362,0,0,0,5,6,3,0,0,0,0,8,23,934,177,36,1537,114,696,45,154,20,167,210,4088
LGA51330,15,46,0,2587,105,32,10,129,16,66,8,34,15,73,782,1263,5,0,3,0,0,0,0,0,4,0,22,41,2715,640,86,3500,360,2483,138,779,137,921,840,12600
LGA51400,3,4,0,405,49,7,5,59,5,19,0,8,3,9,267,428,0,0,0,3,4,0,0,0,0,0,10,20,495,76,24,825,89,368,59,64,23,95,285,2395
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,8,0,9,4,3,0,3,0,45
LGA51540,0,0,0,48,15,0,0,5,3,6,0,0,0,5,27,63,5,0,0,0,0,0,0,0,0,0,0,3,114,20,5,84,18,55,7,22,5,48,33,408
LGA51610,0,0,0,36,5,0,0,8,0,0,0,3,0,0,21,34,0,0,0,0,0,0,0,0,0,0,0,3,59,9,0,48,6,20,8,4,0,6,26,179
LGA51680,0,0,0,136,21,0,5,13,0,9,6,6,0,0,99,153,0,0,0,0,0,0,0,0,0,0,5,3,178,22,7,202,28,115,19,25,14,30,102,738
LGA51710,0,0,0,31,9,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,50,3,4,45,3,26,0,0,3,3,10,149
LGA51750,3,21,0,723,11,4,0,21,0,7,0,3,0,7,54,114,0,0,0,0,0,0,0,0,0,0,4,3,295,56,4,373,51,213,11,75,11,70,64,1210
LGA51820,23,38,0,3393,158,26,16,160,27,91,17,32,9,60,1131,1732,9,0,10,15,0,5,0,0,8,5,39,82,3314,606,143,5144,727,2586,234,590,174,748,1197,15467
LGA51860,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,11,0,13,0,9,0,9,5,77
LGA51890,3,0,0,105,7,0,4,14,6,11,0,3,5,7,78,132,0,0,0,0,0,0,0,0,0,0,4,7,119,26,12,243,23,143,13,46,24,86,92,831
LGA51960,0,0,0,58,0,0,0,3,0,4,0,0,0,0,30,37,0,0,3,0,0,0,0,0,0,0,0,3,56,13,9,59,7,71,4,12,11,18,29,286
LGA52030,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,28,3,13,0,3,0,0,8,69
LGA52100,0,0,0,10,10,0,0,9,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,39,3,8,0,4,0,5,6,99
LGA52170,3,13,0,638,10,5,0,27,0,10,0,3,0,5,39,106,0,0,0,0,0,0,0,0,0,0,0,4,190,35,10,317,36,192,16,51,12,39,46,942
LGA52240,0,0,0,15,3,0,0,4,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,32,5,17,6,5,3,10,6,113
LGA52310,0,0,0,6,11,0,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,24,0,8,0,0,0,4,11,82
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
LGA52450,0,0,0,16,4,0,0,10,0,0,0,0,0,0,14,24,0,0,0,3,0,0,0,0,0,0,0,3,28,0,0,53,9,30,0,6,4,8,14,145
LGA52520,0,0,0,24,5,0,0,6,0,0,0,0,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,58,10,27,0,3,0,3,10,150
LGA52590,0,0,0,33,8,0,0,5,6,4,3,0,0,4,34,60,0,0,0,0,0,0,0,0,0,0,3,3,50,11,0,81,14,41,8,8,9,12,37,266
LGA52660,0,0,0,247,21,4,0,30,5,17,5,0,3,12,185,279,0,0,0,4,0,0,0,0,0,0,8,10,312,61,16,603,78,289,32,63,27,83,192,1754
LGA52730,4,3,0,70,13,3,0,10,0,0,0,0,0,7,50,94,0,0,0,0,0,0,0,0,0,0,0,3,91,71,5,166,20,61,8,36,11,39,53,561
LGA52800,0,0,0,24,12,0,0,5,0,6,0,3,0,18,33,80,0,0,0,0,0,0,0,0,0,15,5,23,89,18,3,48,12,56,0,27,7,221,45,527
LGA52870,3,0,0,87,12,0,6,6,5,7,5,0,0,0,64,105,0,0,0,0,0,0,0,0,0,0,0,0,100,24,14,171,29,114,26,21,14,25,61,603
LGA52940,0,0,0,4,0,0,0,7,0,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,32,0,10,0,3,0,0,4,70
LGA53010,0,0,0,6,4,0,0,3,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,31,8,11,0,0,0,4,5,65
LGA53080,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,5,0,4,3,27
LGA53150,4,7,0,522,15,0,0,11,3,10,3,3,0,0,68,112,0,0,0,0,0,0,0,0,0,0,0,4,218,43,9,378,38,145,8,27,6,39,73,987
LGA53220,0,0,0,184,15,0,0,4,0,4,0,0,0,5,48,82,0,0,0,0,0,0,0,0,0,0,0,3,185,13,12,135,28,93,16,21,12,65,58,643
LGA53290,0,0,0,176,48,8,8,55,4,13,6,0,3,3,124,260,0,0,0,5,5,0,0,0,0,4,0,19,287,47,20,505,46,183,25,34,21,60,134,1364
LGA53360,0,0,0,41,11,0,0,7,0,0,0,0,0,0,41,69,0,0,0,0,0,0,0,0,0,0,0,0,66,15,9,97,10,44,5,3,9,5,46,311
LGA53430,10,17,0,1094,35,3,4,36,3,13,4,7,0,22,200,326,0,0,0,6,0,3,3,0,0,0,9,18,600,196,21,1052,156,420,54,143,30,184,208,3076
LGA53570,0,0,0,43,17,4,0,11,0,0,5,4,0,7,76,122,0,0,0,0,0,4,0,0,0,0,0,6,99,24,9,121,14,60,12,18,11,32,80,482
LGA53640,0,0,0,17,3,0,0,7,0,5,0,0,0,3,4,29,0,0,0,0,0,0,0,0,0,0,0,0,28,3,4,53,4,33,0,0,0,7,11,145
LGA53710,0,0,0,13,3,0,0,8,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,42,3,22,0,0,0,5,8,93
LGA53780,27,50,5,2296,120,22,22,141,29,123,17,61,30,105,1176,1837,8,0,11,9,6,6,0,3,6,3,69,117,3384,659,135,4218,478,3647,211,1072,255,1398,1299,16749
LGA53800,8,3,4,584,54,12,5,49,8,24,5,8,6,24,492,679,0,0,0,5,0,0,0,0,3,0,11,23,847,160,40,1154,131,533,90,166,62,221,504,3905
LGA53920,0,0,0,3,3,0,0,0,0,3,0,0,0,15,5,29,0,0,0,0,0,0,0,0,0,3,13,17,19,12,0,14,4,22,0,19,5,163,25,294
LGA53990,9,7,0,538,56,3,0,52,12,28,0,10,6,23,388,588,0,0,0,5,0,0,0,0,4,4,10,30,733,103,24,1102,134,549,59,116,50,173,408,3449
LGA54060,0,0,0,43,11,6,0,11,0,3,0,0,0,7,44,83,0,0,0,0,0,0,0,0,0,0,0,8,67,6,3,84,12,44,6,13,9,21,49,316
LGA54130,0,0,0,16,10,0,0,6,0,0,0,0,0,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,39,6,20,0,5,0,5,8,123
LGA54170,54,67,9,6992,277,55,21,329,42,151,20,53,27,91,1651,2711,21,4,11,25,3,6,0,0,10,8,61,151,4980,908,180,8068,905,3127,307,813,237,1083,1743,22347
LGA54200,12,27,0,1558,88,12,3,85,10,46,17,13,7,34,613,927,4,0,4,4,0,0,0,0,3,3,26,52,1645,282,57,2337,307,1219,120,267,92,426,646,7406
LGA54280,11,3,3,963,56,3,5,26,12,19,5,11,8,12,283,434,0,0,9,0,0,0,0,0,3,0,22,33,903,81,38,927,143,635,55,73,58,99,315,3319
LGA54310,27,3,5,1113,47,0,9,23,7,18,0,7,0,9,213,324,5,0,0,0,0,0,0,0,0,0,11,17,731,71,42,792,148,478,52,44,61,65,228,2696
LGA54340,0,0,0,32,11,3,0,6,6,9,0,0,0,0,25,57,0,0,0,0,0,0,0,0,0,0,0,5,71,23,4,95,17,72,0,24,11,24,33,373
LGA54410,0,0,0,5,0,0,0,0,0,6,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,4,4,16,3,0,32,9,10,6,0,0,10,10,92
LGA54480,0,0,0,11,6,0,0,10,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,8,6,3,0,0,3,3,69
LGA54550,0,0,0,23,8,0,0,15,0,4,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,3,48,18,6,74,6,29,3,8,0,7,6,206
LGA54620,0,0,0,8,7,4,0,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20,3,4,30,5,6,0,0,0,0,0,71
LGA54690,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,19,0,6,0,0,0,5,0,35
LGA54760,0,0,0,7,3,0,0,10,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,37,3,10,0,0,0,3,5,84
LGA54830,12,3,0,626,51,4,8,61,10,51,10,11,16,20,591,816,0,0,0,0,0,0,0,0,4,4,21,28,1141,183,54,1603,219,1140,94,277,111,327,627,5783
LGA54900,0,0,0,21,13,0,0,9,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,54,5,0,54,4,20,0,0,0,4,0,146
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,4,0,3,0,17,5,35
LGA55040,0,0,0,14,9,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,26,3,10,3,0,0,0,12,85
LGA55110,20,23,6,1501,100,22,18,116,16,76,12,25,19,59,1293,1744,4,0,3,3,4,0,0,0,5,3,40,66,1507,351,102,2371,303,1414,175,429,188,676,1348,8872
LGA55180,6,0,0,57,24,0,4,17,0,0,0,4,0,4,72,126,0,0,0,0,0,0,0,0,0,0,3,8,162,42,12,284,20,106,20,40,16,52,75,829
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,3,7,0,0,0,21,7,52
LGA55320,33,94,4,5373,147,28,13,128,18,75,4,30,3,69,804,1311,4,0,3,6,0,3,5,0,0,0,24,49,3041,556,76,4634,440,2130,168,622,125,872,848,13519
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11
LGA55460,0,0,0,27,12,0,0,8,0,0,5,0,0,0,24,45,0,0,0,0,0,0,0,0,0,0,0,0,62,3,4,94,17,44,3,16,4,17,26,293
LGA55530,0,0,0,5,5,0,0,4,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,19,3,11,0,0,0,4,3,47
LGA55600,0,0,0,24,9,0,0,6,0,4,0,3,0,0,19,44,0,0,0,0,0,0,0,0,0,0,0,0,51,7,0,73,11,32,3,4,3,9,17,205
LGA55670,0,0,0,6,3,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,13,0,8,0,0,0,6,7,56
LGA55740,7,9,0,654,19,4,0,20,0,5,0,5,0,0,64,118,0,0,0,0,0,0,0,0,0,0,3,5,241,63,5,372,37,176,14,64,17,49,67,1104
LGA55810,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,18
LGA55880,0,0,0,6,10,0,0,7,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,19,0,7,0,0,0,0,4,48
LGA55950,0,0,0,4,0,0,0,5,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,24,4,12,0,4,0,4,3,60
LGA56090,13,13,0,1124,61,12,8,78,5,43,8,10,7,29,510,779,8,0,6,6,0,3,0,0,0,0,6,29,912,169,58,1476,177,738,91,191,69,261,521,4669
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,5
LGA56230,11,3,0,303,23,6,7,39,5,17,4,5,3,24,274,395,0,0,6,0,0,0,0,0,4,0,9,20,323,60,19,467,70,314,40,88,57,145,287,1860
LGA56300,0,0,0,5,0,0,0,3,0,0,0,0,0,3,10,18,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,29,8,9,0,3,3,11,10,112
LGA56370,0,0,0,5,3,0,0,5,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,33,5,11,0,0,0,0,3,73
LGA56460,0,0,0,45,11,3,0,12,0,0,0,4,0,0,37,64,0,0,0,0,0,0,0,0,0,0,0,6,107,18,8,126,9,58,4,18,3,20,32,404
LGA56580,11,38,3,2015,31,11,3,47,4,23,0,7,0,11,154,297,3,0,0,3,0,3,0,0,0,0,3,11,745,139,20,1097,94,592,24,118,19,144,165,3157
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,3,3,7,6,4,0,5,0,3,0,14,3,81,3,121
LGA56730,5,4,0,124,15,4,0,22,0,9,0,0,3,14,106,175,0,0,0,0,0,0,0,0,0,4,5,8,211,34,7,263,25,179,15,45,16,96,112,1004
LGA56790,4,0,0,21,9,0,0,4,0,3,0,0,0,0,31,50,0,0,0,0,0,0,0,0,0,0,0,7,28,14,6,58,9,39,8,16,9,20,31,237
LGA56860,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,6,21
LGA56930,0,4,0,147,4,0,0,0,0,5,0,0,0,3,5,26,0,0,0,0,0,0,0,0,0,0,0,0,42,8,0,44,4,65,3,14,0,12,5,197
LGA57000,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,3,8,0,0,0,0,6,38
LGA57080,10,4,0,392,7,6,0,7,0,9,0,6,0,3,75,114,0,0,0,0,0,0,0,0,0,0,3,6,251,70,5,242,57,399,19,86,24,85,88,1313
LGA57140,0,0,0,12,7,0,0,0,0,0,0,0,0,3,4,17,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,23,0,13,0,0,4,10,3,83
LGA57210,0,0,0,47,7,0,0,9,0,0,0,0,0,3,54,86,0,0,0,0,0,0,0,0,0,0,3,9,92,19,11,128,23,77,12,41,7,32,59,500
LGA57280,9,0,0,641,32,3,0,15,5,15,0,4,0,6,139,210,4,0,0,4,6,0,0,0,0,0,9,27,536,42,26,411,98,300,28,38,44,60,163,1747
LGA57350,0,0,0,4,3,0,0,4,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,0,16,0,0,0,6,10,59
LGA57420,0,0,0,33,9,0,0,4,0,0,0,0,0,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,31,3,8,58,10,32,6,14,5,6,15,181
LGA57490,60,29,3,2742,212,24,17,177,29,107,25,41,33,69,2109,2842,14,0,4,15,9,3,0,0,11,9,62,124,3311,485,157,4575,650,3046,276,653,368,927,2205,16640
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,8,3,0,702,51,5,3,65,3,30,7,11,7,12,527,724,3,0,6,6,0,0,6,0,3,0,18,34,961,132,58,1368,178,840,74,148,88,168,547,4562
LGA57770,0,0,0,3,4,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,27,0,10,4,0,6,6,8,71
LGA57840,14,36,0,2035,34,3,3,41,10,26,0,7,0,13,278,415,4,0,0,4,0,0,0,0,0,4,13,27,1021,197,37,1475,179,763,47,197,37,247,295,4491
LGA57910,44,107,9,8018,219,56,14,254,33,105,16,69,28,115,1410,2315,11,3,17,17,4,12,0,4,6,15,81,168,5374,1279,197,8689,1031,4244,289,1246,260,1759,1544,25915
LGA57980,3,7,0,982,25,0,0,16,0,7,0,4,0,0,85,141,0,0,0,0,0,0,0,0,0,0,5,3,436,87,8,571,64,381,14,76,9,55,97,1791
LGA58050,41,33,7,2928,217,30,22,194,33,118,20,46,32,108,1814,2643,20,0,11,11,6,12,3,0,4,9,88,163,4387,752,163,5811,769,3603,286,922,305,1158,1958,20120
LGA58190,0,0,0,0,4,0,0,7,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,17,0,12,0,0,0,0,5,38
LGA58260,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,22,5,7,0,0,0,4,0,57
LGA58330,0,3,0,35,7,0,0,6,3,0,0,5,0,6,61,96,0,0,0,0,0,0,0,0,0,0,0,3,59,8,4,95,8,62,6,15,10,39,59,374
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,15
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,4,0,4,0,3,0,18
LGA58510,8,11,0,1012,28,6,0,18,0,14,0,9,0,9,211,298,0,0,0,0,0,0,0,3,0,0,6,17,705,183,30,1100,157,561,49,166,41,172,229,3398
LGA58540,0,0,0,14,7,0,0,7,0,3,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,23,0,13,0,0,0,0,5,80
LGA58570,0,8,0,1626,24,0,0,36,5,6,0,4,0,13,162,256,0,0,0,5,0,0,0,0,0,0,3,8,813,169,21,1273,192,518,42,97,18,170,174,3488
LGA58610,0,0,0,14,9,4,0,8,0,0,0,0,0,0,14,25,0,0,0,0,0,0,0,0,0,0,0,4,23,3,5,45,9,18,8,8,3,5,14,131
LGA58680,0,0,0,7,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,4,20,0,0,0,0,3,48
LGA58760,39,41,15,4725,364,59,52,321,68,136,30,83,42,133,2653,3947,17,0,33,16,6,6,3,0,9,11,122,230,6130,1181,336,8907,1117,4630,465,1326,428,1627,2845,28985
LGA58820,3,0,0,67,7,0,0,12,0,3,0,4,0,8,57,93,5,0,0,4,0,0,0,0,0,0,3,9,62,6,7,126,17,64,11,19,17,42,56,434
LGA58890,0,0,0,9,3,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,31,8,9,0,0,0,3,0,73
LGA59030,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,5,0,0,0,0,0,23
LGA59100,0,0,0,5,5,0,0,5,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,23,7,13,0,7,0,0,5,57
LGA59170,0,0,0,18,0,0,0,5,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,4,19,3,0,45,5,15,0,4,0,7,6,106
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,9
LGA59310,0,0,0,12,3,0,0,7,0,0,0,0,0,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,46,4,19,0,0,0,4,13,118
LGA59320,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,22,0,8,0,0,0,6,0,53
LGA59330,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,13,3,0,0,0,0,3,0,33
LGA59340,0,0,0,89,17,3,0,9,0,5,0,3,0,7,57,104,0,0,0,0,0,0,0,0,0,0,6,8,156,20,13,126,27,62,7,29,4,96,73,605
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
LGA59360,0,0,0,0,9,0,0,7,0,3,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,19,0,13,3,3,5,4,7,63
LGA59370,0,0,0,29,8,0,0,4,0,0,0,0,0,0,14,37,0,0,0,0,0,0,0,0,0,0,0,0,52,15,8,83,14,31,8,14,8,24,14,269
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,0,0,0,26,6,7,0,9,0,4,0,0,0,4,40,75,0,0,0,0,0,0,0,0,0,0,0,0,63,35,3,134,17,64,12,47,7,79,44,503
LGA60410,0,4,0,196,38,9,4,24,6,14,5,5,3,15,74,192,0,0,0,0,0,0,0,0,0,6,6,12,474,101,19,675,94,267,29,113,30,213,87,2093
LGA60610,0,4,0,191,25,5,0,32,3,10,3,7,4,5,137,240,0,0,0,3,0,0,0,0,0,3,5,13,363,84,16,625,95,319,31,103,23,174,145,1992
LGA60810,0,3,0,232,41,6,3,41,0,11,4,6,4,13,131,267,0,0,0,0,0,0,0,0,0,0,6,14,391,105,29,814,108,284,43,112,24,181,145,2239
LGA61010,0,0,0,18,5,0,0,5,0,6,0,0,0,3,8,30,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,54,15,40,4,14,6,35,8,206
LGA61210,0,0,0,52,12,0,5,22,4,8,3,4,0,7,28,89,0,0,0,3,0,0,0,0,0,0,0,0,170,29,17,260,31,123,22,37,21,52,34,788
LGA61410,8,22,0,1218,98,28,4,95,13,38,3,19,0,32,222,549,0,0,0,0,0,0,0,0,0,6,13,21,1535,445,64,2357,327,737,119,315,60,500,242,6695
