LGA_CODE_2021,C11_1_74_1PF_CU15DS,C11_1_74_1PF_CU15NDS,C11_1_74_1PFnCU15DS,C11_1_74_1PF_NDCO,C11_1_74_Tot,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_Tot,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_Tot,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_Tot,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_Tot,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_Tot,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_Tot,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_Tot,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_Tot,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_Tot,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_Tot,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_Tot,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_Tot,C11_950over_1PF_CU15DS,C11_950over_1PF_CU15NDS,C11_950over_1PFnCU15DS,C11_950over_1PF_NDCO,C11_950over_Tot,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_Tot,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_Tot,C16_1_74_1PF_CU15DS,C16_1_74_1PF_CU15NDS,C16_1_74_1PFnCU15DS,C16_1_74_1PF_NDCO,C16_1_74_Tot,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_Tot,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_Tot,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_Tot,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_Tot,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_Tot,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_Tot,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_Tot,C16_450_549_1PF_CU15DS,C16_450_549_1PF_CU15NDS,C16_450_549_1PFnCU15DS,C16_450_549_1PF_NDCO,C16_450_549_Tot,C16_550_649_1PF_CU15DS,C16_550_649_1PF_CU15NDS,C16_550_649_1PFnCU15DS,C16_550_649_1PF_NDCO,C16_550_649_Tot,C16_650_749_1PF_CU15DS,C16_650_749_1PF_CU15NDS,C16_650_749_1PFnCU15DS,C16_650_749_1PF_NDCO,C16_650_749_Tot,C16_750_849_1PF_CU15DS,C16_750_849_1PF_CU15NDS,C16_750_849_1PFnCU15DS,C16_750_849_1PF_NDCO,C16_750_849_Tot,C16_850_949_1PF_CU15DS,C16_850_949_1PF_CU15NDS,C16_850_949_1PFnCU15DS,C16_850_949_1PF_NDCO,C16_850_949_Tot,C16_950over_1PF_CU15_DS,C16_950over_1PF_CU15_NDS,C16_950over_1PFnoCU15_DS,C16_950over_1PF_NDCO,C16_950over_Tot,C16_Rns_1PF_CU15DS,C16_Rns_1PF_CU15NDS,C16_Rns_1PFnCU15DS,C16_Rns_1PF_NDCO,C16_Rns_Tot,C16_Tot_1PF_CU15DS,C16_Tot_1PF_CU15NDS,C16_Tot_1PFnCU15DS,C16_Tot_1PF_NDCO,C16_Tot_Tot,C21_1_74_1PF_CU15DS,C21_1_74_1PF_CU15NDS,C21_1_74_1PFnCU15DS,C21_1_74_1PF_NDCO,C21_1_74_Tot,C21_75_99_1PF_CU15DS,C21_75_99_1PF_CU15NDS,C21_75_99_1PFnCU15DS,C21_75_99_1PF_NDCO,C21_75_99_Tot,C21_100_149_1PF_CU15DS,C21_100_149_1PF_CU15NDS,C21_100_149_1PFnCU15DS,C21_100_149_1PF_NDCO,C21_100_149_Tot,C21_150_199_1PF_CU15DS,C21_150_199_1PF_CU15NDS,C21_150_199_1PFnCU15DS,C21_150_199_1PF_NDCO,C21_150_199_Tot,C21_200_224_1PF_CU15DS,C21_200_224_1PF_CU15NDS,C21_200_224_1PFnCU15DS,C21_200_224_1PF_NDCO,C21_200_224_Tot,C21_225_274_1PF_CU15DS,C21_225_274_1PF_CU15NDS,C21_225_274_1PFnCU15DS,C21_225_274_1PF_NDCO,C21_225_274_Tot,C21_275_349_1PF_CU15DS,C21_275_349_1PF_CU15NDS,C21_275_349_1PFnCU15DS,C21_275_349_1PF_NDCO,C21_275_349_Tot,C21_350_449_1PF_CU15DS,C21_350_449_1PF_CU15NDS,C21_350_449_1PFnCU15DS,C21_350_449_1PF_NDCO,C21_350_449_Tot
LGA10800,0,0,0,0,3,0,7,0,0,6,0,11,0,0,15,0,9,0,4,11,0,7,0,0,15,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,42,3,7,60,0,0,0,0,9,0,0,0,0,0,4,5,3,3,14,0,17,0,4,23,0,16,0,0,19,0,10,0,0,13,0,3,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,57,10,16,85,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,14,0,0,11,4,5,0,5,11,0,10,4,0,12,0,7,0,8,12,0,0,0,0,0
LGA10850,0,0,0,0,0,0,0,0,4,4,0,15,0,0,17,4,29,0,11,48,0,17,5,0,19,3,9,3,0,21,0,4,5,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,79,12,26,121,0,0,0,5,5,0,0,0,5,5,0,7,0,0,10,0,9,0,0,12,3,9,0,5,18,0,31,9,6,46,6,19,3,3,31,0,3,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,8,83,17,17,127,0,3,0,0,3,0,0,0,0,0,0,9,0,0,6,0,5,0,0,9,0,3,0,0,3,0,22,0,5,29,4,24,6,8,41,4,8,8,0,19
LGA10900,0,0,0,0,3,0,3,0,0,3,3,9,3,4,25,10,53,14,14,90,3,60,14,16,93,23,142,30,41,232,56,242,52,77,428,31,119,28,27,207,4,21,5,13,45,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,4,11,0,11,24,137,667,155,215,1174,0,7,0,0,5,0,0,0,0,3,0,12,0,3,11,0,21,4,10,39,3,24,4,9,43,8,53,13,23,96,20,124,37,53,233,50,238,65,97,449,24,86,31,23,160,7,16,0,4,26,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,11,33,122,595,160,226,1099,0,0,0,0,0,0,0,0,0,4,0,10,0,0,10,0,10,4,6,22,4,16,4,10,36,3,15,8,9,35,13,54,15,42,121,36,239,66,111,446
LGA10950,0,0,0,0,0,0,0,0,0,3,0,13,0,4,18,4,14,0,6,19,0,14,0,0,15,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,48,0,14,70,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,3,10,0,15,0,0,19,0,8,0,0,11,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,39,4,11,51,0,0,0,0,6,0,0,0,0,0,0,4,0,0,3,0,9,0,0,6,0,3,0,0,7,0,4,0,4,9,0,12,0,0,11,0,0,0,0,0
LGA11150,0,5,0,0,4,0,5,0,4,11,4,15,0,0,19,0,12,0,0,15,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,7,16,58,0,3,0,0,3,0,0,0,0,0,0,8,0,0,9,3,19,0,8,31,0,6,0,5,10,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,49,0,14,68,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,3,0,6,10,0,4,0,0,6,0,14,0,5,19,4,0,0,0,0,0,0,0,0,0
LGA11200,0,18,0,5,26,3,9,0,8,19,0,20,0,8,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,6,55,0,19,80,0,6,0,0,6,0,25,0,7,41,0,16,3,9,26,4,14,0,3,19,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,67,5,22,99,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,3,14,0,9,24,0,0,3,0,3,0,7,0,0,9,0,0,0,0,3,0,6,0,0,6
LGA11250,0,5,0,0,7,0,4,0,6,7,4,44,6,27,79,20,131,14,25,182,10,41,3,0,54,4,11,0,3,26,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,33,253,24,62,376,0,0,0,0,3,0,0,0,0,4,0,12,0,8,25,3,63,7,17,98,7,60,3,13,82,3,69,4,13,94,4,33,5,7,50,3,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,13,33,255,21,62,370,0,3,0,0,3,0,0,0,0,6,3,0,0,8,15,0,34,0,18,56,3,43,4,18,76,12,88,7,19,124,9,65,4,12,88,5,15,5,0,24
LGA11300,0,3,0,0,6,0,5,3,0,10,0,3,8,3,10,3,6,0,7,16,0,6,0,0,9,0,14,8,10,34,4,8,13,21,45,9,58,34,35,135,12,48,30,27,121,3,20,12,7,38,0,4,0,4,10,0,3,0,3,9,0,0,0,0,5,0,0,0,0,0,0,4,0,7,18,36,184,113,133,465,0,0,0,0,0,0,0,0,0,0,0,5,4,5,16,0,6,4,8,13,0,0,0,7,13,3,4,3,11,17,0,10,8,6,26,5,27,20,31,78,11,52,18,49,137,9,27,28,24,79,3,22,17,12,53,0,4,4,6,16,0,3,3,0,10,0,6,3,6,15,0,8,9,5,11,33,177,122,156,486,0,0,0,0,0,0,0,0,0,0,0,3,6,9,19,0,3,0,8,11,0,3,0,10,13,0,3,0,7,16,5,6,3,9,20,0,29,25,23,78
LGA11350,0,4,0,4,6,0,0,0,0,4,0,6,7,6,15,0,30,3,10,41,0,23,3,7,38,0,69,14,12,97,8,98,36,20,157,25,175,42,36,283,8,69,16,7,103,4,28,8,4,35,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,20,57,516,131,118,826,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,7,3,4,17,0,9,4,8,21,0,18,5,8,34,6,62,23,21,106,26,111,44,28,204,21,81,20,21,148,3,46,20,6,78,3,25,0,9,31,0,10,5,4,13,0,6,0,0,6,0,4,5,0,9,0,14,0,0,20,62,400,125,121,704,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,5,0,5,9,0,7,5,3,12,0,3,5,7,12,0,20,6,10,39,5,61,10,35,106
LGA11400,0,8,0,0,8,0,4,0,0,9,4,15,0,3,21,6,39,6,11,63,10,10,0,3,22,0,9,0,0,11,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,90,10,29,146,0,0,0,6,4,0,0,0,0,0,0,6,0,0,9,0,19,4,7,34,3,20,4,5,34,5,18,0,4,28,0,18,0,0,24,4,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,18,98,11,24,151,0,0,0,0,6,0,0,0,0,0,0,4,3,0,5,3,0,0,7,11,0,9,5,5,15,0,21,0,6,31,3,26,3,6,39,3,12,0,0,16
LGA11450,0,0,3,0,4,0,0,0,5,10,5,30,3,4,36,6,10,0,12,29,6,10,0,4,18,6,22,11,9,51,18,98,22,44,180,34,204,40,48,333,28,72,16,13,133,6,10,3,0,21,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,3,24,111,473,103,157,849,0,0,0,0,0,0,0,0,0,6,5,10,3,3,23,0,5,9,8,24,3,10,7,7,32,4,20,3,4,30,0,24,8,20,57,36,164,47,76,324,67,225,59,124,476,20,94,28,39,183,3,15,0,6,24,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,7,22,4,8,37,152,594,160,306,1211,0,0,0,0,6,0,0,0,0,0,0,6,5,5,24,5,9,0,14,33,3,9,0,12,26,4,22,5,10,40,7,51,7,16,76,18,194,32,75,329
LGA11500,3,38,18,32,99,13,97,31,92,227,78,498,49,96,720,66,298,37,169,570,22,157,24,91,298,57,313,63,184,620,130,638,124,238,1131,75,373,73,112,632,19,51,9,28,116,0,14,0,7,18,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,5,16,19,115,19,61,212,483,2605,462,1119,4665,5,13,3,14,30,0,26,9,18,48,29,264,43,114,443,76,274,39,81,468,37,103,27,128,298,40,159,30,118,347,62,368,86,236,752,162,927,163,437,1694,46,245,42,106,438,23,45,10,27,108,3,6,0,12,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,15,82,13,52,168,494,2520,468,1349,4827,0,8,0,8,16,0,14,4,15,31,11,167,31,104,313,55,239,32,78,406,33,108,17,100,260,41,135,18,104,300,44,296,60,148,551,175,1035,189,528,1925
LGA11520,0,0,0,3,3,0,5,4,10,18,3,16,6,15,39,0,15,9,16,40,4,12,0,13,27,4,17,8,8,31,7,31,14,24,76,16,113,35,56,229,17,105,41,48,216,13,53,29,35,131,6,29,14,15,67,0,6,4,7,23,0,0,4,0,7,3,0,4,0,11,0,15,7,7,31,73,426,175,267,938,0,0,0,0,3,0,0,0,0,3,0,5,5,15,28,0,7,6,17,32,4,12,4,10,28,0,7,8,10,28,0,14,7,13,29,7,46,9,31,102,17,128,48,62,253,9,97,45,67,212,13,102,41,45,202,4,27,19,14,68,0,12,6,4,24,3,14,17,12,47,0,11,8,11,34,64,487,207,326,1085,0,0,0,0,0,0,0,0,0,6,0,4,0,10,14,4,9,0,8,22,3,7,0,10,18,0,8,3,9,26,0,7,0,14,29,9,36,20,27,90
LGA11570,3,29,23,40,101,4,79,59,123,261,79,227,96,171,565,73,232,86,233,626,47,122,33,88,293,51,233,71,178,527,123,716,210,383,1435,194,920,227,418,1754,78,317,97,161,652,17,84,20,34,151,0,13,10,8,31,0,8,5,8,15,0,0,0,0,0,3,13,0,4,22,30,120,43,95,282,693,3105,974,1938,6712,0,8,9,17,35,0,13,12,23,44,25,160,78,164,433,52,147,89,162,452,42,125,37,180,388,48,138,74,112,373,58,298,108,234,702,152,877,292,570,1894,186,609,193,346,1338,81,298,99,165,649,46,115,47,55,267,3,19,7,15,52,4,13,3,12,31,10,9,3,8,22,24,99,47,101,271,743,2951,1103,2160,6953,6,6,5,9,22,0,10,11,12,33,6,95,51,142,292,51,128,68,158,407,27,103,48,138,310,37,144,55,180,410,52,274,93,224,640,146,793,259,590,1788
LGA11600,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,12,0,0,14,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,4,29,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,4,6,4,0,18,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,4,35,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,7,0,8,0,5,13,0,12,0,0,12,0,6,0,0,3,0,0,0,0,0
LGA11650,0,22,6,26,52,4,45,18,59,126,35,186,45,98,361,40,306,61,177,591,47,344,73,150,613,113,1103,213,366,1790,299,1630,304,521,2756,186,723,163,240,1311,36,131,25,38,237,10,26,5,11,56,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,17,4,3,31,13,99,14,50,173,787,4635,949,1741,8115,0,15,0,12,30,5,9,12,9,32,9,97,28,89,233,31,138,37,84,289,16,137,38,116,309,39,269,58,146,510,133,1057,219,526,1933,325,1721,368,655,3064,129,560,153,244,1094,43,126,37,47,256,13,35,8,6,57,5,13,3,12,26,0,4,0,0,4,0,0,0,0,3,8,78,13,58,159,754,4265,968,2010,8002,0,9,6,10,24,0,5,0,12,19,7,67,21,67,155,18,95,16,98,233,18,84,16,83,193,24,148,39,117,337,66,461,122,315,962,248,1827,374,894,3340
LGA11700,0,8,0,4,11,0,9,0,3,13,4,26,0,16,47,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,10,22,79,0,0,0,3,3,0,3,0,3,9,4,14,0,16,32,0,9,0,4,14,0,3,0,0,8,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,8,32,6,29,74,0,3,0,0,3,0,0,0,0,0,0,4,0,3,8,0,15,0,4,24,0,6,0,0,11,0,8,0,3,11,0,4,0,0,3,0,0,0,0,0
LGA11720,0,6,0,0,13,3,12,0,14,25,13,68,12,26,125,14,113,12,49,195,10,114,3,30,162,23,270,27,48,359,34,169,18,44,262,6,37,7,14,62,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,10,27,106,816,86,237,1245,0,4,0,0,4,0,0,0,3,0,3,33,5,27,70,9,47,9,29,97,3,36,3,31,73,14,184,24,51,271,42,427,56,105,631,37,214,20,37,311,6,15,6,0,26,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,15,43,116,1000,122,303,1534,0,0,0,0,5,3,0,0,0,6,0,12,0,6,22,0,19,0,29,49,3,20,9,14,48,5,73,12,43,132,50,359,25,130,568,91,473,45,132,741
LGA11730,0,9,0,6,14,0,17,4,12,35,16,58,6,25,105,19,96,24,28,163,8,103,15,26,149,39,243,30,47,355,37,193,29,28,289,11,33,7,8,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,4,27,0,11,36,129,780,110,183,1210,0,5,0,0,3,0,0,0,5,9,0,22,8,17,57,10,52,17,27,95,6,53,4,30,94,14,187,40,53,292,56,287,39,77,462,21,81,17,21,135,0,3,0,0,9,3,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,26,115,712,125,238,1185,0,5,0,0,0,0,4,0,0,0,3,8,3,8,22,7,34,4,15,58,3,26,4,14,46,9,82,15,45,153,32,226,26,65,353,35,224,30,79,372
LGA11750,0,5,0,4,6,0,8,0,0,8,0,13,0,0,21,0,22,4,3,34,5,7,0,5,12,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,59,7,10,79,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,0,22,0,8,32,3,10,0,5,15,0,10,3,0,11,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53,4,27,86,0,0,0,0,0,0,5,0,0,5,0,7,0,0,7,0,8,3,6,15,0,9,0,0,8,0,16,0,0,13,0,14,3,0,13,0,0,0,0,0
LGA11800,0,6,0,9,28,0,17,6,22,44,9,55,10,24,106,16,114,19,37,180,10,125,24,24,176,28,256,40,79,404,67,361,50,86,562,53,183,39,49,330,12,24,5,7,45,5,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,5,26,8,17,50,212,1176,209,357,1956,0,5,0,0,6,0,0,0,5,5,5,34,7,32,73,10,37,7,30,88,6,40,9,36,88,20,125,34,56,229,46,304,60,126,530,99,379,75,118,669,28,78,16,30,147,4,15,0,3,23,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,0,19,53,222,1048,203,454,1936,0,0,0,6,7,0,0,0,0,0,0,4,0,8,14,0,21,6,19,46,0,21,7,14,49,6,88,7,43,144,18,171,29,102,317,58,414,74,205,754
LGA12000,0,0,0,0,3,0,0,0,0,0,0,4,0,0,10,0,15,0,0,21,0,3,0,0,3,0,5,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,3,3,49,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,0,11,0,0,12,0,3,7,0,11,0,7,0,0,8,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,5,3,46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,0,0,9,4,0,0,0,7,0,5,0,0,11,0,10,4,0,17,0,9,0,0,5
LGA12150,0,0,0,0,4,0,5,0,3,11,4,49,3,14,66,0,34,0,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,7,94,7,22,125,0,4,0,0,5,0,0,0,0,0,0,15,3,8,24,7,30,0,7,42,0,13,0,0,18,3,15,0,6,21,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,86,5,23,119,0,0,0,0,0,0,9,0,0,8,0,6,0,3,7,0,20,0,7,29,6,22,0,5,29,7,23,0,4,30,0,5,0,0,10,0,0,0,0,0
LGA12160,0,0,0,0,0,0,5,3,0,9,3,33,3,8,47,12,38,5,13,65,9,27,0,5,41,0,5,0,0,15,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,22,128,13,36,193,0,0,0,0,3,0,0,0,0,0,0,23,3,9,38,0,12,3,9,29,8,21,0,9,34,5,31,3,10,51,3,17,0,0,25,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,18,109,10,48,185,0,0,0,0,0,0,0,0,0,0,4,11,3,3,19,9,16,0,9,37,0,8,5,8,24,3,26,7,11,45,3,38,0,11,61,6,7,3,0,13
LGA12350,0,0,0,3,7,0,3,0,5,10,3,21,0,3,31,6,59,10,16,84,3,29,0,5,33,3,22,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,6,10,140,24,31,205,0,0,0,0,8,0,3,0,0,3,0,17,3,7,31,3,40,15,16,72,6,40,4,4,49,4,39,7,11,66,4,10,0,3,23,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,9,22,160,25,54,256,0,0,0,0,0,0,0,0,4,4,3,10,0,5,17,0,22,5,14,42,0,20,0,11,30,4,65,3,15,87,14,48,3,9,69,3,11,0,0,20
LGA12380,3,23,8,13,48,4,42,42,57,146,34,149,46,81,311,31,144,44,93,317,9,70,17,33,128,27,133,53,69,273,78,444,123,253,898,155,569,149,239,1107,54,145,44,84,334,12,34,7,11,66,3,3,3,0,15,0,0,5,0,6,0,3,0,0,4,4,6,4,4,13,15,75,27,58,183,427,1841,573,1001,3846,0,8,5,13,27,0,13,5,15,29,15,84,32,92,229,24,93,33,74,228,15,70,36,84,203,22,75,34,65,197,29,135,61,129,354,119,571,157,387,1238,135,419,121,223,903,49,123,42,86,293,10,47,16,35,108,3,18,7,14,37,0,4,0,4,6,4,4,0,0,13,14,57,29,64,171,447,1716,572,1279,4022,0,0,0,9,10,0,10,4,9,20,12,44,27,89,166,14,86,25,87,211,16,52,19,69,152,23,77,29,79,213,28,152,51,96,326,103,494,172,396,1170
