LGA_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
LGA10800,5,5,0,3,11,0,0,0,0,4,0,4,0,0,3,0,0,0,0,5,5,0,0,0,5,13,4,3,3,22,10,12,10,0,29,19,24,11,10,58,50,47,29,16,141,33,29,22,16,100,13,23,17,14,63,15,27,4,5,51,12,14,3,0,32,3,4,5,0,15,22,29,18,23,98,4,3,0,0,8,203,216,133,96,647,0,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,4,9,0,0,0,6,5,3,4,0,16,3,6,5,4,25,32,33,26,16,108,31,24,22,5,79,23,19,21,8,69,12,9,13,7,41,15,18,19,7,58,12,15,10,0,32,22,36,32,13,103,5,0,0,0,3,172,170,144,72,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3
LGA10850,0,0,0,0,3,0,0,0,0,0,6,0,0,0,8,5,3,0,0,7,4,0,0,0,5,7,8,5,0,10,7,11,6,0,20,25,11,5,3,41,47,47,34,14,143,57,59,32,16,158,31,38,19,13,91,20,40,18,9,84,26,35,30,14,101,4,15,5,4,28,25,32,28,13,98,0,3,3,0,9,260,291,172,78,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,7,6,3,9,0,16,8,9,0,0,22,44,40,16,11,108,42,56,26,11,133,44,43,31,12,133,23,28,23,16,92,36,45,20,14,117,12,27,11,5,61,28,42,30,3,99,0,7,0,0,6,262,299,174,71,807,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
LGA10900,8,5,0,3,23,9,0,0,0,13,15,7,5,0,28,12,15,0,0,30,13,10,7,0,27,54,49,13,3,120,97,69,32,14,211,156,159,36,22,375,506,498,209,75,1281,501,599,260,100,1461,484,573,204,71,1334,400,532,225,85,1239,419,568,237,77,1303,175,227,92,35,531,389,453,240,94,1175,32,19,13,10,76,3265,3798,1575,580,9219,5,5,5,0,19,3,4,5,0,10,6,3,0,0,9,3,0,0,0,3,17,11,5,0,41,30,21,6,6,67,54,41,13,6,108,93,69,29,14,204,418,361,146,50,982,456,484,182,71,1197,510,593,250,73,1428,435,543,200,68,1251,515,635,260,61,1475,334,545,252,75,1211,369,428,212,80,1089,28,25,7,6,68,3295,3764,1573,521,9151,9,4,3,0,19,8,0,0,0,11,3,0,0,0,7,4,5,0,0,7,7,3,0,0,18,15,8,4,0,31
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,4,5,5,4,0,0,10,5,5,0,0,16,6,6,3,0,16,19,21,10,6,58,15,15,24,4,60,7,16,4,0,34,6,12,3,6,26,5,8,0,0,18,4,0,3,0,7,17,18,10,7,55,3,0,4,0,6,106,117,67,33,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,11,0,0,9,11,12,5,5,33,13,15,4,3,34,13,16,9,0,34,9,9,0,3,23,7,12,3,3,27,7,5,3,0,12,23,22,14,9,70,7,4,4,0,5,89,104,50,25,268,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11150,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,6,5,0,0,0,7,3,0,0,3,13,0,0,7,0,15,12,8,9,3,40,11,12,10,5,34,8,13,7,0,30,3,9,8,0,21,8,8,0,0,12,0,5,0,0,4,20,20,7,9,59,4,0,0,0,8,84,87,60,31,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,6,4,0,0,0,6,5,14,3,0,23,14,10,12,6,28,10,14,0,0,26,3,12,8,4,28,14,8,3,0,29,6,5,6,0,8,17,16,10,6,51,4,3,0,0,3,72,76,44,22,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,6,0,0,0,13,7,3,4,4,19,4,4,0,0,6,10,4,3,3,20,6,11,0,3,20,5,0,3,0,6,0,4,0,0,8,0,3,5,0,8,0,0,0,0,0,14,10,6,3,33,0,0,0,0,6,62,44,26,23,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,3,4,5,0,13,11,3,6,0,21,3,5,0,0,10,4,3,3,0,8,4,4,4,0,8,0,0,4,0,6,0,4,0,0,3,12,11,0,7,29,3,0,0,0,3,36,39,19,12,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA11250,7,4,0,0,10,0,4,0,0,0,4,0,0,0,4,3,0,0,0,6,6,8,7,6,23,20,14,6,7,44,30,21,15,0,67,44,31,14,8,101,134,104,32,19,295,105,92,43,18,249,61,90,44,3,204,50,62,26,8,143,66,75,25,0,164,15,22,8,5,46,101,85,43,20,236,21,10,3,4,42,666,613,262,100,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,19,16,6,6,0,23,22,12,8,0,35,32,29,4,3,72,104,63,28,16,207,96,86,34,19,232,66,78,25,10,177,58,75,21,4,153,74,68,23,4,177,41,46,20,4,109,91,79,41,17,234,13,9,6,0,23,625,563,214,88,1478,6,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,6,7,0,0,0,9
LGA11300,23,3,6,0,35,4,0,3,0,12,21,7,0,7,36,16,12,9,0,37,32,24,0,0,57,43,36,15,4,96,69,65,12,3,142,89,95,31,7,227,254,205,67,20,555,207,195,58,16,486,162,179,41,12,398,136,212,62,6,420,168,234,69,24,495,98,176,71,26,367,165,187,73,32,461,24,17,13,5,55,1521,1650,531,168,3871,13,10,0,0,25,9,4,0,0,13,11,4,0,0,21,8,5,0,0,9,21,11,3,0,38,31,20,5,0,56,60,36,11,4,100,71,65,12,12,153,259,181,54,15,504,239,168,54,16,479,245,200,54,18,515,150,170,46,10,378,206,237,50,12,508,221,383,126,35,759,153,181,73,27,427,7,10,11,4,33,1693,1684,499,147,4028,19,0,0,0,22,3,0,0,0,7,8,0,0,0,10,6,3,7,3,18,15,9,4,0,22,20,16,0,0,36
LGA11350,15,4,3,0,25,0,0,0,0,4,12,9,4,0,23,13,8,3,0,34,17,14,4,3,37,36,39,16,9,97,63,70,23,6,159,97,127,34,10,271,236,250,84,23,594,149,174,54,21,399,106,121,40,7,278,56,85,27,9,174,65,74,22,8,172,29,30,16,0,68,179,188,82,30,481,17,14,6,5,42,1091,1218,416,130,2858,4,3,0,0,14,0,0,0,0,5,3,4,0,0,11,3,0,4,0,3,20,10,0,5,39,24,22,6,0,52,39,45,5,0,87,55,55,16,3,128,224,192,59,4,486,172,200,60,14,452,140,198,60,11,409,98,110,28,7,242,86,103,34,5,227,78,96,42,11,226,162,189,89,19,460,9,12,3,0,28,1128,1247,401,88,2857,11,6,0,0,17,4,0,0,0,4,8,3,0,0,12,5,0,0,0,8,10,3,0,0,11,10,9,4,0,29
LGA11400,6,7,0,0,8,0,0,0,0,3,0,6,4,5,16,4,4,0,0,7,7,0,0,0,10,10,8,6,3,29,18,23,7,6,58,27,34,26,12,101,84,101,55,44,285,71,92,49,27,235,72,80,39,20,208,36,48,43,11,132,49,58,34,18,157,15,25,8,3,46,76,89,53,20,232,0,8,5,4,15,471,581,339,157,1547,0,3,0,0,5,4,0,0,0,4,4,0,0,0,4,0,0,0,0,7,5,3,0,0,7,8,12,0,0,14,15,11,7,4,33,14,16,10,8,48,77,84,30,19,216,78,89,52,20,233,74,95,54,24,252,58,73,52,8,184,55,81,48,7,198,38,62,41,11,150,68,70,57,28,220,8,0,6,4,15,498,605,363,131,1596,0,0,0,0,3,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,4,3,0,0,4,6,0,0,0,9
LGA11450,11,18,7,3,35,4,3,0,0,13,10,15,4,0,24,3,7,4,0,16,12,19,9,0,41,34,26,11,5,73,45,67,14,15,144,92,119,44,22,279,314,443,199,104,1054,405,665,290,93,1456,466,666,243,72,1452,334,528,211,65,1145,355,612,213,74,1262,143,231,121,40,528,237,385,179,82,882,37,36,16,9,97,2502,3837,1571,594,8499,22,15,6,0,35,4,3,0,0,12,6,12,0,0,19,0,7,0,0,11,19,10,0,0,35,26,26,9,6,67,57,33,30,8,130,93,76,34,19,226,387,407,162,93,1052,577,695,287,105,1662,662,869,337,109,1972,531,823,281,84,1717,648,948,386,101,2085,363,703,324,106,1503,333,459,230,103,1130,29,41,25,13,102,3752,5128,2121,745,11747,23,22,13,6,66,7,0,0,0,11,9,3,7,3,14,7,7,4,3,22,17,13,15,3,53,18,28,9,3,58
LGA11500,31,26,22,12,91,11,19,11,8,46,46,50,13,16,126,39,23,17,12,98,65,58,25,22,174,187,172,83,61,504,279,272,118,77,740,397,378,190,106,1076,1254,1309,582,271,3422,1150,1262,519,234,3171,1087,1154,400,176,2816,621,792,298,120,1834,567,756,270,101,1695,217,338,149,54,761,656,834,403,287,2174,85,102,55,41,285,6696,7551,3154,1606,19012,41,30,16,10,98,13,8,0,3,30,33,23,10,10,74,22,20,3,9,53,69,76,43,26,212,111,108,61,35,310,206,202,87,52,539,338,363,148,78,927,1256,1214,476,267,3210,1213,1370,546,264,3384,1308,1339,441,198,3293,847,890,349,144,2231,836,1011,324,154,2325,433,619,267,110,1418,701,732,360,284,2079,87,79,29,25,216,7507,8076,3156,1657,20396,56,25,22,15,115,16,0,5,5,36,36,21,8,8,65,16,13,16,4,45,49,44,19,13,125,79,88,36,21,223
LGA11520,27,20,0,0,43,3,8,4,0,18,36,14,5,0,53,12,16,8,0,39,32,26,9,3,65,58,37,8,0,104,101,88,18,3,208,140,106,38,7,295,443,352,93,24,914,476,412,116,22,1024,396,400,117,27,938,532,663,216,37,1445,674,834,241,49,1805,517,611,197,40,1373,406,476,188,51,1121,37,45,12,4,95,3887,4113,1270,270,9542,40,21,6,0,65,9,11,0,0,18,9,7,4,3,27,10,8,0,0,15,32,16,3,0,54,52,30,6,0,88,81,37,18,5,143,119,76,11,9,218,438,295,77,21,829,406,362,99,23,890,583,514,132,22,1258,433,440,127,15,1014,788,822,209,39,1857,984,1517,460,77,3046,451,502,162,38,1160,29,28,6,0,69,4473,4699,1318,253,10743,26,13,0,6,45,5,7,0,0,13,9,3,0,0,8,8,6,0,0,17,29,13,0,0,43,33,20,6,0,59
LGA11570,145,118,55,32,353,80,80,22,15,193,230,179,85,85,582,195,175,104,69,547,337,295,164,97,893,734,725,338,241,2044,973,928,453,259,2607,1168,1215,620,346,3348,2979,2785,1332,670,7759,2210,2354,975,450,5996,1743,1984,666,275,4665,1001,1575,617,227,3415,1124,1670,635,200,3633,406,763,371,121,1662,1496,1714,979,577,4765,246,264,168,109,783,15069,16831,7584,3772,43256,176,155,80,47,464,47,55,19,19,131,157,114,53,46,370,127,89,33,24,270,303,327,149,125,902,498,412,264,167,1348,799,667,362,238,2064,1017,1019,529,334,2898,2928,2676,1341,773,7721,2469,2354,1037,534,6394,2159,2444,938,370,5913,1376,1689,623,273,3963,1385,2218,808,311,4721,910,1856,763,280,3816,1527,1725,934,608,4799,179,180,115,71,537,16070,17980,8048,4216,46314,212,147,103,91,554,47,38,17,11,114,89,56,28,27,202,83,67,38,36,218,179,167,99,74,519,277,269,164,117,823
LGA11600,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,5,5,0,0,12,8,5,4,7,18,8,6,0,0,21,19,17,12,3,52,11,17,10,0,40,9,12,5,4,40,9,4,0,0,12,3,5,7,6,17,0,0,4,0,3,15,29,12,8,67,4,0,0,0,3,91,110,57,30,289,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,4,5,4,0,11,22,15,14,0,57,15,16,10,0,46,17,21,9,8,49,11,4,5,0,22,7,7,0,4,13,8,7,3,0,18,17,16,5,16,47,0,0,0,0,3,111,93,51,27,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA11650,58,34,12,5,112,22,22,9,0,53,68,49,23,11,152,53,45,19,5,120,80,69,26,11,184,326,168,101,40,634,512,387,155,57,1108,632,701,266,116,1719,2365,2517,1144,405,6434,2047,2656,1061,368,6125,1718,2132,802,252,4900,1104,1725,694,209,3733,1104,1612,615,156,3489,366,519,201,79,1164,1391,1871,863,397,4528,183,198,71,36,480,12024,14710,6063,2146,34940,36,33,15,8,83,27,18,3,6,60,28,30,9,5,76,31,17,8,0,49,87,48,28,13,179,118,101,44,23,283,265,203,69,33,578,536,396,144,63,1142,1980,1879,753,284,4898,2172,2379,1005,338,5893,2095,2593,1004,291,5979,1415,2058,729,232,4428,1523,2134,770,222,4642,899,1474,648,205,3225,1475,1771,888,317,4446,143,125,64,13,345,12829,15262,6171,2048,36311,54,28,14,0,100,9,7,7,3,24,23,3,0,0,32,24,9,0,0,36,56,36,10,4,106,84,41,24,9,163
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,3,0,0,7,8,0,4,3,20,7,3,3,4,14,4,6,0,0,12,14,8,5,5,34,7,7,3,0,14,7,0,0,0,12,3,3,0,0,7,0,0,3,0,3,4,0,0,0,4,11,6,6,0,19,3,0,0,0,3,65,51,24,17,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,3,4,0,0,0,7,7,0,0,0,10,3,0,0,0,8,15,12,4,3,33,5,8,0,3,13,11,3,0,0,12,0,3,0,0,3,0,3,6,0,5,3,5,0,0,10,5,10,0,3,29,0,0,0,0,0,55,50,17,14,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
LGA11720,4,14,3,0,19,6,3,0,0,14,8,4,7,0,19,4,8,5,0,17,13,16,6,3,37,63,37,18,9,117,82,74,31,21,211,129,94,57,28,313,401,385,194,75,1057,361,393,171,64,984,271,260,126,37,697,201,330,131,48,702,218,243,101,23,588,70,82,30,15,191,236,264,134,69,693,36,36,15,8,90,2098,2234,1018,400,5752,10,5,0,0,15,3,3,0,0,4,17,0,3,0,21,10,3,4,0,12,19,11,5,0,38,28,21,9,6,65,78,38,15,8,149,97,78,41,21,240,415,318,153,71,957,357,405,186,66,1016,324,396,128,54,905,203,302,116,36,661,203,272,122,29,630,150,184,84,18,429,232,262,118,59,673,24,20,5,4,57,2169,2320,1012,377,5872,15,8,3,4,26,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,4,3,4,0,19,22,3,0,0,32
LGA11730,16,3,5,0,25,3,0,0,0,10,22,10,3,0,33,11,14,7,5,30,29,12,3,4,50,87,92,27,21,229,123,105,64,19,310,177,137,78,40,443,388,435,192,83,1099,257,318,150,63,789,155,183,81,34,446,72,109,39,16,230,69,89,35,10,204,22,19,8,5,52,231,241,113,63,647,23,23,8,7,61,1691,1788,806,366,4657,13,3,0,0,17,5,3,0,0,15,14,5,3,0,19,7,4,0,0,12,18,19,11,5,54,46,16,22,5,78,86,41,22,7,159,115,94,48,20,274,348,336,163,64,913,273,286,156,67,787,226,202,96,33,556,134,140,63,11,350,86,139,61,19,301,64,55,28,4,149,224,226,112,60,623,18,20,6,0,43,1667,1588,788,307,4345,8,3,0,0,18,0,0,0,0,0,6,6,0,0,15,11,0,0,0,7,13,8,4,0,19,13,10,0,0,23
LGA11750,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,3,14,7,8,0,4,15,9,6,3,0,19,13,18,10,9,63,18,33,8,9,59,22,8,10,3,43,23,45,25,5,97,36,24,14,4,75,8,8,3,6,25,32,30,17,4,81,0,5,0,0,9,157,200,97,45,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,5,9,0,0,12,0,3,0,0,3,0,6,0,0,9,10,11,13,5,41,17,22,9,10,49,27,31,15,3,78,25,19,12,5,66,27,32,11,7,75,20,14,13,7,52,5,27,14,6,59,4,0,0,0,5,149,179,87,43,462,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4
LGA11800,10,13,5,0,27,8,0,5,0,12,13,23,6,0,41,18,12,3,3,35,29,15,8,0,52,110,63,31,20,225,170,118,38,24,346,186,217,80,28,519,562,561,246,114,1488,449,507,219,74,1250,306,372,160,30,867,159,250,88,25,520,136,194,79,25,435,52,61,32,6,150,329,384,149,61,924,41,28,16,8,95,2582,2805,1162,420,6974,17,9,8,3,35,5,9,3,0,14,8,7,0,0,20,4,0,0,0,5,25,16,12,4,64,25,28,13,6,74,82,68,29,16,196,124,123,48,22,314,529,450,201,87,1267,429,511,224,72,1240,405,481,172,44,1102,259,306,123,32,722,255,306,130,38,721,142,161,65,19,386,331,371,139,73,913,31,18,9,9,66,2666,2877,1181,421,7139,10,12,3,0,26,3,0,0,0,4,8,9,0,5,18,3,0,0,0,11,18,16,11,6,47,20,9,12,0,37
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,3,0,0,0,0,9,0,6,3,0,4,5,12,3,4,22,6,7,9,3,30,37,32,25,13,108,19,25,17,8,68,15,10,6,9,44,3,11,0,3,28,4,10,14,0,30,4,0,8,4,10,19,27,16,9,75,3,0,4,0,8,123,150,120,58,444,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,10,4,5,4,21,26,21,12,8,70,16,30,17,8,72,22,16,16,6,64,23,14,0,5,42,21,14,6,3,42,7,9,9,3,31,18,20,18,15,70,0,0,0,0,5,162,138,91,56,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5
LGA12150,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,5,4,4,0,0,14,6,7,6,4,17,12,9,0,0,24,30,20,10,12,74,22,13,7,3,47,19,11,9,0,39,0,11,0,5,17,5,9,0,5,16,0,3,4,0,9,25,24,20,16,77,0,0,0,0,5,126,110,74,43,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,7,0,0,3,12,4,3,6,0,15,18,18,12,3,52,19,18,7,4,51,10,12,8,0,33,9,7,0,0,18,7,5,4,0,17,3,3,6,0,11,21,24,9,3,54,3,0,0,0,6,112,107,45,31,296,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12160,4,0,0,4,6,0,0,0,0,3,7,0,0,0,11,5,0,0,0,9,3,0,0,0,8,28,12,4,0,40,24,17,9,4,56,29,23,21,7,79,79,101,52,31,265,47,67,37,10,166,49,46,32,12,135,28,30,17,0,77,16,27,9,6,53,13,4,0,0,21,53,47,42,25,167,14,10,8,3,25,401,380,234,106,1122,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,0,16,12,6,0,0,16,10,5,7,4,21,25,22,10,5,61,65,60,28,20,166,54,71,35,14,173,52,62,31,9,156,26,40,26,4,96,28,28,9,3,74,22,13,8,4,49,51,53,43,23,163,5,9,3,5,22,359,371,213,84,1026,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,4,0,10
LGA12350,0,4,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,5,5,0,0,8,22,20,7,3,59,22,21,9,5,60,32,38,17,13,99,113,115,58,17,299,65,67,40,12,188,49,45,19,10,126,24,22,17,8,61,10,21,15,5,54,7,4,3,4,20,63,56,45,16,178,11,13,9,0,33,430,436,241,94,1205,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,3,0,0,7,6,0,5,0,17,6,6,4,0,16,11,8,3,0,30,23,18,11,11,55,113,82,41,12,252,77,76,28,20,195,65,70,26,15,174,36,38,24,3,97,35,32,19,5,92,15,24,13,6,52,56,63,29,12,155,4,0,0,0,10,456,412,203,88,1162,0,7,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,0,0,9
LGA12380,117,77,47,37,266,53,30,18,10,111,178,125,64,36,412,138,117,79,38,376,206,184,71,61,522,474,421,277,206,1378,594,590,298,194,1676,766,706,340,246,2058,1825,1633,709,456,4628,1393,1406,538,287,3626,1140,1109,357,165,2764,678,860,333,144,2009,672,848,281,123,1916,245,401,170,87,911,803,990,523,462,2776,133,168,113,112,522,9407,9655,4216,2675,25953,129,109,64,56,360,43,28,18,15,105,98,63,40,26,228,73,57,29,21,183,223,215,135,89,664,331,300,165,128,928,455,462,255,173,1346,671,625,355,212,1860,1960,1652,773,504,4897,1645,1451,626,338,4060,1536,1507,492,260,3792,942,1058,341,162,2505,933,1238,409,158,2733,511,887,367,175,1938,908,1079,536,456,2980,96,116,87,61,359,10562,10854,4684,2839,28941,144,109,65,58,373,21,18,9,15,61,63,49,36,22,163,47,32,24,15,116,110,106,67,67,353,153,177,93,66,486
