LGA_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
LGA56730,57,59,21,34,14,0,15,212,0,0,0,4,5,15,8,5,5,0,0,8,46,0,0,0,0,0,4,7,0,6,0,0,3,22,0,0,0,0,0,3,3,0,4,0,0,0,13,0,0,9,13,14,21,4,6,0,0,0,7,71,0,0,0,0,0,0,3,0,0,0,0,123,132,3,0,16,29,39,162,235,123,98,91,27,224,1045,0,4,3,9,11,31,40,15,6,0,0,13,123,0,0,12,24,21,27,9,5,0,0,0,3,102,0,0,3,4,0,0,0,0,3,0,0,3,12,0,0,6,6,0,9,0,0,0,0,0,3,29,12,0,40,43,30,34,7,6,7,0,0,22,199,0,0,0,0,0,0,0,0,0,0,0,6,8,10,11,65,84,64,95,54,19,13,0,0,58,476,34,10,116,332,197,448,508,262,188,140,41,430,2707,0,0,0,5,0,8,39,37,48,43
LGA56790,15,17,9,4,0,0,7,57,0,0,0,0,5,11,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,3,4,0,0,0,0,0,8,30,0,0,0,0,0,0,0,0,0,0,0,46,48,4,0,7,15,10,51,62,33,20,4,0,97,302,0,0,3,0,4,5,0,0,0,0,0,4,25,0,0,8,0,3,4,4,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,6,0,12,10,6,6,0,0,0,0,0,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,21,20,14,16,9,4,4,0,0,12,103,14,8,48,140,73,152,140,63,35,22,9,203,905,0,0,0,0,0,3,13,19,4,6
LGA56860,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,5,0,0,0,5,4,19,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,6,6,0,3,7,3,16,9,0,0,0,0,7,58,0,0,0,0,0,0,0,0,0,0
LGA56930,0,3,3,19,10,17,10,66,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0,0,0,0,15,11,39,22,53,50,188,0,0,0,0,0,0,5,0,3,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,0,8,0,0,9,39,6,0,3,12,3,20,29,21,66,59,81,79,373,0,0,0,0,0,0,0,4,5,4
LGA57000,7,3,0,7,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,12,17,7,4,4,0,12,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,9,0,9,16,15,19,26,12,14,6,4,22,150,4,0,0,0,0,0,0,5,0,0
LGA57080,29,70,6,96,13,10,7,244,0,0,5,10,6,5,9,0,3,0,0,4,45,0,0,0,0,4,5,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,14,9,10,10,7,8,3,7,8,76,0,0,0,0,0,0,0,0,0,0,0,66,66,10,3,11,32,23,62,119,53,137,107,104,105,763,0,0,0,0,4,24,26,0,23,9,0,14,109,3,0,3,10,7,11,10,0,0,5,0,6,45,0,0,0,0,0,0,3,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,4,12,0,17,8,11,14,8,0,3,0,0,12,91,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,12,20,19,52,47,5,30,17,0,28,259,67,10,64,145,121,365,554,374,556,588,415,417,3694,5,0,0,0,5,4,99,193,162,269
LGA57140,0,9,0,3,0,0,0,20,0,0,0,6,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,11,7,15,25,11,7,0,0,19,109,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,12,10,7,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,14,5,8,4,0,0,0,0,8,51,0,0,24,56,33,57,53,21,13,7,3,48,325,0,0,0,0,0,0,8,0,3,10
LGA57210,31,36,9,8,3,0,3,103,0,0,4,10,8,8,7,0,0,0,0,4,42,0,0,0,0,0,3,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,9,6,8,7,0,0,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,41,41,6,0,6,24,29,97,132,46,33,25,11,80,496,0,0,0,0,0,13,6,9,3,0,0,8,43,0,0,12,6,7,8,0,0,0,0,0,5,46,0,0,0,0,4,5,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,18,0,0,14,21,16,13,4,0,5,0,0,6,79,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,39,35,33,35,15,8,3,0,0,21,190,21,4,66,195,120,246,264,106,61,49,18,181,1338,0,0,0,4,0,11,25,22,16,8
LGA57280,18,57,17,188,33,25,17,349,0,0,0,0,0,4,0,3,13,4,3,3,32,0,0,0,0,0,3,5,0,17,0,0,6,36,0,0,0,0,0,0,3,0,0,3,4,3,15,0,0,3,13,7,12,3,0,6,4,0,9,55,0,0,0,0,0,0,0,0,0,0,0,115,122,8,0,15,12,11,40,115,81,337,311,267,217,1418,0,0,0,3,6,25,21,14,33,13,12,17,138,0,0,4,6,3,0,5,0,0,0,0,3,31,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,10,5,3,0,0,0,0,0,0,5,24,0,3,22,22,18,10,3,0,6,0,0,19,108,0,0,0,0,0,0,0,0,0,0,0,14,17,0,3,35,35,32,41,33,16,42,18,12,68,333,21,4,52,59,56,108,236,189,522,669,470,434,2819,0,0,0,0,0,7,30,44,60,175
LGA57350,5,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,7,3,18,16,6,6,3,3,26,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,0,5,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,7,0,5,0,0,0,0,9,37,5,0,16,45,24,52,47,18,14,14,5,50,289,0,0,0,0,0,0,6,3,3,0
LGA57420,8,23,3,26,0,0,9,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,11,3,0,0,4,10,24,55,12,48,16,8,40,220,0,0,0,0,0,4,0,0,0,0,0,5,14,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,4,8,4,0,3,0,0,8,37,10,0,15,42,26,61,104,30,74,46,18,73,500,0,0,0,0,0,3,3,3,5,8
LGA57490,488,1253,213,749,172,64,181,3224,0,0,14,37,27,135,148,42,43,20,8,37,505,0,3,3,12,8,43,90,18,86,21,9,38,323,0,0,0,0,0,11,33,28,23,33,4,25,154,16,0,23,81,64,154,131,25,31,21,11,75,625,0,0,0,0,0,10,13,0,3,0,0,1728,1755,41,21,62,159,183,1152,3082,1686,1972,1718,630,2611,13318,3,5,14,46,140,334,425,78,95,38,14,153,1340,5,9,88,220,201,228,115,21,9,18,0,71,988,0,0,9,11,14,36,32,10,6,3,0,32,147,14,14,68,95,20,19,12,0,0,0,0,18,270,51,31,264,438,206,232,102,25,12,7,4,161,1538,0,0,3,3,0,4,0,3,0,0,0,46,58,70,61,441,812,588,860,680,138,127,66,18,477,4339,233,94,749,2488,1636,3475,5608,2935,2952,2582,849,4405,28008,3,0,0,0,3,33,336,588,493,589
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,6,11,28,0,0,0,0,0,0,0,3,0,0
LGA57700,64,220,41,122,36,10,56,577,0,0,0,5,5,24,23,11,15,6,0,7,95,0,0,0,0,6,10,19,3,18,5,0,13,75,0,0,0,0,5,4,6,6,0,9,3,0,39,10,0,9,14,3,21,14,0,5,3,5,16,96,0,0,0,0,4,3,0,0,0,0,0,282,287,10,0,11,36,39,204,620,319,332,297,117,531,2507,5,4,0,11,10,40,56,12,10,14,3,24,187,0,0,16,35,19,32,18,4,4,0,0,9,135,0,0,0,4,0,5,4,0,0,0,0,6,16,0,0,6,12,0,0,0,0,0,0,0,0,26,3,11,42,43,27,23,18,6,3,3,0,15,197,0,0,0,0,0,0,0,0,0,0,0,4,4,9,8,64,96,57,104,100,18,18,16,3,63,564,43,14,135,362,230,550,1034,589,518,450,171,814,4905,0,0,0,0,0,16,123,195,140,139
LGA57770,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,12,26,9,6,4,0,11,67,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,6,23,4,0,8,29,13,31,55,22,8,14,4,26,220,0,0,0,0,0,3,11,3,0,4
LGA57840,72,164,40,373,115,70,32,892,0,0,5,13,10,27,19,11,28,12,9,12,147,0,0,0,3,5,6,13,3,8,0,7,11,51,0,0,0,0,0,0,3,3,6,4,13,9,46,5,3,7,25,12,34,35,14,25,12,6,18,211,0,0,0,0,0,0,0,0,4,0,0,348,351,22,5,18,48,63,215,413,316,770,800,607,610,3885,3,0,0,9,19,55,126,36,72,28,8,54,409,0,6,14,48,51,78,46,9,18,3,0,25,305,0,0,3,6,0,10,10,0,5,4,4,7,42,4,4,8,19,3,8,4,0,0,0,0,0,52,38,13,74,72,35,78,62,17,14,12,3,54,462,0,0,0,0,0,0,0,0,0,0,0,15,14,42,20,107,151,113,229,246,63,105,46,12,148,1290,107,36,189,474,391,955,1416,917,1372,1521,1052,1198,9627,0,0,0,0,0,10,91,203,201,284
LGA57910,703,1203,215,1404,390,220,293,4701,0,8,45,107,92,217,213,75,73,60,20,92,1006,5,3,7,14,19,55,64,22,52,19,13,40,313,0,0,0,4,0,24,44,31,38,54,34,50,269,42,9,114,218,137,313,295,89,67,61,34,194,1592,0,0,4,8,9,13,18,6,6,6,0,1550,1622,112,43,221,485,488,1945,3890,2201,3255,3386,2024,3106,21153,12,9,17,60,143,508,679,219,282,129,24,271,2362,6,23,128,319,300,453,301,66,55,19,10,163,1844,4,3,11,23,21,39,45,20,18,11,0,42,232,16,17,87,78,32,43,19,4,0,0,0,43,337,123,52,411,533,325,455,305,95,55,26,10,325,2704,0,0,0,0,3,10,3,0,0,0,0,116,143,157,100,657,1014,826,1508,1355,398,409,187,45,958,7621,523,178,1353,3943,2672,6491,8784,4994,5262,5963,3245,6011,49414,5,0,0,5,13,34,640,1170,1067,1491
LGA57980,23,53,13,180,32,40,9,358,0,0,0,0,3,4,5,6,15,0,0,9,53,0,0,0,0,0,4,4,0,6,3,0,3,21,0,0,0,0,0,0,0,0,0,4,0,0,10,4,0,0,5,5,4,7,0,5,0,3,5,47,0,0,0,0,0,0,0,0,0,0,0,130,135,5,5,5,11,17,53,138,73,303,321,295,222,1452,0,3,0,0,6,23,30,15,43,9,6,14,149,0,0,8,6,15,25,23,5,15,5,0,8,111,0,0,0,0,0,0,5,0,3,5,0,0,8,0,0,0,0,3,3,0,0,0,0,0,5,9,6,6,14,21,7,17,19,10,7,0,0,16,122,0,0,0,0,0,0,0,0,0,0,0,4,3,10,10,25,30,32,71,76,28,72,15,5,44,405,26,12,60,122,112,324,444,254,576,620,552,442,3550,0,0,0,0,0,0,29,62,87,127
LGA58050,634,1105,211,612,134,63,226,3156,9,0,22,63,69,149,122,37,47,20,7,54,596,0,0,9,4,5,59,77,13,50,18,7,37,282,0,0,0,6,0,9,38,23,15,25,18,49,183,19,7,57,130,67,194,137,32,32,19,6,101,811,3,0,3,6,3,9,13,0,5,0,0,1299,1344,61,27,122,270,328,1551,3590,1873,1813,1542,621,2397,14198,5,10,9,42,134,389,490,122,105,60,13,181,1553,0,13,92,238,205,263,154,42,20,10,3,110,1139,0,4,6,21,21,40,32,7,0,3,0,25,163,7,6,72,75,29,38,16,5,6,4,0,27,274,56,48,295,384,192,261,147,44,33,4,7,180,1643,0,0,7,9,0,4,3,0,0,0,0,76,100,70,76,483,758,581,984,839,219,165,72,20,599,4872,234,124,807,2225,1500,3904,6291,3403,2718,2367,872,4031,28478,8,4,0,0,5,57,530,869,652,682
LGA58190,3,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,5,0,5,0,9,47,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,4,17,0,0,6,16,8,23,25,4,0,5,0,13,100,0,0,0,0,0,0,0,0,0,0
LGA58260,8,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,6,3,18,11,10,4,0,0,10,60,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,4,0,0,0,0,6,20,8,6,12,20,10,26,37,11,8,5,3,19,163,0,0,0,0,0,0,6,3,5,0
LGA58330,15,32,3,16,0,0,21,107,0,0,3,0,0,0,6,0,4,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,3,7,9,0,0,0,0,8,42,0,0,0,0,0,0,0,0,0,0,0,71,73,4,0,8,9,11,49,97,42,45,34,10,132,441,0,0,10,0,0,7,5,0,0,0,0,4,44,0,0,8,18,5,6,3,0,0,0,0,7,46,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,3,0,0,0,0,0,0,0,0,8,5,0,12,4,10,6,6,0,0,0,0,11,56,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,26,28,20,21,24,0,3,0,0,30,165,19,4,58,130,101,184,224,98,88,76,29,252,1265,0,0,0,3,0,4,15,15,25,19
LGA58400,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,11,0,0,0,0,0,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,5,12,11,21,14,13,0,4,0,20,94,0,0,0,0,0,0,4,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,5,0,0,0,0,0,18,3,0,9,10,0,9,11,5,0,0,0,8,56,0,0,0,0,0,0,0,6,0,0
LGA58510,112,167,30,214,38,19,31,644,0,0,11,17,14,28,28,5,6,5,0,11,131,0,0,0,0,5,5,12,3,11,0,0,4,39,0,0,0,0,0,0,7,3,6,5,0,5,24,14,4,18,30,17,31,25,7,5,6,5,21,189,0,0,0,0,0,4,0,0,0,0,0,201,205,15,5,40,60,76,267,521,302,450,407,196,341,2687,0,4,4,10,26,72,93,31,49,17,3,36,345,0,0,11,35,34,45,42,3,5,0,0,19,198,0,0,0,3,6,10,0,5,4,0,0,8,39,5,4,14,7,0,6,0,0,0,0,0,11,46,11,6,51,86,49,74,37,11,4,4,0,49,378,0,0,0,0,0,6,0,0,0,0,0,16,18,14,14,85,148,116,209,175,44,58,21,3,128,1017,92,29,196,493,402,932,1272,783,885,946,443,810,7270,0,0,0,0,0,19,121,228,234,317
LGA58540,10,0,0,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,5,6,6,17,23,8,8,3,3,22,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,5,0,4,13,3,0,13,27,18,36,42,21,7,8,5,38,222,0,0,0,0,0,4,9,7,0,9
