LGA_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
LGA12000,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,9,6,0,0,0,0,8,30,0,0,0,0,0,0,3,0,0,0,0,19,21,0,0,0,5,9,23,88,68,60,67,52,66,444,0,0,0,0,0,15,16,9,0,0,0,0,47,0,0,0,6,8,10,7,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,7,8,20,8,3,0,0,0,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,15,51,38,17,0,0,0,11,151,15,15,10,55,109,171,227,154,113,111,78,115,1164
LGA12150,15,0,0,0,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,10,0,0,0,0,7,36,0,0,0,0,0,0,0,0,0,0,0,12,14,4,0,0,3,5,24,67,50,35,33,26,40,279,0,0,0,0,0,4,17,4,0,4,0,0,42,0,0,3,3,3,14,4,0,0,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,0,0,0,0,3,13,0,0,13,32,16,30,9,0,5,0,4,16,126,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,18,36,23,58,36,12,4,6,4,28,222,15,7,20,55,65,122,180,105,60,62,57,98,848
LGA12160,40,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,5,0,0,0,0,4,9,0,0,0,11,14,21,21,9,5,3,4,10,97,0,0,0,0,0,0,0,0,0,0,0,52,60,4,0,0,17,18,78,222,167,130,148,109,127,1021,0,0,0,4,0,26,28,10,4,6,0,12,87,0,0,3,20,19,28,21,5,0,0,0,5,102,0,0,0,0,0,3,0,0,0,4,0,0,11,0,0,9,7,3,11,0,0,0,0,0,0,28,9,0,23,39,16,54,42,4,4,0,0,21,212,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,32,71,45,123,88,14,9,7,5,45,442,40,16,54,166,323,472,639,345,214,248,204,268,2982
LGA12350,39,0,0,0,0,4,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,6,13,34,31,10,3,4,0,17,130,0,0,0,0,0,0,0,0,0,0,0,46,46,8,3,4,14,31,100,264,201,130,138,98,143,1129,0,0,0,5,5,33,48,20,3,7,3,20,146,0,0,3,20,26,49,24,7,0,0,6,14,139,0,0,0,0,3,3,3,0,0,0,0,5,7,0,0,0,14,5,3,6,0,0,0,0,0,35,8,4,9,48,31,66,37,5,4,0,3,27,241,0,0,0,0,0,0,0,0,0,0,0,5,12,11,4,17,89,69,154,114,35,8,8,7,67,584,47,14,41,197,376,529,729,387,249,232,170,334,3317
LGA12380,2428,11,3,22,75,106,297,476,191,123,114,101,118,1644,3,0,3,4,7,67,174,127,91,121,80,66,748,338,49,207,596,630,1576,1827,777,422,441,312,405,7578,0,0,4,9,9,24,37,20,9,11,8,1021,1156,373,61,275,842,1005,3315,6095,4189,2977,4348,4530,2079,30097,0,0,3,16,46,233,567,317,165,188,129,101,1773,4,4,37,123,101,260,251,112,67,66,49,48,1118,10,0,7,50,31,92,116,55,37,37,21,63,519,15,6,35,70,27,44,62,14,11,13,3,19,321,310,58,306,782,454,1088,1013,407,220,172,113,275,5211,3,0,0,8,0,11,10,5,0,0,0,134,168,341,75,392,1048,670,1734,2025,901,499,473,316,633,9106,1509,310,952,2930,3731,7386,11423,7035,4626,6060,5712,3594,55264
LGA12390,181,0,0,0,0,0,4,13,13,0,9,4,9,53,0,0,0,0,0,0,16,14,8,5,15,15,69,9,6,7,20,27,73,80,32,12,8,4,24,302,0,0,0,0,0,0,5,0,0,3,0,331,346,23,6,6,40,74,288,996,904,719,997,826,648,5527,0,0,0,11,20,214,279,136,60,46,28,77,863,0,0,16,60,71,187,119,34,13,9,6,23,538,6,0,3,14,9,26,31,7,0,0,0,17,118,6,0,12,29,7,8,15,3,6,3,0,6,96,24,5,50,191,113,220,153,30,16,10,16,89,916,0,0,0,7,0,3,4,0,0,0,0,36,46,36,9,85,313,223,657,596,208,89,66,51,247,2576,150,46,137,567,878,1677,2724,1923,1305,1600,1228,1294,13529
LGA12700,58,0,0,0,4,0,0,0,6,0,0,0,0,23,0,0,0,0,0,0,0,0,3,3,0,4,14,0,0,0,7,9,21,29,3,0,5,0,14,92,0,0,0,0,0,0,0,0,0,0,0,48,55,0,0,5,16,15,62,208,162,149,191,162,141,1119,0,0,0,0,0,14,22,16,7,0,6,17,94,0,0,0,8,17,19,19,5,0,3,0,9,82,0,0,0,3,4,0,3,0,0,0,0,4,20,3,0,0,4,4,0,0,0,0,0,0,0,11,0,3,8,24,13,34,29,3,7,4,0,22,148,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,5,42,34,77,68,30,19,6,6,46,349,32,17,27,115,208,352,583,319,247,301,267,259,2727
LGA12730,30,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,15,15,17,3,4,0,4,3,72,0,0,0,0,0,0,0,0,0,0,0,35,34,3,0,0,9,20,57,155,119,90,117,102,94,769,0,0,0,4,0,26,34,17,0,5,0,8,94,0,0,0,9,9,18,24,0,0,6,0,12,86,0,0,0,3,0,11,0,0,0,0,0,0,13,0,0,0,4,0,3,0,0,0,0,0,0,12,5,0,8,13,9,41,14,3,0,0,0,10,97,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,37,25,93,74,23,3,3,3,30,297,23,9,17,105,180,321,443,287,173,185,159,212,2122
LGA12750,212,0,0,0,0,0,10,15,5,3,3,6,3,51,0,0,0,0,0,7,12,7,9,9,4,3,40,9,0,3,17,29,89,95,34,14,9,8,43,356,0,0,0,0,0,0,0,4,0,0,0,132,143,16,4,7,44,58,255,714,543,379,431,307,323,3071,0,0,3,8,20,80,141,68,18,24,9,27,407,0,0,7,62,53,134,94,30,8,4,5,43,448,4,0,5,5,6,20,9,8,4,0,0,5,63,0,0,10,16,7,3,5,0,0,0,0,0,44,19,7,47,133,63,215,132,22,12,3,9,83,735,0,0,0,0,0,3,4,0,0,0,0,23,29,28,8,68,222,142,459,388,128,49,28,25,183,1722,141,81,144,624,1231,2005,2650,1303,768,787,589,876,11193
LGA12850,2230,9,3,27,55,87,267,427,178,125,154,117,109,1563,0,0,0,3,13,42,155,131,88,106,93,49,678,446,44,235,757,899,1999,2636,1083,662,667,429,491,10358,4,0,0,15,10,30,34,18,8,5,0,731,849,478,58,301,971,1259,3498,6069,3404,2531,3219,2988,1825,26596,0,0,0,15,60,304,499,305,170,170,130,83,1732,5,7,75,149,126,310,337,110,80,58,36,53,1340,3,5,27,57,69,166,165,85,50,45,25,58,740,22,0,50,80,34,70,95,25,12,11,0,29,445,488,60,463,1068,607,1750,1606,564,325,275,147,392,7750,7,0,0,8,8,15,11,0,0,0,5,160,210,528,76,621,1379,901,2609,2715,1090,635,556,339,773,12217,1792,293,1193,3398,4912,8375,11051,5601,3840,4449,3726,3269,51904
LGA12870,45,0,0,0,0,0,4,3,0,3,0,0,6,14,0,0,0,0,0,0,4,3,0,0,0,3,9,0,0,0,8,3,8,23,0,0,0,0,15,63,0,0,0,0,0,0,0,0,0,0,0,45,50,0,0,4,9,8,53,276,218,157,177,92,140,1143,0,0,0,4,10,26,56,24,4,0,0,13,139,0,0,5,11,16,33,16,14,0,0,0,8,101,0,0,0,3,0,0,3,0,0,0,0,0,17,0,0,5,4,0,4,0,0,0,0,0,0,16,4,0,13,33,23,60,30,7,4,0,0,25,203,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,22,61,46,120,107,44,11,5,4,40,476,44,15,53,190,340,514,784,460,281,286,152,329,3459
LGA12900,26,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,8,13,14,5,4,0,0,8,52,0,0,0,0,0,0,0,0,0,0,0,40,44,5,6,3,0,18,58,167,127,104,162,119,94,861,0,0,0,0,7,35,33,18,8,11,11,8,127,0,0,0,9,9,33,13,5,0,0,0,11,84,0,0,0,0,0,0,0,3,0,0,0,3,11,5,0,7,4,3,4,0,0,0,0,0,0,19,4,0,16,30,26,49,15,4,0,3,0,23,180,0,0,0,0,0,0,0,0,0,0,0,5,8,5,0,24,48,50,129,64,32,7,17,9,50,431,32,16,30,110,239,369,457,275,197,243,200,227,2389
LGA12930,1292,5,0,10,25,25,131,233,120,60,72,64,53,792,0,0,0,3,4,40,129,79,78,87,71,52,533,96,21,58,134,167,447,689,352,202,266,201,146,2777,0,0,0,6,0,14,11,4,11,8,0,550,602,110,22,78,240,301,1227,3082,2489,2060,3483,5555,1263,19917,0,0,3,11,30,162,425,278,149,197,183,95,1544,0,5,33,91,94,246,268,110,47,73,38,57,1060,0,0,14,34,34,88,115,67,18,29,17,28,442,8,4,22,50,28,28,26,9,7,4,4,3,192,147,28,128,348,194,587,533,282,152,110,83,141,2738,0,0,0,4,3,4,4,4,0,0,0,54,74,163,34,198,527,388,1105,1374,752,380,416,330,378,6053,945,256,498,1533,2078,4143,7271,5057,3605,5289,7297,2276,40247
LGA12950,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,3,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,20,22,9,0,5,12,11,37,82,55,31,44,28,59,364,0,0,0,0,0,13,13,7,0,0,0,8,43,0,0,3,12,6,10,8,5,4,0,0,5,45,0,0,0,4,0,5,5,0,0,0,0,6,16,0,0,0,4,0,4,0,0,0,0,0,0,9,5,4,4,23,13,22,16,4,0,0,3,5,98,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,7,44,19,49,37,11,3,4,3,25,207,27,6,12,85,106,177,235,113,68,79,49,125,1087
LGA13010,40,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,10,21,21,9,0,6,0,0,75,0,0,0,0,0,0,0,0,0,0,0,37,46,7,0,4,13,26,67,168,106,62,72,56,84,664,0,0,0,4,3,19,23,9,3,3,0,9,78,0,0,9,10,16,29,15,0,3,0,0,9,85,0,0,0,8,0,3,0,0,0,0,0,0,13,0,0,0,13,6,4,5,0,0,0,0,0,27,7,5,19,42,22,54,24,3,4,0,0,22,190,0,0,0,0,0,0,0,0,0,0,0,7,5,8,7,21,68,37,106,73,18,8,0,5,43,403,37,17,54,156,310,365,477,234,135,131,102,211,2237
LGA13310,143,0,0,0,3,3,4,12,12,4,3,4,5,52,0,0,0,0,0,0,12,8,3,4,3,9,33,4,6,9,12,17,39,59,24,19,10,5,18,218,0,0,0,0,0,0,0,0,0,0,0,134,143,12,4,8,33,46,151,572,512,445,632,468,287,3163,0,0,0,7,19,87,145,78,38,35,11,32,439,0,0,9,43,43,89,85,23,13,4,3,18,331,0,0,3,4,3,14,13,4,4,0,0,8,58,0,0,9,14,9,8,10,0,0,3,0,0,52,7,9,32,97,60,149,108,31,6,5,3,42,556,0,0,0,0,0,3,0,0,0,0,0,6,15,7,13,49,171,141,345,354,142,58,47,17,109,1447,89,38,83,349,600,1013,1718,1109,842,996,734,590,8164
LGA13340,46,0,0,0,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,3,0,9,3,0,0,0,14,0,0,0,4,3,16,19,4,9,7,0,6,72,0,0,0,0,0,0,0,0,0,0,0,54,54,0,3,4,10,11,74,251,173,171,222,133,143,1190,0,0,0,0,4,24,38,22,6,9,3,10,117,0,0,0,14,12,25,18,3,0,0,0,5,96,0,0,0,5,6,4,8,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,7,5,0,8,22,24,34,27,9,0,0,0,13,143,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,16,48,43,86,93,36,10,8,8,39,395,36,20,28,122,233,363,609,378,265,335,209,281,2896
LGA13450,124,0,0,0,0,0,4,14,3,0,3,3,3,43,0,0,0,0,0,0,3,4,0,4,3,3,26,10,0,3,7,14,41,55,23,9,8,5,9,185,0,0,0,0,0,0,6,0,3,0,0,104,124,13,0,8,23,39,193,639,532,450,509,453,295,3150,0,0,0,9,7,82,88,67,25,32,6,36,349,0,0,10,24,31,71,46,15,6,3,3,17,233,0,0,0,8,6,3,10,5,0,4,0,10,40,0,0,6,14,0,0,5,0,0,0,0,0,30,10,0,27,71,39,99,66,19,0,12,5,27,371,0,0,0,0,0,0,3,0,0,0,0,16,24,12,3,47,118,84,255,212,103,30,52,16,106,1041,89,30,72,244,359,804,1504,1025,707,814,623,572,6853
LGA13550,34,0,0,0,0,0,0,3,3,3,0,0,9,15,0,0,0,0,0,0,0,0,0,3,3,3,12,0,0,0,3,11,17,26,3,6,0,7,8,79,0,0,0,0,0,0,0,0,0,0,0,66,70,5,5,0,7,20,69,219,203,181,273,245,147,1371,0,0,0,4,7,35,42,22,5,12,8,14,155,0,0,7,19,11,44,21,8,0,6,0,8,117,0,0,0,0,8,5,5,3,3,0,0,4,28,0,0,0,8,4,4,0,0,0,0,0,0,30,5,0,18,43,39,52,35,5,6,0,9,19,233,0,0,0,0,0,0,0,0,0,0,0,10,12,5,0,25,85,64,145,103,36,13,18,15,58,573,35,17,31,152,215,414,605,384,303,444,362,297,3257
LGA13660,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,12,11,0,5,0,0,5,44,0,0,0,0,0,0,0,0,0,0,0,27,28,8,0,0,3,10,47,120,52,41,48,36,73,432,0,0,3,4,7,11,10,6,0,0,0,9,49,0,0,0,8,11,6,3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,0,0,0,11,3,0,8,18,7,39,11,3,0,0,0,5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,35,26,53,22,12,5,0,0,27,200,28,5,19,83,168,236,253,125,76,81,60,148,1284
LGA13800,473,0,0,0,3,6,19,71,34,18,22,13,19,203,0,0,0,0,0,12,41,31,29,45,27,21,213,13,0,18,27,31,93,167,69,68,48,38,38,608,0,0,0,0,0,0,4,0,0,0,3,268,284,28,5,29,52,74,315,1299,1249,1177,1774,1982,654,8635,0,0,0,11,12,111,274,168,89,110,61,79,910,0,3,8,58,57,162,146,50,29,35,13,56,607,0,0,3,24,19,33,53,21,15,4,0,25,193,3,3,17,18,11,9,15,10,3,0,0,13,92,44,7,44,189,111,239,228,59,33,27,9,68,1067,0,0,0,0,0,0,8,0,0,0,0,27,35,52,12,73,287,203,561,716,304,164,173,86,264,2903,236,82,173,602,909,1744,3354,2531,2026,2752,2635,1227,18263
LGA13850,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,0,7,3,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,30,34,0,0,0,6,9,11,58,39,26,24,26,58,249,0,0,0,0,3,8,6,7,0,0,0,0,31,0,0,0,4,6,7,8,4,0,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,6,4,13,3,4,0,0,0,9,49,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,14,13,36,13,19,0,0,6,17,124,20,3,6,37,51,105,149,94,54,49,53,111,736
LGA13910,80,0,0,0,0,0,9,14,0,0,0,0,0,30,0,0,0,3,0,0,6,4,7,0,0,5,22,7,0,3,16,20,37,41,15,8,0,0,14,158,0,0,0,0,0,0,3,4,0,0,0,89,105,9,3,8,31,42,150,422,314,215,245,178,234,1843,0,0,0,0,7,54,60,30,14,6,0,19,194,3,0,12,27,33,61,27,13,3,0,0,13,189,0,0,5,3,0,0,10,7,0,0,0,3,26,0,0,8,14,8,4,4,0,0,0,0,6,41,15,5,22,79,34,99,45,11,5,3,0,21,343,4,0,0,0,0,3,0,0,0,0,0,15,24,21,6,41,127,85,225,140,58,21,10,5,78,821,85,32,75,288,465,790,1024,603,377,413,303,498,4956
LGA14000,1130,4,0,0,8,16,45,76,42,34,35,46,19,311,0,0,0,0,3,16,47,38,28,49,62,35,282,51,13,34,74,66,220,370,228,143,171,140,95,1601,0,0,0,0,0,0,11,4,0,3,11,493,525,62,20,47,151,151,715,2117,2279,2148,4582,9829,1334,23434,0,0,0,15,15,131,417,385,141,202,252,138,1706,0,5,17,51,82,216,304,107,61,53,43,65,1004,0,0,10,18,28,35,63,21,15,19,10,23,246,18,8,11,29,9,13,20,4,3,0,5,10,130,118,24,94,182,108,355,350,154,105,72,59,116,1733,0,0,0,0,0,3,3,4,0,0,0,12,23,138,30,135,300,249,755,1159,683,319,348,359,367,4841,699,210,377,1108,1414,3266,5903,4559,3640,6637,12230,2246,42294
LGA14100,98,0,0,0,0,0,0,3,0,0,8,3,5,19,0,0,0,0,0,0,3,5,0,6,14,0,19,0,0,0,0,0,13,12,13,10,18,40,12,116,0,0,0,0,0,0,0,0,4,0,0,45,43,0,5,0,3,3,31,79,82,88,186,1182,126,1800,0,0,0,0,0,3,20,24,3,17,42,9,131,0,0,0,8,6,10,15,7,5,6,14,3,75,0,0,0,0,0,0,5,3,5,0,0,0,13,0,0,0,6,6,0,0,0,0,0,0,0,18,11,0,9,16,10,28,21,7,10,8,10,9,142,0,0,0,0,0,0,0,0,0,0,0,3,3,14,0,7,27,10,47,63,50,21,35,72,23,383,49,9,18,71,75,194,326,270,211,380,1691,211,3500
LGA14170,863,5,0,0,6,5,34,66,51,29,38,47,20,301,0,0,0,0,3,13,38,23,25,46,71,26,240,42,13,22,54,75,228,379,189,113,146,117,92,1467,0,0,0,0,0,3,0,0,0,0,6,387,411,57,25,31,111,132,561,1495,1483,1435,3056,9865,943,19189,4,0,5,12,14,141,503,550,144,278,527,165,2341,0,4,22,80,69,212,323,150,54,66,55,70,1106,3,0,10,23,17,62,60,46,11,12,20,26,296,12,4,22,46,22,24,27,16,4,5,14,19,207,102,27,117,303,168,532,537,196,110,92,67,149,2402,0,0,0,0,0,3,4,0,0,0,0,29,48,125,40,176,455,295,977,1446,957,325,450,678,466,6391,516,174,308,1015,1380,2906,5607,4651,3792,6995,16324,2238,45911
LGA14220,85,0,0,0,0,0,8,9,4,0,0,0,0,22,0,0,0,0,0,0,3,3,0,0,0,4,17,3,0,6,6,16,39,50,20,3,0,6,12,148,0,0,0,0,0,0,4,0,0,0,0,90,91,10,5,4,16,35,136,424,272,158,215,114,186,1574,0,0,0,7,11,60,57,27,9,4,3,16,189,0,0,7,36,33,65,30,8,0,0,0,12,192,0,0,0,9,0,9,7,0,0,0,0,6,26,0,4,10,20,9,10,8,0,0,0,4,0,61,13,3,21,88,41,108,67,13,4,0,0,31,390,3,0,0,0,0,0,0,0,0,0,0,11,15,14,10,37,158,86,256,167,49,13,8,8,68,880,74,32,59,290,480,761,1035,578,288,345,192,397,4530
LGA14300,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,10,3,0,0,0,3,8,34,0,0,0,0,5,62,0,0,0,0,0,0,3,0,0,0,0,22,21,3,0,0,5,3,34,124,76,73,96,77,60,564,0,0,0,0,0,6,30,14,9,7,0,7,70,0,0,0,5,3,14,6,0,5,0,0,3,42,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,16,4,0,9,22,5,38,18,5,0,0,0,12,107,0,0,0,0,0,0,0,0,0,0,0,9,6,4,0,10,37,9,70,54,19,12,9,5,19,247,23,3,17,78,105,212,319,171,142,162,107,131,1463
LGA14350,212,0,0,0,0,0,6,14,4,3,0,5,0,37,0,0,0,0,0,0,5,0,3,5,0,8,28,6,0,8,28,23,89,102,29,15,8,0,40,350,0,0,0,0,0,0,3,6,4,0,3,98,113,15,0,10,42,49,234,593,421,286,327,187,245,2405,0,0,0,7,15,77,123,42,21,15,0,28,336,0,0,12,51,51,89,88,27,6,5,0,23,352,0,0,3,14,5,14,16,0,6,0,0,13,74,0,0,9,21,15,12,13,0,0,0,0,9,81,14,10,50,163,100,233,117,37,5,9,8,70,796,0,0,0,0,0,4,5,0,0,0,0,34,49,19,10,70,263,190,423,362,102,32,24,8,182,1686,99,53,129,535,944,1482,1768,840,500,505,311,642,7800
LGA14400,138,0,0,0,0,0,5,5,4,5,0,0,4,27,0,0,0,0,0,0,3,4,0,4,7,0,29,7,0,4,3,11,27,57,26,11,9,18,12,188,0,0,0,0,0,0,4,0,0,0,0,110,116,7,0,3,17,20,85,308,321,326,573,737,248,2635,0,0,0,0,3,21,63,44,18,25,12,22,216,0,0,5,17,17,49,56,19,3,9,10,20,198,0,0,3,11,7,5,8,0,0,0,5,4,43,0,0,0,6,0,4,0,0,0,0,0,0,16,6,5,4,24,24,57,53,22,11,6,9,13,225,0,0,0,0,0,0,0,0,0,0,0,6,4,14,8,17,58,46,134,181,83,33,35,30,72,703,69,30,48,192,367,781,1229,814,618,888,1087,468,6592
LGA14500,918,3,0,7,12,15,25,37,30,19,35,44,26,250,0,0,0,3,5,6,29,24,18,31,54,21,186,78,17,57,67,57,167,238,154,117,171,284,93,1496,0,0,0,0,0,0,5,3,0,0,9,596,622,104,26,75,135,137,480,1203,1239,1110,2569,11171,1370,19610,0,0,0,5,16,71,265,286,93,170,356,124,1380,9,0,14,46,48,129,196,98,52,44,71,55,749,5,0,5,12,6,31,30,16,16,10,5,19,161,11,0,15,27,10,16,22,6,4,11,11,5,132,200,43,81,133,77,202,247,135,78,88,102,83,1463,0,0,0,0,0,0,0,0,0,0,0,19,24,226,44,111,219,157,445,761,542,246,318,548,302,3914,774,209,301,771,819,2022,3899,3021,2292,4282,14502,2125,35018
