SA3_CODE_2021,C11_SH_0b_s_a_b_NPGH_2,C11_SH_0b_s_a_b_NPGH_3,C11_SH_0b_s_a_b_NPGH_4,C11_SH_0b_s_a_b_NPGH_5,C11_SH_0b_s_a_b_NPGH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5,C11_SH_Tot_NPGH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPGH_2,C11_SDRTHT_0b_s_a_b_NPGH_3,C11_SDRTHT_0b_s_a_b_NPGH_4,C11_SDRTHT_0b_s_a_b_NPGH_5,C11_SDRTHT_0b_s_a_b_NPGH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPGH_2,C11_F_a_0b_s_a_b_NPGH_3,C11_F_a_0b_s_a_b_NPGH_4,C11_F_a_0b_s_a_b_NPGH_5,C11_F_a_0b_s_a_b_NPGH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPGH_2,C11_F_a_1b_NPGH_3,C11_F_a_1b_NPGH_4,C11_F_a_1b_NPGH_5,C11_F_a_1b_NPGH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPGH_2,C11_F_a_2b_NPGH_3,C11_F_a_2b_NPGH_4,C11_F_a_2b_NPGH_5,C11_F_a_2b_NPGH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPGH_2,C11_F_a_3b_NPGH_3,C11_F_a_3b_NPGH_4,C11_F_a_3b_NPGH_5,C11_F_a_3b_NPGH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPGH_2,C11_F_a_4mb_NPGH_3,C11_F_a_4mb_NPGH_4,C11_F_a_4mb_NPGH_5,C11_F_a_4mb_NPGH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPGH_2,C11_F_a_NB_NS_NPGH_3,C11_F_a_NB_NS_NPGH_4,C11_F_a_NB_NS_NPGH_5,C11_F_a_NB_NS_NPGH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPGH_2,C11_F_a_Tot_NPGH_3,C11_F_a_Tot_NPGH_4,C11_F_a_Tot_NPGH_5,C11_F_a_Tot_NPGH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPGH_2,C11_OD_0b_s_a_b_NPGH_3,C11_OD_0b_s_a_b_NPGH_4,C11_OD_0b_s_a_b_NPGH_5,C11_OD_0b_s_a_b_NPGH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_Tot,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPGH_2,C16_SH_0b_s_a_b_NPGH_3,C16_SH_0b_s_a_b_NPGH_4,C16_SH_0b_s_a_b_NPGH_5,C16_SH_0b_s_a_b_NPGH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPGH_2,C16_SH_1b_NPGH_3,C16_SH_1b_NPGH_4,C16_SH_1b_NPGH_5,C16_SH_1b_NPGH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPGH_2,C16_SH_2b_NPGH_3,C16_SH_2b_NPGH_4,C16_SH_2b_NPGH_5,C16_SH_2b_NPGH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPGH_2,C16_SH_3b_NPGH_3
10102,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,35,118,24,4,0,0,147,63,15,3,3,0,87,7,3,0,0,0,5,223,37,11,3,0,282,0,0,0,0,0,0,6,0,0,0,0,6,56,0,0,0,0,57,26,14,0,0,0,39,0,0,0,0,0,3,4,0,0,0,0,3,93,16,0,0,0,111,0,0,0,0,0,5,10,0,0,0,0,10,90,5,0,0,0,96,6,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,104,10,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,429,62,13,3,0,510,0,0,0,0,0,3,4,0,0,0,0,4,41,0,0,0,0,41,107,15
10103,5,0,0,0,0,5,3,0,0,0,0,3,27,4,0,0,0,29,61,8,0,0,0,70,23,3,3,0,0,30,6,0,0,0,0,5,112,19,6,3,0,139,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,17,12,8,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,21,11,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,0,4,158,38,12,3,0,214,0,0,0,0,0,0,7,0,0,0,0,7,34,0,0,0,0,35,56,10
10104,0,0,0,0,0,0,8,0,0,0,0,8,103,5,0,0,0,113,244,27,0,0,0,272,100,19,5,0,0,126,15,0,0,0,0,19,474,52,5,0,0,535,0,0,0,0,0,0,3,0,0,0,0,3,30,0,0,0,0,34,17,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,0,0,51,6,0,0,0,57,0,0,0,0,0,0,3,0,0,0,0,3,42,4,0,0,0,44,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,61,6,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,3,0,0,0,0,3,604,58,9,0,0,671,0,0,0,0,0,0,17,0,0,0,0,17,124,4,0,0,0,126,215,27
10105,0,0,0,0,0,0,7,0,0,0,0,7,44,0,0,0,0,41,110,10,0,0,0,119,41,6,3,0,0,46,10,0,0,0,0,9,205,11,6,3,0,230,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,14,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,247,19,6,3,0,275,4,0,0,0,0,4,0,0,0,0,0,4,38,3,0,0,0,43,116,17
10106,3,0,0,0,0,3,0,0,0,0,0,3,62,0,0,0,0,64,110,7,0,0,0,118,31,7,5,0,0,41,5,0,0,0,0,5,214,16,8,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,238,13,8,0,0,261,0,0,0,0,0,0,5,0,0,0,0,5,35,0,0,0,0,42,117,12
10201,4,0,0,0,0,4,23,0,0,0,0,24,211,13,0,0,0,223,509,54,6,0,0,568,203,43,20,6,4,279,32,3,0,0,0,38,979,116,29,4,4,1135,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,81,146,46,0,0,0,198,12,0,0,0,0,13,0,0,0,0,0,0,246,47,9,0,0,299,0,0,0,0,0,0,11,0,0,0,0,11,145,10,0,0,0,149,57,21,3,0,0,77,3,0,0,0,0,7,4,0,0,0,0,8,223,22,4,0,4,255,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,10,0,0,0,0,8,1465,195,38,6,6,1712,0,0,0,0,0,4,10,0,0,0,0,12,253,9,3,0,0,263,495,81
10202,0,0,0,0,0,3,10,0,0,0,0,11,266,7,0,0,0,272,535,54,9,0,0,599,218,38,22,13,4,294,27,5,0,0,0,31,1064,102,33,13,4,1212,0,0,0,0,0,0,0,0,0,0,0,0,55,6,0,0,0,62,83,3,3,0,0,88,3,0,0,0,0,3,0,0,0,0,0,0,148,10,3,0,0,161,0,0,0,0,0,0,7,0,0,0,0,7,87,0,0,0,0,88,24,8,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,120,6,0,0,0,128,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,1355,121,35,13,4,1526,3,0,0,0,0,3,24,0,0,0,0,23,260,15,0,0,0,277,596,69
10301,3,0,0,0,0,3,0,0,0,0,0,4,51,3,0,0,0,58,167,34,3,0,0,204,68,31,32,13,0,150,6,5,0,0,0,7,295,75,39,13,0,425,0,0,0,0,0,0,3,0,0,0,0,6,39,0,0,0,0,39,22,11,0,0,0,37,4,0,3,0,0,9,0,0,0,0,0,4,66,18,3,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,45,3,5,0,0,0,10,0,3,3,0,0,3,0,0,0,0,0,0,50,8,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,106,46,13,0,586,0,0,0,0,0,0,3,0,0,0,0,3,54,6,0,0,0,61,198,35
10302,3,0,0,0,0,3,3,0,0,0,0,3,85,4,0,0,0,91,175,24,3,0,0,203,79,17,3,6,0,100,8,0,0,0,0,8,359,44,7,6,0,410,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,397,46,7,6,0,453,6,0,0,0,0,6,0,0,0,0,0,0,78,3,0,0,0,81,171,19
10303,3,0,0,0,0,3,4,0,0,0,0,4,88,3,0,0,0,95,154,10,0,0,0,164,67,8,3,0,0,80,4,0,0,0,0,10,321,19,7,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,13,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,374,23,7,0,0,408,3,0,0,0,0,3,7,0,0,0,0,7,92,5,0,0,0,100,168,12
