SA3_CODE_2021,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Total,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1PF_NDC_UR_1,C11_1PF_NDC_UR_2,C11_1PF_NDC_UR_3,C11_1PF_NDC_UR_4mo,C11_1PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot,C16_CFC_SMS_MRM_NDC_UR_1,C16_CFC_SMS_MRM_NDC_UR_2,C16_CFC_SMS_MRM_NDC_UR_3,C16_CFC_SMS_MRM_NDC_UR_4mo,C16_CFC_SMS_MRM_NDC_UR_Tot,C16_CFC_SMS_M_DfM_NDC_UR_1,C16_CFC_SMS_M_DfM_NDC_UR_2,C16_CFC_SMS_M_DfM_NDC_UR_3,C16_CFC_SMS_M_DfM_NDC_UR_4mo,C16_CFC_SMS_M_DfM_NDC_UR_Tot,C16_CFC_SMS_Tot_NDC_UR_1,C16_CFC_SMS_Tot_NDC_UR_2,C16_CFC_SMS_Tot_NDC_UR_3,C16_CFC_SMS_Tot_NDC_UR_4mo,C16_CFC_SMS_Tot_NDC_UR_Tot,C16_1PF_NDC_UR_1,C16_1PF_NDC_UR_2,C16_1PF_NDC_UR_3,C16_1PF_NDC_UR_4mo,C16_1PF_NDC_UR_Tot,C16_Tot_NDC_UR_1,C16_Tot_NDC_UR_2,C16_Tot_NDC_UR_3,C16_Tot_NDC_UR_4mo,C16_Tot_NDC_UR_Tot,C21_CFC_SMS_MRM_NDC_UR_1,C21_CFC_SMS_MRM_NDC_UR_2,C21_CFC_SMS_MRM_NDC_UR_3,C21_CFC_SMS_MRM_NDC_UR_4mo,C21_CFC_SMS_MRM_NDC_UR_Tot,C21_CFC_SMS_M_DfM_NDC_UR_1,C21_CFC_SMS_M_DfM_NDC_UR_2,C21_CFC_SMS_M_DfM_NDC_UR_3,C21_CFC_SMS_M_DfM_NDC_UR_4mo,C21_CFC_SMS_M_DfM_NDC_UR_Tot,C21_CFC_SMS_Tot_NDC_UR_1,C21_CFC_SMS_Tot_NDC_UR_2,C21_CFC_SMS_Tot_NDC_UR_3,C21_CFC_SMS_Tot_NDC_UR_4mo,C21_CFC_SMS_Tot_NDC_UR_Tot,C21_1PF_NDC_UR_1,C21_1PF_NDC_UR_2,C21_1PF_NDC_UR_3,C21_1PF_NDC_UR_4mo,C21_1PF_NDC_UR_Tot,C21_Tot_NDC_UR_1,C21_Tot_NDC_UR_2,C21_Tot_NDC_UR_3,C21_Tot_NDC_UR_4mo,C21_Tot_NDC_UR_Tot
10102,1607,2193,827,231,4863,378,290,118,32,820,1982,2491,941,266,5680,734,432,138,52,1350,2711,2920,1078,322,7035,1773,2210,862,213,5061,458,336,134,42,972,2230,2548,995,261,6035,737,422,151,41,1353,2968,2973,1142,301,7381,2068,2615,880,205,5766,520,444,129,41,1131,2592,3051,1010,245,6902,780,526,159,47,1518,3372,3583,1167,295,8421
10103,385,616,237,72,1313,131,127,31,17,311,520,742,277,93,1626,227,144,54,17,441,751,887,325,113,2071,391,542,230,59,1222,130,124,42,15,316,520,664,273,83,1537,222,142,49,11,424,740,806,316,93,1960,366,565,229,61,1227,169,142,46,18,383,542,709,274,80,1603,222,134,56,18,431,758,841,330,97,2036
10104,1268,1562,688,256,3767,496,419,163,95,1179,1764,1982,853,348,4948,1031,723,250,124,2134,2794,2711,1106,475,7085,1127,1388,602,217,3327,452,459,177,81,1174,1583,1850,778,303,4506,938,631,208,126,1907,2520,2477,985,420,6408,1113,1524,586,202,3425,558,549,205,86,1391,1670,2067,788,284,4812,943,636,236,98,1918,2615,2709,1026,384,6728
10105,778,934,427,154,2298,201,195,91,31,521,981,1136,517,188,2820,531,343,135,31,1044,1509,1481,648,222,3862,729,926,433,170,2262,220,196,77,38,534,945,1129,509,209,2794,504,315,122,56,1000,1447,1439,632,270,3788,743,996,440,161,2338,278,246,94,42,660,1023,1239,533,199,2997,491,338,141,50,1030,1516,1586,676,252,4023
10106,816,1210,604,227,2854,226,212,82,48,559,1044,1420,685,271,3414,439,270,120,46,869,1477,1686,811,313,4288,718,1167,607,205,2702,264,195,84,39,584,983,1371,690,241,3287,405,294,146,55,899,1386,1660,841,296,4184,854,1136,583,198,2770,284,276,110,53,716,1138,1405,691,258,3487,466,277,127,54,923,1607,1683,822,307,4412
10201,4163,5903,2235,691,12992,971,811,313,105,2200,5130,6718,2546,797,15191,2613,1700,580,165,5061,7745,8417,3124,961,20248,4155,5951,2198,591,12891,1092,994,335,129,2546,5245,6947,2526,722,15441,2467,1635,523,159,4789,7712,8583,3055,878,20227,4209,6221,2265,526,13220,1345,1100,356,130,2924,5551,7325,2620,649,16145,2489,1841,547,158,5036,8036,9167,3164,811,21178
10202,3254,4636,1974,622,10489,1062,942,349,175,2528,4319,5575,2324,798,13017,2956,1920,737,318,5931,7277,7492,3062,1113,18945,3380,4594,1919,609,10508,1172,1063,401,166,2800,4551,5656,2325,776,13305,2822,1883,746,264,5705,7372,7537,3068,1034,19008,3511,4830,1816,541,10698,1410,1272,409,183,3268,4916,6100,2228,728,13973,3003,2031,762,255,6056,7918,8134,2989,983,20026
10301,965,1355,670,237,3225,315,254,103,62,732,1274,1616,774,301,3960,626,426,183,74,1309,1902,2035,956,373,5269,970,1403,592,218,3183,308,304,130,63,800,1283,1706,722,277,3983,680,461,212,70,1415,1958,2163,929,343,5399,1004,1407,555,200,3167,363,332,176,60,929,1365,1732,724,267,4092,709,517,231,76,1529,2078,2249,952,341,5622
10302,1099,1426,898,393,3815,335,303,176,81,901,1437,1732,1072,477,4718,747,524,229,112,1616,2186,2255,1300,593,6334,954,1276,786,315,3326,345,311,165,73,895,1297,1584,956,381,4222,721,491,240,120,1569,2026,2074,1195,501,5788,886,1248,719,265,3118,412,373,160,80,1024,1297,1626,878,342,4147,676,530,235,119,1571,1977,2159,1117,461,5710
10303,914,1224,610,190,2949,295,279,121,65,763,1219,1504,732,261,3713,662,403,162,75,1304,1875,1914,901,330,5014,883,1199,545,189,2822,319,303,143,59,819,1204,1500,687,246,3638,650,416,161,71,1297,1852,1915,846,315,4928,871,1194,572,171,2806,357,353,143,72,927,1231,1543,715,239,3731,615,415,179,84,1295,1843,1958,895,319,5022
10304,1261,1822,940,314,4331,361,329,140,70,894,1623,2151,1080,375,5226,806,500,210,125,1636,2426,2650,1288,505,6865,1343,1815,967,329,4448,365,366,132,67,931,1703,2179,1100,395,5376,806,556,244,94,1699,2505,2735,1334,495,7073,1291,1960,1019,315,4583,454,409,169,85,1120,1748,2372,1190,402,5704,823,618,214,110,1759,2573,2987,1402,511,7471
10401,944,1179,553,215,2888,322,308,138,82,846,1264,1482,684,298,3729,846,590,227,99,1769,2112,2071,915,402,5503,813,1033,494,183,2520,324,293,158,51,824,1136,1324,651,231,3345,803,523,183,96,1609,1939,1853,830,333,4955,792,1039,498,179,2505,394,374,132,55,954,1184,1415,627,233,3459,791,518,215,97,1625,1974,1932,847,333,5084
10402,1821,2332,997,333,5483,540,532,194,87,1354,2361,2863,1187,424,6834,1585,1027,345,156,3114,3946,3886,1539,577,9950,1652,2325,972,309,5257,601,589,202,81,1473,2250,2914,1172,386,6729,1428,979,352,149,2908,3683,3896,1519,539,9638,1684,2508,998,322,5506,690,646,231,96,1654,2369,3152,1222,414,7160,1445,1047,349,130,2972,3820,4201,1573,541,10132
10501,406,546,312,142,1409,239,177,108,63,586,645,722,418,209,1995,402,239,130,96,867,1052,961,551,301,2864,330,460,253,117,1163,193,174,89,57,516,528,636,345,178,1680,364,247,135,79,828,890,887,479,258,2511,307,374,226,87,1000,171,157,80,43,442,478,530,303,129,1447,291,195,90,60,637,775,731,395,188,2083
10502,384,450,181,60,1073,168,131,67,32,406,553,577,251,97,1474,408,248,109,60,824,956,828,362,153,2297,315,387,142,58,897,164,133,56,22,376,476,517,198,84,1279,348,254,116,42,758,829,770,310,120,2037,270,331,142,55,797,162,160,44,22,395,431,492,184,79,1190,373,248,103,36,758,805,738,289,114,1946
10503,1374,1927,1019,393,4719,418,409,194,101,1127,1791,2337,1221,491,5842,1163,789,324,206,2478,2953,3124,1540,706,8319,1364,1733,938,371,4409,469,377,199,93,1138,1836,2110,1138,463,5545,1075,771,346,182,2378,2911,2887,1485,647,7925,1477,1878,941,332,4623,544,439,217,125,1318,2016,2313,1158,455,5943,1073,762,339,148,2314,3085,3077,1492,603,8260
10601,1991,2717,1141,417,6262,649,546,235,106,1541,2638,3260,1378,524,7799,1339,903,332,146,2714,3971,4167,1703,673,10514,1941,2628,1073,368,6013,684,615,252,115,1665,2629,3246,1332,486,7682,1345,964,377,187,2879,3972,4209,1708,667,10563,2037,2886,1152,363,6434,922,759,289,136,2113,2956,3650,1441,503,8546,1523,1133,475,203,3343,4482,4780,1917,705,11887
10602,1790,2591,1009,330,5725,454,364,161,70,1054,2251,2958,1169,398,6775,984,668,253,108,2013,3235,3628,1424,506,8790,1958,2816,1059,357,6192,554,517,189,98,1356,2515,3337,1253,449,7552,1130,850,352,137,2472,3648,4186,1601,592,10016,2296,3174,1233,314,7021,814,667,280,112,1868,3111,3844,1507,424,8890,1324,1053,393,132,2898,4437,4895,1906,552,11787
10603,1479,2095,868,303,4745,407,433,171,75,1087,1892,2526,1035,377,5832,1099,693,273,106,2172,2989,3225,1309,475,8003,1459,1963,831,281,4529,461,466,167,66,1159,1920,2427,1000,341,5695,1008,657,265,105,2034,2932,3090,1261,449,7723,1435,1938,808,249,4434,546,511,194,84,1335,1984,2452,1003,334,5768,1069,711,299,108,2193,3052,3159,1303,444,7956
10604,672,945,491,145,2247,227,221,87,46,581,903,1157,574,186,2828,410,283,105,61,856,1314,1441,686,247,3682,596,902,495,129,2116,261,232,74,36,601,857,1132,561,167,2718,432,322,120,54,935,1284,1454,687,222,3650,641,820,416,119,1998,278,257,121,43,701,918,1075,537,163,2699,410,283,132,56,882,1327,1359,671,220,3577
10701,1893,2709,981,330,5910,412,319,148,43,923,2302,3030,1130,374,6831,1131,807,317,128,2382,3435,3839,1445,501,9218,1859,2641,931,356,5778,514,369,157,80,1113,2368,3012,1077,428,6891,1145,837,301,132,2417,3518,3851,1381,562,9312,1911,2670,969,313,5864,591,522,180,76,1367,2503,3193,1155,385,7232,1194,851,334,131,2518,3698,4044,1489,518,9747
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,2231,3351,1272,398,7249,462,420,163,72,1125,2696,3771,1436,473,8375,1359,950,321,150,2779,4051,4725,1760,624,11156,2297,3305,1246,362,7207,585,503,179,67,1333,2884,3805,1424,426,8537,1381,992,302,101,2786,4265,4799,1730,530,11325,2344,3424,1268,339,7378,764,692,256,87,1792,3104,4119,1519,423,9167,1406,1008,336,116,2866,4512,5124,1860,541,12033
10704,3182,4630,1683,439,9935,657,475,152,61,1349,3838,5108,1833,500,11280,1804,1090,309,95,3303,5643,6204,2145,598,14587,3295,4927,1744,434,10401,682,607,176,56,1515,3972,5535,1918,491,11914,1722,1048,310,90,3171,5693,6587,2231,572,15083,3326,5117,1768,386,10600,845,730,215,68,1853,4166,5841,1986,448,12446,1688,1113,282,81,3165,5854,6955,2269,534,15610
10801,495,650,280,92,1519,165,150,69,24,406,671,804,350,116,1931,459,307,124,58,947,1131,1104,471,175,2876,466,606,236,75,1390,178,175,52,33,437,644,787,290,104,1826,438,304,125,57,919,1081,1088,416,163,2744,488,624,221,61,1399,177,194,71,24,468,662,819,299,87,1861,416,287,124,39,869,1086,1103,414,126,2733
10802,753,938,510,199,2400,297,264,135,77,783,1049,1209,647,279,3184,888,603,270,171,1933,1942,1814,913,449,5116,654,900,427,169,2145,317,266,130,65,769,969,1160,551,227,2915,816,550,246,149,1759,1787,1710,797,382,4671,709,860,392,159,2116,394,345,139,80,954,1101,1197,533,233,3068,786,537,241,126,1699,1887,1739,773,361,4761
10803,8,14,0,0,27,0,6,0,0,3,12,17,0,0,34,5,0,0,0,8,17,13,0,0,37,8,11,6,0,19,5,4,0,0,5,8,14,6,0,25,0,0,0,0,0,8,14,8,0,29,4,11,3,0,21,9,0,0,0,9,11,11,5,0,33,8,0,0,0,4,18,15,3,0,35
10804,1484,2107,931,292,4813,440,357,138,63,1002,1925,2464,1070,354,5813,1216,814,252,100,2389,3143,3281,1323,456,8199,1388,2117,920,274,4697,442,452,183,58,1142,1835,2568,1099,335,5837,1201,750,265,109,2322,3029,3320,1365,441,8153,1596,2313,916,251,5080,576,534,185,96,1389,2171,2852,1098,349,6468,1242,820,292,118,2467,3414,3671,1386,462,8934
10805,983,1259,588,220,3051,315,270,134,80,797,1300,1531,722,306,3852,870,595,218,129,1805,2163,2120,937,431,5653,890,1182,552,201,2819,283,315,139,67,812,1171,1497,688,262,3630,837,583,233,124,1772,2010,2078,920,390,5399,876,1135,501,156,2667,321,350,154,78,904,1201,1485,646,238,3570,834,625,248,101,1810,2034,2110,893,337,5382
10901,1396,1893,829,295,4417,355,252,98,57,753,1750,2147,929,349,5178,933,593,221,95,1843,2679,2733,1148,449,7019,1458,1868,820,294,4443,370,328,128,45,867,1828,2199,947,336,5310,894,585,243,94,1819,2721,2780,1193,431,7128,1417,1968,861,273,4520,487,420,177,60,1133,1901,2384,1038,333,5655,1052,705,260,110,2127,2957,3091,1298,441,7779
10902,254,348,208,76,890,85,66,33,23,205,345,411,237,102,1090,146,96,56,20,320,490,510,286,118,1412,223,301,201,63,795,77,68,39,12,200,305,373,240,74,995,136,91,39,26,297,443,464,280,100,1288,229,313,179,66,780,100,76,41,13,231,328,387,223,75,1015,130,94,37,21,280,452,476,263,94,1294
10903,788,1114,596,237,2741,239,233,93,39,601,1028,1351,696,274,3340,501,328,143,45,1026,1530,1680,836,325,4365,689,1058,588,186,2518,258,243,88,50,637,950,1293,673,238,3154,497,323,123,38,980,1448,1620,795,273,4136,719,1022,574,146,2464,295,285,114,44,737,1011,1306,686,195,3201,447,300,125,36,915,1460,1610,815,234,4116
11001,770,1075,542,183,2556,221,175,85,32,511,988,1245,622,209,3071,524,325,141,76,1071,1516,1573,762,284,4143,730,1050,479,147,2410,226,197,74,41,530,953,1242,555,185,2942,507,325,132,58,1025,1466,1567,689,250,3966,736,925,430,168,2253,241,220,94,39,596,972,1143,525,210,2853,481,320,145,68,1016,1455,1466,667,279,3868
11002,710,904,542,206,2362,244,193,105,80,627,953,1100,647,286,2988,524,380,195,97,1188,1471,1483,840,383,4177,594,812,457,168,2030,259,228,113,65,661,854,1032,569,232,2691,555,366,173,88,1180,1413,1395,742,323,3874,621,733,385,144,1884,253,216,103,59,623,877,946,486,203,2508,507,407,150,82,1149,1388,1350,632,280,3655
11003,546,763,375,140,1821,198,164,82,67,517,749,925,452,203,2333,377,248,118,71,809,1125,1172,571,272,3144,497,636,369,127,1628,166,151,72,32,424,666,789,435,159,2052,378,251,123,69,816,1042,1032,559,230,2866,408,541,359,100,1405,177,141,76,30,415,583,680,432,132,1825,301,213,100,48,668,885,897,535,178,2494
11004,1670,2311,1085,333,5400,498,451,195,88,1226,2163,2762,1282,423,6629,1277,829,346,202,2657,3440,3589,1628,623,9276,1559,2323,1074,319,5267,522,441,217,97,1271,2078,2755,1293,409,6540,1256,818,380,179,2642,3333,3579,1673,594,9184,1639,2298,1046,305,5290,668,594,262,115,1637,2308,2893,1305,422,6927,1249,894,447,180,2776,3556,3785,1759,604,9700
11101,3062,4472,1583,399,9517,707,593,202,98,1591,3767,5063,1789,495,11110,1949,1177,397,144,3667,5722,6244,2182,638,14786,3041,4504,1484,399,9429,801,649,240,108,1802,3852,5149,1726,505,11226,1773,1259,410,131,3571,5623,6407,2134,638,14803,3032,4681,1553,313,9573,923,832,273,116,2147,3949,5516,1827,427,11725,1924,1351,442,133,3844,5873,6871,2264,564,15568
11102,1646,2314,900,233,5099,422,381,159,74,1041,2068,2695,1059,307,6137,1132,817,271,105,2321,3202,3513,1328,413,8459,1797,2419,926,244,5384,534,454,179,82,1244,2328,2871,1102,328,6627,1124,774,282,102,2279,3450,3648,1384,428,8909,2036,2577,926,291,5830,627,644,208,72,1551,2661,3215,1137,367,7383,1262,875,299,115,2558,3929,4089,1438,478,9932
11103,3945,5030,1798,436,11212,964,708,274,99,2051,4906,5744,2076,536,13261,2567,1479,461,169,4682,7474,7224,2536,709,17945,3897,5373,1881,466,11623,1075,844,265,87,2277,4969,6220,2148,559,13898,2503,1558,494,178,4735,7474,7775,2643,734,18631,4031,5841,2011,477,12360,1381,1036,311,111,2833,5412,6872,2318,588,15199,2637,1668,461,169,4935,8053,8545,2780,757,20131
11201,1483,2114,802,283,4676,604,555,172,53,1385,2089,2666,974,335,6060,1553,873,236,79,2749,3645,3546,1209,413,8811,1507,2081,770,200,4552,645,629,173,42,1496,2151,2709,939,248,6049,1422,807,196,65,2482,3571,3512,1137,309,8525,1529,2259,851,204,4840,822,746,192,56,1815,2350,3004,1043,261,6658,1390,829,234,64,2513,3738,3830,1278,327,9173
11202,1360,1832,893,343,4430,512,531,221,108,1367,1870,2362,1114,454,5799,1382,839,328,160,2703,3257,3195,1438,608,8498,1196,1556,792,309,3852,509,485,187,80,1269,1707,2040,979,397,5120,1216,861,288,151,2522,2929,2903,1269,548,7642,1109,1524,711,269,3620,584,515,208,95,1403,1696,2044,919,364,5025,1214,788,286,120,2409,2908,2830,1210,486,7428
11203,1808,2327,973,330,5439,558,496,188,74,1318,2367,2826,1157,399,6755,1520,976,333,130,2962,3886,3804,1493,534,9713,1773,2512,990,284,5546,600,595,204,83,1491,2374,3108,1195,366,7035,1426,906,335,104,2772,3800,4014,1525,469,9808,1847,2766,974,286,5871,741,678,217,72,1706,2590,3449,1189,351,7578,1392,954,310,91,2749,3979,4407,1503,439,10327
11301,1080,1483,873,328,3756,236,237,104,55,635,1315,1715,978,388,4391,601,395,178,87,1265,1915,2113,1157,475,5656,1043,1402,752,281,3476,274,287,113,43,712,1317,1690,863,322,4185,558,374,174,84,1191,1880,2060,1038,400,5385,1148,1325,706,234,3406,325,296,139,51,808,1470,1617,842,285,4212,569,433,194,89,1280,2040,2048,1030,379,5498
11302,274,444,195,73,980,124,103,53,23,310,397,546,247,97,1285,175,129,58,16,374,564,673,305,120,1662,246,365,166,60,842,106,108,49,26,291,350,479,213,84,1131,177,110,52,21,358,525,585,270,107,1484,268,363,169,67,872,128,104,59,16,310,400,472,222,82,1180,176,134,51,24,388,576,607,278,108,1569
11303,2052,2721,1523,622,6925,520,433,185,101,1239,2575,3161,1710,728,8168,1289,815,377,174,2652,3862,3973,2088,897,10822,1940,2723,1498,546,6709,568,434,186,82,1276,2508,3163,1686,630,7982,1251,867,367,175,2666,3761,4030,2053,803,10650,2013,2863,1505,560,6937,678,551,250,117,1588,2692,3410,1745,675,8522,1346,943,396,157,2841,4034,4355,2148,833,11365
11401,1844,2511,1039,337,5729,545,469,210,104,1331,2385,2980,1248,440,7058,1548,1052,362,151,3113,3936,4030,1607,594,10166,1796,2352,1034,332,5516,626,581,203,97,1515,2428,2933,1239,430,7026,1442,953,363,140,2897,3871,3883,1599,573,9930,1890,2552,997,326,5767,828,693,243,100,1868,2718,3246,1240,428,7636,1408,996,381,149,2925,4126,4241,1622,576,10561
11402,992,1460,670,252,3375,233,204,89,35,561,1229,1663,763,284,3939,634,408,147,68,1248,1859,2070,904,355,5190,1086,1425,672,206,3388,246,236,94,22,595,1336,1658,762,224,3982,546,389,140,57,1127,1879,2043,907,283,5112,1232,1701,698,187,3818,320,279,95,44,735,1548,1981,788,233,4557,558,356,144,37,1091,2108,2332,931,275,5645
11501,5703,8245,2794,692,17441,330,268,79,29,699,6032,8516,2878,717,18144,1197,860,223,58,2340,7233,9373,3099,775,20480,6016,8937,2839,621,18425,381,374,87,36,874,6397,9309,2925,659,19298,1190,899,228,41,2355,7590,10212,3154,705,21652,6672,9766,2679,562,19673,406,403,104,37,951,7075,10167,2781,600,20622,1340,966,251,42,2597,8413,11136,3028,647,23222
11502,807,1154,566,209,2738,83,76,30,11,202,886,1232,596,220,2941,220,163,67,20,467,1112,1394,664,241,3408,758,1149,585,198,2691,93,97,28,15,231,848,1246,612,208,2918,188,170,45,15,419,1039,1415,656,226,3334,813,1226,546,217,2804,95,92,40,7,233,913,1320,585,221,3039,202,174,52,11,440,1111,1498,634,239,3478
11503,743,998,488,157,2384,123,99,44,23,286,864,1100,535,183,2669,244,142,62,26,465,1105,1238,594,201,3138,750,977,415,143,2282,155,127,49,13,346,909,1107,469,155,2633,241,146,53,16,462,1148,1254,517,174,3093,745,949,417,135,2251,176,150,63,13,406,919,1101,480,150,2654,229,146,52,15,448,1150,1242,535,169,3098
11504,948,1682,748,184,3569,93,90,23,12,210,1044,1769,774,196,3780,235,176,71,9,490,1271,1952,847,200,4271,1259,2078,800,220,4361,134,113,53,21,320,1394,2191,850,245,4684,270,228,65,17,583,1665,2418,922,259,5264,2499,3886,1194,290,7876,251,222,67,23,563,2753,4112,1263,314,8439,478,410,128,30,1042,3225,4521,1388,341,9479
11601,4805,5348,1768,682,12606,531,435,162,82,1217,5336,5793,1929,767,13818,1970,1237,456,226,3898,7309,7030,2388,991,17719,5383,5914,1795,665,13765,612,465,183,104,1362,5996,6383,1979,771,15127,1873,1118,424,219,3627,7877,7497,2400,989,18757,5710,6310,1749,567,14335,605,440,168,77,1289,6318,6749,1920,641,15624,1843,1108,408,183,3542,8155,7855,2324,829,19169
11602,3325,4556,1561,445,9886,305,244,85,48,682,3632,4800,1647,486,10562,823,624,207,74,1723,4452,5416,1856,560,12290,4281,6073,1713,464,12521,382,348,133,51,911,4660,6422,1852,511,13440,943,734,222,73,1973,5603,7160,2071,589,15411,7531,10229,2224,504,20490,635,524,174,90,1425,8168,10756,2397,591,21914,1344,989,319,112,2770,9511,11748,2720,702,24683
11603,3359,3765,1725,884,9729,490,447,234,162,1329,3855,4206,1954,1049,11064,2119,1483,696,480,4771,5970,5691,2659,1520,15834,3621,4043,1789,856,10311,597,496,266,161,1521,4221,4541,2056,1017,11832,2012,1340,681,440,4470,6231,5882,2740,1460,16304,3527,4062,1744,905,10244,557,482,254,154,1451,4084,4544,2006,1060,11693,1855,1272,616,396,4144,5938,5819,2622,1453,15837
11701,1398,1626,473,90,3586,177,152,37,9,363,1571,1775,509,101,3956,609,338,82,24,1051,2182,2119,591,120,5011,1675,1876,516,80,4143,257,178,48,4,487,1930,2053,562,86,4628,594,347,91,12,1043,2522,2395,656,98,5672,2047,2079,512,80,4718,394,246,53,11,707,2439,2328,563,91,5427,712,398,101,25,1234,3155,2721,667,111,6657
11702,1417,1377,378,100,3268,363,288,58,13,722,1777,1660,444,111,3993,778,329,70,20,1198,2554,1993,515,130,5194,1354,1532,364,81,3329,488,369,68,13,940,1840,1901,438,93,4273,679,311,57,17,1063,2518,2209,496,115,5339,1377,1598,366,58,3407,505,388,69,11,969,1885,1986,436,74,4373,676,359,69,13,1114,2553,2347,505,85,5489
11703,3254,2045,369,64,5725,728,375,51,9,1169,3981,2424,418,69,6893,1607,580,142,33,2364,5587,3007,556,104,9257,3983,2630,426,61,7102,963,469,70,12,1510,4946,3098,498,67,8611,1753,627,128,27,2530,6702,3725,620,99,11142,4474,3124,520,69,8185,1240,621,73,20,1960,5709,3747,589,93,10141,2020,824,147,41,3030,7731,4568,740,138,13173
11801,3174,3892,1487,310,8856,700,420,81,15,1217,3875,4306,1565,325,10078,1277,634,141,27,2089,5155,4943,1705,354,12158,3477,4325,1576,336,9714,872,491,111,14,1495,4345,4820,1694,357,11207,1290,720,164,27,2196,5635,5537,1854,385,13408,3367,4666,1604,311,9945,930,598,112,31,1669,4299,5265,1720,338,11618,1431,899,199,24,2559,5731,6167,1920,361,14179
11802,3742,4513,1361,262,9882,593,487,118,23,1216,4337,5003,1482,285,11099,1685,769,173,41,2673,6015,5770,1658,330,13776,3808,5023,1501,256,10584,821,624,122,27,1589,4630,5645,1622,279,12176,1605,815,178,34,2636,6232,6458,1800,313,14804,3677,5234,1466,228,10616,1043,710,151,28,1934,4717,5949,1623,257,12549,1552,922,227,48,2744,6270,6871,1852,305,15292
11901,5165,6478,3037,1356,16038,373,345,115,66,905,5538,6827,3158,1426,16942,2284,1542,589,286,4705,7825,8368,3741,1707,21641,5395,6743,3185,1578,16897,519,482,196,102,1300,5917,7227,3376,1679,18198,2224,1495,699,302,4719,8136,8718,4077,1984,22914,5744,6931,3463,1681,17818,600,502,191,92,1377,6348,7430,3649,1768,19200,2366,1619,756,353,5094,8715,9046,4409,2127,24292
11902,4826,5054,2069,942,12889,337,235,90,36,692,5161,5289,2154,975,13581,1871,1034,330,144,3379,7034,6326,2487,1120,16963,5068,5314,2145,999,13535,383,353,114,57,901,5451,5673,2260,1053,14436,1799,974,374,157,3299,7251,6640,2633,1206,17730,4620,5196,2149,993,12953,480,311,90,41,921,5103,5504,2239,1038,13877,1777,997,355,151,3283,6881,6503,2597,1185,17166
11903,4636,5211,1585,453,11886,345,242,72,30,693,4983,5449,1656,491,12577,1570,875,251,80,2781,6552,6331,1911,573,15357,4928,5442,1657,425,12449,428,313,87,41,871,5357,5755,1744,467,13324,1680,925,237,79,2925,7030,6684,1982,541,16245,4884,5460,1601,362,12310,471,330,99,38,939,5355,5796,1699,404,13251,1651,934,258,65,2905,7007,6724,1960,472,16156
11904,4599,4663,1570,488,11320,401,288,74,27,797,5004,4955,1652,512,12121,1613,859,256,90,2817,6618,5817,1909,595,14944,5168,5082,1543,453,12236,548,388,108,30,1076,5712,5470,1653,483,13315,1702,912,219,73,2904,7415,6374,1877,558,16224,5274,5176,1547,398,12398,700,396,93,22,1205,5976,5570,1636,419,13601,1773,951,255,71,3052,7750,6522,1891,494,16651
12001,2758,3188,934,184,7058,314,194,40,6,558,3069,3381,977,188,7615,877,429,94,22,1422,3949,3807,1071,211,9042,3255,3579,993,158,7983,390,242,56,8,700,3643,3820,1052,171,8683,981,525,111,16,1636,4625,4347,1160,189,10318,3267,3723,1034,137,8157,470,271,58,14,813,3737,3996,1085,151,8971,1038,568,120,23,1744,4777,4560,1207,173,10718
12002,1806,1900,473,66,4243,425,302,40,12,772,2228,2200,510,81,5018,661,277,59,12,1014,2888,2481,573,93,6035,1783,2399,564,70,4808,473,411,64,12,968,2253,2812,628,86,5781,636,330,65,11,1040,2890,3145,691,95,6811,1812,2653,555,64,5083,546,405,71,18,1041,2360,3060,627,81,6123,683,444,78,12,1218,3044,3501,710,90,7344
12003,5124,5276,1538,410,12350,470,349,79,21,919,5597,5630,1618,426,13267,2002,892,202,53,3147,7594,6520,1822,479,16411,5578,5595,1468,350,12997,609,460,93,12,1177,6184,6057,1561,368,14175,1966,895,174,56,3090,8150,6953,1732,421,17258,5730,5595,1384,329,13041,764,499,99,19,1376,6494,6100,1481,345,14423,1963,944,204,53,3169,8457,7036,1692,404,17589
