SA3_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
10102,2727,64,6,2794,22,0,0,0,22,0,0,0,21,0,0,21,24,4,3,0,33,0,0,0,33,3,0,37,46,4,3,0,50,0,0,0,52,4,0,58,2417,246,70,31,2760,16,0,17,2773,63,6,2849,312,28,9,4,355,5,0,6,364,40,0,402,0,0,0,0,0,0,0,0,0,0,6,11,2729,275,74,37,3122,24,3,21,3144,100,11,3257,884,77,28,7,988,8,3,8,1002,47,0,1043,495,60,13,10,573,4,0,4,577,17,3,594,41,3,3,4,49,0,0,0,49,0,0,48,3,0,0,6,15,0,0,0,15,0,0,17,1422,138,41,19,1624,9,3,11,1636,62,4,1710,19,0,0,0,19,0,0,0,20,0,0,20,14,0,0,0,9,0,0,0,16,0,0,17,28,0,0,0,27,7,0,7,35,0,0,36,1452,141,41,19,1653,17,3,17,1673,63,4,1744,130,13,6,0
10103,624,21,5,650,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,6,0,0,6,7,0,0,0,7,0,0,0,11,0,0,11,545,75,10,7,629,0,0,0,637,21,5,658,81,19,6,0,105,0,0,0,105,25,0,128,0,0,0,0,0,0,0,0,0,0,0,0,620,94,8,6,735,0,0,0,742,48,5,787,172,15,6,0,193,0,0,0,195,24,0,220,183,23,4,3,216,0,0,0,216,5,0,219,3,0,3,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,6,366,47,10,5,425,0,0,0,421,24,4,456,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,8,0,0,0,8,0,0,8,372,47,10,5,435,0,0,0,431,24,4,458,44,12,0,0
10104,1857,101,4,1961,6,6,0,0,9,0,0,0,8,0,0,9,5,4,0,0,7,4,4,7,9,4,0,12,7,4,0,0,9,0,4,3,14,7,0,21,1470,291,51,37,1848,21,9,28,1871,106,4,1984,215,60,16,8,302,6,0,7,313,107,0,413,4,0,0,5,14,0,0,0,14,4,10,24,1691,350,69,52,2159,29,7,34,2196,213,15,2424,460,83,11,4,559,4,0,4,568,26,0,599,493,101,17,3,616,7,6,5,628,27,0,657,28,0,11,0,38,0,0,0,38,5,0,44,4,0,0,20,19,0,0,0,19,5,0,29,987,190,37,30,1243,6,6,10,1252,71,4,1326,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,9,0,0,13,4,0,0,0,10,0,0,0,16,0,0,12,999,193,35,30,1250,6,6,10,1265,71,4,1341,96,41,7,3
10105,1172,68,3,1242,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,4,0,4,21,3,0,24,20,7,0,0,21,3,0,3,22,3,0,23,1011,122,34,18,1183,7,0,7,1197,68,3,1265,149,46,9,5,207,10,12,18,224,56,0,277,3,0,0,0,6,0,0,0,6,0,7,14,1163,165,41,26,1393,21,12,30,1422,119,9,1555,308,30,3,0,342,0,0,0,342,18,0,360,266,37,13,0,316,5,0,5,321,17,0,341,12,0,4,0,17,0,0,0,19,4,0,18,6,0,0,4,11,0,0,0,11,4,0,11,595,68,20,6,689,5,0,5,692,35,0,730,0,0,0,0,0,0,0,0,3,0,0,3,12,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,12,0,0,0,15,0,0,16,604,66,20,6,696,3,0,3,702,37,0,739,78,22,5,4
10106,1452,42,5,1497,5,0,0,0,5,0,0,0,5,3,0,10,18,0,0,0,18,3,0,3,19,0,0,19,22,0,0,0,22,3,0,3,24,3,0,28,1295,133,16,22,1468,12,4,15,1481,42,5,1527,198,41,19,9,259,12,6,18,278,60,5,343,0,0,0,4,8,0,0,0,8,0,9,16,1494,170,37,37,1730,20,11,31,1766,106,17,1888,421,42,3,6,460,0,0,5,467,20,0,492,396,43,8,5,454,0,0,0,450,17,0,469,23,0,7,0,33,0,0,0,28,0,0,28,0,0,0,8,11,0,0,0,11,0,0,11,838,81,18,19,954,4,0,6,959,40,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,14,0,0,14,10,0,0,0,10,6,0,6,15,0,0,15,848,81,18,19,963,3,0,10,971,40,0,1013,109,23,5,0
10201,6007,265,10,6278,25,15,0,0,40,5,5,6,51,6,0,59,67,14,0,4,85,0,4,3,93,12,0,97,93,25,0,9,125,9,4,14,136,17,0,158,4666,983,336,79,6064,58,22,78,6146,281,10,6434,998,209,68,24,1302,23,8,27,1328,172,4,1504,9,0,0,3,18,0,0,0,18,0,22,38,5671,1192,405,105,7379,86,26,111,7488,452,36,7978,1163,216,52,8,1436,14,7,19,1455,106,0,1561,1400,312,77,9,1803,14,5,24,1828,84,8,1912,198,38,49,0,290,0,0,0,293,12,0,303,16,4,0,21,43,4,0,0,49,4,0,54,2775,576,181,45,3577,36,12,43,3623,200,8,3835,11,3,0,0,22,3,4,8,29,3,0,29,29,10,5,0,43,0,0,0,43,3,0,45,43,20,5,0,59,3,4,6,67,8,0,79,2818,592,186,48,3637,40,13,51,3691,211,8,3907,477,99,39,7
10202,4863,246,18,5124,15,8,0,4,23,5,0,7,36,5,0,39,52,21,6,0,77,4,0,6,83,4,0,91,66,31,6,3,102,8,4,11,120,12,0,127,3709,846,294,72,4918,48,15,60,4978,255,18,5248,900,230,88,23,1234,35,11,42,1278,240,5,1521,8,0,0,14,21,0,0,0,21,0,25,52,4615,1071,380,110,6176,79,20,102,6277,491,48,6817,878,163,59,0,1109,17,0,21,1127,88,0,1214,1107,267,74,7,1457,9,6,11,1476,77,0,1549,202,61,39,0,304,9,0,9,313,11,0,329,10,4,0,24,43,0,0,0,43,3,0,51,2196,496,183,36,2913,35,8,45,2960,182,3,3149,20,6,0,3,27,3,0,0,27,3,0,30,24,7,3,0,34,6,0,5,39,4,0,41,35,16,3,3,57,6,0,10,66,6,0,70,2233,511,181,37,2972,39,10,50,3025,184,3,3213,455,114,34,21
10301,1590,61,5,1654,6,0,0,0,10,4,0,4,12,0,0,12,23,3,0,0,24,0,0,0,28,0,0,32,27,3,0,0,36,4,0,4,39,0,0,44,1429,148,23,16,1618,8,3,15,1629,61,5,1695,236,54,6,9,303,7,0,7,310,62,0,377,0,0,0,0,3,0,0,0,3,0,8,15,1665,199,32,27,1921,21,3,24,1950,125,21,2089,478,39,19,3,539,0,0,0,547,21,0,565,376,49,10,5,431,0,0,5,432,20,0,450,28,0,11,0,42,0,0,0,42,0,0,45,4,0,0,0,0,0,0,0,7,0,6,8,882,89,34,8,1018,7,0,8,1023,35,7,1065,3,0,0,0,5,5,0,5,6,0,0,6,3,5,0,0,7,0,0,0,13,0,0,12,10,3,0,0,8,6,0,5,18,0,0,18,892,96,34,8,1026,10,5,16,1040,38,7,1087,116,27,0,0
10302,1728,37,0,1771,8,0,3,0,8,5,0,5,18,0,0,18,8,3,5,0,14,0,0,3,20,0,0,20,14,3,4,0,24,11,0,10,36,0,0,36,1561,133,26,25,1744,19,8,25,1764,37,0,1808,248,29,3,12,293,12,6,10,307,79,0,383,3,0,0,0,3,0,0,0,3,0,3,12,1816,164,27,32,2040,24,9,37,2078,117,4,2198,468,47,8,5,520,7,5,4,530,14,0,546,470,45,4,3,524,0,0,0,528,25,0,553,24,6,4,0,31,3,0,3,37,0,0,37,9,0,0,16,25,0,0,0,25,0,0,23,967,98,15,22,1107,5,5,11,1117,38,0,1157,13,5,0,0,15,0,0,0,15,0,0,15,7,3,0,0,10,0,4,0,14,0,0,14,21,4,0,0,25,0,4,0,30,0,0,30,983,101,18,22,1128,8,9,16,1142,38,0,1180,137,18,4,9
10303,1528,41,0,1571,8,5,0,0,9,0,0,4,13,0,0,13,13,0,0,0,19,0,3,5,22,0,0,23,18,0,0,0,22,3,0,3,27,0,0,31,1329,130,49,21,1532,21,7,25,1558,42,0,1601,247,49,15,10,326,3,4,7,335,73,0,406,0,0,0,3,4,0,0,0,4,0,6,9,1575,178,64,37,1858,29,12,33,1894,118,9,2022,313,25,4,4,343,0,0,0,348,16,0,366,417,50,18,4,493,9,0,9,498,19,5,522,28,4,7,0,50,0,0,0,47,0,0,46,7,0,0,5,13,0,0,0,13,0,0,15,767,77,32,11,897,7,0,7,911,38,6,948,4,0,0,0,4,0,0,0,7,0,0,5,7,0,0,0,6,0,0,0,6,0,0,10,8,0,0,0,9,0,0,0,10,6,0,12,781,80,32,11,905,9,0,9,922,37,6,961,124,18,5,4
