SA3_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
40304,0,0,0,0,0,3,0,0,0,194,10,211,0,0,0,4,0,0,0,18,0,93,4,124,0,0,0,0,0,6,0,21,0,64,0,96,0,0,0,0,0,4,0,9,0,59,0,75,5,4,4,0,0,9,0,35,10,393,0,460,3,9,0,4,3,16,0,99,4,287,6,427,5,26,0,14,3,39,5,190,27,2323,25,2660,15,66,6,38,7,123,10,267,14,1409,14,1965,32,100,0,82,6,265,10,236,40,1202,14,1990,75,182,6,279,19,257,31,218,29,996,10,2096,87,88,9,285,25,198,18,122,16,295,0,1136,200,92,11,379,35,189,21,67,10,247,0,1248,947,148,24,725,96,294,35,86,31,211,6,2602,735,81,18,495,54,97,24,35,13,82,5,1624,544,36,3,239,24,61,17,21,5,40,6,995,276,23,8,99,18,16,5,7,0,10,0,464,338,24,9,130,22,83,8,18
40401,0,0,0,0,0,0,0,5,0,183,3,196,0,0,0,0,0,0,0,3,3,82,0,89,0,0,0,0,0,0,0,10,0,51,0,71,0,0,0,0,0,0,0,6,3,36,5,46,0,13,0,0,0,6,0,26,4,257,7,307,0,9,0,0,0,11,0,47,7,141,0,216,4,27,0,0,0,19,0,94,5,1222,16,1386,7,44,0,24,0,63,4,124,8,708,3,996,12,78,5,54,0,120,5,150,10,598,10,1050,48,117,7,140,8,118,10,101,13,535,3,1104,46,56,4,172,10,94,3,72,9,185,3,657,129,53,0,211,10,112,9,51,7,152,5,740,600,102,9,430,35,181,10,70,16,162,0,1611,578,59,6,297,38,73,18,53,8,94,3,1212,479,24,3,190,23,55,7,25,5,52,0,871,353,11,5,104,12,21,4,8,0,14,0,533,607,40,9,168,33,95,7,33
40402,0,0,0,0,0,0,0,0,0,110,3,116,0,0,0,0,0,0,0,9,0,28,0,33,0,0,0,0,0,0,0,11,0,18,0,29,0,0,0,0,0,0,0,5,0,12,0,19,0,5,0,0,0,5,0,17,0,135,0,162,0,0,0,0,0,4,0,35,0,80,0,118,7,13,0,0,0,20,0,49,0,641,9,749,0,30,5,8,0,38,0,64,6,276,4,431,5,43,0,28,5,77,3,69,9,240,0,484,28,52,3,91,0,83,5,46,13,188,4,521,28,28,0,101,8,71,3,29,10,68,0,349,64,30,0,95,5,39,4,23,7,56,0,327,301,46,5,216,24,104,4,33,15,46,0,801,302,21,4,150,27,44,7,9,5,31,0,594,237,13,0,85,11,21,3,9,4,6,0,399,131,8,0,36,10,16,0,0,0,3,0,211,209,16,4,73,14,41,0,5
40403,0,0,0,0,0,3,0,0,0,96,3,103,0,0,0,0,0,0,0,3,0,38,0,48,0,0,0,0,0,3,0,6,0,21,0,31,0,0,0,0,0,0,0,8,0,9,0,26,0,4,0,0,0,0,5,12,3,123,0,150,0,3,0,4,0,8,4,33,4,59,0,112,3,17,0,5,0,7,0,51,6,541,6,641,0,34,3,9,0,30,0,71,10,310,0,465,12,63,0,35,4,73,6,67,5,297,3,562,27,108,3,98,5,98,11,67,5,238,3,665,30,50,0,104,9,60,8,52,5,100,0,413,65,43,0,150,4,47,6,34,3,70,0,431,305,65,8,285,20,102,10,38,7,92,0,946,371,41,5,162,7,24,7,23,0,30,4,682,245,25,0,112,16,34,8,10,6,22,4,478,198,6,7,63,8,20,0,7,0,12,0,313,312,14,7,94,10,42,0,12
40501,6,5,0,0,0,0,0,0,0,62,0,78,0,0,0,0,0,0,0,8,0,17,0,27,0,0,0,0,0,0,0,5,3,18,0,33,0,0,0,0,0,0,0,8,0,10,0,24,0,10,4,6,0,0,0,15,0,85,0,122,0,0,0,3,0,3,0,16,4,70,0,104,3,17,0,0,0,6,0,33,3,504,9,582,13,18,0,12,0,36,7,62,4,286,0,437,12,29,0,34,0,49,3,62,7,265,5,467,31,48,0,66,8,73,8,54,6,238,5,524,35,23,0,67,6,38,3,25,3,58,0,268,47,33,0,90,12,53,6,18,6,58,4,323,215,41,4,160,18,84,3,32,4,56,0,603,146,14,5,90,13,28,0,9,0,24,0,333,116,13,5,67,16,19,0,8,0,12,0,250,60,6,0,28,3,8,3,6,0,5,0,119,116,11,4,52,9,17,6,6
40502,3,0,0,5,0,4,0,0,0,32,0,42,0,0,0,0,0,0,0,3,0,15,0,17,0,0,0,0,0,5,0,3,0,15,0,19,0,0,0,0,0,0,0,3,0,9,0,15,0,5,0,7,0,4,0,11,0,79,0,111,4,0,0,0,0,6,0,15,0,42,0,67,5,17,0,5,0,14,0,43,7,369,15,465,14,19,0,19,5,18,0,46,3,206,4,341,13,20,0,29,3,41,3,39,3,146,0,310,19,30,0,56,5,49,11,28,8,131,7,334,14,11,0,44,6,27,0,15,3,27,0,144,47,14,5,53,4,24,5,12,5,36,3,201,106,21,7,114,9,35,6,10,4,30,0,350,81,8,3,71,6,17,4,0,8,11,0,213,43,5,4,31,0,10,0,9,5,5,7,121,29,4,0,7,3,5,0,0,0,0,0,45,49,13,0,39,3,7,0,0
40503,8,0,0,3,0,0,0,0,0,35,0,52,0,0,0,0,0,0,0,6,0,12,0,26,0,0,0,0,0,0,0,3,0,10,0,14,0,0,0,0,0,0,0,3,0,12,0,18,6,3,0,8,0,0,0,10,0,101,0,136,3,4,0,0,0,4,0,17,0,53,0,82,9,7,3,12,0,12,5,44,5,507,14,601,10,9,5,11,0,15,0,76,0,221,0,353,14,30,0,19,0,33,4,39,4,146,0,295,31,20,5,58,4,46,5,23,3,151,4,345,16,6,3,41,3,32,0,5,4,27,0,146,33,12,0,50,4,32,0,16,4,31,0,184,117,18,3,101,8,40,5,10,5,20,0,329,103,3,7,62,6,15,9,5,0,14,0,220,65,10,0,36,8,13,8,0,0,9,0,144,57,0,0,18,0,3,0,0,0,3,0,79,63,0,0,26,0,10,3,0
40504,3,3,0,3,0,3,0,7,0,60,0,77,0,3,0,4,0,0,3,4,0,47,0,59,0,5,0,0,0,0,0,10,0,21,0,40,0,0,0,0,0,0,0,0,0,22,0,27,6,5,0,0,0,5,0,10,0,119,4,151,0,0,0,4,0,6,0,26,3,63,0,108,8,12,0,12,0,7,0,57,5,740,14,852,6,14,6,12,3,25,3,56,7,344,8,490,14,21,0,29,0,38,4,53,6,245,3,405,24,33,0,59,3,34,3,52,13,237,3,465,13,21,0,46,4,33,3,22,6,55,0,204,37,16,0,75,4,24,4,8,6,67,0,234,80,22,0,101,8,39,4,20,10,65,0,341,71,15,5,57,8,22,0,4,0,33,0,217,45,7,4,44,7,11,3,0,0,22,6,145,24,3,0,11,0,0,3,0,0,12,0,55,40,13,0,33,3,16,7,9
40601,7,0,0,6,0,0,0,0,0,85,0,109,0,0,0,3,0,0,0,4,0,36,0,45,0,0,0,0,0,3,0,7,0,19,0,38,0,0,0,0,0,0,0,4,0,24,0,31,8,5,0,0,0,6,4,25,9,168,3,223,4,4,0,4,0,7,0,32,4,99,0,146,9,10,3,7,0,22,0,56,10,748,21,888,12,26,3,20,0,45,6,82,6,356,9,571,19,50,6,33,3,66,6,74,13,292,0,573,45,55,0,111,3,87,12,70,11,275,5,696,27,20,0,82,8,63,3,29,10,50,0,294,91,27,7,121,4,59,3,16,8,79,3,431,221,47,6,212,20,106,21,35,11,75,3,757,235,19,14,151,21,31,12,14,5,35,0,535,161,16,4,104,19,23,0,6,0,20,0,363,93,8,3,48,4,3,4,0,0,5,0,180,151,14,6,67,11,28,3,8
40602,8,0,0,0,0,0,0,0,0,19,4,28,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,5,0,4,0,10,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,15,0,54,0,75,0,0,0,0,0,3,0,6,0,19,0,36,0,0,0,0,0,4,0,27,3,209,5,258,0,3,0,4,0,13,0,31,0,110,0,180,7,9,0,9,0,23,4,26,3,109,0,188,15,17,0,25,4,26,3,17,4,63,0,182,19,7,0,32,0,30,0,6,4,25,0,130,23,11,0,35,0,16,3,4,5,26,0,128,101,12,5,66,10,24,3,10,5,18,0,258,81,4,0,55,11,10,8,0,4,3,4,178,99,0,3,33,9,9,3,0,5,0,0,165,61,3,0,13,5,3,0,0,0,0,0,89,124,0,0,26,6,23,4,6
40701,6,3,0,0,0,0,0,0,0,129,5,144,0,5,0,0,0,0,0,8,0,53,0,68,0,0,0,0,0,0,0,6,0,37,0,56,0,0,0,0,0,0,0,8,0,48,0,57,8,11,0,5,0,3,0,32,0,227,5,298,3,10,0,4,0,7,6,54,7,155,0,234,14,30,3,10,0,22,0,103,10,1309,24,1532,12,49,4,27,0,42,3,143,16,868,4,1173,25,87,10,37,0,71,11,143,20,746,3,1146,34,105,5,132,0,69,13,102,17,598,6,1089,26,49,4,82,0,49,5,31,10,156,6,420,76,59,5,99,7,44,3,28,14,161,3,495,143,76,7,199,16,71,11,54,17,149,3,749,128,35,12,94,12,30,4,20,3,82,0,420,90,13,4,75,0,15,10,8,3,49,3,262,44,12,0,36,6,8,0,8,0,13,0,125,92,17,3,69,7,43,11,17
40702,11,4,0,0,0,6,4,4,0,117,5,151,0,4,0,0,0,3,0,9,0,48,0,65,0,0,0,0,0,5,0,11,0,22,0,41,0,0,0,0,0,0,0,3,0,27,0,35,3,0,0,6,0,3,0,19,0,181,5,225,4,5,0,9,0,4,0,39,4,104,6,175,12,27,3,11,0,22,0,99,4,892,20,1098,16,39,3,24,3,60,7,94,22,420,11,708,26,45,4,51,6,101,6,98,10,263,3,616,77,62,3,157,10,93,22,72,17,286,10,811,59,30,0,141,8,86,12,36,9,72,3,457,135,59,13,195,24,71,10,31,7,76,0,616,419,53,9,317,21,90,21,30,12,84,4,1066,281,31,9,176,16,30,12,12,0,21,0,594,186,37,4,122,8,22,4,12,5,27,0,418,104,11,6,59,7,8,3,5,0,17,0,216,179,15,10,102,8,36,0,14
40703,10,0,0,3,0,5,0,4,5,127,9,158,0,0,0,0,0,0,0,0,3,71,4,79,0,0,0,0,0,5,0,10,4,33,0,48,0,0,0,0,0,0,0,9,0,28,0,45,16,17,6,7,3,3,0,31,0,240,4,324,6,12,0,0,3,7,0,39,3,145,0,227,24,41,8,27,0,40,7,111,13,1274,19,1563,27,38,0,29,6,67,4,129,20,574,11,920,42,78,5,68,12,126,5,129,13,436,3,916,79,86,9,199,8,106,25,78,17,411,11,1027,71,33,6,143,6,75,10,36,13,85,0,470,153,38,9,160,12,56,9,18,9,86,3,562,401,53,12,282,30,67,10,19,15,73,5,976,261,23,6,135,15,18,12,10,0,28,0,515,141,19,0,85,17,9,4,8,0,27,0,317,60,6,0,29,6,7,0,5,0,7,0,116,124,18,11,66,6,26,0,9
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,5,0,0,3,0,0,0,0,0,82,3,97,0,3,0,0,0,0,0,8,0,50,4,58,0,5,0,0,0,0,0,4,0,40,0,48,0,0,0,0,0,0,0,4,0,26,0,32,5,10,3,9,0,0,0,28,0,142,0,191,0,11,0,0,0,6,3,31,0,87,0,139,3,12,0,3,0,13,0,63,11,601,14,720,10,30,6,7,0,17,5,78,13,339,8,519,15,59,9,34,0,41,3,87,16,397,6,666,32,101,8,109,3,49,9,76,4,303,4,706,25,41,3,101,7,49,6,32,0,96,0,366,61,46,10,111,9,41,8,37,3,123,0,442,217,67,14,228,30,80,16,32,11,116,6,821,184,30,10,175,15,31,5,16,9,56,3,532,127,26,7,93,15,19,9,3,9,40,0,350,89,7,3,48,3,10,11,0,0,15,0,196,163,44,7,101,17,44,8,15
50102,0,0,0,0,0,0,0,4,6,195,6,214,8,3,0,0,0,0,0,9,0,72,0,96,0,0,0,0,0,0,0,11,6,54,0,75,0,0,0,0,0,3,0,13,0,51,0,69,4,9,0,6,4,3,0,29,3,276,8,343,0,6,0,6,4,18,0,58,7,159,0,252,0,24,0,9,0,29,4,118,20,1303,21,1524,9,27,5,6,0,48,5,126,9,650,6,906,17,77,5,41,6,107,8,130,18,531,10,952,53,65,6,134,10,133,6,131,18,464,11,1025,56,41,3,121,9,133,10,62,17,107,0,555,107,35,3,174,14,146,9,40,17,140,0,695,406,69,19,373,28,252,23,62,33,146,4,1419,367,46,12,373,33,65,20,24,15,52,0,1014,354,22,16,224,36,75,19,16,9,36,4,823,223,6,5,89,23,20,9,6,4,6,0,387,427,36,19,188,36,107,17,30
50103,3,4,0,7,0,3,0,3,0,49,3,68,4,0,0,0,0,3,0,8,0,29,0,48,0,0,0,0,0,0,0,0,0,23,0,28,0,0,0,0,0,0,0,3,0,12,0,18,7,12,5,5,0,5,0,18,5,81,4,137,0,4,0,0,0,5,0,14,4,58,5,88,11,11,5,4,0,13,6,33,5,354,4,443,12,22,3,14,0,23,5,39,0,171,6,294,21,37,4,29,0,31,0,44,4,120,0,291,23,35,0,61,10,23,4,35,3,121,4,316,11,12,0,36,0,26,0,10,0,26,0,141,44,20,5,38,5,20,3,9,10,32,0,193,109,31,5,104,9,45,5,10,9,29,0,360,73,14,7,76,11,16,4,6,5,12,0,220,56,4,0,59,8,18,0,5,5,16,0,173,51,5,0,18,6,0,0,0,0,0,0,89,78,13,9,31,5,28,3,3
50201,3,0,0,0,0,3,0,3,0,272,0,286,0,0,0,0,0,0,0,12,5,97,3,122,0,4,0,0,0,0,0,12,5,79,0,98,0,0,0,0,0,0,0,13,0,62,0,81,0,9,0,0,0,0,0,34,5,366,3,424,3,10,0,0,0,9,0,60,3,214,4,306,4,14,0,3,0,20,0,109,8,1908,13,2081,9,35,4,17,4,48,3,155,19,1040,10,1352,19,55,4,37,0,94,7,152,16,874,5,1266,36,73,0,114,6,137,6,99,18,732,9,1219,35,43,4,112,6,123,4,51,13,186,6,577,59,35,3,130,13,119,7,42,16,195,0,624,261,66,12,296,27,269,22,66,38,196,0,1255,285,39,17,272,32,75,25,22,11,79,0,847,267,16,6,177,28,83,6,18,18,53,4,676,174,5,6,68,23,14,11,6,4,28,0,339,350,25,18,165,37,134,12,36
50301,0,0,0,0,0,5,0,0,0,112,0,117,0,0,0,0,0,0,0,5,0,45,0,60,0,0,0,0,0,0,0,11,0,28,0,38,0,0,0,0,0,0,0,3,0,13,0,20,0,0,0,0,0,0,0,12,0,89,6,110,0,4,0,0,0,0,0,20,0,53,0,76,0,9,0,0,0,3,5,37,0,202,5,257,0,17,0,10,0,18,0,35,0,180,0,267,0,40,0,18,7,20,4,55,7,248,0,391,0,34,0,21,4,26,0,61,9,288,0,456,4,18,0,44,0,28,0,39,0,119,0,263,9,22,0,32,5,41,0,43,5,209,0,373,75,49,0,78,4,88,0,66,7,271,5,643,107,29,0,109,15,31,6,70,8,177,0,535,109,34,0,86,11,61,3,57,6,126,0,496,108,14,0,49,4,17,0,38,0,84,0,318,610,155,18,397,42,360,22,243
50302,0,3,0,0,0,0,0,0,4,163,3,188,0,0,0,0,0,0,0,7,0,46,0,57,0,4,0,0,0,0,0,14,3,34,0,53,0,0,0,0,0,0,0,9,0,17,0,33,3,7,0,0,0,3,0,22,0,104,0,144,0,10,0,0,0,5,0,36,5,70,0,122,3,30,0,8,0,15,5,60,10,329,4,460,5,63,0,13,0,34,5,87,9,225,0,446,14,106,4,38,6,67,4,81,7,277,4,613,23,158,0,144,0,116,11,91,8,275,0,824,34,75,0,167,10,101,11,60,11,108,5,567,112,52,4,181,8,102,8,61,14,150,0,685,511,112,4,402,27,219,9,94,10,182,3,1581,566,74,8,362,29,97,11,72,9,116,0,1353,571,40,12,248,22,120,4,45,16,63,0,1133,527,39,3,134,28,39,6,23,0,35,0,845,1779,121,26,547,101,368,21,97
50401,0,0,0,0,0,0,0,4,0,166,3,169,0,0,0,0,0,0,0,6,0,65,0,74,0,4,0,0,0,0,0,6,3,11,0,23,0,0,0,0,0,0,0,5,0,31,0,39,0,0,0,0,0,4,0,27,0,182,4,225,0,5,0,4,0,13,0,34,5,108,4,168,0,14,0,4,0,24,0,78,3,757,7,895,3,26,0,8,0,49,3,90,3,348,7,545,6,57,4,33,0,85,0,77,6,309,5,578,36,80,0,107,0,107,4,81,12,265,6,706,27,54,0,122,6,84,0,46,6,54,0,398,71,39,6,148,3,89,3,27,5,79,0,463,410,52,6,288,34,158,6,49,13,82,3,1095,433,37,11,244,26,69,10,16,7,39,0,881,412,14,7,196,22,47,7,4,7,15,4,741,351,9,3,94,19,11,3,4,0,14,0,515,691,25,10,185,51,89,11,17
50402,6,0,0,3,0,0,0,0,0,62,0,70,0,0,0,0,0,0,0,7,0,23,0,31,0,0,0,0,0,3,0,14,0,34,0,50,0,0,0,0,0,0,0,5,0,11,0,20,0,7,0,0,0,0,0,13,4,95,0,114,0,6,0,0,0,6,0,24,0,51,0,92,0,6,0,0,0,3,3,34,4,444,0,502,5,18,0,7,0,27,0,47,4,242,0,350,3,17,0,19,0,45,0,73,0,244,5,416,15,27,0,46,3,45,0,64,6,208,0,428,5,14,0,36,3,64,0,36,3,52,0,224,34,13,3,59,9,44,0,23,3,73,0,264,146,31,0,135,12,105,6,27,9,66,0,553,169,16,10,122,12,35,4,12,7,30,0,420,140,9,4,85,16,39,6,10,5,20,0,337,113,8,6,52,11,7,5,4,0,4,0,211,224,7,15,105,23,54,6,15
50403,0,3,0,0,0,4,0,3,5,265,0,283,0,0,0,0,0,0,0,10,0,70,0,87,0,3,0,0,0,0,0,16,0,39,0,63,0,0,0,0,0,0,0,3,0,30,0,40,0,7,0,3,0,8,0,36,0,195,0,246,0,9,0,0,0,13,3,53,3,128,6,218,3,24,4,7,0,41,3,99,12,967,13,1171,9,29,0,14,0,77,4,133,6,456,0,733,21,71,0,61,4,179,3,137,14,381,8,879,61,98,6,176,9,185,12,97,10,331,5,986,57,61,3,182,6,149,13,60,9,103,4,648,176,46,7,221,14,139,17,31,15,74,3,744,689,89,18,517,47,280,23,58,28,81,3,1832,688,47,17,342,39,80,21,28,6,48,0,1312,555,22,15,197,34,76,8,20,5,37,3,974,362,17,12,101,42,16,8,11,0,7,0,576,523,25,17,168,52,126,15,15
50501,0,3,0,0,0,5,0,13,3,294,3,320,0,0,0,0,0,0,0,15,4,128,3,155,0,3,0,0,0,3,0,23,0,85,0,116,0,0,0,0,0,0,0,15,6,65,0,87,0,16,0,0,0,6,0,36,10,348,0,410,5,14,3,5,0,3,3,67,7,200,3,301,4,31,0,7,0,40,7,138,15,1247,5,1502,3,51,4,12,0,52,3,181,21,901,5,1237,7,81,0,57,9,118,7,209,17,928,6,1446,22,129,0,108,8,154,12,207,24,840,4,1506,34,58,3,163,13,181,10,127,19,291,4,898,85,73,7,201,11,154,7,97,13,288,4,948,462,127,21,441,49,336,25,139,32,285,3,1926,627,86,8,467,55,126,34,53,15,127,0,1603,568,67,15,319,42,137,13,36,14,87,4,1293,445,31,5,177,30,41,15,12,3,35,0,799,963,87,36,404,82,284,16,76
50502,3,0,3,0,0,0,0,9,0,386,3,414,0,4,0,0,0,3,0,13,3,126,6,159,0,0,0,0,0,3,0,31,7,85,0,123,0,0,0,0,0,0,0,16,3,51,0,75,0,6,0,5,0,0,3,52,4,406,5,479,0,19,0,3,0,10,0,87,7,219,3,349,0,42,8,4,0,31,8,159,9,1442,28,1725,8,69,0,27,0,88,6,181,13,852,8,1246,24,142,5,69,4,174,13,197,17,804,7,1446,62,208,9,256,4,191,15,205,11,675,23,1658,76,101,5,290,11,167,11,92,11,220,3,989,164,111,3,306,27,151,15,90,11,253,4,1140,834,170,22,699,51,323,26,117,29,320,10,2602,902,102,9,557,65,117,20,67,9,146,8,1993,864,46,14,380,48,139,26,52,7,81,6,1658,692,30,16,203,33,48,14,17,3,42,0,1100,1711,97,32,497,97,250,32,104
