SA2_CODE_2021,C21_650_799_1PF_1C,C21_650_799_1PF_2C,C21_650_799_1PF_3C,C21_650_799_1PF_4mC,C21_650_799_Tot,C21_800_999_1PF_1C,C21_800_999_1PF_2C,C21_800_999_1PF_3C,C21_800_999_1PF_4mC,C21_800_999_Tot,C21_1000_1499_1PF_1C,C21_1000_1499_1PF_2C,C21_1000_1499_1PF_3C,C21_1000_1499_1PF_4mC,C21_1000_1499_Tot,C21_1500_1999_1PF_1C,C21_1500_1999_1PF_2C,C21_1500_1999_1PF_3C,C21_1500_1999_1PF_4mC,C21_1500_1999_Tot,C21_2000_2499_1PF_1C,C21_2000_2499_1PF_2C,C21_2000_2499_1PF_3C,C21_2000_2499_1PF_4mC,C21_2000_2499_Tot,C21_2500_2999_1PF_1C,C21_2500_2999_1PF_2C,C21_2500_2999_1PF_3C,C21_2500_2999_1PF_4mC,C21_2500_2999_Tot,C21_3000_3999_1PF_1C,C21_3000_3999_1PF_2C,C21_3000_3999_1PF_3C,C21_3000_3999_1PF_4mC,C21_3000_3999_Tot,C21_4000more_1PF_1C,C21_4000more_1PF_2C,C21_4000more_1PF_3C,C21_4000more_1PF_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_1PF_1C,C21_Par_inc_st_1PF_2C,C21_Par_inc_st_1PF_3C,C21_Par_inc_st_1PF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_1PF_1Ch,C21_All_inc_ns_1PF_2C,C21_All_inc_ns_1PF_3C,C21_All_inc_ns_1PF_4mC,C21_All_inc_ns_Tot,C21_Tot_1PF_1C,C21_Tot_1PF_2C,C21_Tot_1PF_3C,C21_Tot_1PF_4mC,C21_Tot_Tot
505011078,10,13,0,0,26,28,8,4,0,39,72,30,8,0,108,53,19,4,6,78,26,20,3,0,45,18,6,0,0,18,16,12,3,0,32,9,11,5,0,21,22,14,8,0,39,5,0,0,0,5,273,135,31,6,451
505011079,15,8,0,0,20,12,12,4,0,24,34,27,5,0,66,18,12,5,0,41,23,10,4,0,44,5,9,0,0,17,9,10,0,0,24,8,8,3,0,24,7,16,11,3,38,0,0,0,0,0,168,125,33,5,328
505011080,10,4,0,0,19,6,6,0,0,15,19,19,3,0,35,28,7,3,0,38,14,6,8,4,27,10,3,0,0,11,8,10,3,0,14,9,8,4,0,15,12,5,5,0,24,0,0,0,0,0,125,84,22,12,237
505011081,20,0,0,6,26,18,15,10,0,41,53,21,8,0,77,35,17,7,0,65,41,21,0,0,63,11,5,3,0,18,11,13,0,0,17,4,13,0,0,15,14,13,4,4,28,3,0,0,0,6,229,130,33,8,401
505011082,9,8,0,0,16,11,5,0,0,15,31,12,6,0,44,28,5,7,0,37,15,11,7,0,29,7,3,5,0,13,9,4,0,0,9,14,15,11,0,39,8,10,0,0,17,0,0,0,0,0,136,79,29,5,250
505011083,10,6,0,0,18,15,8,3,0,20,36,23,3,0,70,34,25,10,0,69,25,12,7,0,43,15,7,0,0,18,8,12,0,0,19,4,8,0,0,18,16,15,0,0,31,0,0,0,0,4,177,130,36,6,338
505021084,30,9,0,0,36,53,18,4,0,74,98,39,11,4,149,75,38,6,4,124,72,28,9,0,104,21,15,0,0,39,12,9,0,0,24,8,8,0,0,15,23,19,3,4,55,6,0,0,0,5,465,215,47,16,737
505021085,67,44,9,6,128,88,32,15,4,143,176,74,18,12,282,86,46,12,6,150,60,27,4,4,91,14,13,0,3,37,13,11,0,4,30,6,5,0,3,15,31,23,11,11,77,3,12,4,4,18,702,360,105,83,1252
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,36,8,3,0,49,47,27,8,4,76,95,46,8,0,154,61,39,6,0,107,56,40,11,0,106,25,7,3,0,35,22,14,4,3,43,19,15,5,0,43,34,25,11,0,73,3,0,0,0,4,490,251,69,10,812
505021089,18,7,4,0,28,23,15,5,3,39,71,29,7,0,104,50,38,5,7,101,45,26,7,4,81,23,9,0,0,32,8,19,3,0,32,22,21,10,0,48,18,19,6,0,44,5,0,0,0,7,330,203,46,11,593
505021090,57,29,10,3,97,91,26,9,3,139,147,64,10,0,222,78,42,4,4,129,51,23,8,0,83,19,12,3,0,32,17,12,4,0,30,10,3,0,0,14,27,24,3,0,59,8,4,0,0,14,649,299,70,30,1048
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
505021092,33,8,7,0,48,40,15,4,0,64,76,39,13,0,125,63,28,4,0,93,56,26,3,3,86,24,12,0,0,33,18,8,0,0,27,15,12,8,0,37,31,18,6,0,63,7,0,0,0,9,429,196,43,5,675
505021093,15,4,5,0,28,34,11,0,0,44,48,19,10,0,73,46,14,4,0,66,27,17,6,0,52,16,3,5,0,30,10,12,0,0,26,6,8,0,0,20,13,16,8,0,36,0,0,0,0,0,269,132,42,7,446
505021094,6,0,0,0,3,16,6,0,0,17,26,6,0,0,36,17,11,0,0,32,23,7,0,0,31,4,0,0,0,9,11,4,0,0,14,8,9,3,0,23,7,12,0,0,24,4,0,0,0,8,129,66,11,0,210
505021095,23,5,7,0,37,37,7,3,0,52,73,17,0,0,89,46,18,11,0,71,41,20,3,0,64,9,10,0,0,18,15,3,0,0,20,5,10,3,0,22,18,13,6,0,30,7,0,0,0,10,337,115,32,7,491
505021096,12,17,0,0,29,21,4,3,0,26,50,23,4,3,78,57,22,4,3,84,40,13,9,0,63,21,9,0,0,29,23,6,5,0,37,27,22,5,0,58,14,18,3,0,41,0,0,0,0,3,305,165,39,15,521
505021097,25,16,0,0,41,34,17,4,0,54,91,24,4,5,125,54,23,4,0,78,38,21,0,0,64,19,7,0,0,21,15,10,0,0,28,15,15,4,0,35,22,18,11,0,43,8,0,0,0,6,366,169,38,7,582
505021301,16,8,0,0,19,24,5,3,0,28,49,19,4,0,70,37,20,0,0,64,35,9,0,0,39,21,8,0,0,31,13,16,0,0,28,6,9,4,0,14,15,13,4,3,32,0,0,0,0,0,252,107,30,9,398
505021302,25,12,3,0,38,37,16,5,0,59,70,33,3,0,110,56,15,7,3,81,49,15,4,0,72,32,12,0,0,49,12,7,6,0,17,13,3,3,0,20,19,13,5,0,35,5,7,0,0,9,369,169,41,6,587
505031098,24,16,5,4,55,38,9,0,8,56,79,29,10,10,129,63,23,13,3,103,42,17,5,0,66,10,7,4,3,26,11,12,0,0,24,0,5,4,0,4,20,23,0,11,53,0,3,0,0,6,361,175,64,48,649
505031099,62,53,21,11,137,90,40,21,7,155,172,88,31,24,317,93,53,22,15,186,60,45,11,5,123,26,18,5,3,52,16,21,3,7,46,13,9,7,4,30,40,38,14,10,92,9,7,4,0,15,735,460,173,96,1453
505031100,39,28,10,3,80,54,28,10,3,110,96,79,18,7,196,71,40,19,3,130,52,35,6,5,91,21,17,0,0,36,18,14,0,6,40,5,9,0,0,17,18,21,10,3,50,8,0,0,0,10,442,328,88,50,914
505031101,38,31,10,0,85,46,22,7,12,87,116,54,10,7,192,72,39,7,6,130,54,25,5,8,99,30,14,6,0,45,17,9,0,0,27,7,3,0,0,17,33,30,5,6,75,4,4,0,0,8,488,280,74,56,901
505031102,29,6,8,3,53,40,18,13,4,67,67,37,13,8,121,40,17,8,0,68,25,20,0,6,45,10,4,4,4,22,5,5,0,3,15,0,0,4,0,8,20,15,8,4,41,8,3,0,0,12,316,162,70,46,594
505031104,27,15,5,3,42,28,14,0,3,46,62,38,12,5,114,50,25,8,6,89,17,13,9,3,50,12,3,5,3,17,13,14,0,0,30,7,7,0,0,11,14,14,0,5,35,3,0,0,0,7,281,172,56,32,536
505031105,30,15,5,4,57,29,29,7,0,63,57,57,19,0,139,48,28,5,0,83,54,42,9,3,107,14,12,11,4,41,26,10,6,4,39,13,15,7,0,42,21,33,13,0,69,9,0,0,0,14,370,269,81,31,753
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505031107,21,17,7,0,45,28,15,4,0,44,51,29,13,6,97,38,29,10,3,75,30,26,3,3,70,7,13,6,0,26,8,10,0,0,24,8,6,0,4,17,17,18,5,3,40,3,0,0,0,8,249,197,52,22,516
505031255,36,20,4,0,64,37,30,7,7,83,88,51,20,4,154,66,32,7,0,110,34,27,9,0,71,13,14,3,0,21,11,14,0,0,24,0,0,0,0,3,16,17,7,3,48,3,0,0,0,6,366,241,63,22,697
505031256,0,0,0,0,4,0,0,0,0,4,0,4,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,8,3,0,24
505031257,6,3,4,0,12,14,7,0,0,17,14,7,0,0,23,8,0,0,3,11,9,3,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,8,3,9,3,20,0,0,0,0,0,82,32,20,5,138
505031258,25,16,5,4,55,37,26,8,4,71,68,30,18,5,122,34,23,0,0,69,29,21,3,0,62,9,7,4,0,17,4,0,5,0,16,0,0,0,0,5,16,15,6,0,36,3,4,0,0,11,270,196,71,25,564
505031303,13,15,5,0,37,26,21,5,4,55,62,31,4,0,104,55,27,7,0,93,26,18,6,0,54,17,7,4,0,23,17,15,0,0,29,11,4,5,0,17,25,12,7,4,43,4,0,4,0,10,291,179,45,18,534
505031304,10,11,7,0,28,12,6,0,0,28,58,24,8,6,93,33,27,10,0,76,29,27,9,0,59,13,9,0,0,30,10,11,3,0,23,6,3,0,3,18,15,13,8,3,37,5,5,0,0,0,218,170,54,24,467
505031305,16,12,0,0,30,20,13,3,0,38,52,31,7,5,93,59,28,3,0,86,27,24,5,4,62,17,13,7,0,40,10,16,4,0,27,6,10,0,0,17,13,16,8,0,33,0,4,0,0,0,252,178,45,14,487
505031306,18,19,9,0,54,38,15,5,0,69,95,47,8,8,155,50,26,6,0,79,32,23,5,0,59,19,11,5,0,38,13,13,6,0,29,0,3,4,0,12,26,25,8,0,57,13,3,0,0,20,357,234,68,21,677
506011110,88,49,28,12,169,101,34,19,9,165,198,80,34,18,325,99,38,13,3,159,53,39,5,7,106,28,16,0,3,47,7,12,6,0,30,4,8,0,0,14,48,29,16,3,94,16,5,4,0,31,835,415,151,84,1488
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,9,17,0,3,28,21,9,3,4,36,53,23,9,3,93,27,14,0,0,41,15,4,3,0,26,8,3,0,0,15,3,5,0,0,11,0,0,3,0,4,14,4,7,0,23,8,6,0,0,6,208,104,40,17,364
506011114,37,16,3,0,53,43,21,13,9,89,79,27,11,6,123,46,12,4,0,70,28,18,3,6,48,12,8,3,0,26,12,9,0,0,16,8,4,0,0,11,23,13,9,0,47,6,4,0,0,10,374,149,64,29,616
506011115,7,6,0,0,14,17,8,6,0,32,39,13,5,0,59,18,8,0,4,33,10,14,3,0,25,5,0,0,0,12,0,4,0,4,13,4,0,0,0,5,7,8,0,0,16,4,0,0,0,0,159,75,25,16,272
506011116,6,0,0,0,8,10,4,0,0,12,21,15,4,4,41,20,13,0,3,29,23,15,0,6,39,8,4,0,0,9,5,4,0,0,15,6,5,0,0,14,8,6,9,0,27,0,0,0,0,4,115,70,21,14,224
506011117,19,15,6,8,46,27,12,5,10,57,82,38,17,8,139,54,22,10,9,95,26,15,6,6,47,13,3,6,0,23,4,3,3,0,14,0,0,0,0,3,11,11,7,3,30,4,3,5,0,13,279,162,76,50,568
506011307,3,10,3,0,15,9,9,4,4,28,42,25,11,5,83,39,23,0,0,65,19,19,3,0,43,8,10,0,0,20,5,10,4,0,20,0,13,7,0,22,9,16,13,0,29,0,0,0,0,0,164,144,45,10,362
506011308,6,8,3,0,23,13,19,3,5,40,52,35,10,0,102,44,25,5,3,73,40,19,3,0,65,10,4,0,0,9,9,11,0,0,26,4,7,0,0,10,8,11,3,0,24,0,0,0,0,4,217,153,38,13,428
506021118,22,14,3,4,47,43,7,4,4,63,64,26,9,4,99,46,26,5,0,77,32,25,5,0,66,20,5,0,0,28,22,8,3,0,31,10,8,8,0,20,13,16,5,0,36,9,3,0,0,11,353,168,58,18,604
506021119,35,10,6,0,49,34,13,0,0,53,79,27,3,6,111,51,19,5,4,75,44,15,6,0,58,19,5,3,0,28,15,10,4,3,29,17,6,0,0,22,19,18,5,3,45,4,0,0,0,3,360,158,39,15,575
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021123,17,13,0,0,29,35,4,0,0,43,54,19,7,0,76,42,13,5,0,61,42,19,3,0,62,20,9,0,0,22,17,8,0,0,26,25,10,0,0,38,13,15,4,0,32,9,0,0,0,6,293,132,28,0,451
506021309,18,19,9,3,41,34,9,0,0,43,68,17,4,5,98,29,15,0,3,49,26,10,3,0,41,6,6,0,0,17,10,5,0,0,14,7,0,0,0,9,14,14,4,0,36,3,0,0,0,11,266,116,43,16,442
506021310,8,12,0,4,26,20,0,4,0,26,34,20,3,0,63,34,13,0,0,47,22,13,5,0,32,12,3,0,0,15,4,7,3,0,15,5,3,0,0,5,11,7,0,4,20,7,0,0,0,7,187,82,21,8,308
506021311,22,3,0,0,28,31,7,4,0,41,55,13,4,0,77,33,10,4,0,48,25,6,0,0,34,15,4,0,0,19,11,3,0,0,18,5,4,0,0,12,6,7,3,0,19,7,0,0,0,7,255,86,21,4,373
506031124,30,3,4,0,41,40,10,9,0,63,65,44,10,7,122,41,30,0,0,73,33,13,4,7,58,16,7,3,0,24,11,9,0,0,29,11,7,0,5,17,26,20,12,3,63,3,0,0,0,12,357,172,60,35,626
506031125,11,4,0,0,17,10,10,0,0,20,32,18,5,3,56,27,28,3,0,55,18,13,9,0,30,13,7,4,0,23,3,5,5,0,17,8,14,0,0,24,13,11,3,0,28,3,0,0,0,3,151,118,31,13,313
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,29,21,4,0,49,41,16,7,0,67,95,33,15,9,139,58,18,0,5,82,41,21,7,0,67,19,9,4,0,28,18,8,3,0,30,0,0,0,3,9,26,11,15,0,61,11,3,0,4,17,392,168,66,35,662
506031128,26,17,9,0,46,37,16,4,0,58,75,37,13,0,130,52,24,3,4,80,51,11,7,0,66,26,10,3,0,35,9,13,0,0,29,7,6,0,0,16,23,13,9,0,47,5,3,0,0,9,377,183,60,7,619
506031129,14,9,0,0,26,31,9,5,0,45,56,35,9,0,94,23,27,8,0,58,40,17,3,0,68,13,6,3,0,24,15,6,3,0,26,12,18,3,0,26,13,20,4,3,35,0,0,0,0,0,260,171,43,12,485
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,18,15,3,3,41,27,15,3,6,52,61,50,11,6,131,38,36,7,4,88,34,41,3,3,85,18,15,5,4,41,11,27,3,0,44,17,13,4,0,33,24,24,8,7,61,0,0,0,0,0,304,262,66,32,662
506041132,46,23,10,3,79,64,20,12,5,103,128,37,13,6,185,69,32,15,8,115,57,30,4,3,100,21,14,0,0,32,15,12,3,3,34,11,8,3,0,19,35,24,7,6,69,11,4,0,0,17,543,252,84,46,925
506041133,21,17,8,0,45,30,11,5,3,55,78,52,20,0,149,58,33,10,4,101,41,19,13,0,74,14,9,13,3,40,19,21,12,0,53,8,13,3,4,31,19,24,5,3,51,3,0,0,0,3,362,247,94,23,726
506041134,72,27,11,13,119,77,24,9,3,117,122,75,19,13,219,87,35,8,0,131,52,29,10,3,89,27,5,5,0,47,12,12,5,7,35,9,3,0,0,12,31,29,12,14,83,17,3,0,3,26,635,331,130,67,1166
506041135,32,25,11,6,73,37,19,7,0,63,89,65,29,10,198,50,40,11,0,108,56,30,10,4,93,19,14,6,0,44,19,19,9,0,47,3,5,4,0,14,27,24,8,6,61,4,4,0,0,11,408,296,117,35,849
506041136,27,21,8,3,54,63,8,11,0,85,87,41,14,0,138,44,18,4,0,72,24,20,10,0,48,17,9,0,0,26,6,11,0,0,15,4,4,3,4,9,25,17,4,3,54,3,0,0,0,5,379,192,72,25,667
506041137,39,23,7,9,81,70,21,11,4,112,144,50,23,11,231,91,39,7,4,137,72,39,10,0,119,29,12,4,0,51,21,22,0,3,53,6,6,5,3,20,36,18,7,4,65,8,4,0,0,16,643,301,95,56,1094
506051138,30,21,13,3,74,47,20,11,0,76,113,46,14,10,188,83,32,5,5,132,39,22,7,0,79,26,12,3,3,52,18,10,7,0,34,12,5,7,0,25,33,23,16,8,83,7,3,0,0,11,484,251,91,48,877
506051139,16,16,6,4,38,29,21,4,0,59,68,47,13,9,135,42,22,10,4,82,48,33,8,0,85,15,17,0,0,35,18,12,4,3,34,9,5,0,0,14,21,19,9,0,47,3,4,0,0,9,324,232,70,30,660
506051140,16,14,4,0,35,20,10,4,0,37,73,32,5,3,111,36,17,7,0,66,36,29,4,0,72,11,7,0,0,22,18,10,0,0,30,10,5,0,0,19,36,17,0,0,59,5,3,0,0,7,299,160,47,14,515
506051141,9,9,3,3,23,13,9,3,0,27,33,23,7,0,67,29,24,4,0,57,25,18,6,3,48,13,4,0,0,18,6,5,0,0,27,11,6,3,0,21,14,11,3,3,30,0,0,0,0,0,190,120,40,18,368
506061142,34,26,12,3,77,27,30,24,5,89,97,58,27,11,186,44,44,12,7,109,46,19,4,6,80,20,11,5,0,39,12,12,0,0,28,14,7,4,0,21,22,20,8,0,54,7,0,0,6,9,389,290,117,45,832
506061143,11,4,11,0,23,15,7,4,0,25,24,15,0,0,38,15,4,0,3,21,8,10,0,0,18,8,3,0,0,12,0,7,0,0,7,3,0,0,0,5,10,5,4,4,19,5,0,0,0,5,113,73,21,12,216
506061144,8,4,0,0,14,8,4,3,5,13,16,0,3,0,20,9,6,0,0,10,9,0,0,0,9,3,0,0,0,6,0,4,0,0,5,0,0,0,0,0,7,3,0,0,17,4,0,0,0,4,81,29,14,10,129
506071145,22,6,0,0,30,24,6,0,0,36,64,19,4,0,81,48,17,0,0,65,38,18,6,0,54,15,7,0,0,17,13,11,4,0,35,11,14,0,0,26,22,9,9,0,40,4,0,0,0,7,312,116,25,7,459
506071146,20,4,3,0,29,22,3,3,0,30,28,17,4,0,54,30,10,0,0,48,30,13,5,0,46,5,8,0,0,9,10,6,0,0,14,22,14,0,0,33,17,14,3,0,31,4,0,0,0,4,229,109,30,12,379
506071147,18,10,4,0,25,16,5,0,0,23,69,20,4,3,91,50,23,0,0,77,37,12,5,0,54,14,6,0,0,25,13,9,0,0,29,31,20,0,0,52,22,15,0,0,37,10,0,0,0,8,322,133,25,7,489
507011148,25,18,0,0,40,34,29,11,0,72,69,53,16,3,140,65,39,13,3,118,50,22,15,4,91,19,17,4,0,33,15,22,4,0,39,8,14,4,0,28,20,22,13,0,55,4,0,0,0,11,345,262,90,20,714
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,6,8,0,0,13,19,8,3,0,29,38,11,4,0,54,30,15,3,0,50,18,17,4,0,38,10,3,0,0,18,7,14,0,0,22,3,11,0,0,13,14,13,0,0,26,0,0,0,0,0,174,112,27,0,308
507011153,15,11,0,4,30,27,11,0,0,43,43,28,9,4,83,41,21,5,0,67,34,17,4,0,55,20,4,3,0,30,9,8,0,0,24,0,5,0,0,8,10,14,6,0,39,3,0,0,0,4,259,142,42,13,461
507011154,43,14,4,0,62,58,22,0,0,86,87,31,16,4,136,53,39,4,0,99,45,10,5,0,64,15,9,0,0,24,18,10,0,0,22,9,10,3,0,22,45,20,10,5,78,7,0,3,0,13,461,195,54,15,727
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,4,4,0,0,9,4,0,0,0,4,0,0,0,0,0,5,0,0,0,9,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,46,12,4,0,53
507011159,29,7,0,3,42,25,8,0,3,39,67,24,3,5,102,49,28,6,0,79,39,25,9,0,66,16,10,0,0,30,7,17,6,0,34,3,10,0,0,12,17,11,9,0,35,6,0,0,0,3,315,179,40,26,550
507011160,28,12,3,0,46,41,16,8,0,59,76,35,10,8,125,56,21,3,3,83,29,23,0,0,62,11,6,0,0,22,12,5,0,0,25,9,3,0,0,12,19,22,0,5,38,4,0,4,0,6,335,175,40,13,561
507011161,31,13,4,0,54,30,27,7,8,68,69,63,16,0,149,47,33,14,0,95,48,31,3,4,89,28,9,4,0,40,25,24,0,3,45,4,5,3,0,18,20,14,9,3,46,4,0,0,0,3,360,256,67,24,714
507011163,14,5,7,0,29,22,8,4,0,40,46,20,5,0,75,26,16,0,0,52,18,15,0,0,34,12,4,0,0,22,7,4,3,0,13,3,0,3,0,11,9,8,4,0,24,4,0,0,0,9,206,109,40,7,368
507011259,12,10,4,0,29,26,9,7,5,46,44,29,6,3,87,41,23,4,0,69,18,11,6,3,44,12,14,0,0,26,3,10,4,0,14,7,5,0,0,15,12,7,8,3,28,0,5,0,0,5,215,142,45,19,428
507011260,0,0,0,0,0,8,6,0,0,11,7,9,0,0,8,8,6,0,0,19,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,0,0,9,3,4,6,0,6,0,0,0,0,0,35,34,5,0,76
507021164,15,0,4,0,21,13,8,3,0,19,22,18,6,0,47,18,20,3,0,40,13,13,0,0,26,10,3,0,0,15,9,3,0,0,14,10,9,0,0,21,7,7,4,0,23,0,0,0,0,0,144,89,22,0,259
507021165,28,10,0,0,37,43,7,0,4,54,59,29,6,0,97,59,26,5,0,84,38,17,0,0,55,19,7,0,0,27,25,12,3,0,35,27,17,0,0,43,24,18,7,0,41,8,0,0,0,6,375,168,40,13,593
507021166,30,8,3,0,40,49,8,4,3,58,78,32,7,0,123,59,34,12,0,105,47,21,0,0,71,22,10,0,0,26,23,11,0,0,31,26,12,3,0,36,30,21,4,0,58,0,0,3,0,7,447,183,45,19,688
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,29,20,8,4,66,30,20,11,4,61,97,47,22,13,173,53,31,13,9,106,44,21,3,3,66,12,11,0,3,28,14,13,4,0,31,7,4,4,0,15,26,11,11,3,52,5,3,0,0,7,385,211,98,47,740
507031170,24,19,5,3,56,29,17,0,0,48,60,24,13,4,100,35,18,4,0,66,18,8,0,3,33,6,5,4,0,15,4,6,0,0,9,3,0,0,0,5,20,8,4,0,40,9,0,0,0,8,270,137,58,23,491
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031174,31,23,15,0,70,64,21,9,8,107,96,37,13,7,160,60,17,4,3,90,23,20,0,0,46,3,7,4,0,19,8,8,0,0,20,0,6,0,0,8,16,18,3,8,48,10,5,0,0,16,441,211,81,45,777
507031261,12,5,4,0,18,11,14,0,5,31,35,15,0,3,56,26,9,4,0,39,17,12,0,0,33,8,4,3,0,13,8,9,0,0,13,4,0,0,0,9,7,10,5,4,24,0,0,0,0,6,154,87,24,7,279
507041175,12,4,0,0,15,16,3,0,0,24,47,16,0,0,60,32,19,0,0,51,32,14,3,0,53,15,7,0,0,18,20,11,3,0,34,18,22,4,0,43,12,13,3,0,25,0,4,0,0,9,224,142,24,4,394
507041176,0,3,0,0,8,4,4,0,0,6,10,7,0,0,14,6,3,0,3,14,13,8,0,0,18,5,3,4,0,14,7,0,5,0,13,3,0,0,0,5,0,3,0,0,8,0,0,0,0,0,68,38,12,5,121
507041177,22,14,6,0,45,32,8,5,0,42,78,22,13,0,112,53,31,0,0,83,51,25,0,0,82,16,9,0,0,23,25,12,3,0,44,21,14,3,0,41,29,20,4,0,50,4,3,0,0,6,381,175,39,10,601
507041178,20,4,0,0,30,19,20,0,0,34,53,27,7,0,91,42,18,4,0,64,38,25,7,0,73,18,9,7,0,34,12,11,0,0,26,19,21,4,0,40,17,8,13,0,44,0,0,0,0,0,306,159,47,3,522
507041179,11,0,0,0,17,10,6,0,0,19,22,21,8,0,46,21,11,3,0,36,28,7,7,0,33,4,7,0,0,8,10,8,0,0,20,7,10,0,0,18,6,9,3,0,19,0,0,0,0,0,134,90,26,3,256
507041180,10,4,3,0,10,23,4,5,0,29,41,14,9,0,64,30,15,3,0,51,28,15,4,4,48,14,3,0,0,17,14,7,0,0,21,7,7,0,4,22,13,6,6,0,31,6,0,0,0,6,208,88,34,9,343
507041181,18,5,0,0,29,28,13,5,0,42,76,27,13,0,116,49,33,7,0,93,45,22,7,0,72,14,15,3,0,38,19,22,5,0,45,23,22,3,3,49,14,17,14,3,44,0,0,0,0,4,333,190,62,10,605
507041182,18,7,0,0,24,27,12,0,0,37,48,21,7,0,68,44,14,0,0,52,39,11,3,0,54,16,7,5,0,34,10,7,5,0,21,15,10,5,0,28,13,14,3,0,29,0,0,0,0,5,245,127,33,0,412
507041183,19,4,0,0,31,16,11,0,4,27,30,11,7,0,49,18,5,0,0,30,19,12,4,0,32,8,5,0,0,12,11,0,4,0,10,0,0,0,0,7,8,9,3,0,26,8,0,0,0,10,180,88,34,10,310
507041184,4,0,0,0,9,8,0,0,0,10,19,12,0,0,38,10,8,0,0,22,11,11,0,0,26,4,0,0,0,10,3,12,0,0,17,3,8,4,0,15,3,3,3,4,9,0,0,0,0,0,86,62,13,8,171
507051186,24,16,4,6,46,27,16,7,3,60,70,22,16,5,113,37,20,5,3,65,19,14,5,0,40,18,12,0,0,33,6,4,5,0,12,5,6,0,0,10,22,12,0,3,40,5,4,0,0,8,297,171,61,24,553
507051187,21,27,9,9,66,45,11,9,6,72,73,41,17,10,138,48,30,3,5,89,25,20,10,3,55,12,8,4,0,29,7,9,9,0,21,9,8,0,0,14,15,13,7,4,47,11,3,4,0,11,318,235,96,49,700
