SA2_CODE_2021,C21_AP_75_79_NCB_4,C21_AP_75_79_NCB_5,C21_AP_75_79_NCB_6mor,C21_AP_75_79_NCB_NS,C21_AP_75_79_Tot,C21_AP_80_84_NCB_0,C21_AP_80_84_NCB_1,C21_AP_80_84_NCB_2,C21_AP_80_84_NCB_3,C21_AP_80_84_NCB_4,C21_AP_80_84_NCB_5,C21_AP_80_84_NCB_6mor,C21_AP_80_84_NCB_NS,C21_AP_80_84_Tot,C21_AP_85over_N_c_b_0,C21_AP_85over_N_c_b_1,C21_AP_85over_N_c_b_2,C21_AP_85over_N_c_b_3,C21_AP_85over_N_c_b_4,C21_AP_85over_N_c_b_5,C21_AP_85over_N_c_b_6mor,C21_AP_85over_N_c_b_NS,C21_AP_85over_Tot,C21_AP_Tot_NCB_0,C21_AP_Tot_NCB_1,C21_AP_Tot_NCB_2,C21_AP_Tot_NCB_3,C21_AP_Tot_NCB_4,C21_AP_Tot_NCB_5,C21_AP_Tot_N_ch_b_6mor,C21_AP_Tot_NCB_NS,C21_AP_Tot_Tot
109011176,51,18,12,40,367,13,14,67,59,39,14,23,39,269,13,16,40,55,41,32,25,27,246,1747,770,1651,1185,480,192,155,540,6721
109021177,7,5,8,10,82,3,0,15,15,17,3,7,11,67,0,0,7,9,6,7,7,4,45,225,118,293,230,102,32,48,156,1207
109021178,14,6,3,16,123,0,5,14,10,16,5,3,16,71,0,5,12,13,21,10,7,15,87,547,221,654,461,228,74,55,350,2585
109021179,10,0,0,6,43,3,7,6,11,12,5,3,9,54,0,3,4,7,4,9,7,3,37,262,106,297,282,138,44,32,233,1380
109031180,36,7,9,9,171,21,8,24,37,24,6,4,18,155,11,8,19,33,26,10,23,14,146,514,217,656,543,235,74,70,182,2485
109031181,27,10,7,32,197,9,10,27,35,26,9,5,27,144,7,6,12,30,24,11,10,15,115,562,288,835,596,298,84,47,279,2994
109031182,21,11,9,23,163,0,5,33,35,31,15,7,31,160,15,4,28,42,30,17,13,23,174,687,227,786,605,270,97,63,343,3088
109031183,28,4,3,15,163,9,4,27,19,20,12,10,17,112,5,7,9,17,20,11,3,19,97,499,214,679,646,261,105,47,288,2742
109031184,29,19,5,26,223,10,4,35,38,22,14,7,20,142,11,3,20,19,15,11,9,38,127,592,262,918,635,229,71,37,235,2981
109031185,55,13,10,36,283,13,6,42,59,39,13,20,41,224,13,8,16,35,36,17,18,46,186,765,371,1022,847,432,150,95,474,4158
110011186,57,18,19,58,504,24,12,72,96,53,18,27,48,355,17,21,39,98,60,20,38,78,378,3425,990,2170,1580,644,226,245,1182,10459
110011187,16,6,0,20,105,5,0,14,10,13,0,3,18,64,0,0,4,5,18,3,10,29,65,359,137,436,342,163,44,40,272,1797
110011188,18,5,3,10,117,12,10,6,19,20,0,6,8,87,8,0,13,14,7,6,11,5,70,619,262,682,461,219,67,49,181,2534
110011189,12,3,4,13,92,3,4,18,24,5,5,0,10,74,4,0,13,18,5,3,3,9,51,224,112,350,297,114,37,16,149,1302
110021190,34,14,4,40,269,12,7,42,42,28,9,3,15,168,10,4,56,48,27,12,18,26,188,809,362,947,750,351,112,84,438,3839
110021191,40,12,6,37,310,16,9,54,67,47,17,11,23,246,18,10,39,47,55,25,20,42,246,1117,495,1277,978,442,165,114,499,5093
110021192,18,3,5,14,105,6,5,20,24,17,10,0,8,88,5,0,7,11,13,6,9,4,54,413,167,475,407,224,87,61,245,2068
110021193,25,15,9,19,157,12,3,21,25,23,12,8,10,108,10,5,19,18,26,5,18,13,117,466,151,646,528,224,85,52,243,2390
110021194,18,9,7,29,186,17,7,29,27,11,13,5,10,123,8,10,16,29,14,12,12,13,123,613,286,725,589,259,96,81,347,2993
110031195,15,3,10,21,134,6,3,10,28,18,6,14,22,105,7,0,8,19,20,6,8,16,86,699,287,655,504,262,91,76,617,3190
110031196,4,7,0,18,67,3,0,5,3,7,0,0,15,36,0,0,5,0,8,3,3,10,29,401,147,390,335,142,57,43,559,2074
110031197,19,7,3,9,126,3,3,23,26,24,11,11,8,113,3,4,22,19,27,9,14,15,109,668,230,757,523,254,71,56,240,2799
110031198,13,5,3,19,78,0,0,8,8,13,3,0,3,43,5,3,8,7,11,3,8,8,49,320,146,406,354,167,57,40,284,1786
110041199,33,8,8,36,206,12,12,31,51,27,15,15,28,191,6,8,30,41,25,10,18,52,183,871,352,947,766,358,106,91,409,3900
110041200,13,5,6,14,78,5,5,0,12,20,3,3,4,43,0,0,9,14,5,5,3,13,44,346,139,383,341,180,50,34,203,1680
110041201,20,12,7,27,193,4,5,22,34,18,4,8,24,123,6,4,24,17,22,10,10,20,112,609,290,762,621,253,108,72,431,3138
110041202,57,26,12,42,433,17,23,78,89,55,17,25,29,328,14,13,59,58,37,38,25,29,270,2232,922,2317,1635,674,233,172,640,8821
110041203,48,17,7,31,378,21,14,78,69,65,25,23,60,347,41,20,73,89,66,47,35,87,455,1994,764,1699,1200,563,188,137,566,7110
110041204,11,4,0,8,84,3,0,12,9,8,0,0,16,57,0,4,4,6,3,0,0,5,34,525,229,522,368,190,88,58,329,2305
110041205,54,21,7,37,385,17,19,62,69,45,10,17,33,274,18,20,44,62,37,19,16,18,227,1721,780,2207,1577,643,199,125,556,7804
111011206,37,11,6,32,403,27,25,88,96,42,11,6,40,336,17,34,89,86,48,18,11,58,360,1844,829,2479,1421,454,118,70,390,7602
111011207,19,7,3,16,151,8,9,19,22,18,10,4,10,92,0,5,34,18,13,10,5,12,95,544,277,803,436,185,51,22,155,2473
111011208,62,14,9,40,500,18,27,101,96,51,22,19,23,357,26,30,125,117,63,24,22,35,434,2962,1218,3230,1698,591,172,119,450,10428
111011209,45,11,0,46,425,21,13,98,71,41,19,11,27,302,20,23,76,87,27,25,14,48,321,2924,1255,3070,1642,553,174,98,475,10186
111011210,21,6,5,22,237,17,13,42,41,28,10,8,23,189,13,18,54,53,35,15,9,19,219,1001,470,1142,683,352,107,76,345,4179
111011211,9,0,0,13,111,3,4,27,19,19,3,5,21,94,5,6,38,33,11,7,0,50,147,331,138,545,350,109,27,6,134,1645
111011212,38,6,3,24,348,17,12,80,68,22,15,4,23,246,22,24,48,61,45,18,12,33,265,1160,493,1787,1153,387,99,56,282,5423
111011213,35,9,0,8,336,5,11,62,66,9,3,0,13,175,11,16,54,51,22,6,13,16,186,1163,492,2017,1064,280,60,24,152,5253
111011214,50,4,5,15,379,12,19,82,82,39,10,3,22,270,18,16,73,68,39,8,11,26,258,1647,713,2154,1228,407,78,51,282,6555
111021215,26,7,4,34,256,20,10,46,42,23,11,3,35,188,12,16,44,49,44,12,10,78,253,1040,482,1232,758,307,98,68,356,4342
111021216,22,5,9,14,258,17,5,34,45,27,11,8,4,150,14,6,23,17,14,7,11,8,104,1035,475,1242,750,270,76,60,197,4100
111021217,37,8,3,19,240,9,18,40,30,18,10,5,16,145,10,25,44,42,22,16,21,25,210,1796,843,2035,1103,366,107,83,280,6620
111021218,52,16,8,51,556,36,28,124,109,66,17,10,53,442,45,44,129,127,94,37,34,61,581,1856,840,2235,1466,651,182,126,500,7854
111021219,49,14,7,27,397,11,12,79,62,36,17,15,30,260,16,16,64,72,55,17,18,42,303,1444,609,1807,1181,475,168,93,343,6118
111021220,23,3,4,10,229,16,7,30,27,16,8,0,18,125,10,12,23,21,19,4,6,11,113,913,446,1327,789,277,57,30,185,4026
111021221,9,3,0,4,99,0,0,19,15,13,4,4,5,66,0,3,9,9,8,0,6,3,40,799,361,913,548,171,55,28,125,2994
111031222,28,9,3,10,317,22,9,70,79,33,12,8,26,252,15,22,75,46,27,13,6,18,218,2238,741,2060,1137,292,50,35,277,6843
111031223,24,7,9,17,196,7,5,43,37,22,3,11,10,141,6,10,27,24,11,9,7,9,102,909,405,973,649,256,99,80,201,3571
111031224,17,9,4,18,229,19,9,40,47,21,6,4,25,169,15,16,78,56,37,11,9,36,251,2074,653,1418,700,208,70,48,452,5612
111031225,44,4,7,13,296,12,9,69,49,24,0,7,18,196,17,23,67,68,42,21,17,24,281,2301,852,2226,1143,370,91,52,335,7355
111031226,14,5,3,5,145,4,4,27,21,7,0,0,3,77,5,5,17,14,11,6,0,6,53,1870,844,2052,1013,290,89,52,222,6423
111031227,14,14,6,19,230,21,7,43,43,26,11,9,18,189,25,26,74,56,34,28,23,28,293,2654,888,1502,783,302,119,71,373,6696
111031228,14,4,0,9,214,10,12,60,30,23,10,3,13,152,18,12,45,42,20,22,11,32,211,2307,589,1707,943,268,68,33,261,6170
111031229,18,4,10,10,208,12,14,40,31,21,6,6,8,144,7,11,31,25,14,0,3,5,101,2818,613,1202,644,222,54,29,329,5911
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,13
111031231,25,0,0,29,173,7,13,41,32,14,13,11,32,161,8,12,44,35,23,14,11,108,240,2446,503,892,448,214,92,71,731,5390
111031232,30,6,5,24,274,14,9,34,50,22,6,5,28,167,3,5,28,31,17,7,6,70,153,866,401,1169,693,247,63,37,330,3813
111031233,56,13,6,50,494,28,20,106,115,42,21,12,41,392,39,56,127,121,74,52,21,93,576,2816,1165,2538,1394,488,206,93,587,9288
111031234,21,7,4,44,240,21,14,48,39,21,14,10,50,213,37,28,85,70,32,16,10,167,447,2191,682,1286,625,223,77,70,554,5720
111031235,8,4,4,9,106,4,8,11,7,3,3,3,4,45,4,7,18,24,6,3,0,0,69,1901,496,854,378,142,40,19,206,4042
112011236,69,17,15,59,650,33,24,134,151,72,23,13,77,535,54,44,150,177,95,35,46,153,756,2019,959,2465,1558,614,167,128,755,8669
112011237,46,13,15,28,413,24,23,78,77,53,27,6,27,314,29,13,76,70,49,18,19,40,321,1995,834,2224,1489,584,161,100,450,7836
112011238,8,0,3,9,80,3,5,15,15,5,3,0,5,47,0,5,12,19,11,6,0,15,64,938,350,721,395,125,28,22,348,2920
112011239,11,0,3,6,156,5,4,33,28,5,10,0,3,99,8,6,21,23,16,3,3,12,94,1384,594,997,581,169,39,21,401,4183
112011240,15,0,0,8,151,7,10,23,28,13,4,4,10,96,0,11,27,23,18,8,9,20,121,2098,540,1048,467,168,55,23,506,4904
112011241,21,7,6,17,118,3,4,22,19,16,11,4,22,95,6,3,11,26,25,3,11,19,103,445,224,657,471,205,58,32,249,2353
112011242,22,6,5,7,137,11,7,21,22,18,11,0,13,93,4,4,14,17,10,3,10,6,74,1041,425,1232,651,212,53,28,228,3879
112011243,18,3,0,15,129,4,5,22,18,4,5,0,15,76,7,4,20,29,15,3,4,6,92,1109,515,925,482,191,57,22,532,3834
112021244,48,21,11,52,348,13,15,39,61,35,19,22,22,223,15,17,39,57,49,32,32,57,294,1096,472,1244,966,517,193,144,529,5147
112021245,17,9,8,11,133,10,0,12,17,21,9,4,12,92,3,5,10,9,12,5,12,10,72,680,255,671,578,280,103,62,385,3016
112021246,46,15,7,22,334,20,11,58,58,45,27,7,25,251,32,19,71,56,51,29,22,37,308,1531,653,1634,1005,490,169,113,398,5987
112021247,39,5,4,18,155,12,6,13,27,22,21,12,15,130,3,3,20,16,17,12,17,36,127,688,304,759,598,335,106,85,354,3228
112021248,36,8,7,30,257,23,9,55,49,48,17,13,26,242,15,8,34,50,57,17,27,48,254,1960,773,1506,996,464,145,120,593,6550
112021249,29,10,3,31,231,14,9,23,26,20,9,7,10,118,9,5,18,34,18,14,13,25,128,1594,699,1741,1136,470,139,74,641,6495
112031250,40,8,6,38,342,16,13,60,46,24,16,15,23,205,20,18,58,48,36,13,13,43,254,1545,716,1995,1121,423,96,64,429,6388
112031251,24,6,3,24,235,11,7,35,47,23,6,9,30,176,17,11,33,57,37,16,22,71,261,971,495,1065,737,345,96,73,372,4146
112031252,21,9,4,17,156,5,8,20,28,17,0,10,5,93,3,0,14,14,20,8,10,18,81,1055,458,1042,721,302,96,56,505,4249
112031253,33,7,13,30,296,14,10,43,32,22,18,11,15,168,15,15,33,36,34,16,8,43,198,1360,653,1820,999,378,113,61,464,5856
112031254,60,23,13,78,633,37,25,122,113,60,23,8,96,490,50,38,102,126,71,30,19,158,596,2505,1172,2447,1442,532,195,104,1000,9395
112031550,45,11,7,39,544,34,31,133,112,51,12,8,57,430,47,45,119,104,67,19,18,114,539,1839,848,2246,1330,487,127,81,507,7456
112031551,0,0,0,0,41,0,4,11,3,3,0,0,0,25,0,5,8,10,0,0,4,5,32,331,120,431,257,97,20,12,56,1319
112031552,47,10,6,33,350,29,24,90,74,44,7,13,41,327,33,40,91,66,36,29,24,50,360,955,495,1086,685,288,97,70,328,4011
113011256,50,10,18,31,320,14,11,73,80,51,22,6,43,310,13,16,73,82,54,29,28,86,385,2194,953,1998,1489,666,211,179,741,8422
113011257,32,6,8,23,169,6,5,16,32,26,12,11,19,125,0,0,19,21,33,11,21,15,123,1043,391,1086,995,509,143,91,606,4862
113011258,26,10,10,22,200,16,10,42,25,28,18,15,20,161,10,12,30,37,31,15,24,25,175,1081,365,995,771,394,129,93,365,4197
113011259,18,11,11,19,154,4,4,11,22,22,6,4,11,86,6,6,31,21,24,12,10,16,130,446,192,580,497,260,88,64,262,2398
113021260,10,0,0,12,76,4,3,16,3,6,5,6,11,50,0,4,10,8,9,13,7,7,60,281,117,362,269,141,43,30,117,1362
113021261,23,12,10,23,154,5,8,20,35,15,10,15,13,115,8,9,29,27,19,13,12,13,135,606,269,725,529,238,100,74,238,2778
113021262,16,13,6,13,104,4,3,12,10,13,7,7,12,56,4,0,12,9,5,9,14,3,57,362,158,493,399,181,68,38,195,1901
113031263,33,15,9,18,231,16,8,46,41,26,15,9,26,193,6,8,40,29,31,25,24,20,170,635,282,902,692,301,137,98,271,3318
113031264,8,8,3,15,85,5,3,5,11,11,10,10,14,62,5,0,11,11,10,11,9,11,59,309,122,315,307,152,66,38,176,1486
113031265,19,8,5,14,117,0,0,13,17,13,6,8,10,69,5,0,5,21,13,11,3,13,76,455,191,540,451,247,91,50,176,2214
113031266,29,12,10,19,169,3,3,23,22,39,12,10,18,142,10,11,17,34,28,14,9,21,160,542,226,652,562,369,113,89,207,2769
113031267,55,20,13,20,346,7,13,61,66,40,14,19,19,232,14,15,39,49,36,21,18,21,210,1773,687,1845,1355,632,178,144,346,6972
113031268,12,4,0,17,91,3,0,10,21,16,6,5,17,84,5,6,11,20,17,0,7,50,122,1013,207,501,349,142,47,28,175,2460
113031269,61,20,15,26,347,21,10,60,57,45,20,22,27,265,21,17,51,59,67,27,39,53,327,2584,972,2256,1611,765,305,237,591,9320
113031270,31,18,10,22,221,15,5,50,42,32,19,16,13,196,25,21,55,64,47,30,28,22,300,1777,510,1034,814,378,156,147,418,5234
113031271,40,10,11,16,230,11,12,34,50,29,13,20,20,190,13,9,27,28,37,19,20,23,178,1791,611,1573,1304,652,230,167,580,6904
114011272,36,9,3,22,319,16,23,68,72,29,11,0,25,235,11,15,73,66,35,8,13,23,250,965,424,1311,829,317,86,44,259,4239
114011273,17,3,0,4,116,0,3,20,20,13,0,0,4,55,0,3,15,14,7,3,3,5,55,366,167,489,318,137,26,20,72,1592
114011274,16,8,0,18,166,8,9,38,36,17,7,0,22,135,8,0,30,28,18,15,3,11,113,454,234,684,428,172,54,28,133,2192
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,4,19
114011276,11,0,0,7,125,8,6,20,33,7,3,0,6,87,4,7,28,27,11,8,3,6,94,534,236,710,395,145,39,12,121,2191
114011277,47,8,4,26,371,18,25,70,72,42,19,12,22,271,24,27,61,57,50,14,14,21,264,1638,719,1913,1295,550,152,80,428,6782
114011278,53,13,8,43,422,16,21,65,70,52,17,12,23,280,27,24,87,86,58,26,24,37,367,2305,1007,2232,1486,737,249,163,800,8972
114011279,62,15,14,38,486,27,25,97,86,52,22,11,40,347,14,24,67,83,37,15,19,40,292,1402,764,1871,1308,561,168,98,497,6674
114011280,16,8,6,36,212,12,8,34,26,23,11,0,19,124,9,8,34,34,17,10,3,53,168,365,209,621,434,182,50,22,231,2108
114011281,7,0,0,3,62,3,0,4,11,4,3,5,0,31,4,0,4,5,7,0,0,5,18,354,167,431,284,106,29,15,112,1498
114011282,56,22,15,33,529,32,23,109,83,55,26,9,35,358,26,21,107,97,53,28,25,47,398,1578,808,2342,1496,550,174,101,502,7552
114011283,18,5,0,14,159,0,0,25,25,14,4,0,10,80,4,5,14,24,3,3,3,5,70,534,253,747,508,168,58,20,190,2473
114021284,57,9,13,31,641,54,33,133,140,54,20,9,49,499,42,32,123,100,49,16,16,97,477,1551,670,1924,1222,415,100,57,398,6344
114021285,7,5,0,6,95,3,7,10,14,4,0,0,0,42,0,0,16,6,3,0,0,0,28,667,314,743,450,163,54,28,103,2521
114021286,26,7,9,22,297,23,9,51,52,23,6,4,17,196,26,21,55,38,32,18,16,26,221,1342,579,1342,780,329,95,57,265,4789
114021287,34,10,7,24,305,25,10,46,38,26,15,4,24,194,13,9,23,22,21,10,3,48,155,1215,518,1221,803,314,108,55,357,4596
114021288,8,4,0,12,97,3,7,12,14,8,0,0,5,44,3,0,6,8,0,0,0,0,25,415,142,454,316,122,23,11,121,1608
114021289,27,0,5,20,226,24,8,22,26,10,9,7,15,117,7,5,26,21,17,6,8,21,113,911,355,854,554,224,48,43,214,3200
115011290,46,5,0,9,423,15,25,110,84,39,9,6,18,315,22,40,114,81,40,11,14,19,334,2719,1689,3433,1351,351,81,39,303,9967
115011291,19,7,3,16,304,16,22,64,50,24,9,5,10,188,10,10,39,39,19,9,14,3,148,2517,1210,3110,1353,372,84,48,289,8978
115011294,13,4,3,12,228,15,3,56,65,17,9,4,14,176,16,15,65,50,24,9,7,7,201,674,207,986,612,170,44,20,85,2801
115011296,20,4,0,6,189,5,15,26,36,13,6,3,4,111,3,14,39,24,17,5,12,6,119,1383,699,1956,843,261,43,33,143,5355
115011553,19,6,0,4,138,3,7,25,22,14,0,0,0,78,7,9,23,20,8,3,4,4,70,884,499,1063,439,137,36,10,104,3170
115011554,22,4,5,30,201,25,8,81,54,17,10,6,46,247,57,31,159,116,56,14,8,147,583,569,283,908,453,165,36,21,297,2741
115011555,27,7,5,8,238,3,12,46,26,13,5,4,6,123,7,9,30,22,17,4,9,7,111,1297,671,1750,845,247,64,34,159,5064
115011556,19,8,3,3,179,4,5,34,34,18,8,8,8,119,8,3,29,26,21,3,10,4,103,1258,713,1405,574,172,36,34,139,4332
115011557,9,4,0,6,57,0,8,15,6,6,0,0,4,30,0,0,12,12,9,4,0,0,33,606,296,782,310,87,21,10,43,2152
115011558,16,9,5,15,317,13,13,85,39,27,9,3,43,230,14,18,69,56,37,11,4,107,322,1965,1129,3038,1103,322,72,46,332,7999
115011621,25,10,3,8,222,0,6,39,36,11,9,3,3,104,4,17,10,18,7,4,3,0,73,2055,918,2444,1155,288,85,44,170,7155
115011622,14,8,0,19,165,7,10,33,28,17,11,0,20,126,14,9,18,24,16,6,6,85,172,1350,723,1512,567,165,47,14,241,4617
115021297,68,12,16,27,455,13,20,101,98,29,21,9,16,314,12,25,82,69,37,13,19,28,300,2487,842,2679,1830,675,183,120,385,9188
115021298,12,0,0,3,127,8,8,25,19,10,4,4,5,87,11,12,25,32,17,9,5,8,124,628,199,663,440,171,40,31,116,2297
115031299,6,0,3,3,65,7,0,7,9,4,0,0,4,27,0,0,0,0,3,0,0,0,8,314,128,275,183,83,21,15,113,1124
115031300,40,13,12,19,325,18,15,52,37,21,11,3,14,169,13,4,51,34,25,9,13,5,148,2500,937,2598,1690,628,140,84,317,8896
115041301,29,8,0,19,182,6,9,26,25,18,5,4,7,110,10,6,17,19,10,9,0,3,84,1192,383,1314,880,328,97,41,228,4470
115041623,8,0,0,0,50,0,4,4,9,4,0,0,0,20,0,0,3,5,4,3,0,0,18,1091,666,1215,482,146,29,18,132,3777
115041624,8,6,5,0,93,0,4,15,20,9,0,0,6,51,0,0,6,6,4,7,5,0,32,1948,1054,2087,838,231,65,40,236,6493
115041625,19,3,13,4,169,7,8,27,25,12,5,5,0,90,3,6,11,8,16,3,7,0,51,2111,853,2349,1044,293,82,42,168,6946
116011303,19,8,9,11,175,4,15,39,25,14,11,8,23,132,8,15,33,28,13,20,16,39,174,2356,1193,1537,670,264,122,93,550,6774
116011304,31,10,5,15,236,15,19,34,41,23,13,10,18,175,21,21,67,47,26,15,20,10,227,2437,1254,2107,1110,481,159,133,542,8228
116011306,52,13,20,24,262,6,13,32,26,14,15,25,12,146,3,17,26,18,18,18,19,8,131,2693,1308,2467,1335,579,241,211,664,9499
116011307,31,13,6,27,341,9,17,62,41,34,24,14,28,227,13,37,63,47,32,33,34,41,289,2889,1442,2933,1419,548,199,137,632,10200
116011560,30,8,15,18,180,6,11,45,37,14,8,4,14,149,4,11,26,11,14,9,9,9,85,1461,705,1363,725,271,104,76,348,5043
116011561,34,3,7,26,256,8,8,51,51,30,13,10,23,202,17,39,67,53,35,19,20,48,298,2092,989,1697,916,410,166,127,579,6965
116011626,16,11,8,10,237,7,9,33,41,9,11,3,10,126,4,5,23,32,14,11,12,10,116,1871,835,1769,851,277,99,68,372,6137
116011627,20,8,6,8,160,5,3,30,18,12,10,3,13,85,0,3,11,13,9,5,16,11,72,1325,792,1293,511,214,63,63,297,4563
116021309,16,12,6,14,144,3,12,17,25,8,6,5,3,81,0,3,11,16,10,4,4,0,45,1849,835,2249,858,224,82,49,180,6330
116021562,5,3,0,0,23,0,0,7,5,0,0,0,0,17,0,0,5,3,0,4,0,0,15,420,213,528,187,65,20,11,19,1460
116021563,22,11,9,10,179,6,10,34,29,14,12,11,9,119,0,8,25,27,16,14,15,5,120,2770,1541,2999,1239,381,154,112,420,9620
116021628,38,8,6,19,202,4,4,26,19,15,3,6,10,86,6,6,21,31,13,3,5,19,96,2151,1076,2883,1077,333,80,51,254,7915
116021629,8,10,7,4,79,0,3,9,13,5,4,0,0,38,5,0,4,0,4,0,3,3,12,1431,1156,1740,615,205,69,33,266,5528
116021630,17,7,3,8,106,4,7,14,11,14,14,3,3,62,0,0,17,9,10,5,4,0,58,1529,864,1425,645,282,99,69,342,5256
116021631,5,0,0,0,25,0,6,4,9,4,0,0,3,30,0,0,4,0,0,0,0,0,14,1035,746,1122,396,152,48,29,183,3706
116021632,9,5,0,0,68,0,0,11,12,0,5,0,3,35,4,5,4,8,8,0,4,3,38,2865,1840,2771,803,252,86,58,533,9207
116021633,12,5,0,8,88,3,6,32,24,9,5,0,4,88,3,3,5,4,4,4,6,6,34,1345,697,1591,561,177,62,31,186,4661
116031313,41,21,22,30,239,13,0,25,27,28,8,19,18,133,3,8,12,11,10,5,21,9,81,1769,750,1362,1104,698,297,356,937,7268
116031314,13,3,9,6,68,3,6,3,9,6,6,3,4,39,5,23,23,9,4,0,7,3,76,940,456,895,488,229,84,46,173,3312
116031315,19,16,11,12,147,9,5,27,17,13,10,20,6,113,10,8,25,23,10,15,21,9,121,2455,974,2212,1360,563,248,182,508,8502
116031316,42,20,29,37,319,6,6,33,29,39,14,12,30,168,0,8,17,13,17,10,22,16,103,2125,918,1704,1183,712,325,360,864,8191
116031317,32,16,23,14,238,10,10,34,42,37,15,19,13,182,7,7,19,26,19,10,21,17,128,2573,1079,1774,1261,694,284,327,823,8825
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5
116031319,32,7,16,29,268,6,17,48,27,32,13,14,69,215,30,21,33,36,44,17,45,208,435,2624,1128,2283,1355,695,214,199,842,9338
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,131,40,30,10,0,0,0,40,248
117011321,13,3,7,17,155,10,9,25,24,11,7,7,21,107,8,7,22,15,7,0,9,32,97,1963,867,1446,513,156,42,22,362,5362
117011323,28,7,3,20,262,12,27,46,36,16,3,9,19,166,4,14,45,26,18,10,9,46,168,2389,951,1498,651,216,50,47,478,6293
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
117011634,28,5,3,18,207,14,19,74,29,15,5,10,11,163,15,16,32,25,15,4,7,14,126,1217,606,1059,447,129,45,31,273,3806
117011635,12,4,5,11,171,8,7,42,25,17,3,6,9,119,8,9,36,23,13,10,3,9,112,5206,1238,1457,518,151,45,26,670,9309
117021327,13,7,7,15,211,13,17,65,30,11,4,3,24,176,21,22,48,27,19,5,3,21,170,4884,1058,1545,516,143,52,23,576,8795
117021328,12,0,4,8,79,8,4,20,17,3,5,3,3,62,0,4,25,6,15,0,6,3,64,1739,483,686,229,88,29,19,178,3447
117021636,14,0,3,10,171,19,11,51,29,19,4,8,12,143,7,23,52,20,12,14,10,4,151,2651,724,1078,384,134,47,42,326,5383
117021637,18,4,10,13,195,24,8,64,36,23,11,6,14,188,14,19,71,44,12,8,13,14,200,3310,796,1151,496,181,64,84,404,6484
117031329,8,0,0,10,103,10,9,6,8,0,3,0,8,44,7,3,14,9,3,0,0,5,47,2834,408,367,152,43,15,3,358,4182
117031330,8,0,5,4,105,12,3,21,8,11,0,0,8,63,7,7,11,8,8,0,0,4,49,5415,1029,987,264,62,20,15,462,8252
117031331,17,8,4,16,244,28,18,34,36,10,5,7,13,152,22,14,23,25,10,0,11,17,124,5439,1162,1372,494,152,56,69,692,9444
117031333,10,5,4,34,252,41,16,33,39,17,7,0,19,173,51,24,53,37,20,7,8,69,271,5157,690,779,351,109,35,31,896,8044
117031336,5,0,0,10,133,15,21,30,10,3,0,3,23,113,17,22,32,19,7,3,0,37,149,4147,603,594,209,68,20,10,580,6225
117031638,0,3,0,0,56,0,8,0,0,0,0,0,0,15,5,4,3,7,3,0,5,0,24,2753,330,326,102,22,11,7,229,3786
117031639,0,0,0,0,27,0,0,3,0,0,0,0,0,9,0,0,4,0,0,0,0,0,9,2887,213,174,51,12,3,3,375,3723
117031640,3,3,0,6,86,7,4,25,9,3,4,0,4,66,5,6,18,12,0,6,0,11,59,4206,666,815,280,58,24,15,437,6496
117031641,9,0,0,12,141,9,7,15,22,9,5,5,8,77,3,5,18,15,11,3,3,3,51,2946,863,911,301,100,27,15,470,5631
117031642,8,0,4,27,152,15,25,46,18,13,5,4,41,162,7,18,35,12,9,5,3,30,124,3329,675,714,256,81,37,26,573,5690
117031643,12,0,0,12,99,5,4,33,13,7,0,0,5,62,0,3,27,14,4,7,5,4,66,3129,776,806,250,59,16,10,364,5407
117031644,16,0,0,8,121,16,0,18,15,3,0,4,8,64,8,4,14,5,4,3,0,10,44,2095,413,462,168,71,11,4,306,3539
117031645,7,0,4,9,76,3,11,12,4,5,0,0,8,48,0,6,6,10,3,5,0,0,29,6496,1039,627,163,65,13,17,1047,9466
117031646,0,0,3,0,29,0,3,12,5,0,0,0,3,31,0,3,12,8,0,0,0,10,31,2326,392,273,65,12,8,11,316,3400
117031647,3,10,0,16,127,8,20,50,13,10,3,0,18,120,7,22,35,8,3,7,12,35,118,4235,879,725,226,92,42,43,680,6922
117031648,0,0,0,0,25,6,0,10,8,0,0,0,0,17,0,4,3,0,0,0,0,6,14,4000,671,453,120,25,5,3,337,5613
118011339,20,4,0,31,241,26,21,55,46,16,3,3,32,204,22,21,54,46,13,4,5,70,231,4301,1011,1541,673,173,33,30,633,8395
118011340,7,0,0,19,179,20,23,39,26,8,3,0,21,142,12,17,40,24,11,4,8,42,164,4993,996,1578,614,130,23,29,671,9041
118011341,12,4,0,37,283,32,27,68,40,21,4,11,45,243,15,45,83,49,23,3,3,102,329,3702,1038,1642,594,157,24,32,725,7925
