SA2_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
101021007,318,149,126,290,325,329,309,134,49,2029,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,0,0,0,24,4,4,0,0,3,3,0,0,0,24,213,78,85,125,137,147,83,21,0,888,86,31,36,51,69,57,28,13,8,369,626,255,250,476,548,547,426,166,57,3355,3,3,0,3,3,10,9,0,0,33,81,44,29,76,120,152,126,64,32,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,6,0,0,0,0,0,0,0,0,0,0,136,71,70,92,116,143,124,49,12,817,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,0,20,4,0,0,0,0,7,0,0,0,13
101021008,1223,806,799,894,994,782,459,210,55,6224,6,4,7,7,3,5,0,0,0,40,24,4,21,7,5,4,3,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,10,6,0,11,8,3,3,0,0,0,28,3,3,11,11,5,4,0,0,0,47,387,238,274,261,176,96,37,5,0,1476,162,104,100,85,84,76,41,20,0,688,1820,1167,1219,1278,1284,979,546,240,64,8600,13,10,15,15,10,15,5,0,0,86,199,178,151,192,250,251,146,79,23,1463,0,0,0,0,0,0,0,0,0,0,12,3,8,4,10,9,5,0,0,55,9,4,5,3,3,0,0,0,0,31,542,346,293,298,345,324,243,109,31,2524,0,0,0,0,0,0,0,0,0,4,50,45,42,45,68,56,35,14,3,366,5,0,0,4,6,5,4,0,0,21
101021009,894,736,925,859,870,849,578,507,236,6452,31,8,55,17,3,0,0,0,0,124,59,13,67,45,12,5,0,0,0,200,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,10,44,14,6,0,0,0,0,93,0,14,15,4,7,3,0,0,0,51,18,31,59,24,4,8,0,0,0,137,370,333,514,390,269,149,54,22,17,2136,164,156,229,170,131,95,44,25,31,1041,1559,1278,1888,1550,1318,1118,681,556,280,10231,14,11,26,37,26,12,3,0,0,132,167,117,190,183,245,222,159,108,82,1483,0,0,0,0,0,0,0,0,0,0,12,3,17,10,16,4,9,0,0,75,5,10,6,0,0,4,3,0,0,28,378,298,411,360,366,289,244,190,116,2646,0,0,0,0,0,6,0,0,0,5,49,22,42,48,43,51,64,69,23,423,4,4,5,7,7,4,0,0,0,26
101021010,439,398,441,414,481,340,208,109,38,2871,32,6,57,15,7,3,0,0,0,123,26,13,41,7,6,0,0,0,0,99,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,11,33,9,0,0,0,0,0,70,0,4,13,9,10,3,0,0,0,26,13,17,42,19,12,0,0,0,0,101,141,144,230,153,100,108,50,22,7,943,63,58,84,63,63,45,27,17,8,426,732,651,906,692,671,511,285,150,54,4638,3,7,15,11,4,11,4,0,0,47,72,68,69,92,116,105,58,31,10,628,0,0,0,0,0,0,0,0,0,0,5,6,4,6,10,7,3,0,0,41,6,3,4,0,6,0,0,0,0,30,214,164,193,154,192,133,77,44,30,1198,0,0,0,0,0,0,0,0,0,0,16,12,15,19,14,15,5,5,0,107,0,0,0,0,0,5,0,0,0,6
101021012,2251,1192,970,1724,1503,823,366,164,30,9016,24,3,21,18,8,4,5,0,0,81,19,22,13,13,12,4,3,0,0,81,4,0,5,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,5,7,0,4,3,0,0,0,0,0,17,10,4,5,12,8,0,0,0,0,41,11,5,18,18,7,0,0,0,0,62,679,370,387,459,336,174,46,7,5,2471,168,109,94,118,146,64,20,12,3,734,3174,1704,1530,2376,2035,1086,442,185,39,12577,5,7,8,19,22,12,7,4,0,95,404,267,194,293,495,268,144,63,29,2170,0,0,0,0,0,0,0,0,0,0,17,10,10,14,30,15,3,0,0,103,15,14,14,13,7,0,3,3,0,70,1006,630,389,520,755,352,176,86,17,3919,0,0,0,0,4,0,0,0,0,3,83,44,38,72,60,40,20,7,0,363,10,4,0,5,8,8,0,3,0,39
101021610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,8,7,0,0,0,25,59,18,49,42,22,12,14,3,0,219,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,171,56,137,100,52,16,8,0,0,531,0,0,0,0,0,0,0,0,0,0,12,0,11,9,0,5,0,0,0,45,0,0,0,0,0,0,0,0,0,3
101021611,1906,1048,713,1424,1636,1327,625,181,44,8911,6,0,0,5,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,3,3,0,0,6,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,11,21,14,6,0,0,69,5,5,3,11,21,14,6,0,0,69,861,456,320,569,632,528,186,53,10,3614,315,186,93,194,259,215,89,30,4,1387,3104,1705,1149,2229,2574,2102,911,269,56,14112,4,7,3,13,22,19,5,0,0,74,436,274,181,339,557,485,325,113,29,2742,0,0,0,0,0,0,0,0,0,0,38,24,16,15,31,32,8,8,0,163,0,0,0,0,0,0,0,0,0,0,850,504,336,514,640,480,320,83,18,3745,0,0,0,0,6,0,0,0,0,7,38,13,9,23,24,16,17,6,5,138,0,3,0,0,7,3,0,0,0,20
101031013,290,136,156,206,299,324,222,124,70,1825,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,0,10,3,0,0,0,6,5,0,0,0,10,118,59,53,40,63,44,16,12,4,399,38,17,7,31,12,23,17,9,11,162,449,214,212,276,373,394,250,148,91,2415,0,0,5,0,0,5,0,0,0,11,94,71,63,71,107,146,133,50,37,770,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,110,47,42,48,85,83,85,40,14,555,0,0,0,0,0,0,0,0,0,0,4,4,3,3,6,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0
101031014,823,483,419,561,711,635,521,368,181,4695,6,4,3,3,3,5,0,0,0,21,0,0,0,3,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,3,0,0,0,22,0,5,9,0,0,3,0,0,0,22,291,191,154,147,167,131,66,29,9,1189,121,80,95,126,88,45,42,40,36,672,1252,777,683,854,987,827,634,432,222,6675,7,10,5,5,24,8,6,0,0,67,159,106,88,151,167,208,179,145,63,1268,0,0,0,0,0,0,0,0,0,0,34,25,6,30,18,23,11,6,3,165,0,0,0,0,0,0,0,0,0,0,258,182,166,174,262,247,242,157,76,1775,0,0,0,0,0,0,0,0,0,8,6,10,4,3,13,7,6,4,0,62,4,6,9,8,10,10,5,5,0,43
101031015,376,200,125,293,404,362,314,129,30,2244,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,0,0,0,22,0,0,0,7,8,11,0,0,0,23,159,86,37,93,97,97,49,19,4,635,38,13,11,28,56,44,32,13,6,247,585,296,184,421,568,512,399,166,37,3178,0,0,8,0,3,4,0,0,0,16,94,43,28,70,131,133,133,62,19,715,0,0,0,0,0,0,0,0,0,0,27,16,9,11,14,7,4,0,0,80,0,0,0,0,0,0,0,0,0,0,154,105,40,83,139,112,114,62,10,833,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,0,0,21,0,0,0,4,0,0,0,0,0,17
