SA2_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
101021007,20,6,96,0,0,0,3,0,8,7,3,0,0,0,0,26,0,0,0,3,3,12,25,11,9,6,3,5,75,0,0,0,0,3,5,0,0,0,0,3,0,3,0,0,0,0,5,0,16,5,3,3,0,0,35,0,0,0,13,4,10,10,3,0,0,0,3,43,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,8,26,43,37,30,8,4,0,0,6,167,0,0,0,0,0,0,3,0,0,0,0,40,51,10,3,5,53,66,83,102,54,22,26,28,62,509,0,0,0,0,0,3,16,13,14,15,12,10,93,0,0,0,0,0,4,3,3,0,4,0,6,20,0,0,0,0,0,3,24,12,15,13,11,10,86,0,0,0,0,0,0,0,3,0,6,0,0,13,0,0,0,0,0,11,17,8,3,5,4,3,59,0,0
101021008,25,7,218,0,0,0,0,3,0,3,6,0,0,0,0,16,0,0,0,0,0,15,39,25,11,9,9,0,104,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,5,23,21,13,3,8,3,0,81,0,0,0,3,5,11,10,10,0,7,0,0,38,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,34,58,48,25,6,6,0,0,5,194,0,0,0,0,0,3,5,0,0,0,0,37,41,6,0,10,41,70,106,146,117,59,73,45,48,721,0,0,0,0,0,3,32,43,52,114,84,24,349,0,0,0,0,0,4,7,8,4,5,3,5,32,0,0,0,0,0,10,56,44,40,55,30,15,247,0,0,0,0,0,0,10,5,21,11,10,4,53,0,0,0,0,4,19,43,24,23,8,10,6,144,0,0
101021009,37,6,318,0,0,0,3,5,11,15,4,4,0,0,0,34,0,0,0,0,5,21,63,24,17,14,8,0,157,0,0,0,0,0,5,7,0,5,11,3,6,31,0,0,0,3,7,32,41,9,9,8,0,3,113,0,0,4,4,7,19,10,0,0,3,0,0,53,0,0,0,0,0,0,3,6,0,0,0,4,15,0,0,0,0,0,0,5,0,0,0,5,0,11,13,0,3,32,82,55,41,10,8,0,0,15,263,0,0,0,4,0,0,0,0,0,0,0,64,71,13,0,3,47,100,156,248,138,101,94,60,98,1063,0,0,0,0,0,6,28,50,42,62,42,11,238,0,0,0,0,3,8,8,3,4,4,0,6,37,0,0,0,0,0,9,74,39,46,51,26,11,257,0,0,0,0,0,4,9,16,15,18,4,0,71,0,0,3,4,9,43,43,26,5,15,9,9,167,0,0
101021010,32,0,176,0,0,0,0,3,3,3,0,0,0,3,0,13,0,0,0,0,0,16,26,16,10,0,0,0,67,0,0,0,0,0,4,6,0,0,4,4,0,11,0,0,0,6,0,11,13,7,0,4,6,0,48,0,0,0,5,5,12,4,3,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,15,24,18,6,0,5,4,3,93,0,0,0,0,0,0,0,0,0,0,0,23,23,5,0,5,20,29,65,104,84,44,54,42,32,477,0,0,0,0,0,0,6,21,19,34,34,15,146,0,0,0,0,0,8,7,0,0,0,3,0,17,0,0,0,0,0,10,25,16,20,21,20,10,129,0,0,0,0,0,7,3,5,4,8,9,0,34,0,0,0,3,0,16,39,17,4,10,10,0,94,0,0
101021012,105,9,368,0,0,0,0,0,8,0,5,0,6,3,0,21,0,0,0,0,0,8,29,21,25,27,22,0,127,0,0,0,0,0,0,8,7,4,7,5,0,30,0,0,0,0,0,15,17,27,12,23,12,0,107,0,0,0,3,5,8,7,11,3,0,0,0,40,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,3,8,3,0,0,12,10,5,0,27,40,55,63,12,8,0,3,0,222,0,0,0,0,0,0,0,0,0,0,0,59,64,10,5,7,34,50,97,157,139,113,170,147,68,998,0,0,0,0,0,0,33,52,90,212,327,51,766,0,0,0,0,0,3,8,6,7,3,7,5,39,0,0,0,0,0,5,70,77,100,138,161,35,576,0,0,0,0,0,0,7,4,25,26,26,3,104,0,0,0,0,8,29,55,57,17,41,42,21,271,0,0
101021610,7,0,76,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,6,0,14,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,3,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,3,12,21,30,37,11,4,125,0,0,0,0,0,0,9,14,17,25,38,8,108,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,11,17,20,5,0,70,0,0,0,0,0,0,0,5,12,9,5,4,40,0,0,0,0,0,0,10,7,0,8,5,0,28,0,0
101021611,116,9,449,0,0,0,5,0,11,20,9,3,5,11,0,68,0,0,0,0,3,19,53,39,27,35,31,5,216,0,0,0,0,0,3,0,9,12,8,15,0,45,0,0,0,0,0,18,49,31,19,37,31,4,195,0,3,0,9,6,18,30,17,8,8,16,4,116,0,0,0,0,0,0,8,7,0,0,4,0,26,0,0,0,0,0,0,0,3,0,3,6,6,18,9,6,15,40,56,111,112,49,17,12,12,13,443,0,0,0,0,0,0,0,0,0,0,0,99,108,10,6,13,53,79,198,320,218,144,247,241,142,1680,0,0,0,0,0,4,30,62,81,188,306,71,740,0,0,0,0,0,3,3,3,18,12,7,7,55,0,0,0,0,0,13,82,88,101,143,138,52,621,0,0,0,0,0,0,10,9,30,42,25,10,133,0,0,0,0,0,26,60,43,18,58,55,17,281,0,0
101031013,6,0,61,0,0,0,0,0,4,5,5,3,0,0,0,12,0,0,0,0,0,4,20,5,3,6,0,0,37,0,0,0,0,0,4,3,0,0,0,0,0,15,0,0,0,0,0,5,11,0,0,5,0,0,19,0,0,0,3,0,6,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,16,38,18,3,3,4,4,0,12,100,0,0,0,0,0,0,0,0,0,0,0,15,14,0,6,7,22,45,45,67,26,19,14,3,23,288,0,0,0,0,0,9,9,10,6,11,5,15,58,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,4,34,18,12,7,4,5,86,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,7,17,3,0,0,0,0,28,0,0
101031014,14,0,145,0,0,0,3,3,14,19,4,0,0,0,0,43,0,0,0,0,0,15,26,27,13,10,0,3,94,0,0,0,0,0,4,5,4,3,0,0,0,19,0,0,0,3,5,10,14,8,3,0,8,4,54,0,0,0,8,6,18,11,4,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,4,3,9,4,42,98,60,31,9,0,4,8,14,271,0,0,0,0,7,0,0,0,0,0,0,61,65,4,4,10,56,120,138,158,80,50,32,26,80,761,0,0,0,3,0,3,29,32,16,20,19,22,150,0,0,0,0,3,9,3,4,0,0,0,0,27,0,0,0,0,0,5,62,35,21,20,14,11,166,0,0,0,0,0,5,8,6,5,3,3,5,32,0,0,0,0,4,21,38,19,0,3,0,4,88,0,0
101031015,11,5,105,0,0,0,4,6,7,16,0,0,0,0,0,37,0,0,0,0,6,15,24,13,4,0,5,0,68,0,0,0,4,0,0,0,4,0,0,0,0,9,0,0,0,4,3,9,3,4,0,4,3,0,32,0,0,0,5,3,7,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,22,40,42,27,0,4,0,0,8,155,0,0,0,0,0,0,0,0,0,0,0,28,33,4,5,5,42,66,97,97,48,29,21,20,41,476,0,0,0,0,0,4,17,12,16,21,18,14,104,0,0,0,0,0,0,4,0,6,0,0,0,13,0,0,0,0,0,10,36,15,12,17,7,7,103,0,0,0,0,0,4,0,10,0,0,0,5,16,0,0,0,0,0,9,11,8,4,4,4,3,47,0,0
101031016,10,6,216,0,0,0,3,0,15,9,4,4,0,0,0,46,0,0,4,3,3,11,44,19,10,3,6,3,108,0,0,0,0,0,3,4,4,0,0,0,0,14,0,0,0,5,4,14,9,4,0,3,9,0,42,0,0,0,3,9,11,4,0,6,0,0,3,39,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,7,16,45,44,25,4,6,4,0,6,159,0,0,0,0,0,0,0,0,0,0,0,52,61,3,3,9,36,74,123,176,85,57,37,29,69,698,0,0,0,0,0,9,40,72,26,49,24,26,246,0,0,0,0,0,12,10,5,3,5,0,5,43,0,0,0,0,0,11,67,44,26,26,14,17,210,0,0,0,0,0,3,6,0,4,8,3,7,38,0,0,0,0,0,4,12,0,9,5,0,9,43,0,0
101041017,5,0,96,0,0,0,0,0,20,12,0,0,3,0,0,36,0,0,0,0,0,14,30,17,8,7,4,3,79,0,0,0,0,3,0,3,5,0,0,0,0,14,0,0,0,3,5,17,21,7,0,5,0,0,56,0,0,0,12,13,29,13,3,0,4,0,4,87,0,0,0,0,4,6,4,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,4,13,3,8,71,188,145,75,14,10,7,0,32,576,0,0,0,6,0,0,4,0,0,0,0,62,76,13,4,9,98,222,243,200,70,32,25,20,105,1049,0,0,0,0,0,5,28,20,16,12,9,4,89,0,0,0,0,0,6,16,4,0,0,0,5,31,0,0,0,0,0,20,74,22,24,3,4,6,165,0,0,0,0,0,0,8,5,5,3,0,0,21,0,0,0,3,3,11,36,16,4,0,0,9,79,0,0
101041018,3,0,104,0,0,0,4,4,20,25,11,0,0,5,0,67,0,0,0,0,5,17,52,24,10,3,0,6,106,0,0,0,0,0,4,0,9,3,0,0,0,23,0,0,0,9,0,22,27,12,6,3,0,0,76,0,0,4,15,18,38,24,6,0,4,0,3,108,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,15,4,16,76,200,193,119,35,3,9,4,28,707,0,0,0,0,5,0,0,0,0,0,0,74,85,13,11,23,103,225,305,295,111,40,34,19,112,1288,0,0,0,0,0,3,28,25,27,24,11,6,129,0,0,0,0,0,6,16,6,8,0,0,5,45,0,0,0,0,0,13,48,28,23,9,11,3,143,0,0,0,0,0,4,8,3,0,0,0,0,27,0,0,0,0,4,19,36,9,0,4,4,5,86,0,0
101041019,7,4,136,0,0,0,0,5,14,19,7,4,0,3,0,57,0,0,0,0,0,26,40,19,13,5,8,3,121,0,0,0,0,0,0,3,5,3,0,0,5,15,0,0,0,3,6,22,33,8,3,3,0,3,80,0,0,3,9,12,32,16,4,0,0,0,4,81,0,0,0,0,0,3,0,3,0,5,0,0,16,0,0,0,0,0,3,0,3,0,0,0,0,10,5,4,7,46,115,122,61,11,6,3,9,16,402,0,0,0,0,0,0,0,0,0,0,0,59,71,12,9,12,65,139,229,199,92,53,41,30,100,977,0,0,0,0,0,8,20,47,20,30,21,15,161,0,0,0,0,4,11,26,0,0,3,0,0,49,0,0,0,0,4,30,97,56,32,26,13,19,276,0,0,0,0,0,0,12,6,6,0,0,5,38,0,0,0,0,4,41,40,15,3,7,3,3,114,0,0
101041020,5,0,170,0,0,0,10,7,30,28,4,3,5,0,0,92,6,4,0,11,10,25,49,29,14,10,10,7,158,0,0,0,0,0,3,7,4,4,0,3,5,33,0,0,4,13,10,34,30,14,4,4,0,3,120,0,3,3,22,13,44,28,9,0,4,0,8,129,0,0,0,0,5,0,3,0,0,6,0,0,18,0,0,0,0,3,4,0,0,0,0,6,0,16,11,16,18,84,143,107,57,8,6,0,4,22,471,0,0,0,0,3,0,3,7,0,0,0,95,104,19,25,25,149,202,267,256,118,52,46,21,139,1315,0,0,0,3,0,13,30,32,25,24,12,16,153,0,0,0,3,9,8,26,7,5,5,0,5,66,0,0,0,3,4,28,73,44,22,16,6,30,217,0,0,0,0,0,6,11,9,3,4,4,7,38,0,0,0,3,9,39,43,17,3,6,0,12,129,0,0
101041021,0,0,46,0,0,0,0,3,9,7,0,0,0,0,0,21,0,0,0,0,0,9,10,13,5,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,3,5,7,3,4,0,0,29,0,4,0,0,0,11,5,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,5,5,0,0,25,58,69,42,12,7,3,0,7,249,0,0,0,0,0,0,0,0,0,0,0,27,27,3,0,5,27,73,101,95,44,17,17,9,37,444,0,0,0,0,0,0,9,11,13,5,10,8,55,0,0,0,0,0,0,6,0,0,0,0,0,16,0,0,0,3,0,6,33,12,9,13,12,13,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,8,3,0,3,0,37,0,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
