SA2_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
101021007,3,0,0,4,5,7,6,0,0,29,124,54,64,110,135,131,120,71,17,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,5,0,0,0,0,0,0,0,0,0,0,154,75,49,129,122,115,111,32,16,814,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,6,0,0,11,0,0,0,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,15,0,4,5,13,16,26,22,6,5,100,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,18,10,3,22,23,25,36,13,7,148,13,0,6,12,10,10,4,0,0,52,0,0,0,0,0,0,0,0,0,3
101021008,9,9,3,19,13,8,0,0,0,69,321,223,227,261,321,243,133,65,20,1813,0,0,0,0,0,0,0,0,0,0,12,10,9,7,3,9,7,0,0,63,15,0,5,8,0,0,0,0,0,25,630,385,375,399,399,320,200,84,27,2813,0,4,0,0,0,4,0,0,0,5,95,76,82,85,85,77,39,22,0,563,3,0,6,3,8,3,0,0,0,24,4,4,4,0,0,3,0,0,0,18,5,5,9,8,11,9,0,8,0,67,0,0,0,0,0,0,0,0,0,0,8,0,0,8,4,10,0,0,0,32,14,11,16,5,9,0,0,0,0,64,20,13,24,35,59,46,39,14,3,256,3,9,4,7,4,0,0,0,0,31,3,3,0,3,0,4,0,0,0,14,59,44,32,44,50,43,21,12,4,321,28,15,14,16,17,12,3,0,0,107,0,0,3,0,0,0,0,0,0,8
101021009,16,6,30,36,22,10,0,0,0,133,254,219,242,250,288,260,166,137,72,1890,0,0,0,0,0,0,0,0,0,0,13,16,20,16,14,12,4,7,6,106,0,8,4,4,0,3,0,0,3,20,445,353,418,384,356,321,237,224,92,2835,0,0,0,0,0,0,0,0,0,6,56,32,76,77,63,88,98,71,20,580,0,0,0,9,0,0,0,0,0,10,0,7,3,8,0,0,0,0,0,22,4,0,10,7,8,14,4,17,3,71,0,0,0,0,0,0,0,0,0,3,4,9,0,3,3,0,0,0,3,28,10,11,19,11,5,7,3,5,0,80,21,22,23,41,47,59,36,30,13,286,0,3,5,4,3,5,9,3,0,26,0,5,4,0,3,5,0,0,0,20,40,24,45,46,37,40,22,17,16,291,26,24,47,21,20,12,0,0,0,156,0,0,0,3,0,7,3,0,0,20
101021010,17,10,15,17,6,6,0,0,0,71,106,102,109,113,144,115,45,35,16,791,0,0,0,0,0,0,0,0,0,0,3,5,8,0,8,7,4,0,0,48,19,6,4,4,5,6,3,0,0,54,217,198,228,197,199,121,81,48,19,1310,4,0,0,3,0,0,0,0,0,5,23,21,14,25,21,20,11,3,0,136,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,17,0,3,3,0,9,10,14,3,6,48,0,3,0,0,0,0,0,0,0,3,0,4,0,6,5,4,0,0,0,14,9,11,6,3,5,10,3,0,0,50,21,12,20,24,33,28,19,7,0,151,0,0,5,0,3,3,0,0,0,13,0,3,0,0,3,0,0,0,0,10,14,11,22,16,26,26,21,6,0,125,17,12,21,4,14,5,3,0,0,85,0,0,0,0,0,0,0,0,0,0
101021012,15,7,25,27,15,17,4,5,0,107,584,290,269,530,477,251,120,47,10,2586,0,0,0,0,0,0,0,0,0,0,34,3,15,28,28,19,5,0,0,130,20,11,7,9,3,0,10,0,0,53,1209,634,476,785,635,323,138,72,8,4287,0,0,0,0,0,0,0,0,0,3,125,71,58,115,75,50,21,5,5,531,11,3,5,12,13,3,4,0,0,51,11,7,3,7,5,0,0,0,0,36,18,4,10,22,14,10,12,7,0,112,0,0,0,0,0,0,0,0,0,0,0,7,0,3,8,0,0,0,0,21,39,15,19,30,17,10,0,0,0,130,49,29,29,71,84,58,19,14,3,357,5,0,6,0,8,5,0,3,0,33,3,3,9,0,5,4,0,0,4,22,89,72,43,85,95,52,27,13,0,480,44,20,26,28,28,17,11,0,0,174,0,0,3,0,3,8,0,0,0,14
101021610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101021611,6,9,10,22,19,24,3,0,0,102,591,306,215,506,624,551,254,89,33,3164,0,0,0,0,0,0,0,0,0,0,39,19,21,18,36,22,11,3,0,174,0,0,0,0,0,0,0,0,0,0,982,554,364,629,662,467,226,51,6,3932,11,0,0,5,3,3,0,0,0,20,36,25,11,36,22,15,10,3,0,157,4,0,10,3,4,0,0,0,0,16,4,5,4,0,3,0,0,0,0,18,23,19,8,29,28,24,17,5,0,147,0,0,0,0,0,0,0,0,0,5,0,4,4,5,3,5,0,0,0,22,14,3,7,12,12,3,0,0,0,48,22,18,15,46,80,95,43,13,6,339,4,5,0,9,10,10,5,0,0,33,0,0,0,4,3,3,3,0,0,12,87,44,28,84,115,89,48,10,0,506,79,40,29,41,38,41,16,3,0,298,0,0,0,4,4,3,4,0,0,20
101031013,0,0,5,5,5,3,0,0,0,10,124,63,71,89,136,179,88,67,47,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,114,54,53,77,99,96,77,32,12,615,0,0,0,0,0,0,0,0,0,0,9,0,9,7,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,4,0,0,0,0,14,22,11,13,17,29,25,39,17,6,176,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,5,7,11,9,12,0,4,59,9,0,0,9,3,4,3,0,0,25,0,0,0,0,0,0,0,0,0,0
101031014,10,9,7,14,13,8,3,0,0,62,263,181,141,194,247,225,185,150,71,1652,0,0,0,0,0,0,0,0,0,5,38,14,13,15,33,14,9,8,0,153,0,0,0,0,0,0,0,0,0,0,380,233,194,249,294,269,225,135,75,2051,0,0,0,0,0,4,0,0,0,5,18,0,3,9,15,9,4,4,0,62,6,0,0,12,8,9,9,0,5,53,0,0,0,4,5,4,0,0,0,11,8,12,9,11,14,17,20,21,5,110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,18,5,9,10,12,0,0,0,0,62,12,9,12,13,23,39,30,10,11,156,0,0,0,0,3,0,3,4,0,17,0,0,0,3,0,0,0,0,0,4,12,19,10,23,37,37,27,26,8,195,54,10,20,19,15,3,7,9,0,131,7,0,0,0,3,0,0,0,0,3
101031015,0,0,4,0,0,4,3,0,0,11,131,69,51,115,160,159,136,50,8,885,0,0,0,0,0,0,0,0,0,0,18,5,0,14,12,8,5,0,0,63,0,0,0,0,0,0,0,0,0,0,180,95,52,122,155,113,114,51,9,894,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,13,8,0,0,5,3,0,5,3,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,11,17,8,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,6,0,4,0,0,24,6,0,4,11,8,27,15,13,0,86,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,9,3,9,21,30,17,10,4,117,14,5,8,6,18,10,3,3,0,74,0,0,0,0,0,0,0,0,0,3
