SA2_CODE_2021,C21_75_79_Div_P,C21_75_79_Wid_M,C21_75_79_Wid_F,C21_75_79_Wid_P,C21_75_79_Nvr_marrd_M,C21_75_79_Nvr_marrd_F,C21_75_79_Nvr_marrd_P,C21_75_79_Tot_M,C21_75_79_Tot_F,C21_75_79_Tot_P,C21_80_84_Married_M,C21_80_84_Married_F,C21_80_84_Married_P,C21_80_84_Sep_M,C21_80_84_Sep_F,C21_80_84_Sep_P,C21_80_84_Div_M,C21_80_84_Div_F,C21_80_84_Div_P,C21_80_84_Wid_M,C21_80_84_Wid_F,C21_80_84_Wid_P,C21_80_84_Nvr_marrd_M,C21_80_84_Nvr_marrd_F,C21_80_84_Nvr_marrd_P,C21_80_84_Tot_M,C21_80_84_Tot_F,C21_80_84_Tot_P,C21_85_over_Married_M,C21_85_over_Married_F,C21_85_over_Married_P,C21_85_over_Seprtd_M,C21_85_over_Seprtd_F,C21_85_over_Seprtd_P,C21_85_over_Divorce_M,C21_85_over_Divorce_F,C21_85_over_Divorce_P,C21_85_over_Wid_M,C21_85_over_Wid_F,C21_85_over_Wid_P,C21_85_over_Nvr_mard_M,C21_85_over_Nvr_mard_F,C21_85_over_Nvr_mard_P,C21_85_over_Tot_M,C21_85_over_Tot_F,C21_85_over_Tot_P,C21_Tot_Married_M,C21_Tot_Married_F,C21_Tot_Married_P,C21_Tot_Sep_M,C21_Tot_Sep_F,C21_Tot_Sep_P,C21_Tot_Div_M,C21_Tot_Div_F,C21_Tot_Div_P,C21_Tot_Wid_M,C21_Tot_Wid_F,C21_Tot_Wid_P,C21_Tot_nver_marrie_M,C21_Tot_nver_marrie_F,C21_Tot_nver_marrie_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
407031166,15,0,4,7,3,0,3,82,49,129,33,20,49,0,0,0,3,4,5,8,11,18,5,0,5,44,35,80,13,6,20,0,0,0,5,0,3,15,9,29,0,0,0,31,18,51,796,797,1594,57,43,100,189,131,318,43,79,128,549,399,952,1644,1452,3096
407031167,22,14,42,58,5,0,9,95,130,220,55,42,100,0,0,5,4,8,10,4,72,74,4,0,4,72,117,195,46,23,72,0,0,5,0,8,8,15,99,113,0,4,4,69,133,200,848,837,1685,60,90,151,157,234,390,67,304,368,725,647,1371,1860,2109,3970
407031168,14,10,28,39,0,3,4,97,76,165,44,18,58,0,0,0,0,3,3,10,17,31,0,0,0,60,43,99,18,12,28,0,0,0,0,0,0,18,24,35,0,0,0,35,35,72,1136,1092,2229,72,50,123,199,137,337,58,140,202,805,528,1332,2274,1945,4216
407031169,25,15,32,47,8,0,8,156,140,295,72,42,114,3,0,3,7,9,16,14,38,51,4,0,4,104,88,191,34,17,47,6,0,5,3,4,8,10,61,76,3,4,4,56,88,142,1108,1063,2164,85,82,166,261,233,492,84,228,311,855,606,1462,2382,2206,4591
407031170,39,15,59,71,9,7,12,173,160,328,59,43,100,3,4,6,12,3,15,18,45,61,0,3,3,98,97,191,41,24,68,0,0,0,8,5,7,27,83,109,0,0,7,79,113,186,1441,1349,2788,128,119,251,328,262,592,111,297,405,1009,600,1608,3012,2628,5640
497979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,12,0,12
499999499,17,0,6,5,0,0,0,31,15,44,4,5,8,0,0,0,0,3,5,0,9,5,0,0,0,7,17,18,3,5,9,0,0,0,0,0,0,3,3,11,0,0,0,7,10,11,328,311,637,153,110,261,260,152,406,30,39,75,892,702,1594,1668,1306,2975
501011001,31,9,24,32,7,0,5,141,110,250,70,43,117,0,0,0,4,3,6,12,31,43,4,0,7,92,80,173,38,16,55,0,0,0,5,0,4,26,63,88,0,6,3,66,83,148,1433,1440,2877,92,78,173,236,274,513,77,194,271,796,722,1515,2637,2707,5343
501011003,54,11,42,54,0,4,7,225,227,462,107,57,163,5,0,10,13,14,24,20,40,57,0,0,3,139,113,254,47,29,70,0,0,0,7,3,13,19,40,61,0,5,4,75,72,143,2722,2758,5480,132,150,288,364,415,788,92,225,311,1403,1237,2635,4717,4779,9492
501011004,40,4,26,34,3,4,4,94,110,206,38,31,67,7,0,7,0,9,9,12,24,35,0,3,3,55,68,117,33,22,53,0,0,0,3,6,12,15,56,70,0,3,4,52,89,139,1815,1814,3625,127,154,281,318,474,790,53,199,256,1671,1401,3073,3977,4038,8018
501011293,52,22,41,60,11,7,22,212,213,420,105,67,175,0,0,4,16,22,42,22,62,84,3,0,5,147,152,298,44,21,63,0,0,0,7,3,10,21,85,108,0,0,0,73,109,184,1971,1979,3949,116,141,253,341,509,854,89,295,388,1238,1079,2317,3753,4007,7764
501011294,114,34,120,156,8,18,23,432,480,915,219,123,342,5,8,5,22,26,47,37,155,196,5,15,16,290,321,614,142,93,237,4,3,5,15,29,48,86,327,411,0,9,13,250,468,715,3913,3942,7859,236,296,538,642,1006,1655,242,868,1109,2325,2212,4537,7368,8326,15691
501021005,47,22,76,95,0,4,7,266,282,546,130,91,222,0,0,3,12,16,22,16,66,90,3,0,3,161,177,342,57,17,77,0,0,0,0,3,9,25,90,114,0,4,4,87,110,200,4019,4082,8104,213,260,472,507,747,1255,122,431,556,2371,2146,4518,7231,7677,14910
501021007,26,6,22,33,4,0,7,118,82,204,33,24,54,0,0,0,9,4,7,4,32,36,0,0,3,45,62,104,17,12,28,0,0,0,0,4,4,7,21,26,0,0,5,24,38,62,1151,1172,2316,80,85,167,216,251,466,38,139,179,645,627,1273,2128,2270,4400
501021008,38,10,31,39,0,4,7,105,124,227,45,25,64,3,4,8,7,13,27,12,44,53,0,0,5,68,87,150,39,16,57,5,0,5,8,12,14,13,97,116,0,0,0,61,129,190,1092,934,2029,152,152,299,307,411,716,66,279,345,1343,1084,2427,2961,2860,5818
501021009,47,18,59,81,11,3,15,187,178,371,64,45,107,9,0,9,13,11,23,14,48,63,0,0,0,95,106,197,34,13,49,0,0,0,4,3,13,25,81,107,4,0,8,77,101,183,1587,1595,3178,137,162,303,404,410,811,122,318,440,1372,1131,2507,3630,3611,7239
501021010,16,3,14,17,0,0,0,48,65,116,25,17,41,0,0,0,4,0,9,7,14,17,3,0,3,37,29,70,16,7,22,0,0,0,0,5,0,9,9,15,0,0,0,28,17,44,778,775,1552,44,32,75,118,116,231,35,71,100,395,328,726,1371,1321,2685
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,6,0,0,0,4,0,4,10,0,8
501021012,39,23,78,104,3,3,10,215,244,468,89,87,179,4,4,8,7,13,17,21,105,121,7,3,11,130,210,343,85,34,118,0,0,0,3,4,12,39,133,174,3,0,5,132,177,315,2462,2474,4939,148,176,328,372,499,865,131,476,602,1639,1423,3067,4751,5047,9798
501021014,34,15,48,63,7,0,4,161,176,338,76,37,112,0,0,6,5,9,20,19,70,92,8,4,13,120,125,237,52,22,75,3,0,3,4,6,13,26,74,102,8,0,10,91,110,202,1950,1924,3871,131,138,265,352,347,693,93,316,413,1363,1080,2446,3881,3810,7695
501021015,31,13,49,57,3,0,3,134,152,288,70,39,110,4,0,4,3,7,14,12,51,60,0,3,7,91,107,197,40,23,60,0,0,0,0,6,6,26,65,92,3,0,4,73,94,169,1305,1308,2619,112,122,238,242,392,633,80,267,345,1101,990,2089,2841,3073,5914
501021016,20,4,20,31,0,0,0,88,77,165,41,29,76,3,0,4,4,8,14,8,34,45,0,0,8,65,73,138,26,16,44,0,0,0,0,4,8,15,39,53,0,0,3,47,61,106,868,874,1741,74,72,141,214,186,396,49,159,204,573,475,1046,1775,1756,3533
501021251,26,7,29,36,5,4,6,94,112,205,28,15,49,0,0,0,4,12,13,9,17,23,3,0,3,44,48,91,16,3,19,0,0,0,0,0,0,0,17,21,0,0,0,21,24,48,1838,1857,3693,88,172,254,229,358,583,45,143,185,1296,1303,2604,3492,3833,7327
501021252,3,8,10,17,0,3,4,35,41,76,12,5,15,0,0,0,0,3,6,0,9,14,0,0,0,14,12,27,9,0,9,0,0,0,0,0,4,3,15,20,0,3,3,8,19,32,760,754,1516,27,36,63,87,66,157,26,57,84,339,330,671,1241,1244,2487
501021253,90,21,86,110,10,7,16,272,289,566,113,79,194,5,0,6,11,18,38,22,114,138,0,6,7,155,226,375,101,60,163,6,3,13,14,20,30,54,276,324,6,8,14,176,369,543,2412,2397,4811,204,229,433,555,746,1302,147,654,803,1827,1657,3491,5147,5691,10838
501021254,16,5,34,35,3,0,7,80,76,158,36,15,51,0,4,4,6,3,11,12,26,39,0,4,6,50,54,111,13,8,20,0,0,0,0,4,9,5,16,22,3,0,3,24,31,57,737,726,1465,107,128,232,220,290,513,50,155,201,912,834,1747,2031,2136,4165
501031017,51,12,45,58,10,10,15,173,190,362,84,38,119,7,3,4,16,12,28,20,49,68,8,0,7,124,97,222,36,6,45,0,0,0,0,4,9,19,52,74,8,6,14,60,73,135,1573,1544,3118,97,119,213,284,341,617,88,247,331,827,727,1558,2859,2979,5839
501031018,37,9,40,41,12,4,12,151,146,295,56,31,86,0,0,0,8,14,12,8,45,54,0,7,8,73,95,167,32,17,45,0,0,4,3,9,10,15,56,71,0,0,4,47,72,127,1324,1357,2682,81,107,185,258,281,535,62,218,277,795,648,1440,2521,2609,5132
501031019,30,16,35,51,8,0,12,100,94,193,54,39,93,4,0,3,4,0,8,15,42,51,4,0,4,79,87,167,23,13,35,0,0,0,3,5,5,17,62,79,3,0,3,45,77,128,993,1007,1999,72,112,189,189,225,415,77,206,280,863,698,1567,2192,2248,4443
501031020,49,12,26,35,13,7,17,172,140,314,45,42,83,0,0,0,5,6,11,11,22,29,0,0,0,62,65,130,45,13,49,0,0,0,0,9,5,15,41,60,4,0,7,63,56,123,1147,1133,2273,89,68,157,253,247,501,80,167,249,739,593,1330,2300,2206,4511
502011021,52,7,25,31,3,3,4,211,186,396,107,44,155,6,0,4,10,4,19,13,29,44,0,0,0,135,78,218,35,15,48,0,0,0,0,0,0,9,13,27,0,0,0,52,31,80,1876,1915,3784,141,132,279,324,332,657,65,168,237,1042,897,1939,3443,3446,6890
502011022,48,29,51,76,9,0,10,262,241,509,108,65,173,4,0,3,11,18,25,16,37,52,3,0,0,142,118,256,54,31,81,0,0,5,4,4,16,23,64,86,0,0,0,85,98,184,2091,2111,4205,131,171,303,430,490,920,118,278,394,1257,1108,2363,4033,4154,8190
502011023,66,30,95,123,3,5,10,235,318,554,186,135,316,7,0,10,19,24,46,42,129,167,9,5,11,259,293,550,125,82,204,0,0,5,5,17,24,67,198,264,3,0,0,204,298,506,1688,1716,3407,158,218,371,399,555,953,184,605,791,1381,1261,2643,3812,4353,8166
502011024,131,50,143,190,11,6,15,571,645,1211,311,198,508,14,6,12,28,37,68,52,169,225,10,3,13,413,410,825,159,76,233,4,0,7,11,18,28,67,238,307,3,3,6,246,333,580,4374,4423,8794,264,323,580,653,1050,1705,257,837,1100,2342,2160,4498,7889,8786,16678
502011025,109,22,86,113,10,11,14,269,281,552,104,74,178,6,7,10,25,41,60,29,90,121,4,6,12,159,214,379,75,45,122,0,3,3,9,13,29,50,187,237,10,5,13,151,256,399,1565,1553,3120,206,271,474,626,833,1462,163,544,707,1683,1561,3238,4242,4762,9001
502011026,44,19,34,53,10,0,9,216,170,391,82,54,140,6,3,7,16,6,19,9,37,47,0,0,5,109,108,218,37,16,54,0,0,0,3,8,12,25,39,57,0,0,0,70,63,126,1409,1399,2809,129,104,237,330,323,654,95,199,298,844,749,1595,2808,2776,5581
502011027,71,27,88,110,9,0,7,335,339,672,173,124,298,0,4,5,14,16,33,27,97,123,3,0,6,218,246,470,105,54,153,5,0,5,9,13,19,60,219,280,0,0,7,174,284,463,4175,4244,8414,243,354,598,530,851,1382,180,623,802,2667,2562,5226,7790,8633,16426
502011028,113,27,126,151,9,10,11,349,399,745,163,118,282,9,3,7,28,43,74,40,125,161,4,4,9,243,291,528,107,60,169,4,0,4,16,26,41,73,208,289,0,5,6,201,305,507,2126,2140,4261,185,227,406,559,769,1323,209,671,877,1433,1372,2804,4510,5165,9675
502011029,48,19,69,86,8,0,7,213,218,430,111,90,200,5,4,4,20,15,33,17,80,98,7,3,10,158,184,349,79,38,112,0,0,0,10,14,21,37,84,122,3,0,9,131,131,254,1970,2013,3975,133,177,309,397,484,884,115,355,471,1374,1190,2563,3983,4221,8200
503011030,21,10,33,40,0,0,0,126,156,287,110,81,194,0,0,5,9,10,16,8,65,72,4,0,7,129,158,292,97,58,153,0,0,0,0,7,12,31,119,150,3,0,9,136,185,319,1667,1716,3381,23,47,73,125,146,272,60,263,327,838,713,1551,2726,2877,5601
503011031,67,17,82,104,13,22,34,223,299,517,132,93,227,7,4,7,16,30,44,26,74,97,11,11,18,189,207,398,89,51,140,5,0,5,6,44,50,53,185,237,10,18,21,158,298,452,1748,1797,3546,101,142,239,248,521,764,116,432,544,1436,1403,2845,3655,4281,7932
503011032,38,16,33,56,8,10,12,186,171,362,70,51,121,5,3,3,3,11,16,8,32,36,5,6,10,89,103,193,53,28,82,3,3,7,9,15,19,25,72,96,0,7,9,89,119,210,1631,1664,3293,60,71,139,230,293,524,76,210,283,1187,1109,2295,3186,3347,6534
503011033,10,5,25,29,0,10,8,126,115,238,55,47,102,0,0,0,6,5,11,4,40,41,3,0,0,70,96,163,48,24,69,5,0,5,3,8,8,19,65,82,0,3,3,71,100,172,2039,2068,4110,47,76,120,132,215,346,45,195,244,1009,904,1919,3274,3461,6739
503011034,66,14,58,65,22,18,38,226,220,451,85,60,145,5,0,5,11,20,29,14,59,68,4,6,9,110,149,258,64,32,99,5,0,5,12,10,21,19,98,120,0,9,11,102,154,254,2137,2187,4325,91,99,195,318,449,769,75,309,386,1568,1717,3283,4202,4753,8952
503011035,65,14,75,89,8,20,35,359,394,757,189,119,305,0,9,11,18,15,30,14,80,94,12,11,27,230,237,467,148,63,207,5,0,4,7,27,35,44,186,226,0,15,15,202,284,493,3899,3958,7859,104,132,228,289,523,813,111,468,580,3323,3088,6407,7721,8167,15885
503011036,68,13,41,51,3,17,25,162,188,353,83,57,135,0,0,5,19,17,31,6,48,57,4,0,3,114,125,243,67,34,99,10,0,8,0,21,17,29,115,151,0,4,4,109,176,282,2097,2121,4224,66,73,150,206,412,615,73,303,378,1299,1023,2325,3751,3929,7683
503021037,0,0,0,0,0,0,0,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,13,18,29,0,0,0,9,3,10,0,3,3,5,0,5,23,22,48
503021038,47,8,33,43,10,9,22,97,117,215,29,27,55,4,0,4,3,10,15,10,57,60,8,6,13,44,103,143,35,15,58,4,0,4,8,9,16,22,135,160,4,5,10,73,168,243,2140,2131,4269,111,123,231,319,473,795,60,313,372,1916,2002,3914,4544,5040,9582
503021039,79,9,59,70,26,21,43,208,218,426,65,61,124,5,0,7,17,25,36,8,59,73,13,12,31,105,161,268,86,45,132,3,0,3,17,18,32,42,159,206,7,12,16,151,237,392,3032,2983,6017,183,211,397,498,737,1230,104,416,523,3171,3153,6328,6992,7501,14493
503021040,36,10,33,44,14,3,18,112,97,205,39,34,75,4,0,5,10,14,27,12,60,68,12,5,22,81,111,194,42,20,64,0,0,0,5,6,6,26,133,165,9,10,15,81,171,246,1640,1648,3289,103,110,217,316,376,692,76,314,390,1879,1719,3601,4020,4167,8186
503021042,122,18,94,120,27,30,54,311,357,665,160,96,254,5,7,12,24,41,70,29,100,134,16,27,39,229,275,509,100,51,152,3,0,4,10,32,46,35,191,229,9,18,27,159,289,444,3269,3291,6557,194,207,403,609,878,1484,124,548,674,2793,2856,5648,6989,7783,14766
503021043,83,19,45,65,28,22,48,209,229,437,95,62,155,3,7,5,25,17,36,19,75,91,24,39,55,155,192,351,88,55,139,4,9,15,7,19,29,53,260,313,17,75,95,176,410,586,3728,3763,7492,171,228,399,502,765,1270,131,551,682,2919,2953,5875,7457,8257,15719
503021295,43,4,21,25,12,8,19,130,105,238,40,19,65,0,0,0,9,3,11,7,31,34,6,0,10,66,52,122,16,5,28,0,3,4,3,0,4,13,37,48,8,5,15,42,57,98,2047,1991,4041,228,152,381,531,544,1077,47,187,232,2882,2310,5188,5729,5180,10915
503021296,29,8,27,31,25,8,31,90,70,163,30,13,41,0,0,0,15,5,20,5,34,44,19,4,21,66,63,129,10,9,15,0,0,0,9,4,10,13,46,58,9,0,9,46,55,104,1344,1327,2669,174,148,323,432,476,910,47,180,226,3450,2835,6284,5444,4962,10410
503021297,39,6,18,23,12,6,22,105,81,183,30,14,45,0,3,0,14,7,20,13,35,45,12,3,14,66,61,128,19,8,31,0,0,0,4,8,11,14,41,54,7,7,13,42,61,106,1672,1525,3194,266,162,431,513,454,969,56,151,208,3733,2884,6621,6239,5177,11413
504011044,96,10,76,89,11,12,22,203,277,481,94,68,162,4,4,8,20,36,54,29,94,118,11,5,15,154,204,360,55,28,86,0,0,0,8,23,29,38,187,230,10,7,16,120,241,360,2738,2750,5486,202,289,494,563,835,1399,142,558,697,2674,2382,5055,6322,6810,13129
504011045,135,22,99,129,31,29,59,303,369,674,147,110,254,4,5,10,25,47,72,30,129,159,25,15,29,224,300,530,128,76,203,0,5,4,20,45,63,69,309,380,16,14,29,233,448,683,4445,4477,8922,288,361,649,761,1205,1968,210,782,993,4067,3618,7688,9774,10443,20215
504011046,81,20,31,49,28,10,39,173,126,302,36,25,60,0,3,7,17,29,47,10,49,55,18,5,19,80,107,187,33,17,50,0,0,0,5,13,20,15,69,83,11,8,11,62,107,166,1970,1942,3911,188,216,406,571,687,1264,72,256,331,2969,2685,5653,5770,5787,11562
504011047,88,41,136,176,13,7,17,391,433,822,232,135,366,8,0,8,30,36,66,39,148,194,6,10,17,313,337,657,117,57,178,4,0,4,11,23,28,61,252,314,3,4,12,198,333,525,4381,4349,8734,271,343,616,755,1023,1783,210,842,1057,3840,3034,6876,9461,9595,19054
504011048,43,13,64,73,7,3,7,175,193,363,87,57,140,0,0,3,6,14,17,19,65,78,4,0,4,112,131,245,59,31,84,0,0,0,6,4,12,23,92,114,0,8,7,83,134,216,1803,1813,3623,74,97,170,207,306,515,93,345,442,1107,889,2002,3289,3456,6746
504021049,7,4,9,17,4,0,4,48,36,90,14,9,20,4,0,4,0,0,7,0,8,13,0,0,0,22,20,45,7,4,8,0,0,0,0,0,0,3,15,17,0,0,0,12,20,30,1195,588,1784,160,39,198,185,124,320,34,66,97,1443,346,1788,3017,1165,4181
504021050,39,3,26,36,0,3,6,173,148,321,57,34,90,0,0,0,5,6,13,8,28,42,4,0,6,78,75,149,35,20,61,0,0,0,4,10,13,5,39,50,0,0,0,54,70,122,1690,1700,3398,59,71,134,214,297,511,53,161,215,848,753,1602,2865,2992,5858
504021051,39,13,41,50,3,5,10,115,126,237,57,41,95,4,0,4,9,9,17,7,47,56,0,0,3,75,97,170,27,10,32,0,0,4,4,6,11,9,30,39,0,0,0,44,43,87,1189,1188,2386,73,77,150,200,266,471,48,201,247,803,700,1502,2312,2440,4750
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0,0,0,0,4,4,4,5,10
504021053,53,17,60,74,6,0,5,241,261,500,96,61,160,4,0,3,18,18,31,15,54,74,0,4,4,137,143,276,68,34,101,0,0,3,11,16,30,29,92,122,3,0,5,117,142,259,2910,2921,5837,158,179,335,416,549,965,112,361,473,1765,1535,3303,5362,5543,10912
504021054,80,10,80,89,12,7,24,227,281,507,114,73,183,0,3,4,22,29,46,26,106,133,5,6,11,169,208,373,63,44,105,6,4,11,13,12,25,45,173,214,8,3,14,134,236,366,2225,2251,4476,191,226,414,520,668,1190,138,547,686,2145,1752,3898,5222,5446,10664
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
504031056,51,14,62,77,8,7,10,187,214,400,85,48,132,0,0,3,18,21,29,16,66,79,4,0,4,123,135,259,48,32,81,0,0,0,4,15,20,27,67,92,0,0,0,86,109,198,3615,3625,7239,235,313,550,512,764,1282,114,422,536,2931,2414,5342,7406,7540,14950
504031057,51,17,59,71,6,8,17,162,169,330,59,47,108,5,0,3,9,14,16,7,57,64,5,0,4,77,112,196,31,14,45,0,0,4,0,13,18,11,85,95,0,3,5,47,109,159,4044,4110,8161,248,314,572,485,787,1275,102,419,519,3302,2818,6126,8185,8459,16646
504031058,17,0,15,16,4,0,4,70,66,131,21,11,32,0,0,0,4,4,9,6,9,13,5,0,6,38,27,64,7,5,7,0,0,0,5,0,5,0,18,21,0,0,0,13,20,38,1050,1057,2109,72,88,159,207,230,441,29,107,136,947,743,1687,2303,2228,4527
504031060,12,0,11,11,0,0,0,46,52,99,19,7,29,0,0,0,3,0,4,0,10,4,3,0,3,26,17,44,18,4,24,0,0,0,0,3,3,0,5,9,6,0,6,24,17,37,684,679,1356,29,31,62,94,113,208,17,43,63,362,333,700,1183,1207,2385
504031061,21,0,23,25,4,3,3,71,71,141,30,18,49,0,0,0,6,3,7,10,21,26,0,0,0,47,40,85,18,11,26,0,0,0,6,0,6,7,26,31,0,0,0,30,35,61,1059,1078,2133,69,98,167,172,248,417,34,123,161,809,671,1481,2134,2223,4352
504031062,51,11,44,61,0,0,3,129,132,260,50,34,76,5,0,5,9,8,17,13,43,49,0,3,3,73,82,159,23,13,31,4,0,4,0,6,5,13,30,44,0,0,0,36,44,84,2305,2340,4648,197,194,388,317,496,816,80,251,331,1924,1583,3508,4822,4870,9693
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,7,4,0,4,0,0,0,4,0,5,17,4,21
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,33,11,30,34,3,0,10,104,94,195,48,36,86,0,0,0,9,9,15,11,29,43,0,0,3,72,76,152,33,20,57,0,0,0,0,0,0,8,43,55,5,0,5,52,58,108,1039,1043,2080,72,91,168,211,266,476,63,197,262,922,786,1704,2303,2386,4692
504031066,72,16,55,66,18,12,31,149,182,327,68,47,113,7,3,7,26,30,57,20,87,109,7,4,14,125,171,297,91,45,133,0,4,8,16,19,34,36,202,243,9,5,15,152,272,426,1527,1474,3004,268,259,528,522,728,1245,132,498,625,2319,1857,4178,4768,4807,9580
504031067,24,4,20,22,5,0,5,60,76,132,43,22,67,0,0,0,4,13,13,3,14,23,0,0,0,55,51,101,18,9,27,0,0,0,0,0,5,11,29,35,0,0,0,30,37,66,1221,1248,2466,96,134,231,194,324,519,36,153,181,1179,1000,2175,2721,2854,5575
504031068,29,7,16,30,4,5,5,146,118,267,54,26,74,3,0,3,5,5,13,5,43,51,3,0,3,67,80,143,29,14,36,0,0,0,0,4,3,10,20,33,0,0,0,42,34,74,2561,2612,5174,151,191,337,287,377,663,65,178,238,1596,1500,3095,4650,4852,9504
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,12,3,18,22,4,0,4,88,71,160,40,27,74,0,0,0,0,8,12,0,22,27,0,0,0,46,55,107,25,7,26,0,0,0,0,5,5,4,18,23,0,0,0,26,33,57,2886,2921,5811,169,245,417,265,592,856,34,187,220,2137,2090,4224,5496,6029,11527
504031299,9,0,19,21,0,0,0,56,54,111,21,7,25,0,0,0,5,4,8,0,7,10,0,0,0,27,24,48,8,5,10,0,0,0,0,0,3,0,12,8,0,0,0,13,18,26,2165,2176,4338,111,116,224,193,286,475,28,105,134,1608,1495,3103,4101,4178,8275
504031300,62,11,54,68,0,3,9,184,239,420,99,82,188,3,4,6,8,15,26,22,77,103,0,3,5,137,190,325,77,43,119,0,0,0,6,14,14,41,146,184,0,3,6,127,205,334,3271,3318,6591,260,356,616,452,762,1215,118,450,572,2691,2546,5237,6795,7437,14238
505011070,34,11,40,51,5,10,13,120,136,256,46,22,67,0,0,4,10,12,20,4,38,42,0,3,5,55,77,138,15,9,26,0,4,5,3,11,17,17,38,58,0,3,3,42,61,106,1813,1835,3643,134,181,314,316,460,771,73,239,310,1775,1608,3384,4110,4317,8423
505011071,28,5,39,47,0,0,0,118,162,278,65,50,119,0,0,0,3,10,13,16,56,68,0,3,4,89,113,203,32,26,53,7,0,4,0,4,7,19,69,83,3,0,3,57,94,150,2986,3007,5990,150,178,330,340,509,851,75,276,352,1977,1726,3701,5528,5693,11223
505011072,63,23,64,85,9,4,11,329,301,633,133,76,208,0,4,6,11,30,37,17,80,93,0,12,12,158,201,360,71,35,99,5,0,8,4,13,17,37,145,185,0,4,5,112,200,314,3649,3702,7354,136,188,325,360,571,928,117,454,567,1814,1543,3351,6074,6460,12530
505011073,77,30,61,93,9,4,11,292,288,585,110,54,162,0,3,3,16,21,38,17,60,73,3,3,12,142,146,288,49,26,79,0,4,4,3,9,16,19,73,89,0,0,0,68,110,185,2800,2811,5613,148,195,342,408,596,1008,122,366,488,1982,1674,3656,5457,5647,11105
505011074,35,11,37,47,0,0,7,133,124,260,58,36,91,0,3,3,9,13,18,4,46,54,5,0,5,72,94,166,26,12,44,0,0,0,3,9,14,16,48,67,0,0,0,55,73,123,2066,2091,4153,130,147,275,329,497,822,75,247,322,1680,1325,3007,4286,4305,8582
505011075,29,6,39,49,6,0,7,177,185,356,70,48,119,0,3,0,5,5,10,13,45,54,5,0,5,93,100,191,44,26,68,3,0,3,4,8,10,13,65,79,0,0,0,66,96,162,2770,2812,5588,86,117,205,233,356,584,71,257,331,1352,1134,2488,4508,4692,9198
505011076,10,3,17,21,0,0,0,78,78,159,40,15,57,0,0,0,0,3,4,3,15,18,0,0,0,42,35,79,13,11,21,0,0,0,0,0,3,5,26,32,0,0,0,24,34,55,2585,2604,5191,72,72,141,129,197,321,36,122,161,1110,1017,2132,3935,4007,7940
505011077,62,18,58,80,5,0,4,198,200,398,85,72,156,4,0,7,9,23,32,19,78,96,11,3,12,124,179,302,70,51,123,4,3,3,7,16,25,40,145,183,0,6,8,119,222,338,2684,2708,5398,201,241,439,439,676,1114,123,448,573,2377,1857,4240,5832,5926,11762
505011078,60,14,70,80,5,0,10,205,243,446,90,80,170,3,4,10,7,26,35,18,81,100,0,6,7,117,199,314,107,69,178,3,4,7,11,24,33,74,261,335,3,8,13,193,365,559,2985,3000,5988,110,149,256,333,594,927,155,567,716,1577,1312,2891,5159,5621,10782
505011079,35,15,42,55,0,6,6,211,188,394,74,49,118,3,0,3,3,12,20,7,48,63,0,0,0,87,115,201,45,26,76,0,0,0,5,11,16,20,84,103,0,0,3,71,120,193,2678,2652,5329,97,134,231,257,419,677,81,288,368,1503,1308,2810,4614,4805,9417
